"StrokesGainedPutting_RANKTHISWEEK_2010","StrokesGainedPutting_RANKLASTWEEK_2010","StrokesGainedPutting_PLAYERNAME_2010","StrokesGainedPutting_ROUNDS_2010","StrokesGainedPutting_AVERAGE_2010","StrokesGainedPutting_TOTALPUTTSGAINED_2010","StrokesGainedPutting_MEASUREDROUNDS_2010","stat_name","year"
52,52,"Jimmy Walker",82,0.252,17.665,70,"StrokesGainedPutting",2010
53,53,"Justin Rose",78,0.243,17.032,70,"StrokesGainedPutting",2010
54,54,"Freddie Jacobson",83,0.241,18.556,77,"StrokesGainedPutting",2010
55,55,"Matt Every",60,0.24,12.237,51,"StrokesGainedPutting",2010
56,56,"Shaun Micheel",70,0.235,12.474,53,"StrokesGainedPutting",2010
57,57,"Brent Delahoussaye",57,0.231,10.866,47,"StrokesGainedPutting",2010
57,57,"Chris Tidland",77,0.231,15.674,68,"StrokesGainedPutting",2010
59,59,"Ben Curtis",78,0.229,15.128,66,"StrokesGainedPutting",2010
60,60,"JJ Henry",92,0.217,17.179,79,"StrokesGainedPutting",2010
61,61,"Scott Piercy",88,0.215,17.391,81,"StrokesGainedPutting",2010
62,62,"Ian Poulter",55,0.213,7.227,34,"StrokesGainedPutting",2010
63,63,"Steve Wheatcroft",74,0.211,12.227,58,"StrokesGainedPutting",2010
64,64,"Alex Prugh",88,0.202,16.183,80,"StrokesGainedPutting",2010
65,65,"Blake Adams",84,0.196,14.674,75,"StrokesGainedPutting",2010
66,66,"Stewart Cink",84,0.19,12.359,65,"StrokesGainedPutting",2010
67,67,"Richard Johnson",90,0.188,13.692,73,"StrokesGainedPutting",2010
67,67,"YE Yang",72,0.188,10.897,58,"StrokesGainedPutting",2010
69,69,"Chris Riley",73,0.185,11.674,63,"StrokesGainedPutting",2010
70,70,"Justin Leonard",89,0.181,13.021,72,"StrokesGainedPutting",2010
71,71,"Tim Herron",79,0.171,11.818,69,"StrokesGainedPutting",2010
72,72,"Rich Barcelo",70,0.144,8.363,58,"StrokesGainedPutting",2010
73,73,"Mark Wilson",87,0.139,11.005,79,"StrokesGainedPutting",2010
74,74,"Robert Allenby",76,0.137,8.339,61,"StrokesGainedPutting",2010
75,75,"James Nitties",92,0.133,10.811,81,"StrokesGainedPutting",2010
76,76,"Spencer Levin",110,0.132,12.953,98,"StrokesGainedPutting",2010
77,77,"Jason Bohn",84,0.13,9.588,74,"StrokesGainedPutting",2010
78,78,"Rickie Fowler",98,0.129,10.68,83,"StrokesGainedPutting",2010
79,79,"David Duval",71,0.12,6.73,56,"StrokesGainedPutting",2010
80,80,"Dustin Johnson",83,0.112,7.076,63,"StrokesGainedPutting",2010
81,81,"Charley Hoffman",85,0.104,8.022,77,"StrokesGainedPutting",2010
82,82,"Bo Van Pelt",104,0.098,8.499,87,"StrokesGainedPutting",2010
83,83,"Joe Ogilvie",99,0.096,8.252,86,"StrokesGainedPutting",2010
84,84,"Nick Watney",91,0.09,6.178,69,"StrokesGainedPutting",2010
85,85,"Brett Quigley",96,0.078,6.826,88,"StrokesGainedPutting",2010
86,86,"Trevor Immelman",55,0.074,3.186,43,"StrokesGainedPutting",2010
87,87,"Hunter Mahan",85,0.068,4.564,67,"StrokesGainedPutting",2010
88,88,"Johnson Wagner",85,0.065,4.819,74,"StrokesGainedPutting",2010
89,89,"JB Holmes",100,0.064,5.667,88,"StrokesGainedPutting",2010
90,90,"Chris Stroud",90,0.062,4.468,72,"StrokesGainedPutting",2010
91,91,"KJ Choi",82,0.054,3.305,61,"StrokesGainedPutting",2010
92,92,"John Mallinger",78,0.051,3.299,65,"StrokesGainedPutting",2010
93,93,"Jarrod Lyle",54,0.049,2.243,46,"StrokesGainedPutting",2010
94,94,"Kevin Streelman",90,0.044,3.554,80,"StrokesGainedPutting",2010
95,95,"Scott Verplank",74,0.034,1.902,56,"StrokesGainedPutting",2010
96,96,"Jonathan Byrd",85,0.029,2.382,82,"StrokesGainedPutting",2010
97,97,"JP Hayes",79,0.027,1.85,68,"StrokesGainedPutting",2010
98,98,"Ricky Barnes",103,0.021,1.748,83,"StrokesGainedPutting",2010
99,99,"Derek Lamely",81,0.02,1.254,64,"StrokesGainedPutting",2010
100,100,"Aron Price",70,0.017,1.081,62,"StrokesGainedPutting",2010
101,101,"Bob Estes",79,0.014,0.986,71,"StrokesGainedPutting",2010
102,102,"Brendon de Jonge",114,0,0.04,91,"StrokesGainedPutting",2010
103,103,"Jerod Turner",54,-0.002,-0.062,40,"StrokesGainedPutting",2010
104,104,"Tim Petrovic",105,-0.006,-0.589,94,"StrokesGainedPutting",2010
105,105,"Jason Day",82,-0.009,-0.655,71,"StrokesGainedPutting",2010
106,106,"Bill Lunde",79,-0.012,-0.777,67,"StrokesGainedPutting",2010
107,107,"Mike Weir",59,-0.018,-0.711,40,"StrokesGainedPutting",2010
108,108,"Briny Baird",87,-0.026,-2.022,79,"StrokesGainedPutting",2010
109,109,"Jeev Milkha Singh",59,-0.045,-2.362,52,"StrokesGainedPutting",2010
110,110,"Stuart Appleby",101,-0.056,-4.902,88,"StrokesGainedPutting",2010
110,110,"Vaughn Taylor",87,-0.056,-4.426,79,"StrokesGainedPutting",2010
112,112,"Chris DiMarco",88,-0.058,-4.509,78,"StrokesGainedPutting",2010
113,113,"Woody Austin",93,-0.063,-5.218,83,"StrokesGainedPutting",2010
114,114,"Bill Haas",87,-0.065,-4.91,75,"StrokesGainedPutting",2010
115,115,"Michael Letzig",84,-0.071,-5.677,80,"StrokesGainedPutting",2010
115,115,"Sean OHair",84,-0.071,-4.591,65,"StrokesGainedPutting",2010
117,117,"Bubba Watson",77,-0.077,-5.184,67,"StrokesGainedPutting",2010
118,118,"Steve Flesch",78,-0.078,-5.05,65,"StrokesGainedPutting",2010
119,119,"Michael Bradley",77,-0.084,-5.705,68,"StrokesGainedPutting",2010
120,120,"Brenden Pappas",66,-0.091,-5.007,55,"StrokesGainedPutting",2010
121,121,"Kevin Sutherland",86,-0.094,-7.316,78,"StrokesGainedPutting",2010
122,122,"DA Points",90,-0.1,-7.872,79,"StrokesGainedPutting",2010
123,123,"Chad Campbell",95,-0.106,-8.582,81,"StrokesGainedPutting",2010
123,123,"Martin Flores",75,-0.106,-6.795,64,"StrokesGainedPutting",2010
125,125,"Vance Veazey",58,-0.109,-5.238,48,"StrokesGainedPutting",2010
126,126,"Ted Purdy",86,-0.114,-8.531,75,"StrokesGainedPutting",2010
127,127,"Lucas Glover",75,-0.115,-6.764,59,"StrokesGainedPutting",2010
128,128,"John Merrick",109,-0.126,-11.561,92,"StrokesGainedPutting",2010
128,128,"Brett Wetterich",54,-0.126,-6.664,53,"StrokesGainedPutting",2010
130,130,"Garrett Willis",82,-0.137,-9.756,71,"StrokesGainedPutting",2010
131,131,"John Senden",103,-0.139,-12.097,87,"StrokesGainedPutting",2010
132,132,"Marc Leishman",87,-0.146,-10.517,72,"StrokesGainedPutting",2010
133,133,"Phil Mickelson",76,-0.147,-8.369,57,"StrokesGainedPutting",2010
134,134,"Angel Cabrera",64,-0.148,-7.566,51,"StrokesGainedPutting",2010
135,135,"Paul Goydos",78,-0.158,-10.406,66,"StrokesGainedPutting",2010
136,136,"Robert Garrigus",71,-0.164,-9.996,61,"StrokesGainedPutting",2010
137,137,"Tom Pernice Jr",74,-0.165,-9.561,58,"StrokesGainedPutting",2010
138,138,"Andrew McLardy",52,-0.172,-7.576,44,"StrokesGainedPutting",2010
139,139,"Jay Williamson",76,-0.174,-10.643,61,"StrokesGainedPutting",2010
140,140,"Greg Kraft",52,-0.182,-7.083,39,"StrokesGainedPutting",2010
141,141,"Mathias Gronberg",61,-0.184,-9.18,50,"StrokesGainedPutting",2010
142,142,"Rory Sabbatini",79,-0.202,-13.534,67,"StrokesGainedPutting",2010
143,143,"Henrik Bjornstad",72,-0.211,-12.473,59,"StrokesGainedPutting",2010
144,144,"John Rollins",81,-0.216,-16.209,75,"StrokesGainedPutting",2010
145,145,"Rory McIlroy",54,-0.225,-9.005,40,"StrokesGainedPutting",2010
146,146,"Kenny Perry",69,-0.244,-13.649,56,"StrokesGainedPutting",2010
147,147,"Rod Pampling",77,-0.247,-17.257,70,"StrokesGainedPutting",2010
148,148,"Brian Davis",101,-0.249,-22.147,89,"StrokesGainedPutting",2010
149,149,"Heath Slocum",97,-0.259,-18.872,73,"StrokesGainedPutting",2010
150,150,"Kevin Stadler",86,-0.275,-19.789,72,"StrokesGainedPutting",2010
151,151,"Joe Durant",67,-0.292,-16.658,57,"StrokesGainedPutting",2010
152,152,"Cameron Beckman",68,-0.297,-17.494,59,"StrokesGainedPutting",2010
153,153,"Lee Janzen",77,-0.302,-21.117,70,"StrokesGainedPutting",2010
154,154,"Martin Laird",91,-0.304,-24.042,79,"StrokesGainedPutting",2010
155,155,"Josh Teater",101,-0.314,-28.926,92,"StrokesGainedPutting",2010
156,156,"David Lutterus",69,-0.33,-18.474,56,"StrokesGainedPutting",2010
157,157,"Kevin Johnson",62,-0.35,-17.142,49,"StrokesGainedPutting",2010
158,158,"Jeff Maggert",76,-0.357,-22.488,63,"StrokesGainedPutting",2010
159,159,"Graham DeLaet",88,-0.36,-27.382,76,"StrokesGainedPutting",2010
159,159,"Sergio Garcia",58,-0.36,-12.952,36,"StrokesGainedPutting",2010
161,161,"Boo Weekley",88,-0.376,-27.841,74,"StrokesGainedPutting",2010
162,162,"Mathew Goggin",85,-0.377,-28.658,76,"StrokesGainedPutting",2010
163,163,"Roland Thatcher",72,-0.384,-26.107,68,"StrokesGainedPutting",2010
164,164,"Steve Lowery",67,-0.386,-21.616,56,"StrokesGainedPutting",2010
165,165,"Camilo Villegas",78,-0.396,-22.197,56,"StrokesGainedPutting",2010
166,166,"Craig Bowden",56,-0.404,-19.382,48,"StrokesGainedPutting",2010
167,167,"Charles Warren",64,-0.411,-22.599,55,"StrokesGainedPutting",2010
168,168,"Jerry Kelly",99,-0.444,-36.437,82,"StrokesGainedPutting",2010
169,169,"Troy Matteson",84,-0.445,-34.73,78,"StrokesGainedPutting",2010
170,170,"Will Ma Kenzie",72,-0.448,-30.43,68,"StrokesGainedPutting",2010
171,171,"Alex Cejka",81,-0.466,-31.717,68,"StrokesGainedPutting",2010
172,172,"DJ Trahan",92,-0.467,-38.329,82,"StrokesGainedPutting",2010
173,173,"Cameron Percy",73,-0.491,-28.971,59,"StrokesGainedPutting",2010
174,174,"Davis Love III",79,-0.51,-33.646,66,"StrokesGainedPutting",2010
175,175,"Rocco Mediate",71,-0.543,-33.116,61,"StrokesGainedPutting",2010
176,176,"Justin Bolli",55,-0.558,-23.422,42,"StrokesGainedPutting",2010
177,177,"Kris Blanks",91,-0.568,-42.058,74,"StrokesGainedPutting",2010
178,178,"Cliff Kresge",50,-0.573,-25.787,45,"StrokesGainedPutting",2010
179,179,"Garth Mulroy",53,-0.586,-24.594,42,"StrokesGainedPutting",2010
180,180,"Jason Dufner",87,-0.6,-41.371,69,"StrokesGainedPutting",2010
181,181,"Greg Owen",69,-0.641,-39.748,62,"StrokesGainedPutting",2010
182,182,"John Daly",63,-0.653,-30.703,47,"StrokesGainedPutting",2010
183,183,"Chris Wilson",65,-0.668,-34.735,52,"StrokesGainedPutting",2010
184,184,"Cameron Tringale",55,-0.711,-31.981,45,"StrokesGainedPutting",2010
185,185,"Vijay Singh",75,-0.739,-42.12,57,"StrokesGainedPutting",2010
186,186,"Adam Scott",70,-0.746,-38.767,52,"StrokesGainedPutting",2010
187,187,"Omar Uresti",74,-0.757,-46.167,61,"StrokesGainedPutting",2010
188,188,"Roger Tambellini",77,-0.789,-48.908,62,"StrokesGainedPutting",2010
189,189,"Mark Calcavecchia",50,-0.871,-28.727,33,"StrokesGainedPutting",2010
190,190,"Nicholas Thompson",88,-0.885,-68.132,77,"StrokesGainedPutting",2010
191,191,"Jeff Gove",57,-0.947,-41.651,44,"StrokesGainedPutting",2010
192,192,"Billy Mayfair",78,-1.008,-65.514,65,"StrokesGainedPutting",2010
