"LongestHoleOutsinyards_RANKTHISWEEK_2015","LongestHoleOutsinyards_RANKLASTWEEK_2015","LongestHoleOutsinyards_PLAYERNAME_2015","LongestHoleOutsinyards_ROUNDS_2015","LongestHoleOutsinyards_DISTANCE_2015","LongestHoleOutsinyards_TOURNAMENT_2015","LongestHoleOutsinyards_ROUNDCOURSE_2015","LongestHoleOutsinyards_HOLE_2015","stat_name","year"
97,100,"Sean OHair",86,123,NA,1,1,"LongestHoleOutsinyards",2015
97,101,"Bill Lunde",50,123,NA,3,16,"LongestHoleOutsinyards",2015
102,102,"Camilo Villegas",83,122,NA,2,10,"LongestHoleOutsinyards",2015
104,104,"Bubba Watson",71,121,NA,4,16,"LongestHoleOutsinyards",2015
105,105,"Max Homa",78,120,NA,3,16,"LongestHoleOutsinyards",2015
106,106,"Paul Scaletta",3,119,NA,1,9,"LongestHoleOutsinyards",2015
106,107,"Steve Wheatcroft",87,119,NA,2,14,"LongestHoleOutsinyards",2015
106,108,"Kevin Kisner",104,119,NA,2,14,"LongestHoleOutsinyards",2015
106,109,"Ernie Els",57,119,NA,1,17,"LongestHoleOutsinyards",2015
111,111,"Bryce Molder",91,117,NA,3,13,"LongestHoleOutsinyards",2015
113,113,"Ian Poulter",68,116,NA,2,4,"LongestHoleOutsinyards",2015
114,115,"Troy Merritt",91,115,NA,4,16,"LongestHoleOutsinyards",2015
117,117,"Will Wilcox",58,113,NA,4,1,"LongestHoleOutsinyards",2015
118,119,"Jimmy Walker",89,112,NA,2,2,"LongestHoleOutsinyards",2015
121,121,"Michael Putnam",87,111,NA,2,13,"LongestHoleOutsinyards",2015
121,122,"JJ Henry",94,111,NA,4,5,"LongestHoleOutsinyards",2015
123,124,"DA Points",72,108,NA,3,7,"LongestHoleOutsinyards",2015
126,126,"Scott Verplank",29,105,NA,2,16,"LongestHoleOutsinyards",2015
126,127,"Chesson Hadley",101,105,NA,2,14,"LongestHoleOutsinyards",2015
129,130,"Troy Kelly",25,103,NA,2,13,"LongestHoleOutsinyards",2015
133,133,"Vijay Singh",78,100,NA,1,9,"LongestHoleOutsinyards",2015
133,134,"Trevor Immelman",48,100,NA,1,14,"LongestHoleOutsinyards",2015
133,135,"Michael Thompson",83,100,NA,1,1,"LongestHoleOutsinyards",2015
133,137,"Kyle Reifers",96,100,NA,3,10,"LongestHoleOutsinyards",2015
144,144,"Hunter Mahan",88,91,NA,4,13,"LongestHoleOutsinyards",2015
145,146,"Daniel Summerhays",101,89,NA,1,14,"LongestHoleOutsinyards",2015
147,147,"Greg Chalmers",58,87,NA,2,10,"LongestHoleOutsinyards",2015
149,149,"George Coetzee",23,84,NA,2,8,"LongestHoleOutsinyards",2015
149,150,"Charl Schwartzel",67,84,NA,3,4,"LongestHoleOutsinyards",2015
152,152,"Byron Smith",59,82,NA,2,5,"LongestHoleOutsinyards",2015
153,153,"Ryan Kennedy",5,81,NA,1,8,"LongestHoleOutsinyards",2015
153,154,"Brendon Todd",96,81,NA,2,18,"LongestHoleOutsinyards",2015
155,155,"Nicholas Thompson",90,80,NA,1,14,"LongestHoleOutsinyards",2015
155,158,"Josh Teater",33,80,NA,1,8,"LongestHoleOutsinyards",2015
160,161,"Carlos Sainz Jr",48,78,NA,2,2,"LongestHoleOutsinyards",2015
162,162,"Tim Wilkinson",73,77,NA,2,1,"LongestHoleOutsinyards",2015
162,163,"Scott Langley",94,77,NA,2,8,"LongestHoleOutsinyards",2015
173,173,"Robert Garrigus",70,66,NA,2,18,"LongestHoleOutsinyards",2015
174,175,"Martin Flores",95,63,NA,2,18,"LongestHoleOutsinyards",2015
176,176,"Boo Weekley",79,62,NA,2,10,"LongestHoleOutsinyards",2015
185,185,"Russell Knox",96,49,NA,2,5,"LongestHoleOutsinyards",2015
186,186,"Alex Cejka",94,48,NA,3,11,"LongestHoleOutsinyards",2015
188,189,"Tom Hoge",83,46,NA,4,2,"LongestHoleOutsinyards",2015
190,191,"John Merrick",78,45,NA,2,15,"LongestHoleOutsinyards",2015
190,193,"Roberto Castro",54,45,NA,3,2,"LongestHoleOutsinyards",2015
194,194,"Jason Kokrak",88,44,NA,2,7,"LongestHoleOutsinyards",2015
194,195,"Chez Reavie",56,44,NA,1,13,"LongestHoleOutsinyards",2015
196,196,"Ben Martin",93,43,NA,1,18,"LongestHoleOutsinyards",2015
196,198,"Freddie Jacobson",48,43,NA,3,6,"LongestHoleOutsinyards",2015
199,199,"Tom Gillis",48,42,NA,4,1,"LongestHoleOutsinyards",2015
199,200,"Rory McIlroy",49,42,NA,2,7,"LongestHoleOutsinyards",2015
