"MoneyLeaders_RANKTHISWEEK_2012","MoneyLeaders_RANKLASTWEEK_2012","MoneyLeaders_PLAYERNAME_2012","MoneyLeaders_EVENTS_2012","MoneyLeaders_MONEY_2012","MoneyLeaders_YTDVICTORIES_2012","stat_name","year"
54,54,"Kevin Stadler",25,1546036,NA,"MoneyLeaders",2012
55,55,"Tommy Gainey",32,1540749,1,"MoneyLeaders",2012
56,56,"DA Points",29,1533361,NA,"MoneyLeaders",2012
57,57,"Ken Duke",30,1511628,NA,"MoneyLeaders",2012
58,58,"Ryan Palmer",24,1501215,NA,"MoneyLeaders",2012
59,59,"John Rollins",26,1489155,NA,"MoneyLeaders",2012
60,60,"Michael Thompson",25,1408374,NA,"MoneyLeaders",2012
61,61,"Tim Clark",20,1407028,NA,"MoneyLeaders",2012
62,62,"Ted Potter Jr",25,1383170,1,"MoneyLeaders",2012
63,63,"Charlie Beljan",22,1373528,1,"MoneyLeaders",2012
64,64,"Brian Davis",29,1318032,NA,"MoneyLeaders",2012
65,65,"JJ Henry",28,1297802,1,"MoneyLeaders",2012
66,66,"Scott Stallings",27,1293739,1,"MoneyLeaders",2012
67,67,"Charles Howell III",29,1284578,NA,"MoneyLeaders",2012
68,68,"Spencer Levin",26,1283616,NA,"MoneyLeaders",2012
69,69,"Charley Hoffman",27,1276663,NA,"MoneyLeaders",2012
70,70,"Dicky Pride",19,1259712,NA,"MoneyLeaders",2012
71,71,"Geoff Ogilvy",20,1255223,NA,"MoneyLeaders",2012
72,72,"Tom Gillis",23,1238058,NA,"MoneyLeaders",2012
73,73,"Blake Adams",32,1234345,NA,"MoneyLeaders",2012
74,74,"William McGirt",30,1228947,NA,"MoneyLeaders",2012
75,75,"Cameron Tringale",26,1225737,NA,"MoneyLeaders",2012
76,76,"Aaron Baddeley",22,1215753,NA,"MoneyLeaders",2012
77,77,"Troy Matteson",32,1198953,NA,"MoneyLeaders",2012
78,78,"Chris Kirk",27,1197562,NA,"MoneyLeaders",2012
79,79,"Harris English",27,1186003,NA,"MoneyLeaders",2012
80,80,"JB Holmes",25,1179505,NA,"MoneyLeaders",2012
81,81,"Greg Chalmers",25,1166627,NA,"MoneyLeaders",2012
82,82,"Bryce Molder",25,1166115,NA,"MoneyLeaders",2012
83,83,"Sangmoon Bae",25,1165952,NA,"MoneyLeaders",2012
84,84,"Sean OHair",24,1160981,NA,"MoneyLeaders",2012
85,85,"Greg Owen",27,1151622,NA,"MoneyLeaders",2012
86,86,"John Mallinger",25,1146852,NA,"MoneyLeaders",2012
87,87,"Brian Harman",30,1146448,NA,"MoneyLeaders",2012
88,88,"Jason Day",17,1143233,NA,"MoneyLeaders",2012
89,89,"Charl Schwartzel",16,1138844,NA,"MoneyLeaders",2012
90,90,"Rory Sabbatini",29,1128820,NA,"MoneyLeaders",2012
91,91,"George McNeill",25,1119535,1,"MoneyLeaders",2012
92,92,"Daniel Summerhays",26,1111522,NA,"MoneyLeaders",2012
93,93,"John Merrick",26,1084628,NA,"MoneyLeaders",2012
94,94,"Pat Perez",23,1064053,NA,"MoneyLeaders",2012
95,95,"Graham DeLaet",23,1051951,NA,"MoneyLeaders",2012
96,96,"Martin Flores",30,1035569,NA,"MoneyLeaders",2012
97,97,"David Hearn",28,1012575,NA,"MoneyLeaders",2012
98,98,"Josh Teater",30,1011430,NA,"MoneyLeaders",2012
99,99,"Bob Estes",23,1009769,NA,"MoneyLeaders",2012
100,100,"Davis Love III",20,989753,NA,"MoneyLeaders",2012
101,101,"Andres Romero",22,970919,NA,"MoneyLeaders",2012
102,102,"KJ Choi",21,969057,NA,"MoneyLeaders",2012
103,103,"Brian Gay",28,960658,NA,"MoneyLeaders",2012
104,104,"Freddie Jacobson",17,953494,NA,"MoneyLeaders",2012
105,105,"Chris Stroud",28,903570,NA,"MoneyLeaders",2012
106,106,"Chad Campbell",27,895199,NA,"MoneyLeaders",2012
107,107,"Kevin Streelman",26,893736,NA,"MoneyLeaders",2012
108,108,"Boo Weekley",25,848347,NA,"MoneyLeaders",2012
109,109,"Colt Knost",29,848197,NA,"MoneyLeaders",2012
110,110,"Brendan Steele",24,840965,NA,"MoneyLeaders",2012
111,111,"Robert Allenby",27,808927,NA,"MoneyLeaders",2012
112,112,"Ricky Barnes",28,805408,NA,"MoneyLeaders",2012
113,113,"Jhonattan Vegas",25,801803,NA,"MoneyLeaders",2012
114,114,"Jason Bohn",28,795549,NA,"MoneyLeaders",2012
115,115,"Henrik Stenson",15,791107,NA,"MoneyLeaders",2012
116,116,"Troy Kelly",23,786832,NA,"MoneyLeaders",2012
117,117,"Will Claxton",28,780969,NA,"MoneyLeaders",2012
118,118,"Roberto Castro",27,755095,NA,"MoneyLeaders",2012
119,119,"Jason Kokrak",27,750221,NA,"MoneyLeaders",2012
120,120,"David Mathis",29,736765,NA,"MoneyLeaders",2012
121,121,"Harrison Frazar",20,730203,NA,"MoneyLeaders",2012
122,122,"James Driscoll",27,687338,NA,"MoneyLeaders",2012
123,123,"Jeff Maggert",27,682742,NA,"MoneyLeaders",2012
124,124,"Tim Herron",27,660279,NA,"MoneyLeaders",2012
125,125,"Kevin Chappell",29,647510,NA,"MoneyLeaders",2012
126,126,"Jerry Kelly",26,645701,NA,"MoneyLeaders",2012
127,127,"Rod Pampling",26,620893,NA,"MoneyLeaders",2012
128,128,"Billy Mayfair",28,619961,NA,"MoneyLeaders",2012
129,129,"Trevor Immelman",24,617296,NA,"MoneyLeaders",2012
130,130,"Gary Christian",28,616457,NA,"MoneyLeaders",2012
131,131,"Alexandre Rocha",21,614658,NA,"MoneyLeaders",2012
132,132,"DJ Trahan",27,611142,NA,"MoneyLeaders",2012
133,133,"Bill Lunde",25,593598,NA,"MoneyLeaders",2012
134,134,"Gary Woodland",22,592879,NA,"MoneyLeaders",2012
135,135,"Chez Reavie",26,580617,NA,"MoneyLeaders",2012
136,136,"Retief Goosen",12,571174,NA,"MoneyLeaders",2012
137,137,"Tim Petrovic",17,558862,NA,"MoneyLeaders",2012
138,138,"Richard Lee",24,547733,NA,"MoneyLeaders",2012
139,139,"Vaughn Taylor",26,547129,NA,"MoneyLeaders",2012
140,140,"Justin Leonard",26,540155,NA,"MoneyLeaders",2012
141,141,"Bobby Gates",29,525293,NA,"MoneyLeaders",2012
142,142,"Heath Slocum",29,518198,NA,"MoneyLeaders",2012
143,143,"Russell Knox",23,512584,NA,"MoneyLeaders",2012
144,144,"Camilo Villegas",25,491729,NA,"MoneyLeaders",2012
145,145,"Nick OHern",26,489375,NA,"MoneyLeaders",2012
146,146,"John Daly",15,488505,NA,"MoneyLeaders",2012
147,147,"Billy Horschel",17,486177,NA,"MoneyLeaders",2012
148,148,"Scott Brown",24,478763,NA,"MoneyLeaders",2012
149,149,"Stewart Cink",22,477173,NA,"MoneyLeaders",2012
150,150,"Brendon Todd",29,474295,NA,"MoneyLeaders",2012
151,151,"Billy Hurley III",27,474130,NA,"MoneyLeaders",2012
152,152,"Chris DiMarco",29,468298,NA,"MoneyLeaders",2012
153,153,"YE Yang",20,454276,NA,"MoneyLeaders",2012
154,154,"Kyle Reifers",27,448960,NA,"MoneyLeaders",2012
155,155,"Mark Anderson",25,441019,NA,"MoneyLeaders",2012
156,156,"Joe Durant",14,427678,NA,"MoneyLeaders",2012
157,157,"JJ Killeen",33,414257,NA,"MoneyLeaders",2012
158,158,"Hunter Haas",24,399364,NA,"MoneyLeaders",2012
159,159,"Roland Thatcher",21,396801,NA,"MoneyLeaders",2012
160,160,"Robert Karlsson",17,393340,NA,"MoneyLeaders",2012
161,161,"Kris Blanks",23,390059,NA,"MoneyLeaders",2012
162,162,"Stuart Appleby",24,377559,NA,"MoneyLeaders",2012
163,163,"Nathan Green",22,366651,NA,"MoneyLeaders",2012
164,164,"Jarrod Lyle",7,363685,NA,"MoneyLeaders",2012
165,165,"Erik Compton",26,359765,NA,"MoneyLeaders",2012
166,166,"Danny Lee",26,359112,NA,"MoneyLeaders",2012
167,167,"Arjun Atwal",27,348770,NA,"MoneyLeaders",2012
168,168,"Kevin Kisner",24,346216,NA,"MoneyLeaders",2012
169,169,"Brandt Jobe",18,344332,NA,"MoneyLeaders",2012
170,170,"Chris Couch",21,335848,NA,"MoneyLeaders",2012
171,171,"Matt Bettencourt",31,335076,NA,"MoneyLeaders",2012
172,172,"Matt Jones",19,300254,NA,"MoneyLeaders",2012
173,173,"Cameron Beckman",26,287506,NA,"MoneyLeaders",2012
174,174,"Angel Cabrera",20,283385,NA,"MoneyLeaders",2012
175,175,"Garth Mulroy",20,277632,NA,"MoneyLeaders",2012
176,176,"Miguel Angel Carballo",25,269980,NA,"MoneyLeaders",2012
177,177,"Mathew Goggin",23,259604,NA,"MoneyLeaders",2012
178,178,"Lee Janzen",12,258589,NA,"MoneyLeaders",2012
179,179,"Gavin Coles",23,247561,NA,"MoneyLeaders",2012
180,180,"Rocco Mediate",23,242354,NA,"MoneyLeaders",2012
181,181,"Ryuji Imada",28,238648,NA,"MoneyLeaders",2012
182,182,"Scott Dunlap",20,230220,NA,"MoneyLeaders",2012
183,183,"Alex Cejka",12,218117,NA,"MoneyLeaders",2012
184,184,"Todd Hamilton",10,214339,NA,"MoneyLeaders",2012
185,185,"Steven Bowditch",18,206768,NA,"MoneyLeaders",2012
186,186,"Rich Beem",10,200049,NA,"MoneyLeaders",2012
187,187,"Stephen Ames",20,193686,NA,"MoneyLeaders",2012
188,188,"Daniel Chopra",21,192198,NA,"MoneyLeaders",2012
189,189,"Michael Bradley",23,191746,NA,"MoneyLeaders",2012
190,190,"Tom Pernice Jr",23,189907,NA,"MoneyLeaders",2012
191,191,"Fred Couples",4,188378,NA,"MoneyLeaders",2012
192,192,"Derek Lamely",25,185479,NA,"MoneyLeaders",2012
193,193,"Duffy Waldorf",11,174433,NA,"MoneyLeaders",2012
194,194,"Sung Kang",30,169439,NA,"MoneyLeaders",2012
195,195,"Chris Riley",12,167581,NA,"MoneyLeaders",2012
196,196,"Briny Baird",13,154111,NA,"MoneyLeaders",2012
197,197,"Joe Ogilvie",17,152376,NA,"MoneyLeaders",2012
198,198,"Zack Miller",12,137112,NA,"MoneyLeaders",2012
199,199,"Steve Wheatcroft",22,135196,NA,"MoneyLeaders",2012
200,200,"Patrick Sheehan",21,129590,NA,"MoneyLeaders",2012
201,201,"Frank Lickliter II",9,125683,NA,"MoneyLeaders",2012
202,202,"Mark Calcavecchia",3,124343,NA,"MoneyLeaders",2012
203,203,"Woody Austin",7,122472,NA,"MoneyLeaders",2012
204,204,"Michael Allen",3,121895,NA,"MoneyLeaders",2012
205,205,"Marc Turnesa",11,113048,NA,"MoneyLeaders",2012
206,206,"Joey Snyder III",8,112800,NA,"MoneyLeaders",2012
207,207,"Tommy Biershenk",27,107266,NA,"MoneyLeaders",2012
208,208,"Shaun Micheel",12,103559,NA,"MoneyLeaders",2012
209,209,"Richard Johnson",7,99515,NA,"MoneyLeaders",2012
210,210,"Edward Loar",23,97947,NA,"MoneyLeaders",2012
211,211,"Garrett Willis",15,95014,NA,"MoneyLeaders",2012
212,212,"Steve Marino",6,85040,NA,"MoneyLeaders",2012
213,213,"Marco Dawson",22,79727,NA,"MoneyLeaders",2012
214,214,"Kenny Perry",5,76544,NA,"MoneyLeaders",2012
215,215,"Shane Bertsch",17,73795,NA,"MoneyLeaders",2012
216,216,"Lucas Glover",16,67112,NA,"MoneyLeaders",2012
217,217,"Skip Kendall",5,62390,NA,"MoneyLeaders",2012
218,218,"Corey Pavin",2,59120,NA,"MoneyLeaders",2012
219,219,"Stephen Gangluff",23,58702,NA,"MoneyLeaders",2012
220,220,"Paul Goydos",6,57220,NA,"MoneyLeaders",2012
221,221,"Paul Casey",9,56755,NA,"MoneyLeaders",2012
222,222,"Kent Jones",7,54644,NA,"MoneyLeaders",2012
223,223,"Brett Wetterich",7,50917,NA,"MoneyLeaders",2012
224,224,"Will Ma Kenzie",6,49760,NA,"MoneyLeaders",2012
225,225,"Paul Stankowski",8,47793,NA,"MoneyLeaders",2012
226,226,"Tom Lehman",2,46990,NA,"MoneyLeaders",2012
227,227,"Kyle Thompson",22,45460,NA,"MoneyLeaders",2012
228,228,"Fred Funk",4,45449,NA,"MoneyLeaders",2012
229,229,"Willie Wood",1,42000,NA,"MoneyLeaders",2012
230,230,"Glen Day",3,38850,NA,"MoneyLeaders",2012
231,231,"Robert Gamez",8,37221,NA,"MoneyLeaders",2012
232,232,"Anthony Kim",10,33960,NA,"MoneyLeaders",2012
233,233,"David Duval",17,32936,NA,"MoneyLeaders",2012
234,234,"Brett Quigley",1,31858,NA,"MoneyLeaders",2012
235,235,"Scott Verplank",9,31168,NA,"MoneyLeaders",2012
236,236,"Robert Damron",7,30673,NA,"MoneyLeaders",2012
237,237,"Omar Uresti",4,28844,NA,"MoneyLeaders",2012
238,238,"Tom Watson",3,28470,NA,"MoneyLeaders",2012
239,239,"Jason Gore",8,26700,NA,"MoneyLeaders",2012
240,240,"Craig Barlow",7,26538,NA,"MoneyLeaders",2012
241,241,"Hank Kuehne",12,26342,NA,"MoneyLeaders",2012
242,242,"Ted Purdy",4,24900,NA,"MoneyLeaders",2012
243,243,"Bart Bryant",6,23134,NA,"MoneyLeaders",2012
244,244,"Kevin Sutherland",4,22886,NA,"MoneyLeaders",2012
245,245,"Neal Lancaster",8,22184,NA,"MoneyLeaders",2012
246,246,"Guy Boros",2,21015,NA,"MoneyLeaders",2012
247,247,"Matt McQuillan",11,20852,NA,"MoneyLeaders",2012
248,248,"Jose Maria Olazabal",5,18677,NA,"MoneyLeaders",2012
249,249,"Carl Paulson",2,16943,NA,"MoneyLeaders",2012
250,250,"Len Mattiace",1,16650,NA,"MoneyLeaders",2012
251,251,"Gene Sauers",2,12900,NA,"MoneyLeaders",2012
252,252,"Peter Tomasulo",4,12827,NA,"MoneyLeaders",2012
253,253,"Jesper Parnevik",3,10340,NA,"MoneyLeaders",2012
254,254,"Eric Axley",3,7215,NA,"MoneyLeaders",2012
254,254,"Mark Brooks",3,7215,NA,"MoneyLeaders",2012
254,254,"Steve Lowery",1,7215,NA,"MoneyLeaders",2012
257,257,"Peter Lonard",4,7210,NA,"MoneyLeaders",2012
258,258,"Kirk Triplett",3,7141,NA,"MoneyLeaders",2012
