"YTDConsecutiveCuts_RANKTHISWEEK_2014","YTDConsecutiveCuts_RANKLASTWEEK_2014","YTDConsecutiveCuts_PLAYERNAME_2014","YTDConsecutiveCuts__2014","YTDConsecutiveCuts_NUMBEROFCUTS_2014","stat_name","year"
31,31,"Troy Merritt",NA,5,"YTDConsecutiveCuts",2014
31,31,"Daniel Summerhays",NA,5,"YTDConsecutiveCuts",2014
31,31,"David Toms",NA,5,"YTDConsecutiveCuts",2014
31,31,"Cameron Tringale",NA,5,"YTDConsecutiveCuts",2014
31,31,"Johnson Wagner",NA,5,"YTDConsecutiveCuts",2014
39,39,"Jason Bohn",NA,4,"YTDConsecutiveCuts",2014
39,39,"Steven Bowditch",NA,4,"YTDConsecutiveCuts",2014
39,39,"Victor Dubuisson",NA,4,"YTDConsecutiveCuts",2014
39,39,"Russell Henley",NA,4,"YTDConsecutiveCuts",2014
39,39,"Morgan Hoffmann",NA,4,"YTDConsecutiveCuts",2014
39,39,"Chris Kirk",NA,4,"YTDConsecutiveCuts",2014
39,39,"Hideki Matsuyama",NA,4,"YTDConsecutiveCuts",2014
39,39,"John Senden",NA,4,"YTDConsecutiveCuts",2014
39,39,"Vijay Singh",NA,4,"YTDConsecutiveCuts",2014
39,39,"Jordan Spieth",NA,4,"YTDConsecutiveCuts",2014
39,39,"Brendan Steele",NA,4,"YTDConsecutiveCuts",2014
39,39,"Shawn Stefani",NA,4,"YTDConsecutiveCuts",2014
39,39,"Chris Stroud",NA,4,"YTDConsecutiveCuts",2014
39,39,"Brian Stuard",NA,4,"YTDConsecutiveCuts",2014
39,39,"Gary Woodland",NA,4,"YTDConsecutiveCuts",2014
54,54,"Mark Anderson",NA,3,"YTDConsecutiveCuts",2014
54,54,"Woody Austin",NA,3,"YTDConsecutiveCuts",2014
54,54,"Keegan Bradley",NA,3,"YTDConsecutiveCuts",2014
54,54,"KJ Choi",NA,3,"YTDConsecutiveCuts",2014
54,54,"Ben Curtis",NA,3,"YTDConsecutiveCuts",2014
54,54,"Branden Grace",NA,3,"YTDConsecutiveCuts",2014
54,54,"Chesson Hadley",NA,3,"YTDConsecutiveCuts",2014
54,54,"Brian Harman",NA,3,"YTDConsecutiveCuts",2014
54,54,"Scott Hend",NA,3,"YTDConsecutiveCuts",2014
54,54,"Tim Herron",NA,3,"YTDConsecutiveCuts",2014
54,54,"Billy Horschel",NA,3,"YTDConsecutiveCuts",2014
54,54,"David Howell",NA,3,"YTDConsecutiveCuts",2014
54,54,"Charles Howell III",NA,3,"YTDConsecutiveCuts",2014
54,54,"John Huh",NA,3,"YTDConsecutiveCuts",2014
54,54,"Martin Kaymer",NA,3,"YTDConsecutiveCuts",2014
54,54,"Russell Knox",NA,3,"YTDConsecutiveCuts",2014
54,54,"Martin Laird",NA,3,"YTDConsecutiveCuts",2014
54,54,"Scott Langley",NA,3,"YTDConsecutiveCuts",2014
54,54,"Seung Yul Noh",NA,3,"YTDConsecutiveCuts",2014
54,54,"Geoff Ogilvy",NA,3,"YTDConsecutiveCuts",2014
54,54,"Thorbjorn Olesen",NA,3,"YTDConsecutiveCuts",2014
54,54,"Webb Simpson",NA,3,"YTDConsecutiveCuts",2014
54,54,"Richard Sterne",NA,3,"YTDConsecutiveCuts",2014
54,54,"Kevin Streelman",NA,3,"YTDConsecutiveCuts",2014
54,54,"Bo Van Pelt",NA,3,"YTDConsecutiveCuts",2014
54,54,"Jimmy Walker",NA,3,"YTDConsecutiveCuts",2014
54,54,"Lee Westwood",NA,3,"YTDConsecutiveCuts",2014
54,54,"Tim Wilkinson",NA,3,"YTDConsecutiveCuts",2014
54,54,"Chris Wood",NA,3,"YTDConsecutiveCuts",2014
83,83,"Jason Allred",NA,2,"YTDConsecutiveCuts",2014
83,83,"Seukhyun Baek",NA,2,"YTDConsecutiveCuts",2014
83,83,"Gaganjeet Bhullar",NA,2,"YTDConsecutiveCuts",2014
83,83,"Gregory Bourdy",NA,2,"YTDConsecutiveCuts",2014
83,83,"Paul Casey",NA,2,"YTDConsecutiveCuts",2014
83,83,"Stewart Cink",NA,2,"YTDConsecutiveCuts",2014
83,83,"Ben Crane",NA,2,"YTDConsecutiveCuts",2014
83,83,"Brian Davis",NA,2,"YTDConsecutiveCuts",2014
83,83,"Brendon de Jonge",NA,2,"YTDConsecutiveCuts",2014
83,83,"Graham DeLaet",NA,2,"YTDConsecutiveCuts",2014
83,83,"Jamie Donaldson",NA,2,"YTDConsecutiveCuts",2014
83,83,"Matt Every",NA,2,"YTDConsecutiveCuts",2014
83,83,"Gonzalo Fdez Castano",NA,2,"YTDConsecutiveCuts",2014
83,83,"Darren Fichardt",NA,2,"YTDConsecutiveCuts",2014
83,83,"Matthew Fitzpatrick",NA,2,"YTDConsecutiveCuts",2014
83,83,"Fred Funk",NA,2,"YTDConsecutiveCuts",2014
83,83,"Tommy Gainey",NA,2,"YTDConsecutiveCuts",2014
83,83,"Luke Guthrie",NA,2,"YTDConsecutiveCuts",2014
83,83,"David Hearn",NA,2,"YTDConsecutiveCuts",2014
83,83,"JB Holmes",NA,2,"YTDConsecutiveCuts",2014
83,83,"Mikko Ilonen",NA,2,"YTDConsecutiveCuts",2014
83,83,"Freddie Jacobson",NA,2,"YTDConsecutiveCuts",2014
83,83,"Lee Janzen",NA,2,"YTDConsecutiveCuts",2014
83,83,"Matt Jones",NA,2,"YTDConsecutiveCuts",2014
83,83,"Shiv Kapur",NA,2,"YTDConsecutiveCuts",2014
83,83,"Jason Kokrak",NA,2,"YTDConsecutiveCuts",2014
83,83,"Doug LaBelle II",NA,2,"YTDConsecutiveCuts",2014
83,83,"Danny Lee",NA,2,"YTDConsecutiveCuts",2014
83,83,"Marc Leishman",NA,2,"YTDConsecutiveCuts",2014
83,83,"Alexander Levy",NA,2,"YTDConsecutiveCuts",2014
83,83,"David Lingmerth",NA,2,"YTDConsecutiveCuts",2014
83,83,"Andrew Loupe",NA,2,"YTDConsecutiveCuts",2014
83,83,"Shane Lowry",NA,2,"YTDConsecutiveCuts",2014
83,83,"Joost Luiten",NA,2,"YTDConsecutiveCuts",2014
83,83,"Will Ma Kenzie",NA,2,"YTDConsecutiveCuts",2014
83,83,"George McNeill",NA,2,"YTDConsecutiveCuts",2014
83,83,"John Merrick",NA,2,"YTDConsecutiveCuts",2014
83,83,"Edoardo Molinari",NA,2,"YTDConsecutiveCuts",2014
83,83,"Ryan Moore",NA,2,"YTDConsecutiveCuts",2014
83,83,"Kevin Na",NA,2,"YTDConsecutiveCuts",2014
83,83,"Koumei Oda",NA,2,"YTDConsecutiveCuts",2014
83,83,"Greg Owen",NA,2,"YTDConsecutiveCuts",2014
83,83,"Kenny Perry",NA,2,"YTDConsecutiveCuts",2014
83,83,"Carl Pettersson",NA,2,"YTDConsecutiveCuts",2014
83,83,"Wes Roach",NA,2,"YTDConsecutiveCuts",2014
83,83,"Hudson Swafford",NA,2,"YTDConsecutiveCuts",2014
83,83,"Nicholas Thompson",NA,2,"YTDConsecutiveCuts",2014
83,83,"Brendon Todd",NA,2,"YTDConsecutiveCuts",2014
83,83,"Jhonattan Vegas",NA,2,"YTDConsecutiveCuts",2014
83,83,"Camilo Villegas",NA,2,"YTDConsecutiveCuts",2014
83,83,"Marc Warren",NA,2,"YTDConsecutiveCuts",2014
83,83,"Mark Wilson",NA,2,"YTDConsecutiveCuts",2014
83,83,"Fabrizio Zanotti",NA,2,"YTDConsecutiveCuts",2014
