"ProximitytoHolefromSand_RANKTHISWEEK_2010","ProximitytoHolefromSand_RANKLASTWEEK_2010","ProximitytoHolefromSand_PLAYERNAME_2010","ProximitytoHolefromSand_ROUNDS_2010","ProximitytoHolefromSand_AVGDTP_2010","ProximitytoHolefromSand_TOTALDISTANCEFEET_2010","ProximitytoHolefromSand_OFSHOTS_2010","ProximitytoHolefromSand_SCRAMBLINGRANK_2010","stat_name","year"
23,23,"Jason Day",82,NA,1000.667,123,51,"ProximitytoHolefromSand",2010
23,23,"Marc Leishman",87,NA,967.917,118,123,"ProximitytoHolefromSand",2010
23,23,"Michael Sim",64,NA,612.083,75,35,"ProximitytoHolefromSand",2010
23,23,"Johnson Wagner",85,NA,813.583,100,96,"ProximitytoHolefromSand",2010
27,27,"Ben Curtis",78,NA,728.083,88,60,"ProximitytoHolefromSand",2010
27,27,"Trevor Immelman",55,NA,544.167,66,65,"ProximitytoHolefromSand",2010
27,27,"Cliff Kresge",50,NA,437.25,53,77,"ProximitytoHolefromSand",2010
27,27,"Kevin Na",94,NA,873.833,106,8,"ProximitytoHolefromSand",2010
27,27,"Aron Price",70,NA,706.833,86,88,"ProximitytoHolefromSand",2010
27,27,"Chris Riley",73,NA,745.25,90,6,"ProximitytoHolefromSand",2010
27,27,"Omar Uresti",74,NA,587.083,71,38,"ProximitytoHolefromSand",2010
34,34,"Chad Collins",87,NA,1037,124,9,"ProximitytoHolefromSand",2010
34,34,"Nathan Green",86,NA,1203.917,145,55,"ProximitytoHolefromSand",2010
34,34,"Kevin Johnson",62,NA,692,83,184,"ProximitytoHolefromSand",2010
34,34,"Jarrod Lyle",54,NA,523.417,63,101,"ProximitytoHolefromSand",2010
38,38,"Rich Barcelo",70,NA,630.5,75,168,"ProximitytoHolefromSand",2010
38,38,"Rod Pampling",77,NA,948.583,113,67,"ProximitytoHolefromSand",2010
38,38,"Charlie Wi",95,NA,1079.75,128,3,"ProximitytoHolefromSand",2010
41,41,"Carl Pettersson",99,NA,1277.417,150,28,"ProximitytoHolefromSand",2010
41,41,"Heath Slocum",97,NA,662.333,78,19,"ProximitytoHolefromSand",2010
43,43,"Ben Crane",85,NA,1023.333,119,77,"ProximitytoHolefromSand",2010
43,43,"JP Hayes",79,NA,900.917,105,141,"ProximitytoHolefromSand",2010
43,43,"JB Holmes",100,NA,1153.333,135,22,"ProximitytoHolefromSand",2010
43,43,"Rory McIlroy",54,NA,624,73,56,"ProximitytoHolefromSand",2010
43,43,"Phil Mickelson",76,NA,1000,116,31,"ProximitytoHolefromSand",2010
43,43,"Chris Stroud",90,NA,853.083,99,113,"ProximitytoHolefromSand",2010
49,49,"Robert Allenby",76,NA,921.583,106,131,"ProximitytoHolefromSand",2010
49,49,"Jerry Kelly",99,NA,1077.167,124,100,"ProximitytoHolefromSand",2010
49,49,"Bryce Molder",84,NA,1047.5,121,24,"ProximitytoHolefromSand",2010
52,52,"Kris Blanks",91,NA,916,105,170,"ProximitytoHolefromSand",2010
52,52,"Tim Clark",88,NA,1099.917,126,20,"ProximitytoHolefromSand",2010
52,52,"Brian Davis",101,NA,1359.417,155,30,"ProximitytoHolefromSand",2010
52,52,"Retief Goosen",75,NA,835.167,95,12,"ProximitytoHolefromSand",2010
52,52,"Matt Jones",89,NA,1297.583,149,48,"ProximitytoHolefromSand",2010
52,52,"Ian Poulter",55,NA,688.167,79,57,"ProximitytoHolefromSand",2010
52,52,"Kevin Sutherland",86,NA,837.333,96,23,"ProximitytoHolefromSand",2010
59,59,"Stephen Ames",75,NA,915.333,104,61,"ProximitytoHolefromSand",2010
59,59,"Briny Baird",87,NA,1044.583,118,37,"ProximitytoHolefromSand",2010
59,59,"Alex Cejka",81,NA,841.917,95,130,"ProximitytoHolefromSand",2010
59,59,"Michael Letzig",84,NA,1128.333,128,137,"ProximitytoHolefromSand",2010
63,63,"John Daly",63,NA,666,75,174,"ProximitytoHolefromSand",2010
63,63,"John Mallinger",78,NA,977.417,110,84,"ProximitytoHolefromSand",2010
65,65,"Matt Bettencourt",91,NA,1048.417,116,97,"ProximitytoHolefromSand",2010
65,65,"Michael Bradley",77,NA,770.667,86,67,"ProximitytoHolefromSand",2010
65,65,"Michael Connell",89,NA,957.083,106,75,"ProximitytoHolefromSand",2010
65,65,"Jason Dufner",87,NA,1039.167,115,92,"ProximitytoHolefromSand",2010
65,65,"Mathias Gronberg",61,NA,630.417,70,90,"ProximitytoHolefromSand",2010
65,65,"Charley Hoffman",85,NA,1026.083,114,49,"ProximitytoHolefromSand",2010
65,65,"Alex Prugh",88,NA,956,106,151,"ProximitytoHolefromSand",2010
65,65,"Kevin Streelman",90,NA,1155.833,129,127,"ProximitytoHolefromSand",2010
65,65,"Brett Wetterich",54,NA,695.583,77,83,"ProximitytoHolefromSand",2010
74,74,"Chris DiMarco",88,NA,1037.083,114,29,"ProximitytoHolefromSand",2010
74,74,"Tom Gillis",97,NA,1298.25,143,54,"ProximitytoHolefromSand",2010
74,74,"Charles Howell III",103,NA,1056.667,116,7,"ProximitytoHolefromSand",2010
74,74,"Freddie Jacobson",83,NA,1044.333,115,17,"ProximitytoHolefromSand",2010
74,74,"Bill Lunde",79,NA,818.833,90,109,"ProximitytoHolefromSand",2010
74,74,"John Senden",103,NA,878.917,97,104,"ProximitytoHolefromSand",2010
80,80,"Martin Flores",75,NA,879.333,96,172,"ProximitytoHolefromSand",2010
80,80,"Matt Kuchar",97,NA,903.75,99,5,"ProximitytoHolefromSand",2010
80,80,"Jeev Milkha Singh",59,NA,758.583,83,15,"ProximitytoHolefromSand",2010
83,83,"Davis Love III",79,NA,766.083,83,165,"ProximitytoHolefromSand",2010
83,83,"Brett Quigley",96,NA,1118.25,121,99,"ProximitytoHolefromSand",2010
83,83,"David Toms",86,NA,804.75,87,39,"ProximitytoHolefromSand",2010
83,83,"Cameron Tringale",55,NA,397.833,43,178,"ProximitytoHolefromSand",2010
83,83,"Bo Van Pelt",104,NA,1418.75,153,25,"ProximitytoHolefromSand",2010
88,88,"Brian Gay",101,NA,1217.333,130,2,"ProximitytoHolefromSand",2010
88,88,"Lee Janzen",77,NA,1053.417,113,102,"ProximitytoHolefromSand",2010
90,90,"Lucas Glover",75,NA,877.333,93,169,"ProximitytoHolefromSand",2010
90,90,"Zach Johnson",93,NA,1191.167,127,103,"ProximitytoHolefromSand",2010
90,90,"Will Ma Kenzie",72,NA,938.667,100,73,"ProximitytoHolefromSand",2010
90,90,"Adam Scott",70,NA,856.333,91,171,"ProximitytoHolefromSand",2010
90,90,"Webb Simpson",98,NA,1312.25,139,69,"ProximitytoHolefromSand",2010
90,90,"Steve Wheatcroft",74,NA,895.333,95,183,"ProximitytoHolefromSand",2010
96,96,"Woody Austin",93,NA,1168.833,123,87,"ProximitytoHolefromSand",2010
96,96,"Daniel Chopra",74,NA,943.583,99,135,"ProximitytoHolefromSand",2010
96,96,"Jim Furyk",76,NA,705.583,74,16,"ProximitytoHolefromSand",2010
96,96,"George McNeill",79,NA,1163.083,122,149,"ProximitytoHolefromSand",2010
96,96,"James Nitties",92,NA,837.333,88,94,"ProximitytoHolefromSand",2010
96,96,"Nicholas Thompson",88,NA,1154,121,191,"ProximitytoHolefromSand",2010
102,102,"Craig Bowden",56,NA,681.917,71,91,"ProximitytoHolefromSand",2010
102,102,"Nick Watney",91,NA,984.667,103,146,"ProximitytoHolefromSand",2010
104,104,"Angel Cabrera",64,NA,747.083,77,153,"ProximitytoHolefromSand",2010
104,104,"Stewart Cink",84,NA,848.167,88,118,"ProximitytoHolefromSand",2010
104,104,"Brendon de Jonge",114,NA,1233.083,128,145,"ProximitytoHolefromSand",2010
104,104,"Steve Elkington",74,NA,658.417,68,11,"ProximitytoHolefromSand",2010
104,104,"Garrett Willis",82,NA,879.083,91,152,"ProximitytoHolefromSand",2010
109,109,"Greg Kraft",52,NA,577.25,59,177,"ProximitytoHolefromSand",2010
109,109,"Spencer Levin",110,NA,1149.083,118,79,"ProximitytoHolefromSand",2010
109,109,"Jeff Quinney",91,NA,969,99,59,"ProximitytoHolefromSand",2010
112,112,"Stuart Appleby",101,NA,1322.5,134,81,"ProximitytoHolefromSand",2010
112,112,"Ernie Els",72,NA,922.5,94,41,"ProximitytoHolefromSand",2010
112,112,"Tim Herron",79,NA,936.917,95,80,"ProximitytoHolefromSand",2010
112,112,"Martin Laird",91,NA,1050.583,107,115,"ProximitytoHolefromSand",2010
112,112,"Billy Mayfair",78,NA,823,84,147,"ProximitytoHolefromSand",2010
112,112,"Scott McCarron",90,NA,1197.833,122,43,"ProximitytoHolefromSand",2010
118,118,"Graham DeLaet",88,NA,1024.333,103,36,"ProximitytoHolefromSand",2010
118,118,"Brenden Pappas",66,NA,782.167,79,143,"ProximitytoHolefromSand",2010
118,118,"Tim Petrovic",105,NA,1569.417,158,51,"ProximitytoHolefromSand",2010
118,118,"Charles Warren",64,NA,527.083,53,160,"ProximitytoHolefromSand",2010
118,118,"Boo Weekley",88,NA,1034.917,104,53,"ProximitytoHolefromSand",2010
123,123,"Derek Lamely",81,NA,1135.25,114,119,"ProximitytoHolefromSand",2010
123,123,"Jeff Overton",89,NA,1096.917,110,125,"ProximitytoHolefromSand",2010
125,125,"Jason Bohn",84,NA,991.167,98,108,"ProximitytoHolefromSand",2010
125,125,"Chad Campbell",95,NA,1032.333,102,72,"ProximitytoHolefromSand",2010
125,125,"Steve Flesch",78,NA,1105.667,110,154,"ProximitytoHolefromSand",2010
125,125,"Vaughn Taylor",87,NA,1355.417,134,111,"ProximitytoHolefromSand",2010
125,125,"Jay Williamson",76,NA,817.75,81,58,"ProximitytoHolefromSand",2010
130,130,"Chris Couch",66,NA,882.333,87,133,"ProximitytoHolefromSand",2010
130,130,"Mathew Goggin",85,NA,1039.75,102,167,"ProximitytoHolefromSand",2010
130,130,"Bill Haas",87,NA,1307.417,129,98,"ProximitytoHolefromSand",2010
130,130,"John Merrick",109,NA,1371.833,135,121,"ProximitytoHolefromSand",2010
130,130,"Joe Ogilvie",99,NA,1439,141,126,"ProximitytoHolefromSand",2010
130,130,"Kenny Perry",69,NA,733.333,72,33,"ProximitytoHolefromSand",2010
130,130,"DA Points",90,NA,1210.5,119,85,"ProximitytoHolefromSand",2010
130,130,"Josh Teater",101,NA,1593.917,157,124,"ProximitytoHolefromSand",2010
138,138,"Jeff Maggert",76,NA,801.833,78,141,"ProximitytoHolefromSand",2010
138,138,"Andrew McLardy",52,NA,637,62,176,"ProximitytoHolefromSand",2010
138,138,"Troy Merritt",86,NA,1272,124,156,"ProximitytoHolefromSand",2010
141,141,"Justin Bolli",55,NA,628.417,61,162,"ProximitytoHolefromSand",2010
141,141,"Brad Faxon",58,NA,743.167,72,192,"ProximitytoHolefromSand",2010
141,141,"Ryan Moore",80,NA,854.75,83,47,"ProximitytoHolefromSand",2010
141,141,"Jimmy Walker",82,NA,1119.417,108,89,"ProximitytoHolefromSand",2010
141,141,"Dean Wilson",54,NA,611,59,1,"ProximitytoHolefromSand",2010
146,146,"Mark Calcavecchia",50,NA,595.75,57,185,"ProximitytoHolefromSand",2010
146,146,"James Driscoll",78,NA,1198.25,115,95,"ProximitytoHolefromSand",2010
146,146,"Sean OHair",84,NA,1048.583,101,32,"ProximitytoHolefromSand",2010
146,146,"Paul Stankowski",62,NA,752.083,72,150,"ProximitytoHolefromSand",2010
146,146,"DJ Trahan",92,NA,1214.083,117,157,"ProximitytoHolefromSand",2010
151,151,"Rocco Mediate",71,NA,670.5,64,120,"ProximitytoHolefromSand",2010
152,152,"Ryan Palmer",84,NA,1307.833,124,144,"ProximitytoHolefromSand",2010
152,152,"Andres Romero",73,NA,1134.083,107,46,"ProximitytoHolefromSand",2010
152,152,"Chris Tidland",77,NA,1213,115,110,"ProximitytoHolefromSand",2010
155,155,"Cameron Beckman",68,NA,885.5,83,93,"ProximitytoHolefromSand",2010
155,155,"Bob Estes",79,NA,1036.083,97,50,"ProximitytoHolefromSand",2010
155,155,"Steve Marino",81,NA,1010.917,95,132,"ProximitytoHolefromSand",2010
158,158,"Scott Verplank",74,NA,1185.5,110,70,"ProximitytoHolefromSand",2010
158,158,"Bubba Watson",77,NA,1138.5,106,147,"ProximitytoHolefromSand",2010
160,160,"Henrik Bjornstad",72,NA,874.583,81,190,"ProximitytoHolefromSand",2010
160,160,"Greg Owen",69,NA,912.167,84,179,"ProximitytoHolefromSand",2010
160,160,"Ted Purdy",86,NA,1202.667,111,180,"ProximitytoHolefromSand",2010
160,160,"John Rollins",81,NA,1169.917,108,74,"ProximitytoHolefromSand",2010
164,164,"Skip Kendall",58,NA,821.75,75,106,"ProximitytoHolefromSand",2010
164,164,"Hunter Mahan",85,NA,1373.917,126,85,"ProximitytoHolefromSand",2010
164,164,"Kevin Stadler",86,NA,1182.75,108,138,"ProximitytoHolefromSand",2010
167,167,"Rickie Fowler",98,NA,1304.333,119,66,"ProximitytoHolefromSand",2010
167,167,"Dustin Johnson",83,NA,1080.5,98,139,"ProximitytoHolefromSand",2010
167,167,"Roger Tambellini",77,NA,827,75,166,"ProximitytoHolefromSand",2010
170,170,"Matt Every",60,NA,871.333,78,105,"ProximitytoHolefromSand",2010
170,170,"Justin Leonard",89,NA,1082.417,97,114,"ProximitytoHolefromSand",2010
170,170,"Troy Matteson",84,NA,1107.083,99,140,"ProximitytoHolefromSand",2010
170,170,"Jerod Turner",54,NA,761.333,68,186,"ProximitytoHolefromSand",2010
174,174,"Blake Adams",84,NA,1134.833,101,112,"ProximitytoHolefromSand",2010
174,174,"Sergio Garcia",58,NA,448.917,40,161,"ProximitytoHolefromSand",2010
176,176,"Jeff Gove",57,NA,658.417,58,189,"ProximitytoHolefromSand",2010
176,176,"Cameron Percy",73,NA,758.583,67,122,"ProximitytoHolefromSand",2010
176,176,"Scott Piercy",88,NA,1501.917,133,159,"ProximitytoHolefromSand",2010
176,176,"Roland Thatcher",72,NA,1039.333,92,116,"ProximitytoHolefromSand",2010
180,180,"Brent Delahoussaye",57,NA,694.167,61,164,"ProximitytoHolefromSand",2010
180,180,"Chris Wilson",65,NA,992.333,87,173,"ProximitytoHolefromSand",2010
182,182,"David Duval",71,NA,816.333,71,181,"ProximitytoHolefromSand",2010
182,182,"Brian Stuard",81,NA,1273.583,111,163,"ProximitytoHolefromSand",2010
184,184,"JJ Henry",92,NA,1033.083,89,62,"ProximitytoHolefromSand",2010
184,184,"Richard Johnson",90,NA,1148.583,99,71,"ProximitytoHolefromSand",2010
186,186,"Paul Casey",64,NA,761.083,64,45,"ProximitytoHolefromSand",2010
187,187,"Robert Garrigus",71,NA,990.167,82,182,"ProximitytoHolefromSand",2010
188,188,"Paul Goydos",78,NA,1206.25,99,155,"ProximitytoHolefromSand",2010
189,189,"Steve Lowery",67,NA,1209,99,188,"ProximitytoHolefromSand",2010
190,190,"Garth Mulroy",53,NA,642.667,52,175,"ProximitytoHolefromSand",2010
191,191,"Vance Veazey",58,NA,705.333,56,187,"ProximitytoHolefromSand",2010
192,192,"Joe Durant",67,NA,871.25,62,76,"ProximitytoHolefromSand",2010
