"DrivingAccuracyPercentage_RANKTHISWEEK_2012","DrivingAccuracyPercentage_RANKLASTWEEK_2012","DrivingAccuracyPercentage_PLAYERNAME_2012","DrivingAccuracyPercentage_ROUNDS_2012","DrivingAccuracyPercentage_Pct_2012","DrivingAccuracyPercentage_FAIRWAYSHIT_2012","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2012","stat_name","year"
167,167,"Robert Karlsson",54,55.22,402,728,"DrivingAccuracyPercentage",2012
168,168,"Marc Leishman",84,55.2,647,1172,"DrivingAccuracyPercentage",2012
169,169,"Andres Romero",68,54.9,459,836,"DrivingAccuracyPercentage",2012
170,170,"Harrison Frazar",56,54.68,415,759,"DrivingAccuracyPercentage",2012
171,171,"Charles Howell III",98,54.6,748,1370,"DrivingAccuracyPercentage",2012
172,172,"Gary Woodland",70,54.55,527,966,"DrivingAccuracyPercentage",2012
173,173,"JB Holmes",90,54.4,624,1147,"DrivingAccuracyPercentage",2012
174,174,"Phil Mickelson",79,54.31,599,1103,"DrivingAccuracyPercentage",2012
175,175,"Aaron Baddeley",73,54.3,549,1011,"DrivingAccuracyPercentage",2012
176,176,"Jason Kokrak",79,53.92,564,1046,"DrivingAccuracyPercentage",2012
177,177,"Martin Flores",95,53.58,696,1299,"DrivingAccuracyPercentage",2012
178,178,"Stewart Cink",71,53.43,499,934,"DrivingAccuracyPercentage",2012
179,179,"Ryo Ishikawa",54,53.28,357,670,"DrivingAccuracyPercentage",2012
180,180,"Jhonattan Vegas",77,53.09,558,1051,"DrivingAccuracyPercentage",2012
181,181,"Jimmy Walker",101,52.74,742,1407,"DrivingAccuracyPercentage",2012
182,182,"Troy Matteson",100,52.67,690,1310,"DrivingAccuracyPercentage",2012
183,183,"Troy Kelly",68,52.6,455,865,"DrivingAccuracyPercentage",2012
184,184,"Jason Day",57,52.48,402,766,"DrivingAccuracyPercentage",2012
185,185,"Matt Bettencourt",80,52.29,525,1004,"DrivingAccuracyPercentage",2012
186,186,"Mark Anderson",75,52.23,504,965,"DrivingAccuracyPercentage",2012
187,187,"Derek Lamely",64,52.08,450,864,"DrivingAccuracyPercentage",2012
188,188,"Michael Bradley",63,51.88,428,825,"DrivingAccuracyPercentage",2012
189,189,"James Driscoll",83,51.32,564,1099,"DrivingAccuracyPercentage",2012
190,190,"Stephen Gangluff",57,49.93,356,713,"DrivingAccuracyPercentage",2012
191,191,"Daniel Chopra",55,47.27,337,713,"DrivingAccuracyPercentage",2012
