"DrivingDistanceAllDrives_RANKTHISWEEK_2007","DrivingDistanceAllDrives_RANKLASTWEEK_2007","DrivingDistanceAllDrives_PLAYERNAME_2007","DrivingDistanceAllDrives_ROUNDS_2007","DrivingDistanceAllDrives_ALLDRIVES_2007","DrivingDistanceAllDrives_TOTALDISTANCE_2007","DrivingDistanceAllDrives_OFDRIVES_2007","stat_name","year"
163,163,"Steve Elkington",87,275.4,279531,1015,"DrivingDistanceAllDrives",2007
164,164,"Jeff Sluman",60,275.2,160142,582,"DrivingDistanceAllDrives",2007
165,165,"Glen Day",85,275.1,287779,1046,"DrivingDistanceAllDrives",2007
166,166,"Craig Lile",77,274.7,265945,968,"DrivingDistanceAllDrives",2007
167,167,"Jose Maria Olazabal",52,274.6,142236,518,"DrivingDistanceAllDrives",2007
167,167,"Kirk Triplett",77,274.6,260850,950,"DrivingDistanceAllDrives",2007
169,169,"Jim Furyk",84,274.5,254486,927,"DrivingDistanceAllDrives",2007
170,170,"Heath Slocum",101,274.3,355277,1295,"DrivingDistanceAllDrives",2007
171,171,"Anders Hansen",55,274,130445,476,"DrivingDistanceAllDrives",2007
171,171,"Rocco Mediate",72,274,256224,935,"DrivingDistanceAllDrives",2007
171,171,"Dicky Pride",71,274,234002,854,"DrivingDistanceAllDrives",2007
174,174,"Tom Byrum",50,273.8,156615,572,"DrivingDistanceAllDrives",2007
174,174,"Scott Verplank",82,273.8,225872,825,"DrivingDistanceAllDrives",2007
176,176,"Chris Riley",59,273.7,195426,714,"DrivingDistanceAllDrives",2007
177,177,"Bob Estes",88,273.6,305884,1118,"DrivingDistanceAllDrives",2007
178,178,"Tim Clark",66,273.5,201558,737,"DrivingDistanceAllDrives",2007
179,179,"Ben Curtis",80,273.4,246872,903,"DrivingDistanceAllDrives",2007
179,179,"Richard Johnson",93,273.4,319375,1168,"DrivingDistanceAllDrives",2007
181,181,"Nick OHern",72,273.1,209990,769,"DrivingDistanceAllDrives",2007
182,182,"Craig Kanada",109,272.5,358114,1314,"DrivingDistanceAllDrives",2007
183,183,"Dean Wilson",92,271.9,285225,1049,"DrivingDistanceAllDrives",2007
184,184,"Matt Kuchar",85,271.8,270437,995,"DrivingDistanceAllDrives",2007
185,185,"Shigeki Maruyama",84,271.7,303801,1118,"DrivingDistanceAllDrives",2007
186,186,"Doug LaBelle II",104,270.9,344373,1271,"DrivingDistanceAllDrives",2007
187,187,"Craig Bowden",78,270.3,253576,938,"DrivingDistanceAllDrives",2007
188,188,"Michael Boyd",61,270.1,196933,729,"DrivingDistanceAllDrives",2007
188,188,"Jose Coceres",50,270.1,159064,589,"DrivingDistanceAllDrives",2007
190,190,"Mark Brooks",53,269.1,154203,573,"DrivingDistanceAllDrives",2007
190,190,"Stephen Leaney",82,269.1,276924,1029,"DrivingDistanceAllDrives",2007
192,192,"Paul Goydos",60,268.8,175241,652,"DrivingDistanceAllDrives",2007
193,193,"Fred Funk",65,268,198573,741,"DrivingDistanceAllDrives",2007
194,194,"Brian Gay",107,265.8,360428,1356,"DrivingDistanceAllDrives",2007
195,195,"Gavin Coles",87,265.3,284974,1074,"DrivingDistanceAllDrives",2007
196,196,"Corey Pavin",81,262.1,260511,994,"DrivingDistanceAllDrives",2007
