"ApexHeight_RANKTHISWEEK_2009","ApexHeight_RANKLASTWEEK_2009","ApexHeight_PLAYERNAME_2009","ApexHeight_ROUNDS_2009","ApexHeight_AVG_2009","ApexHeight_TOTALAPEXHEIGHT_2009","ApexHeight_TOTALATTEMPTS_2009","ApexHeight_HIGHESTAPEXPOINT_2009","ApexHeight_LOWESTAPEXPOINT_2009","stat_name","year"
83,83,"Tim Herron",87,NA,NA,83,NA,NA,"ApexHeight",2009
84,84,"Derek Fathauer",63,NA,NA,45,NA,NA,"ApexHeight",2009
84,84,"Rory Sabbatini",81,NA,NA,67,NA,NA,"ApexHeight",2009
86,86,"Kirk Triplett",60,NA,NA,51,NA,NA,"ApexHeight",2009
87,87,"Stuart Appleby",79,NA,NA,64,NA,NA,"ApexHeight",2009
88,88,"Jeff Maggert",79,NA,NA,71,NA,NA,"ApexHeight",2009
89,89,"Steve Lowery",83,NA,NA,72,NA,NA,"ApexHeight",2009
90,90,"Steve Stricker",81,NA,NA,67,NA,NA,"ApexHeight",2009
91,91,"Cliff Kresge",78,NA,NA,64,NA,NA,"ApexHeight",2009
92,92,"Hunter Mahan",94,NA,NA,67,NA,NA,"ApexHeight",2009
93,93,"Daniel Chopra",89,NA,NA,86,NA,NA,"ApexHeight",2009
93,93,"Peter Tomasulo",61,NA,NA,42,NA,NA,"ApexHeight",2009
95,95,"Ben Curtis",63,NA,NA,42,NA,NA,"ApexHeight",2009
96,96,"Alex Cejka",82,NA,NA,69,NA,NA,"ApexHeight",2009
97,97,"Mark Brooks",55,NA,NA,36,NA,NA,"ApexHeight",2009
97,97,"Michael Letzig",96,NA,NA,84,NA,NA,"ApexHeight",2009
99,99,"Matt Bettencourt",98,NA,NA,81,NA,NA,"ApexHeight",2009
99,99,"Greg Owen",97,NA,NA,85,NA,NA,"ApexHeight",2009
99,99,"Adam Scott",53,NA,NA,43,NA,NA,"ApexHeight",2009
99,99,"Camilo Villegas",76,NA,NA,52,NA,NA,"ApexHeight",2009
103,103,"Jeff Klauk",97,NA,NA,86,NA,NA,"ApexHeight",2009
104,104,"Woody Austin",84,NA,NA,79,NA,NA,"ApexHeight",2009
105,105,"Will Ma Kenzie",69,NA,NA,61,NA,NA,"ApexHeight",2009
106,106,"Sean OHair",80,NA,NA,57,NA,NA,"ApexHeight",2009
106,106,"Heath Slocum",95,NA,NA,79,NA,NA,"ApexHeight",2009
108,108,"DJ Trahan",96,NA,NA,76,NA,NA,"ApexHeight",2009
109,109,"Peter Lonard",86,NA,NA,72,NA,NA,"ApexHeight",2009
110,110,"Rocco Mediate",79,NA,NA,56,NA,NA,"ApexHeight",2009
111,111,"Justin Rose",71,NA,NA,56,NA,NA,"ApexHeight",2009
112,112,"Zach Johnson",94,NA,NA,91,NA,NA,"ApexHeight",2009
113,113,"Tom Pernice Jr",82,NA,NA,73,NA,NA,"ApexHeight",2009
114,114,"Cameron Beckman",87,NA,NA,74,NA,NA,"ApexHeight",2009
114,114,"DA Points",99,NA,NA,85,NA,NA,"ApexHeight",2009
116,116,"Scott Verplank",88,NA,NA,80,NA,NA,"ApexHeight",2009
117,117,"Lee Janzen",74,NA,NA,58,NA,NA,"ApexHeight",2009
118,118,"Briny Baird",89,NA,NA,75,NA,NA,"ApexHeight",2009
119,119,"Ryuji Imada",85,NA,NA,69,NA,NA,"ApexHeight",2009
120,120,"Stephen Ames",77,NA,NA,60,NA,NA,"ApexHeight",2009
121,121,"Glen Day",79,NA,NA,57,NA,NA,"ApexHeight",2009
121,121,"Joe Durant",62,NA,NA,44,NA,NA,"ApexHeight",2009
123,123,"Steve Elkington",70,NA,NA,54,NA,NA,"ApexHeight",2009
123,123,"Chez Reavie",81,NA,NA,73,NA,NA,"ApexHeight",2009
123,123,"Patrick Sheehan",51,NA,NA,33,NA,NA,"ApexHeight",2009
126,126,"Chad Campbell",90,NA,NA,71,NA,NA,"ApexHeight",2009
126,126,"Boo Weekley",79,NA,NA,74,NA,NA,"ApexHeight",2009
128,128,"Colt Knost",71,NA,NA,52,NA,NA,"ApexHeight",2009
129,129,"Tommy Armour III",58,NA,NA,49,NA,NA,"ApexHeight",2009
129,129,"Ben Crane",93,NA,NA,81,NA,NA,"ApexHeight",2009
129,129,"Jim Furyk",86,NA,NA,65,NA,NA,"ApexHeight",2009
129,129,"Parker McLachlin",71,NA,NA,63,NA,NA,"ApexHeight",2009
133,133,"Jerry Kelly",90,NA,NA,77,NA,NA,"ApexHeight",2009
134,134,"Todd Hamilton",83,NA,NA,59,NA,NA,"ApexHeight",2009
135,135,"Brian Vranesh",51,NA,NA,34,NA,NA,"ApexHeight",2009
136,136,"Casey Wittenberg",71,NA,NA,51,NA,NA,"ApexHeight",2009
137,137,"KJ Choi",65,NA,NA,57,NA,NA,"ApexHeight",2009
137,137,"Lucas Glover",93,NA,NA,70,NA,NA,"ApexHeight",2009
139,139,"Jeff Overton",92,NA,NA,73,NA,NA,"ApexHeight",2009
140,140,"JJ Henry",97,NA,NA,80,NA,NA,"ApexHeight",2009
140,140,"Matt Kuchar",82,NA,NA,65,NA,NA,"ApexHeight",2009
142,142,"Nick Watney",86,NA,NA,73,NA,NA,"ApexHeight",2009
142,142,"Dean Wilson",81,NA,NA,61,NA,NA,"ApexHeight",2009
144,144,"Ian Poulter",59,NA,NA,48,NA,NA,"ApexHeight",2009
145,145,"Johnson Wagner",81,NA,NA,72,NA,NA,"ApexHeight",2009
145,145,"Jay Williamson",69,NA,NA,55,NA,NA,"ApexHeight",2009
145,145,"YE Yang",83,NA,NA,67,NA,NA,"ApexHeight",2009
148,148,"Richard Johnson",85,NA,NA,75,NA,NA,"ApexHeight",2009
149,149,"Eric Axley",71,NA,NA,54,NA,NA,"ApexHeight",2009
149,149,"Carl Pettersson",86,NA,NA,77,NA,NA,"ApexHeight",2009
151,151,"Kris Blanks",60,NA,NA,45,NA,NA,"ApexHeight",2009
151,151,"Tim Clark",81,NA,NA,65,NA,NA,"ApexHeight",2009
153,153,"Ricky Barnes",67,NA,NA,48,NA,NA,"ApexHeight",2009
154,154,"Jarrod Lyle",65,NA,NA,48,NA,NA,"ApexHeight",2009
155,155,"Paul Goydos",79,NA,NA,68,NA,NA,"ApexHeight",2009
156,156,"Charlie Wi",92,NA,NA,78,NA,NA,"ApexHeight",2009
157,157,"Greg Kraft",51,NA,NA,40,NA,NA,"ApexHeight",2009
158,158,"Nathan Green",104,NA,NA,85,NA,NA,"ApexHeight",2009
159,159,"Greg Chalmers",85,NA,NA,66,NA,NA,"ApexHeight",2009
160,160,"Spencer Levin",75,NA,NA,65,NA,NA,"ApexHeight",2009
161,161,"Nick OHern",90,NA,NA,87,NA,NA,"ApexHeight",2009
162,162,"Jeff Quinney",78,NA,NA,68,NA,NA,"ApexHeight",2009
163,163,"Tim Petrovic",97,NA,NA,85,NA,NA,"ApexHeight",2009
164,164,"Kevin Na",91,NA,NA,72,NA,NA,"ApexHeight",2009
165,165,"Tom Lehman",55,NA,NA,34,NA,NA,"ApexHeight",2009
166,166,"Rod Pampling",72,NA,NA,61,NA,NA,"ApexHeight",2009
167,167,"Brad Adamonis",70,NA,NA,56,NA,NA,"ApexHeight",2009
167,167,"Ryan Moore",89,NA,NA,67,NA,NA,"ApexHeight",2009
169,169,"Steve Flesch",77,NA,NA,54,NA,NA,"ApexHeight",2009
170,170,"Charles Howell III",99,NA,NA,85,NA,NA,"ApexHeight",2009
171,171,"Mike Weir",85,NA,NA,67,NA,NA,"ApexHeight",2009
172,172,"Freddie Jacobson",83,NA,NA,68,NA,NA,"ApexHeight",2009
173,173,"Bob Estes",78,NA,NA,74,NA,NA,"ApexHeight",2009
173,173,"David Mathis",82,NA,NA,65,NA,NA,"ApexHeight",2009
175,175,"Brian Gay",96,NA,NA,89,NA,NA,"ApexHeight",2009
176,176,"Jason Dufner",90,NA,NA,79,NA,NA,"ApexHeight",2009
177,177,"Justin Leonard",95,NA,NA,82,NA,NA,"ApexHeight",2009
178,178,"Corey Pavin",73,NA,NA,52,NA,NA,"ApexHeight",2009
179,179,"Chris Riley",77,NA,NA,58,NA,NA,"ApexHeight",2009
180,180,"Scott Sterling",51,NA,NA,40,NA,NA,"ApexHeight",2009
181,181,"Brad Faxon",59,NA,NA,56,NA,NA,"ApexHeight",2009
182,182,"Bart Bryant",58,NA,NA,58,NA,NA,"ApexHeight",2009
183,183,"Ken Duke",87,NA,NA,56,NA,NA,"ApexHeight",2009
184,184,"Michael Allen",73,NA,NA,48,NA,NA,"ApexHeight",2009
