"LeftRoughTendency_RANKTHISWEEK_2006","LeftRoughTendency_RANKLASTWEEK_2006","LeftRoughTendency_PLAYERNAME_2006","LeftRoughTendency_ROUNDS_2006","LeftRoughTendency_Pct_2006","LeftRoughTendency_TOTALLEFTROUGH_2006","LeftRoughTendency_POSSIBLEFWYS_2006","LeftRoughTendency_RELATIVETOPAR_2006","stat_name","year"
74,74,"JL Lewis",57,11.31,90,796,0.27,"LeftRoughTendency",2006
75,75,"Ryan Palmer",101,11.33,150,1324,0.13,"LeftRoughTendency",2006
76,76,"Greg Chalmers",71,11.34,106,935,0.23,"LeftRoughTendency",2006
77,77,"Joey Sindelar",90,11.36,133,1171,0.15,"LeftRoughTendency",2006
78,78,"Ben Crane",85,11.37,108,950,0.22,"LeftRoughTendency",2006
79,79,"John Huston",74,11.39,114,1001,0.16,"LeftRoughTendency",2006
80,80,"Shane Bertsch",104,11.42,162,1418,0.14,"LeftRoughTendency",2006
81,81,"Michael Connell",51,11.51,77,669,0.25,"LeftRoughTendency",2006
82,82,"Jeff Maggert",81,11.57,121,1046,0.21,"LeftRoughTendency",2006
83,83,"Steve Stricker",64,11.58,87,751,0.02,"LeftRoughTendency",2006
84,84,"Mark Wilson",79,11.61,123,1059,0.17,"LeftRoughTendency",2006
85,85,"Joe Ogilvie",95,11.66,145,1244,0.11,"LeftRoughTendency",2006
86,86,"Charley Hoffman",100,11.67,153,1311,0.1,"LeftRoughTendency",2006
87,87,"Doug Barron",74,11.69,119,1018,0.18,"LeftRoughTendency",2006
88,88,"Jason Gore",86,11.7,131,1120,0.19,"LeftRoughTendency",2006
88,88,"Vaughn Taylor",88,11.7,131,1120,0.13,"LeftRoughTendency",2006
90,90,"Ryan Moore",68,11.85,101,852,0.27,"LeftRoughTendency",2006
91,91,"KJ Choi",93,11.89,136,1144,0.13,"LeftRoughTendency",2006
91,91,"Trevor Immelman",86,11.89,126,1060,0.05,"LeftRoughTendency",2006
93,93,"Henrik Bjornstad",97,11.91,158,1327,0.12,"LeftRoughTendency",2006
94,94,"Greg Owen",79,11.92,118,990,-0.03,"LeftRoughTendency",2006
95,95,"Steve Jones",83,11.95,130,1088,0.28,"LeftRoughTendency",2006
96,96,"Craig Barlow",77,11.97,112,936,0.17,"LeftRoughTendency",2006
97,97,"Danny Ellis",68,11.98,107,893,0.09,"LeftRoughTendency",2006
98,98,"Brett Wetterich",82,12,130,1083,0.04,"LeftRoughTendency",2006
99,99,"Rich Beem",85,12.01,119,991,0.09,"LeftRoughTendency",2006
100,100,"Arjun Atwal",97,12.03,159,1322,0.19,"LeftRoughTendency",2006
101,101,"Thomas Levet",53,12.1,83,686,0.2,"LeftRoughTendency",2006
101,101,"Bo Van Pelt",102,12.1,162,1339,0.11,"LeftRoughTendency",2006
103,103,"Marco Dawson",87,12.12,147,1213,0.08,"LeftRoughTendency",2006
104,104,"Todd Fischer",101,12.21,168,1376,0.12,"LeftRoughTendency",2006
105,105,"Troy Matteson",101,12.22,172,1408,0.05,"LeftRoughTendency",2006
106,106,"Kris Cox",83,12.23,138,1128,0.09,"LeftRoughTendency",2006
107,107,"Stephen Leaney",84,12.25,143,1167,0.2,"LeftRoughTendency",2006
107,107,"Jason Schultz",77,12.25,128,1045,0.16,"LeftRoughTendency",2006
109,109,"Woody Austin",107,12.27,169,1377,0.08,"LeftRoughTendency",2006
110,110,"Billy Andrade",78,12.29,116,944,0.13,"LeftRoughTendency",2006
111,111,"Nick Watney",97,12.31,163,1324,0.04,"LeftRoughTendency",2006
112,112,"Jon Mills",68,12.36,114,922,0.21,"LeftRoughTendency",2006
113,113,"Chris Couch",75,12.41,126,1015,0.19,"LeftRoughTendency",2006
113,113,"Paul Stankowski",70,12.41,121,975,0.03,"LeftRoughTendency",2006
115,115,"Eric Axley",91,12.43,154,1239,0.09,"LeftRoughTendency",2006
116,116,"Daniel Chopra",110,12.47,179,1436,0.04,"LeftRoughTendency",2006
117,117,"Mathew Goggin",72,12.58,116,922,0.15,"LeftRoughTendency",2006
118,118,"Robert Garrigus",85,12.61,146,1158,0.16,"LeftRoughTendency",2006
119,119,"Jeff Sluman",101,12.66,160,1264,0.18,"LeftRoughTendency",2006
120,120,"Tom Pernice Jr",108,12.67,169,1334,0.04,"LeftRoughTendency",2006
121,121,"Olin Browne",108,12.69,167,1316,0.3,"LeftRoughTendency",2006
122,122,"Nathan Green",108,12.74,174,1366,0.05,"LeftRoughTendency",2006
123,123,"Shaun Micheel",96,12.75,147,1153,0.14,"LeftRoughTendency",2006
124,124,"Brett Quigley",109,12.76,176,1379,0.03,"LeftRoughTendency",2006
125,125,"Jeff Overton",95,12.78,166,1299,-0.01,"LeftRoughTendency",2006
126,126,"Steve Lowery",99,12.8,162,1266,0.17,"LeftRoughTendency",2006
127,127,"Dean Wilson",115,12.81,187,1460,0.01,"LeftRoughTendency",2006
128,128,"Lucas Glover",105,12.88,164,1273,0.17,"LeftRoughTendency",2006
129,129,"Luke Donald",66,12.94,85,657,0.14,"LeftRoughTendency",2006
130,130,"Tiger Woods",55,12.97,69,532,-0.19,"LeftRoughTendency",2006
131,131,"DA Points",82,12.99,145,1116,0.19,"LeftRoughTendency",2006
132,132,"Mike Sposa",68,13.01,118,907,0.08,"LeftRoughTendency",2006
133,133,"Bill Haas",99,13.02,174,1336,0.05,"LeftRoughTendency",2006
134,134,"Mathias Gronberg",92,13.03,162,1243,0.09,"LeftRoughTendency",2006
135,135,"Jeff Gove",91,13.05,158,1211,0.1,"LeftRoughTendency",2006
135,135,"Len Mattiace",59,13.05,107,820,0.2,"LeftRoughTendency",2006
135,135,"Hidemichi Tanaka",74,13.05,133,1019,0.29,"LeftRoughTendency",2006
138,138,"John Daly",51,13.12,79,602,0.19,"LeftRoughTendency",2006
139,139,"Freddie Jacobson",56,13.15,103,783,0.15,"LeftRoughTendency",2006
140,140,"Vance Veazey",59,13.21,109,825,0.06,"LeftRoughTendency",2006
141,141,"Alex Cejka",93,13.25,168,1268,0.12,"LeftRoughTendency",2006
142,142,"Sean OHair",100,13.27,156,1176,0.13,"LeftRoughTendency",2006
143,143,"Sergio Garcia",59,13.32,77,578,0.17,"LeftRoughTendency",2006
144,144,"Justin Rose",98,13.33,169,1268,0.07,"LeftRoughTendency",2006
145,145,"Phil Mickelson",74,13.38,99,740,0.1,"LeftRoughTendency",2006
146,146,"Shigeki Maruyama",94,13.44,165,1228,0.07,"LeftRoughTendency",2006
147,147,"Michael Allen",84,13.54,159,1174,0.09,"LeftRoughTendency",2006
147,147,"Mike Weir",88,13.54,130,960,0.14,"LeftRoughTendency",2006
149,149,"Tom Lehman",70,13.55,98,723,0.12,"LeftRoughTendency",2006
150,150,"Charles Howell III",96,13.58,161,1186,0,"LeftRoughTendency",2006
151,151,"Brad Faxon",78,13.64,145,1063,0.12,"LeftRoughTendency",2006
152,152,"Dudley Hart",83,13.66,156,1142,0.15,"LeftRoughTendency",2006
152,152,"Jesper Parnevik",84,13.66,156,1142,0.03,"LeftRoughTendency",2006
154,154,"Ian Leggatt",80,13.69,145,1059,0.18,"LeftRoughTendency",2006
155,155,"Alex Aragon",63,13.75,117,851,0.03,"LeftRoughTendency",2006
156,156,"John Engler Jr",69,13.9,130,935,0.22,"LeftRoughTendency",2006
157,157,"Charles Warren",93,13.95,167,1197,0.07,"LeftRoughTendency",2006
158,158,"Wes Short Jr",96,14.04,181,1289,0.17,"LeftRoughTendency",2006
159,159,"Geoff Ogilvy",76,14.08,107,760,0.09,"LeftRoughTendency",2006
160,160,"Vijay Singh",103,14.13,174,1231,0.02,"LeftRoughTendency",2006
161,161,"Adam Scott",70,14.19,103,726,0.15,"LeftRoughTendency",2006
162,162,"Bob Tway",81,14.23,147,1033,0.13,"LeftRoughTendency",2006
163,163,"Camilo Villegas",95,14.26,173,1213,-0.01,"LeftRoughTendency",2006
164,164,"Tim Clark",80,14.27,129,904,0.22,"LeftRoughTendency",2006
165,165,"Stewart Cink",93,14.3,147,1028,0.14,"LeftRoughTendency",2006
166,166,"Tag Ridings",103,14.33,195,1361,0.14,"LeftRoughTendency",2006
167,167,"Tim Herron",82,14.36,134,933,0.19,"LeftRoughTendency",2006
168,168,"Kenny Perry",73,14.4,125,868,0.16,"LeftRoughTendency",2006
169,169,"Ryuji Imada",105,14.43,197,1365,0.09,"LeftRoughTendency",2006
170,170,"Stephen Ames",63,14.46,97,671,0.26,"LeftRoughTendency",2006
171,171,"JB Holmes",81,14.51,136,937,0.04,"LeftRoughTendency",2006
171,171,"Arron Oberholser",82,14.51,136,937,0.12,"LeftRoughTendency",2006
173,173,"Kevin Sutherland",100,14.52,194,1336,0.14,"LeftRoughTendency",2006
174,174,"Chad Campbell",91,14.55,148,1017,0.18,"LeftRoughTendency",2006
175,175,"Matt Hansen",68,14.58,134,919,0.08,"LeftRoughTendency",2006
176,176,"Rod Pampling",89,14.67,143,975,0.09,"LeftRoughTendency",2006
177,177,"Brian Bateman",69,14.7,133,905,0.19,"LeftRoughTendency",2006
178,178,"Jimmy Walker",60,14.85,120,808,0.13,"LeftRoughTendency",2006
179,179,"Fred Couples",52,14.88,79,531,-0.03,"LeftRoughTendency",2006
180,180,"Ryan Hietala",61,15.07,124,823,0.15,"LeftRoughTendency",2006
181,181,"Stuart Appleby",83,15.15,140,924,0,"LeftRoughTendency",2006
182,182,"Davis Love III",85,15.21,136,894,0.12,"LeftRoughTendency",2006
183,183,"Bubba Watson",83,15.29,168,1099,0.01,"LeftRoughTendency",2006
184,184,"Lee Janzen",79,15.36,164,1068,0.2,"LeftRoughTendency",2006
185,185,"Peter Lonard",77,15.44,147,952,0.2,"LeftRoughTendency",2006
186,186,"Bob May",65,15.45,133,861,0.03,"LeftRoughTendency",2006
187,187,"Rory Sabbatini",84,15.49,153,988,0.12,"LeftRoughTendency",2006
188,188,"JJ Henry",96,15.54,184,1184,0.2,"LeftRoughTendency",2006
189,189,"Mark OMeara",52,15.57,95,610,0.08,"LeftRoughTendency",2006
190,190,"Padraig Harrington",54,15.6,83,532,0.06,"LeftRoughTendency",2006
191,191,"Carl Pettersson",95,15.77,179,1135,0.08,"LeftRoughTendency",2006
192,192,"James Driscoll",80,16.67,186,1116,0.1,"LeftRoughTendency",2006
193,193,"Ernie Els",69,16.77,112,668,0.02,"LeftRoughTendency",2006
194,194,"Carlos Franco",86,16.85,202,1199,0.15,"LeftRoughTendency",2006
195,195,"Retief Goosen",68,19.63,126,642,0.14,"LeftRoughTendency",2006
196,196,"David Duval",71,19.97,159,796,0.19,"LeftRoughTendency",2006
