"BirdieorBetterPercentageLess125_RANKTHISWEEK_2013","BirdieorBetterPercentageLess125_RANKLASTWEEK_2013","BirdieorBetterPercentageLess125_PLAYERNAME_2013","BirdieorBetterPercentageLess125_ROUNDS_2013","BirdieorBetterPercentageLess125_Pct_2013","BirdieorBetterPercentageLess125_TOTALBIRDIES_2013","BirdieorBetterPercentageLess125_TOTALHOLES_2013","stat_name","year"
74,74,"David Lynn",70,22.95,56,244,"BirdieorBetterPercentageLess125",2013
74,74,"Nick Watney",88,22.95,67,292,"BirdieorBetterPercentageLess125",2013
76,76,"John Rollins",77,22.92,58,253,"BirdieorBetterPercentageLess125",2013
77,77,"Aaron Baddeley",68,22.87,51,223,"BirdieorBetterPercentageLess125",2013
78,78,"Marc Leishman",77,22.75,48,211,"BirdieorBetterPercentageLess125",2013
79,79,"Bill Haas",85,22.73,60,264,"BirdieorBetterPercentageLess125",2013
80,80,"Sergio Garcia",65,22.67,34,150,"BirdieorBetterPercentageLess125",2013
81,81,"Sangmoon Bae",83,22.61,59,261,"BirdieorBetterPercentageLess125",2013
82,82,"Colt Knost",69,22.6,47,208,"BirdieorBetterPercentageLess125",2013
83,83,"Henrik Stenson",65,22.56,30,133,"BirdieorBetterPercentageLess125",2013
84,84,"Tommy Gainey",84,22.53,73,324,"BirdieorBetterPercentageLess125",2013
85,85,"Luke List",65,22.5,45,200,"BirdieorBetterPercentageLess125",2013
86,86,"Josh Teater",86,22.47,51,227,"BirdieorBetterPercentageLess125",2013
87,87,"Stephen Ames",49,22.38,32,143,"BirdieorBetterPercentageLess125",2013
88,88,"Seung Yul Noh",71,22.33,48,215,"BirdieorBetterPercentageLess125",2013
89,89,"David Lingmerth",68,22.32,50,224,"BirdieorBetterPercentageLess125",2013
90,90,"Jin Park",52,22.29,35,157,"BirdieorBetterPercentageLess125",2013
91,91,"Bo Van Pelt",72,22.28,43,193,"BirdieorBetterPercentageLess125",2013
92,92,"Charlie Wi",75,22.27,49,220,"BirdieorBetterPercentageLess125",2013
93,93,"Kevin Chappell",80,22.22,60,270,"BirdieorBetterPercentageLess125",2013
94,94,"Erik Compton",74,22.18,55,248,"BirdieorBetterPercentageLess125",2013
95,95,"Bob Estes",66,22.17,47,212,"BirdieorBetterPercentageLess125",2013
96,96,"Fabian Gomez",65,22.11,44,199,"BirdieorBetterPercentageLess125",2013
96,96,"Shawn Stefani",63,22.11,44,199,"BirdieorBetterPercentageLess125",2013
98,98,"Stewart Cink",71,22.1,40,181,"BirdieorBetterPercentageLess125",2013
99,99,"Brad Fritsch",81,21.98,51,232,"BirdieorBetterPercentageLess125",2013
99,99,"Richard Lee",81,21.98,60,273,"BirdieorBetterPercentageLess125",2013
101,101,"Steven Bowditch",67,21.97,49,223,"BirdieorBetterPercentageLess125",2013
102,102,"David Mathis",71,21.92,48,219,"BirdieorBetterPercentageLess125",2013
103,103,"Brian Gay",79,21.91,62,283,"BirdieorBetterPercentageLess125",2013
104,104,"Russell Henley",80,21.85,52,238,"BirdieorBetterPercentageLess125",2013
105,105,"David Toms",49,21.8,29,133,"BirdieorBetterPercentageLess125",2013
106,106,"Jeff Maggert",63,21.79,51,234,"BirdieorBetterPercentageLess125",2013
107,107,"Dustin Johnson",71,21.67,39,180,"BirdieorBetterPercentageLess125",2013
108,108,"Robert Karlsson",56,21.64,29,134,"BirdieorBetterPercentageLess125",2013
109,109,"Steve LeBrun",66,21.62,48,222,"BirdieorBetterPercentageLess125",2013
110,110,"Harris English",95,21.6,62,287,"BirdieorBetterPercentageLess125",2013
111,111,"Lucas Glover",65,21.51,40,186,"BirdieorBetterPercentageLess125",2013
112,112,"Rory Sabbatini",86,21.45,62,289,"BirdieorBetterPercentageLess125",2013
113,113,"William McGirt",75,21.38,59,276,"BirdieorBetterPercentageLess125",2013
114,114,"Martin Laird",68,21.28,40,188,"BirdieorBetterPercentageLess125",2013
115,115,"James Driscoll",76,21.21,49,231,"BirdieorBetterPercentageLess125",2013
116,116,"Alistair Presnell",59,21.2,39,184,"BirdieorBetterPercentageLess125",2013
117,117,"Angel Cabrera",73,21.11,42,199,"BirdieorBetterPercentageLess125",2013
118,118,"DH Lee",65,20.98,43,205,"BirdieorBetterPercentageLess125",2013
119,119,"Jeff Overton",78,20.96,61,291,"BirdieorBetterPercentageLess125",2013
120,120,"Ricky Barnes",74,20.95,44,210,"BirdieorBetterPercentageLess125",2013
121,121,"Jonas Blixt",76,20.93,54,258,"BirdieorBetterPercentageLess125",2013
122,122,"Ryan Moore",72,20.9,42,201,"BirdieorBetterPercentageLess125",2013
122,122,"Bubba Watson",76,20.9,56,268,"BirdieorBetterPercentageLess125",2013
124,124,"Ben Kohles",75,20.89,47,225,"BirdieorBetterPercentageLess125",2013
125,125,"Bobby Gates",49,20.83,30,144,"BirdieorBetterPercentageLess125",2013
125,125,"DA Points",87,20.83,50,240,"BirdieorBetterPercentageLess125",2013
127,127,"Jerry Kelly",75,20.65,51,247,"BirdieorBetterPercentageLess125",2013
128,128,"Patrick Reed",83,20.63,59,286,"BirdieorBetterPercentageLess125",2013
129,129,"Peter Hanson",45,20.61,27,131,"BirdieorBetterPercentageLess125",2013
130,130,"Justin Bolli",59,20.54,38,185,"BirdieorBetterPercentageLess125",2013
131,131,"James Hahn",78,20.5,49,239,"BirdieorBetterPercentageLess125",2013
131,131,"Brian Harman",89,20.5,66,322,"BirdieorBetterPercentageLess125",2013
133,133,"Kevin Streelman",86,20.49,50,244,"BirdieorBetterPercentageLess125",2013
134,134,"Rod Pampling",46,20.41,30,147,"BirdieorBetterPercentageLess125",2013
135,135,"Robert Streb",75,20.26,46,227,"BirdieorBetterPercentageLess125",2013
136,136,"Chad Campbell",78,20.16,49,243,"BirdieorBetterPercentageLess125",2013
137,137,"Carl Pettersson",82,20.15,54,268,"BirdieorBetterPercentageLess125",2013
138,138,"Scott Brown",65,20.1,42,209,"BirdieorBetterPercentageLess125",2013
139,139,"Ryo Ishikawa",72,20.09,43,214,"BirdieorBetterPercentageLess125",2013
140,140,"Scott Stallings",79,20,60,300,"BirdieorBetterPercentageLess125",2013
140,140,"Casey Wittenberg",72,20,45,225,"BirdieorBetterPercentageLess125",2013
142,142,"Henrik Norlander",70,19.7,39,198,"BirdieorBetterPercentageLess125",2013
143,143,"Derek Ernst",58,19.69,38,193,"BirdieorBetterPercentageLess125",2013
144,144,"Trevor Immelman",73,19.34,41,212,"BirdieorBetterPercentageLess125",2013
145,145,"Martin Flores",83,19.27,58,301,"BirdieorBetterPercentageLess125",2013
146,146,"JJ Henry",83,19.26,52,270,"BirdieorBetterPercentageLess125",2013
147,147,"George McNeill",68,19.25,46,239,"BirdieorBetterPercentageLess125",2013
148,148,"Geoff Ogilvy",57,18.99,30,158,"BirdieorBetterPercentageLess125",2013
149,149,"Tag Ridings",69,18.98,41,216,"BirdieorBetterPercentageLess125",2013
150,150,"Brendon de Jonge",110,18.91,66,349,"BirdieorBetterPercentageLess125",2013
151,151,"Troy Matteson",68,18.88,44,233,"BirdieorBetterPercentageLess125",2013
152,152,"Boo Weekley",100,18.87,60,318,"BirdieorBetterPercentageLess125",2013
153,153,"Robert Allenby",58,18.75,36,192,"BirdieorBetterPercentageLess125",2013
154,154,"Keegan Bradley",88,18.6,45,242,"BirdieorBetterPercentageLess125",2013
154,154,"Brendan Steele",86,18.6,53,285,"BirdieorBetterPercentageLess125",2013
156,156,"Ernie Els",63,18.56,31,167,"BirdieorBetterPercentageLess125",2013
157,157,"Nicolas Colsaerts",50,18.47,29,157,"BirdieorBetterPercentageLess125",2013
158,158,"Kyle Stanley",71,18.39,41,223,"BirdieorBetterPercentageLess125",2013
159,159,"Mark Wilson",56,18.13,35,193,"BirdieorBetterPercentageLess125",2013
160,160,"Eric Meierdierks",48,17.69,26,147,"BirdieorBetterPercentageLess125",2013
161,161,"Johnson Wagner",64,17.49,32,183,"BirdieorBetterPercentageLess125",2013
162,162,"Scott Gardiner",61,17.45,37,212,"BirdieorBetterPercentageLess125",2013
163,163,"Vijay Singh",61,17.44,30,172,"BirdieorBetterPercentageLess125",2013
164,164,"Charlie Beljan",62,17.41,35,201,"BirdieorBetterPercentageLess125",2013
165,165,"Cameron Percy",68,17.39,36,207,"BirdieorBetterPercentageLess125",2013
166,166,"Andres Romero",63,17.28,33,191,"BirdieorBetterPercentageLess125",2013
167,167,"Tom Gillis",69,17.27,43,249,"BirdieorBetterPercentageLess125",2013
168,168,"DJ Trahan",48,17.12,25,146,"BirdieorBetterPercentageLess125",2013
169,169,"Lee Westwood",70,17.02,32,188,"BirdieorBetterPercentageLess125",2013
170,170,"Greg Owen",73,17,43,253,"BirdieorBetterPercentageLess125",2013
171,171,"John Huh",88,16.87,41,243,"BirdieorBetterPercentageLess125",2013
172,172,"Jim Herman",59,16.67,23,138,"BirdieorBetterPercentageLess125",2013
173,173,"Graeme McDowell",53,16.55,23,139,"BirdieorBetterPercentageLess125",2013
174,174,"Andrew Svoboda",46,16.39,20,122,"BirdieorBetterPercentageLess125",2013
175,175,"Sean OHair",56,16.32,31,190,"BirdieorBetterPercentageLess125",2013
176,176,"Will Claxton",67,16.3,37,227,"BirdieorBetterPercentageLess125",2013
177,177,"Brian Stuard",78,16.22,36,222,"BirdieorBetterPercentageLess125",2013
178,178,"Michael Thompson",66,16.18,28,173,"BirdieorBetterPercentageLess125",2013
179,179,"Padraig Harrington",52,16.13,20,124,"BirdieorBetterPercentageLess125",2013
180,180,"Martin Kaymer",61,13.25,20,151,"BirdieorBetterPercentageLess125",2013
