"GreensinRegulationPercentage_RANKTHISWEEK_2008","GreensinRegulationPercentage_RANKLASTWEEK_2008","GreensinRegulationPercentage_PLAYERNAME_2008","GreensinRegulationPercentage_ROUNDS_2008","GreensinRegulationPercentage_Pct_2008","GreensinRegulationPercentage_GREENSHIT_2008","GreensinRegulationPercentage_HOLES_2008","GreensinRegulationPercentage_RELATIVEPAR_2008","stat_name","year"
18,18,"Woody Austin",109,68.15,1288,1890,-0.23,"GreensinRegulationPercentage",2008
19,19,"Billy Mayfair",103,68.12,1263,1854,-0.21,"GreensinRegulationPercentage",2008
20,20,"Bill Haas",99,68.07,1164,1710,-0.27,"GreensinRegulationPercentage",2008
21,21,"Robert Garrigus",90,68.02,1102,1620,-0.26,"GreensinRegulationPercentage",2008
22,22,"Jeff Gove",50,67.87,562,828,-0.19,"GreensinRegulationPercentage",2008
22,22,"Scott Sterling",89,67.87,1014,1494,-0.21,"GreensinRegulationPercentage",2008
22,22,"Boo Weekley",86,67.87,1014,1494,-0.22,"GreensinRegulationPercentage",2008
25,25,"John Merrick",98,67.72,1097,1620,-0.23,"GreensinRegulationPercentage",2008
26,26,"Chris Stroud",81,67.63,913,1350,-0.22,"GreensinRegulationPercentage",2008
27,27,"Bubba Watson",97,67.6,1156,1710,-0.24,"GreensinRegulationPercentage",2008
28,28,"Zach Johnson",85,67.59,1022,1512,-0.23,"GreensinRegulationPercentage",2008
29,29,"Mathew Goggin",91,67.58,1107,1638,-0.25,"GreensinRegulationPercentage",2008
30,30,"Kenny Perry",97,67.47,1178,1746,-0.26,"GreensinRegulationPercentage",2008
31,31,"Kevin Streelman",114,67.44,1311,1944,-0.25,"GreensinRegulationPercentage",2008
32,32,"Troy Matteson",94,67.38,1140,1692,-0.23,"GreensinRegulationPercentage",2008
33,33,"Bob Tway",70,67.36,776,1152,-0.31,"GreensinRegulationPercentage",2008
34,34,"Bo Van Pelt",101,67.3,1175,1746,-0.23,"GreensinRegulationPercentage",2008
35,35,"Gavin Coles",54,67.15,556,828,-0.23,"GreensinRegulationPercentage",2008
36,36,"Tommy Gainey",60,67.09,628,936,-0.26,"GreensinRegulationPercentage",2008
37,37,"Sergio Garcia",72,67.06,845,1260,-0.24,"GreensinRegulationPercentage",2008
38,38,"Martin Laird",98,67.03,1110,1656,-0.28,"GreensinRegulationPercentage",2008
39,39,"Jason Gore",94,67.02,1134,1692,-0.27,"GreensinRegulationPercentage",2008
40,40,"Steve Elkington",84,67,1013,1512,-0.26,"GreensinRegulationPercentage",2008
41,41,"Stewart Cink",87,66.94,976,1458,-0.28,"GreensinRegulationPercentage",2008
42,42,"Mark Wilson",107,66.93,1289,1926,-0.26,"GreensinRegulationPercentage",2008
43,43,"Pat Perez",93,66.91,1108,1656,-0.26,"GreensinRegulationPercentage",2008
44,44,"Justin Bolli",87,66.88,963,1440,-0.21,"GreensinRegulationPercentage",2008
44,44,"Charles Warren",79,66.88,951,1422,-0.23,"GreensinRegulationPercentage",2008
46,46,"Ted Purdy",68,66.85,746,1116,-0.2,"GreensinRegulationPercentage",2008
47,47,"Carlos Franco",73,66.83,806,1206,-0.25,"GreensinRegulationPercentage",2008
48,48,"Jim Furyk",95,66.78,1130,1692,-0.25,"GreensinRegulationPercentage",2008
48,48,"Charles Howell III",101,66.78,1190,1782,-0.25,"GreensinRegulationPercentage",2008
50,50,"Heath Slocum",104,66.77,1250,1872,-0.21,"GreensinRegulationPercentage",2008
51,51,"Ryan Palmer",69,66.75,757,1134,-0.31,"GreensinRegulationPercentage",2008
52,52,"Jay Williamson",96,66.73,1057,1584,-0.2,"GreensinRegulationPercentage",2008
53,53,"Michael Allen",91,66.67,1092,1638,-0.25,"GreensinRegulationPercentage",2008
54,54,"Justin Leonard",101,66.61,1139,1710,-0.27,"GreensinRegulationPercentage",2008
54,54,"Chez Reavie",102,66.61,1175,1764,-0.22,"GreensinRegulationPercentage",2008
56,56,"Tommy Armour III",77,66.51,874,1314,-0.23,"GreensinRegulationPercentage",2008
57,57,"Rich Beem",90,66.48,1077,1620,-0.24,"GreensinRegulationPercentage",2008
58,58,"Brandt Jobe",52,66.45,622,936,-0.22,"GreensinRegulationPercentage",2008
59,59,"Steve Allan",58,66.44,598,900,-0.25,"GreensinRegulationPercentage",2008
59,59,"Charlie Wi",97,66.44,1160,1746,-0.24,"GreensinRegulationPercentage",2008
61,61,"Jeff Maggert",86,66.34,1027,1548,-0.23,"GreensinRegulationPercentage",2008
62,62,"DJ Trahan",94,66.25,1121,1692,-0.25,"GreensinRegulationPercentage",2008
63,63,"Charley Hoffman",94,66.24,1097,1656,-0.25,"GreensinRegulationPercentage",2008
64,64,"Dudley Hart",74,66.11,833,1260,-0.24,"GreensinRegulationPercentage",2008
65,65,"Rory Sabbatini",77,66.08,904,1368,-0.25,"GreensinRegulationPercentage",2008
66,66,"Robert Gamez",79,66.02,915,1386,-0.22,"GreensinRegulationPercentage",2008
67,67,"YE Yang",89,65.96,1033,1566,-0.24,"GreensinRegulationPercentage",2008
68,68,"Brad Adamonis",87,65.86,984,1494,-0.25,"GreensinRegulationPercentage",2008
69,69,"Cameron Beckman",87,65.82,936,1422,-0.25,"GreensinRegulationPercentage",2008
70,70,"Phil Mickelson",80,65.81,924,1404,-0.28,"GreensinRegulationPercentage",2008
71,71,"Anthony Kim",81,65.78,959,1458,-0.27,"GreensinRegulationPercentage",2008
71,71,"Tom Scherrer",56,65.78,592,900,-0.24,"GreensinRegulationPercentage",2008
73,73,"Ben Crane",86,65.76,1018,1548,-0.27,"GreensinRegulationPercentage",2008
74,74,"Paul Casey",55,65.71,615,936,-0.22,"GreensinRegulationPercentage",2008
74,74,"Jon Mills",95,65.71,1029,1566,-0.21,"GreensinRegulationPercentage",2008
76,76,"Olin Browne",77,65.63,886,1350,-0.18,"GreensinRegulationPercentage",2008
77,77,"Dean Wilson",109,65.61,1240,1890,-0.25,"GreensinRegulationPercentage",2008
78,78,"Ryan Armour",87,65.6,980,1494,-0.25,"GreensinRegulationPercentage",2008
79,79,"Ron Whittaker",54,65.51,566,864,-0.2,"GreensinRegulationPercentage",2008
80,80,"Jason Day",81,65.5,955,1458,-0.26,"GreensinRegulationPercentage",2008
81,81,"KJ Choi",74,65.48,825,1260,-0.24,"GreensinRegulationPercentage",2008
81,81,"Vaughn Taylor",103,65.48,1214,1854,-0.26,"GreensinRegulationPercentage",2008
83,83,"Fred Couples",60,65.46,707,1080,-0.26,"GreensinRegulationPercentage",2008
83,83,"Jim McGovern",75,65.46,813,1242,-0.22,"GreensinRegulationPercentage",2008
85,85,"Tim Wilkinson",95,65.39,1024,1566,-0.24,"GreensinRegulationPercentage",2008
86,86,"Lucas Glover",91,65.38,1071,1638,-0.25,"GreensinRegulationPercentage",2008
87,87,"Todd Demsey",80,65.31,917,1404,-0.24,"GreensinRegulationPercentage",2008
88,88,"Brenden Pappas",66,65.28,705,1080,-0.27,"GreensinRegulationPercentage",2008
89,89,"Brian Davis",108,65.23,1268,1944,-0.25,"GreensinRegulationPercentage",2008
90,90,"David Toms",70,65.2,798,1224,-0.25,"GreensinRegulationPercentage",2008
91,91,"Omar Uresti",74,65.16,821,1260,-0.23,"GreensinRegulationPercentage",2008
92,92,"Richard Johnson",60,65.12,633,972,-0.21,"GreensinRegulationPercentage",2008
93,93,"Kevin Stadler",90,65.11,961,1476,-0.26,"GreensinRegulationPercentage",2008
94,94,"Scott Verplank",82,65.09,949,1458,-0.25,"GreensinRegulationPercentage",2008
95,95,"James Driscoll",85,65.05,925,1422,-0.26,"GreensinRegulationPercentage",2008
96,96,"Stephen Ames",83,65.04,960,1476,-0.25,"GreensinRegulationPercentage",2008
97,97,"Paul Claxton",63,65.01,667,1026,-0.22,"GreensinRegulationPercentage",2008
98,98,"Cliff Kresge",84,65,936,1440,-0.22,"GreensinRegulationPercentage",2008
99,99,"Brad Elder",67,64.94,713,1098,-0.23,"GreensinRegulationPercentage",2008
100,100,"Peter Lonard",92,64.9,1028,1584,-0.23,"GreensinRegulationPercentage",2008
101,101,"Bart Bryant",81,64.88,946,1458,-0.21,"GreensinRegulationPercentage",2008
102,102,"Kenneth Ferrie",72,64.84,747,1152,-0.23,"GreensinRegulationPercentage",2008
103,103,"Scott McCarron",63,64.81,735,1134,-0.24,"GreensinRegulationPercentage",2008
104,104,"Ken Duke",116,64.8,1353,2088,-0.28,"GreensinRegulationPercentage",2008
104,104,"Patrick Sheehan",124,64.8,1353,2088,-0.24,"GreensinRegulationPercentage",2008
106,106,"Davis Love III",78,64.74,909,1404,-0.24,"GreensinRegulationPercentage",2008
107,107,"Will Ma Kenzie",62,64.7,722,1116,-0.23,"GreensinRegulationPercentage",2008
108,108,"Doug LaBelle II",65,64.66,675,1044,-0.22,"GreensinRegulationPercentage",2008
109,109,"Steve Flesch",95,64.62,1105,1710,-0.24,"GreensinRegulationPercentage",2008
109,109,"Mike Weir",88,64.62,1012,1566,-0.26,"GreensinRegulationPercentage",2008
111,111,"Camilo Villegas",79,64.6,907,1404,-0.29,"GreensinRegulationPercentage",2008
112,112,"Brett Quigley",80,64.53,906,1404,-0.25,"GreensinRegulationPercentage",2008
113,113,"Sean OHair",81,64.47,940,1458,-0.23,"GreensinRegulationPercentage",2008
114,114,"Mark Calcavecchia",67,64.39,765,1188,-0.22,"GreensinRegulationPercentage",2008
114,114,"Lee Janzen",89,64.39,962,1494,-0.23,"GreensinRegulationPercentage",2008
116,116,"Nick OHern",82,64.38,927,1440,-0.25,"GreensinRegulationPercentage",2008
117,117,"Glen Day",64,64.37,672,1044,-0.23,"GreensinRegulationPercentage",2008
118,118,"Jeff Overton",103,64.14,1143,1782,-0.26,"GreensinRegulationPercentage",2008
119,119,"Joe Ogilvie",100,64.12,1108,1728,-0.27,"GreensinRegulationPercentage",2008
120,120,"Tom Pernice Jr",104,64.1,1200,1872,-0.26,"GreensinRegulationPercentage",2008
121,121,"Mark Hensby",71,64.08,819,1278,-0.26,"GreensinRegulationPercentage",2008
122,122,"Shane Bertsch",96,64.06,1107,1728,-0.26,"GreensinRegulationPercentage",2008
123,123,"Nick Flanagan",89,63.99,979,1530,-0.23,"GreensinRegulationPercentage",2008
124,124,"Frank Lickliter II",107,63.97,1232,1926,-0.27,"GreensinRegulationPercentage",2008
125,125,"Tag Ridings",88,63.95,1013,1584,-0.26,"GreensinRegulationPercentage",2008
126,126,"Matt Kuchar",88,63.89,943,1476,-0.23,"GreensinRegulationPercentage",2008
127,127,"Steve Stricker",75,63.81,827,1296,-0.25,"GreensinRegulationPercentage",2008
128,128,"Adam Scott",51,63.72,562,882,-0.25,"GreensinRegulationPercentage",2008
129,129,"Brian Gay",102,63.71,1078,1692,-0.28,"GreensinRegulationPercentage",2008
129,129,"Dustin Johnson",92,63.71,1055,1656,-0.27,"GreensinRegulationPercentage",2008
131,131,"Tim Clark",90,63.61,1019,1602,-0.26,"GreensinRegulationPercentage",2008
131,131,"Rod Pampling",83,63.61,916,1440,-0.25,"GreensinRegulationPercentage",2008
133,133,"Kevin Na",97,63.57,1110,1746,-0.27,"GreensinRegulationPercentage",2008
134,134,"Carl Pettersson",110,63.54,1258,1980,-0.26,"GreensinRegulationPercentage",2008
135,135,"Billy Andrade",71,63.52,766,1206,-0.19,"GreensinRegulationPercentage",2008
136,136,"John Rollins",94,63.48,1074,1692,-0.23,"GreensinRegulationPercentage",2008
137,137,"Ben Curtis",80,63.45,868,1368,-0.24,"GreensinRegulationPercentage",2008
137,137,"Marc Turnesa",87,63.45,948,1494,-0.27,"GreensinRegulationPercentage",2008
139,139,"Bob Sowards",61,63.43,628,990,-0.23,"GreensinRegulationPercentage",2008
140,140,"Jerry Kelly",89,63.36,958,1512,-0.22,"GreensinRegulationPercentage",2008
140,140,"Brandt Snedeker",85,63.36,958,1512,-0.25,"GreensinRegulationPercentage",2008
142,142,"Chris DiMarco",87,63.35,992,1566,-0.23,"GreensinRegulationPercentage",2008
143,143,"Michael Letzig",88,63.29,957,1512,-0.28,"GreensinRegulationPercentage",2008
144,144,"Tim Petrovic",97,63.17,1012,1602,-0.25,"GreensinRegulationPercentage",2008
145,145,"Nicholas Thompson",113,63.14,1216,1926,-0.25,"GreensinRegulationPercentage",2008
146,146,"Alex Cejka",75,63.12,784,1242,-0.22,"GreensinRegulationPercentage",2008
147,147,"Jimmy Walker",73,63.08,738,1170,-0.25,"GreensinRegulationPercentage",2008
148,148,"Trevor Immelman",70,63.07,772,1224,-0.21,"GreensinRegulationPercentage",2008
149,149,"Jonathan Byrd",88,63.01,964,1530,-0.26,"GreensinRegulationPercentage",2008
150,150,"Todd Hamilton",92,62.98,1043,1656,-0.23,"GreensinRegulationPercentage",2008
151,151,"Paul Goydos",78,62.96,884,1404,-0.22,"GreensinRegulationPercentage",2008
152,152,"JB Holmes",86,62.94,963,1530,-0.26,"GreensinRegulationPercentage",2008
153,153,"Jin Park",85,62.84,871,1386,-0.22,"GreensinRegulationPercentage",2008
154,154,"Mathias Gronberg",87,62.78,938,1494,-0.25,"GreensinRegulationPercentage",2008
155,155,"Jason Allred",63,62.67,643,1026,-0.23,"GreensinRegulationPercentage",2008
156,156,"Angel Cabrera",55,62.64,575,918,-0.24,"GreensinRegulationPercentage",2008
157,157,"Rocco Mediate",87,62.58,980,1566,-0.23,"GreensinRegulationPercentage",2008
158,158,"Craig Kanada",65,62.52,664,1062,-0.26,"GreensinRegulationPercentage",2008
159,159,"Parker McLachlin",88,62.5,945,1512,-0.27,"GreensinRegulationPercentage",2008
160,160,"Kyle Thompson",70,62.41,719,1152,-0.21,"GreensinRegulationPercentage",2008
161,161,"Alejandro Canizares",52,62.37,494,792,-0.26,"GreensinRegulationPercentage",2008
161,161,"David Lutterus",59,62.37,595,954,-0.19,"GreensinRegulationPercentage",2008
163,163,"Tim Herron",97,62.25,1042,1674,-0.25,"GreensinRegulationPercentage",2008
164,164,"Matt Jones",95,62.15,1018,1638,-0.26,"GreensinRegulationPercentage",2008
165,165,"Tom Lehman",51,62.13,548,882,-0.2,"GreensinRegulationPercentage",2008
166,166,"Aaron Baddeley",76,62.02,815,1314,-0.29,"GreensinRegulationPercentage",2008
166,166,"Stephen Leaney",53,62.02,547,882,-0.19,"GreensinRegulationPercentage",2008
168,168,"Stuart Appleby",87,61.9,936,1512,-0.26,"GreensinRegulationPercentage",2008
169,169,"Geoff Ogilvy",65,61.89,713,1152,-0.24,"GreensinRegulationPercentage",2008
169,169,"Chris Riley",51,61.89,479,774,-0.24,"GreensinRegulationPercentage",2008
171,171,"Freddie Jacobson",78,61.82,868,1404,-0.26,"GreensinRegulationPercentage",2008
172,172,"Jeff Quinney",87,61.81,968,1566,-0.27,"GreensinRegulationPercentage",2008
173,173,"Ryan Moore",72,61.73,800,1296,-0.27,"GreensinRegulationPercentage",2008
174,174,"Johnson Wagner",83,61.6,887,1440,-0.24,"GreensinRegulationPercentage",2008
175,175,"Brett Rumford",72,61.52,753,1224,-0.25,"GreensinRegulationPercentage",2008
176,176,"Ryuji Imada",80,61.39,884,1440,-0.27,"GreensinRegulationPercentage",2008
177,177,"Travis Perkins",53,61.35,519,846,-0.19,"GreensinRegulationPercentage",2008
178,178,"Ernie Els",51,61.33,552,900,-0.23,"GreensinRegulationPercentage",2008
179,179,"Cody Freeman",66,61.29,684,1116,-0.23,"GreensinRegulationPercentage",2008
180,180,"Eric Axley",113,61.16,1200,1962,-0.27,"GreensinRegulationPercentage",2008
181,181,"JP Hayes",67,61.03,736,1206,-0.21,"GreensinRegulationPercentage",2008
182,182,"Marco Dawson",64,60.91,614,1008,-0.26,"GreensinRegulationPercentage",2008
183,183,"Chad Collins",72,60.86,723,1188,-0.27,"GreensinRegulationPercentage",2008
184,184,"Jesper Parnevik",88,60.85,920,1512,-0.26,"GreensinRegulationPercentage",2008
185,185,"John Mallinger",95,60.82,1040,1710,-0.27,"GreensinRegulationPercentage",2008
186,186,"Padraig Harrington",52,60.67,546,900,-0.29,"GreensinRegulationPercentage",2008
187,187,"Shigeki Maruyama",50,60,486,810,-0.2,"GreensinRegulationPercentage",2008
188,188,"Nathan Green",95,59.82,1023,1710,-0.29,"GreensinRegulationPercentage",2008
189,189,"Daniel Chopra",84,59.77,893,1494,-0.31,"GreensinRegulationPercentage",2008
190,190,"Ian Poulter",51,59.75,527,882,-0.23,"GreensinRegulationPercentage",2008
191,191,"Greg Kraft",63,59.49,589,990,-0.24,"GreensinRegulationPercentage",2008
192,192,"Retief Goosen",59,59.39,620,1044,-0.24,"GreensinRegulationPercentage",2008
193,193,"Steve Lowery",74,59.38,791,1332,-0.25,"GreensinRegulationPercentage",2008
194,194,"Andres Romero",69,58.79,709,1206,-0.26,"GreensinRegulationPercentage",2008
196,196,"Corey Pavin",69,57.95,678,1170,-0.26,"GreensinRegulationPercentage",2008
197,197,"David Duval",51,57.84,531,918,-0.21,"GreensinRegulationPercentage",2008
