"StrokesGainedTeetoGreen_RANKTHISWEEK_2005","StrokesGainedTeetoGreen_RANKLASTWEEK_2005","StrokesGainedTeetoGreen_PLAYERNAME_2005","StrokesGainedTeetoGreen_ROUNDS_2005","StrokesGainedTeetoGreen_AVERAGE_2005","StrokesGainedTeetoGreen_TOTALSGT2G_2005","StrokesGainedTeetoGreen_SGTOTAL_2005","StrokesGainedTeetoGreen_TOTALSGP_2005","StrokesGainedTeetoGreen_MEASUREDROUNDS_2005","stat_name","year"
42,42,"Chris DiMarco",83,0.542,32.007,45.427,13.42,59,"StrokesGainedTeetoGreen",2005
43,43,"JJ Henry",102,0.525,45.706,25.697,-20.009,87,"StrokesGainedTeetoGreen",2005
43,43,"Zach Johnson",96,0.525,43.556,71.043,27.487,83,"StrokesGainedTeetoGreen",2005
43,43,"Brett Wetterich",76,0.525,35.706,5.476,-30.23,68,"StrokesGainedTeetoGreen",2005
46,46,"Chad Campbell",95,0.524,39.788,52.22,12.432,76,"StrokesGainedTeetoGreen",2005
47,47,"Retief Goosen",71,0.508,21.851,25.717,3.866,43,"StrokesGainedTeetoGreen",2005
48,48,"Brandt Jobe",96,0.504,41.315,49.803,8.488,82,"StrokesGainedTeetoGreen",2005
49,49,"Jose Maria Olazabal",55,0.498,20.429,47.303,26.874,41,"StrokesGainedTeetoGreen",2005
50,50,"Jonathan Kaye",77,0.49,31.38,21.101,-10.279,64,"StrokesGainedTeetoGreen",2005
51,51,"Geoff Ogilvy",97,0.481,36.062,47.007,10.945,75,"StrokesGainedTeetoGreen",2005
52,52,"Vaughn Taylor",99,0.473,42.546,26.262,-16.284,90,"StrokesGainedTeetoGreen",2005
53,53,"Omar Uresti",84,0.471,34.851,7.852,-26.999,74,"StrokesGainedTeetoGreen",2005
54,54,"Fred Funk",102,0.465,38.116,47.996,9.88,82,"StrokesGainedTeetoGreen",2005
55,55,"Jeff Maggert",79,0.459,27.564,19.724,-7.84,60,"StrokesGainedTeetoGreen",2005
56,56,"Tom Lehman",69,0.446,22.313,5.692,-16.621,50,"StrokesGainedTeetoGreen",2005
57,57,"Jay Haas",54,0.445,17.344,15.914,-1.43,39,"StrokesGainedTeetoGreen",2005
58,58,"Tommy Armour III",103,0.442,40.652,18.922,-21.73,92,"StrokesGainedTeetoGreen",2005
59,59,"Carlos Franco",78,0.433,29.035,24.126,-4.909,67,"StrokesGainedTeetoGreen",2005
59,59,"John Rollins",97,0.433,35.968,21.543,-14.425,83,"StrokesGainedTeetoGreen",2005
61,61,"JL Lewis",98,0.416,34.151,47.698,13.547,82,"StrokesGainedTeetoGreen",2005
62,62,"Stephen Leaney",89,0.402,30.573,26.476,-4.097,76,"StrokesGainedTeetoGreen",2005
62,62,"Brett Quigley",96,0.402,34.141,61.167,27.026,85,"StrokesGainedTeetoGreen",2005
62,62,"Lee Westwood",50,0.402,13.264,0.548,-12.716,33,"StrokesGainedTeetoGreen",2005
65,65,"Scott Gutschewski",86,0.398,28.645,32.902,4.257,72,"StrokesGainedTeetoGreen",2005
66,66,"Loren Roberts",54,0.396,19.016,44.7,25.684,48,"StrokesGainedTeetoGreen",2005
67,67,"Craig Barlow",81,0.395,25.296,7.083,-18.213,64,"StrokesGainedTeetoGreen",2005
68,68,"Marco Dawson",82,0.362,28.62,20.569,-8.051,79,"StrokesGainedTeetoGreen",2005
69,69,"Harrison Frazar",105,0.361,33.89,25.062,-8.828,94,"StrokesGainedTeetoGreen",2005
70,70,"Tom Pernice Jr",111,0.357,31.781,56.638,24.857,89,"StrokesGainedTeetoGreen",2005
71,71,"KJ Choi",78,0.351,18.98,28.643,9.663,54,"StrokesGainedTeetoGreen",2005
72,72,"Bo Van Pelt",112,0.34,31.658,49.9,18.242,93,"StrokesGainedTeetoGreen",2005
73,73,"Ted Purdy",122,0.334,33.413,8.368,-25.045,100,"StrokesGainedTeetoGreen",2005
74,74,"Stephen Ames",82,0.326,19.888,46.065,26.177,61,"StrokesGainedTeetoGreen",2005
75,75,"Jay Williamson",53,0.309,14.539,10.038,-4.501,47,"StrokesGainedTeetoGreen",2005
76,76,"Peter Lonard",85,0.3,19.827,9.343,-10.484,66,"StrokesGainedTeetoGreen",2005
77,77,"Arjun Atwal",65,0.294,17.928,57.723,39.795,61,"StrokesGainedTeetoGreen",2005
78,78,"Joey Snyder III",102,0.274,25.215,17.43,-7.785,92,"StrokesGainedTeetoGreen",2005
79,79,"Kevin Sutherland",89,0.27,20.005,38.52,18.515,74,"StrokesGainedTeetoGreen",2005
80,80,"Padraig Harrington",50,0.268,10.99,24.39,13.4,41,"StrokesGainedTeetoGreen",2005
81,81,"Jeff Sluman",94,0.259,22.035,22.791,0.756,85,"StrokesGainedTeetoGreen",2005
82,82,"Stewart Cink",98,0.24,17.027,55.284,38.257,71,"StrokesGainedTeetoGreen",2005
83,83,"Steve Elkington",67,0.237,13.033,26.437,13.404,55,"StrokesGainedTeetoGreen",2005
84,84,"Carl Pettersson",109,0.235,22.12,31.082,8.962,94,"StrokesGainedTeetoGreen",2005
85,85,"Arron Oberholser",65,0.227,11.59,19.384,7.794,51,"StrokesGainedTeetoGreen",2005
86,86,"Bernhard Langer",67,0.226,10.388,17.061,6.673,46,"StrokesGainedTeetoGreen",2005
86,86,"Sean OHair",103,0.226,19.419,30.546,11.127,86,"StrokesGainedTeetoGreen",2005
88,88,"Rory Sabbatini",81,0.209,12.552,27.2,14.648,60,"StrokesGainedTeetoGreen",2005
89,89,"Richard Johnson",50,0.206,9.457,35.816,26.359,46,"StrokesGainedTeetoGreen",2005
90,90,"Doug Barron",70,0.2,12.968,-4.462,-17.43,65,"StrokesGainedTeetoGreen",2005
91,91,"Charles Warren",89,0.198,16.047,-0.468,-16.515,81,"StrokesGainedTeetoGreen",2005
92,92,"Jonathan Byrd",103,0.195,18.371,8.306,-10.065,94,"StrokesGainedTeetoGreen",2005
93,93,"Briny Baird",98,0.181,16.114,22.5,6.386,89,"StrokesGainedTeetoGreen",2005
94,94,"Glen Hnatiuk",59,0.175,8.948,-6.363,-15.311,51,"StrokesGainedTeetoGreen",2005
95,95,"Dudley Hart",84,0.157,11.486,41.94,30.454,73,"StrokesGainedTeetoGreen",2005
96,96,"Mike Weir",71,0.146,6.875,-1.745,-8.62,47,"StrokesGainedTeetoGreen",2005
97,97,"Robert Damron",89,0.136,10.869,-27.447,-38.316,80,"StrokesGainedTeetoGreen",2005
98,98,"Brian Bateman",98,0.128,10.983,2.815,-8.168,86,"StrokesGainedTeetoGreen",2005
98,98,"Ryuji Imada",78,0.128,8.562,-12.274,-20.836,67,"StrokesGainedTeetoGreen",2005
100,100,"Brad Faxon",75,0.123,7.152,57.876,50.724,58,"StrokesGainedTeetoGreen",2005
101,101,"Billy Andrade",83,0.122,9.037,34.06,25.023,74,"StrokesGainedTeetoGreen",2005
102,102,"Pat Perez",89,0.096,7.092,7.174,0.082,74,"StrokesGainedTeetoGreen",2005
103,103,"Hidemichi Tanaka",106,0.088,8.395,4.422,-3.973,95,"StrokesGainedTeetoGreen",2005
104,104,"Olin Browne",99,0.084,7.096,34.706,27.61,84,"StrokesGainedTeetoGreen",2005
105,105,"Dan Forsman",52,0.08,3.746,13.585,9.839,47,"StrokesGainedTeetoGreen",2005
106,106,"Tim Petrovic",97,0.078,6.266,1.093,-5.173,80,"StrokesGainedTeetoGreen",2005
107,107,"Daniel Chopra",108,0.076,7.052,27.229,20.177,93,"StrokesGainedTeetoGreen",2005
108,108,"Neal Lancaster",95,0.073,6.266,-8.221,-14.487,86,"StrokesGainedTeetoGreen",2005
109,109,"John Huston",90,0.054,4.325,-14.857,-19.182,80,"StrokesGainedTeetoGreen",2005
110,110,"Darron Stiles",78,0.038,2.638,15.138,12.5,70,"StrokesGainedTeetoGreen",2005
111,111,"Robert Gamez",91,0.007,0.605,8.261,7.656,81,"StrokesGainedTeetoGreen",2005
111,111,"Corey Pavin",77,0.007,0.402,23.939,23.537,61,"StrokesGainedTeetoGreen",2005
113,113,"Ben Crane",78,0.003,0.173,59.835,59.662,65,"StrokesGainedTeetoGreen",2005
114,114,"Frank Lickliter II",100,-0.011,-0.93,-24.785,-23.855,86,"StrokesGainedTeetoGreen",2005
115,115,"Joe Ogilvie",103,-0.019,-1.483,20.482,21.965,79,"StrokesGainedTeetoGreen",2005
116,116,"Steve Lowery",100,-0.022,-1.941,-7.594,-5.653,87,"StrokesGainedTeetoGreen",2005
117,117,"Roland Thatcher",75,-0.03,-2.041,-40.539,-38.498,68,"StrokesGainedTeetoGreen",2005
118,118,"Chris Smith",93,-0.054,-4.626,-34.507,-29.881,86,"StrokesGainedTeetoGreen",2005
119,119,"DA Points",94,-0.073,-6.068,-38.633,-32.565,83,"StrokesGainedTeetoGreen",2005
120,120,"Bob Tway",87,-0.078,-5.178,43.376,48.554,66,"StrokesGainedTeetoGreen",2005
121,121,"Cameron Beckman",96,-0.09,-7.669,-15.583,-7.914,85,"StrokesGainedTeetoGreen",2005
122,122,"Jesper Parnevik",84,-0.096,-6.523,19.944,26.467,68,"StrokesGainedTeetoGreen",2005
123,123,"John Daly",78,-0.099,-5.526,-24.328,-18.802,56,"StrokesGainedTeetoGreen",2005
124,124,"Michael Allen",90,-0.12,-9.225,0.635,9.86,77,"StrokesGainedTeetoGreen",2005
125,125,"Todd Hamilton",94,-0.147,-11.056,-7.293,3.763,75,"StrokesGainedTeetoGreen",2005
126,126,"Shaun Micheel",81,-0.169,-10.788,-0.712,10.076,64,"StrokesGainedTeetoGreen",2005
127,127,"Lee Janzen",75,-0.17,-10.192,-8.777,1.415,60,"StrokesGainedTeetoGreen",2005
128,128,"Hunter Mahan",103,-0.172,-15.957,-2.338,13.619,93,"StrokesGainedTeetoGreen",2005
128,128,"Dean Wilson",86,-0.172,-13.724,21.816,35.54,80,"StrokesGainedTeetoGreen",2005
130,130,"Steve Jones",56,-0.182,-8.365,-29.821,-21.456,46,"StrokesGainedTeetoGreen",2005
131,131,"Will Ma Kenzie",75,-0.191,-12.981,-43.794,-30.813,68,"StrokesGainedTeetoGreen",2005
132,132,"Duffy Waldorf",86,-0.219,-15.541,-13.473,2.068,71,"StrokesGainedTeetoGreen",2005
133,133,"Kevin Na",88,-0.227,-18.131,-10.335,7.796,80,"StrokesGainedTeetoGreen",2005
134,134,"Brendan Jones",81,-0.262,-19.1,-34.985,-15.885,73,"StrokesGainedTeetoGreen",2005
135,135,"Bradley Hughes",52,-0.267,-13.101,-38.965,-25.864,49,"StrokesGainedTeetoGreen",2005
135,135,"Andrew Magee",82,-0.267,-18.938,-42.363,-23.425,71,"StrokesGainedTeetoGreen",2005
137,137,"Glen Day",80,-0.27,-19.992,-12.934,7.058,74,"StrokesGainedTeetoGreen",2005
138,138,"Phillip Price",77,-0.28,-17.941,8.354,26.295,64,"StrokesGainedTeetoGreen",2005
139,139,"Kirk Triplett",55,-0.297,-13.071,5.202,18.273,44,"StrokesGainedTeetoGreen",2005
140,140,"Paul Gow",78,-0.305,-20.724,-44.91,-24.186,68,"StrokesGainedTeetoGreen",2005
141,141,"Tag Ridings",93,-0.343,-28.777,1.523,30.3,84,"StrokesGainedTeetoGreen",2005
142,142,"Rich Beem",66,-0.351,-16.829,-36.026,-19.197,48,"StrokesGainedTeetoGreen",2005
142,142,"Paul Claxton",79,-0.351,-23.164,-40.457,-17.293,66,"StrokesGainedTeetoGreen",2005
144,144,"Brenden Pappas",51,-0.354,-17.343,4.796,22.139,49,"StrokesGainedTeetoGreen",2005
144,144,"Mark Wilson",74,-0.354,-22.656,-15.483,7.173,64,"StrokesGainedTeetoGreen",2005
146,146,"Freddie Jacobson",72,-0.356,-19.947,0.228,20.175,56,"StrokesGainedTeetoGreen",2005
147,147,"Tom Byrum",83,-0.365,-27.712,-15.182,12.53,76,"StrokesGainedTeetoGreen",2005
148,148,"Steve Stricker",62,-0.367,-21.676,16.587,38.263,59,"StrokesGainedTeetoGreen",2005
149,149,"Franklin Langham",91,-0.374,-28.814,-39.102,-10.288,77,"StrokesGainedTeetoGreen",2005
150,150,"Nick Watney",91,-0.387,-30.949,-16.079,14.87,80,"StrokesGainedTeetoGreen",2005
151,151,"Michael Long",72,-0.393,-25.165,-43.943,-18.778,64,"StrokesGainedTeetoGreen",2005
152,152,"Paul Azinger",66,-0.398,-23.471,-17.569,5.902,59,"StrokesGainedTeetoGreen",2005
153,153,"DJ Brigman",76,-0.408,-25.311,-69.435,-44.124,62,"StrokesGainedTeetoGreen",2005
154,154,"Ryan Palmer",101,-0.421,-34.061,-14.229,19.832,81,"StrokesGainedTeetoGreen",2005
155,155,"Hunter Haas",83,-0.422,-30.797,-21.415,9.382,73,"StrokesGainedTeetoGreen",2005
156,156,"Scott McCarron",78,-0.423,-25.789,-6.937,18.852,61,"StrokesGainedTeetoGreen",2005
157,157,"Kent Jones",99,-0.431,-37.907,-8.959,28.948,88,"StrokesGainedTeetoGreen",2005
158,158,"Mario Tiziani",67,-0.446,-27.219,-18.023,9.196,61,"StrokesGainedTeetoGreen",2005
159,159,"John Cook",72,-0.454,-26.811,-21.302,5.509,59,"StrokesGainedTeetoGreen",2005
160,160,"Mark Hensby",70,-0.456,-22.792,-28.076,-5.284,50,"StrokesGainedTeetoGreen",2005
161,161,"Matt Kuchar",60,-0.461,-25.788,-7.774,18.014,56,"StrokesGainedTeetoGreen",2005
162,162,"Todd Fischer",99,-0.488,-42.936,-26.702,16.234,88,"StrokesGainedTeetoGreen",2005
163,163,"Kevin Stadler",96,-0.493,-40.883,-46.848,-5.965,83,"StrokesGainedTeetoGreen",2005
164,164,"Steve Allan",102,-0.503,-44.729,-60.322,-15.593,89,"StrokesGainedTeetoGreen",2005
165,165,"Tom Gillis",77,-0.504,-34.785,-47.483,-12.698,69,"StrokesGainedTeetoGreen",2005
166,166,"James Driscoll",73,-0.518,-32.64,-20.689,11.951,63,"StrokesGainedTeetoGreen",2005
167,167,"Thomas Levet",54,-0.535,-19.277,-49.238,-29.961,36,"StrokesGainedTeetoGreen",2005
168,168,"Justin Bolli",65,-0.559,-32.954,-41.393,-8.439,59,"StrokesGainedTeetoGreen",2005
169,169,"Jim Carter",62,-0.564,-31.047,-70.078,-39.031,55,"StrokesGainedTeetoGreen",2005
170,170,"JP Hayes",63,-0.567,-30.041,-17.922,12.119,53,"StrokesGainedTeetoGreen",2005
171,171,"Larry Mize",54,-0.569,-26.193,-11.168,15.025,46,"StrokesGainedTeetoGreen",2005
172,172,"Scott Hend",75,-0.572,-37.201,-65.717,-28.516,65,"StrokesGainedTeetoGreen",2005
173,173,"Skip Kendall",80,-0.612,-43.456,-50.92,-7.464,71,"StrokesGainedTeetoGreen",2005
174,174,"Charlie Wi",67,-0.613,-37.372,-9.729,27.643,61,"StrokesGainedTeetoGreen",2005
175,175,"Jose Coceres",56,-0.617,-32.683,-49.004,-16.321,53,"StrokesGainedTeetoGreen",2005
176,176,"Steve Flesch",90,-0.619,-39.622,-37.395,2.227,64,"StrokesGainedTeetoGreen",2005
177,177,"Jeff Hart",63,-0.622,-36.051,-48.716,-12.665,58,"StrokesGainedTeetoGreen",2005
178,178,"Brian Gay",101,-0.637,-59.274,-2.626,56.648,93,"StrokesGainedTeetoGreen",2005
179,179,"Dennis Paulson",63,-0.653,-37.217,-59.594,-22.377,57,"StrokesGainedTeetoGreen",2005
180,180,"Patrick Sheehan",114,-0.672,-65.205,-30.657,34.548,97,"StrokesGainedTeetoGreen",2005
181,181,"Matt Gogel",78,-0.677,-46.033,-20.477,25.556,68,"StrokesGainedTeetoGreen",2005
182,182,"Bill Glasson",54,-0.706,-31.085,-39.492,-8.407,44,"StrokesGainedTeetoGreen",2005
183,183,"Danny Briggs",70,-0.718,-44.508,-52.491,-7.983,62,"StrokesGainedTeetoGreen",2005
184,184,"Ian Poulter",62,-0.728,-26.211,-23.321,2.89,36,"StrokesGainedTeetoGreen",2005
185,185,"Hideto Tanihara",50,-0.736,-33.108,-58.128,-25.02,45,"StrokesGainedTeetoGreen",2005
186,186,"Aaron Baddeley",84,-0.782,-59.424,-14.022,45.402,76,"StrokesGainedTeetoGreen",2005
187,187,"Bob Heintz",67,-0.79,-48.96,-28.6,20.36,62,"StrokesGainedTeetoGreen",2005
188,188,"Chris Anderson",66,-0.824,-47.774,-53.793,-6.019,58,"StrokesGainedTeetoGreen",2005
189,189,"Mark Brooks",72,-0.947,-59.69,-83.541,-23.851,63,"StrokesGainedTeetoGreen",2005
190,190,"Chris Riley",67,-0.949,-40.823,-61.801,-20.978,43,"StrokesGainedTeetoGreen",2005
191,191,"Brent Geiberger",61,-0.95,-49.387,-26.137,23.25,52,"StrokesGainedTeetoGreen",2005
192,192,"Tjaart van der Walt",56,-0.958,-51.743,-38.102,13.641,54,"StrokesGainedTeetoGreen",2005
193,193,"Craig Perks",67,-0.987,-58.228,-97.301,-39.073,59,"StrokesGainedTeetoGreen",2005
194,194,"Hank Kuehne",84,-1.004,-75.268,-70.489,4.779,75,"StrokesGainedTeetoGreen",2005
195,195,"Gavin Coles",70,-1.036,-66.283,-42.816,23.467,64,"StrokesGainedTeetoGreen",2005
196,196,"Rob Rashell",65,-1.061,-58.331,-54.663,3.668,55,"StrokesGainedTeetoGreen",2005
197,197,"Ben Curtis",65,-1.104,-55.178,-59.679,-4.501,50,"StrokesGainedTeetoGreen",2005
198,198,"Matt Davidson",53,-1.162,-58.101,-60.966,-2.865,50,"StrokesGainedTeetoGreen",2005
199,199,"Mark OMeara",66,-1.22,-63.455,-41.099,22.356,52,"StrokesGainedTeetoGreen",2005
200,200,"Jason Allred",75,-1.338,-85.654,-76.299,9.355,64,"StrokesGainedTeetoGreen",2005
201,201,"John Elliott",58,-1.339,-69.644,-76.869,-7.225,52,"StrokesGainedTeetoGreen",2005
202,202,"Len Mattiace",86,-1.934,-147.008,-88.554,58.454,76,"StrokesGainedTeetoGreen",2005
