"TotalEagles_RANKTHISWEEK_2007","TotalEagles_RANKLASTWEEK_2007","TotalEagles_PLAYERNAME_2007","TotalEagles_ROUNDS_2007","TotalEagles_TOTAL_2007","stat_name","year"
157,157,"Bart Bryant",87,3,"TotalEagles",2007
157,157,"Joe Durant",88,3,"TotalEagles",2007
157,157,"Fred Funk",65,3,"TotalEagles",2007
157,157,"Jim Furyk",84,3,"TotalEagles",2007
157,157,"Retief Goosen",50,3,"TotalEagles",2007
157,157,"Padraig Harrington",64,3,"TotalEagles",2007
157,157,"Richard Johnson",93,3,"TotalEagles",2007
157,157,"Shaun Micheel",91,3,"TotalEagles",2007
157,157,"Ian Poulter",63,3,"TotalEagles",2007
157,157,"Dicky Pride",71,3,"TotalEagles",2007
157,157,"Chris Riley",59,3,"TotalEagles",2007
157,157,"Michael Sim",52,3,"TotalEagles",2007
157,157,"Dean Wilson",92,3,"TotalEagles",2007
172,172,"Brian Bateman",55,2,"TotalEagles",2007
172,172,"Gavin Coles",87,2,"TotalEagles",2007
172,172,"Luke Donald",69,2,"TotalEagles",2007
172,172,"Paul Goydos",60,2,"TotalEagles",2007
172,172,"Anders Hansen",55,2,"TotalEagles",2007
172,172,"Mark Hensby",81,2,"TotalEagles",2007
172,172,"Tim Herron",98,2,"TotalEagles",2007
172,172,"Trevor Immelman",74,2,"TotalEagles",2007
172,172,"Freddie Jacobson",70,2,"TotalEagles",2007
172,172,"Davis Love III",66,2,"TotalEagles",2007
172,172,"Nick OHern",72,2,"TotalEagles",2007
172,172,"Jose Maria Olazabal",52,2,"TotalEagles",2007
172,172,"Henrik Stenson",52,2,"TotalEagles",2007
172,172,"Jaco Van Zyl",51,2,"TotalEagles",2007
186,186,"Michael Boyd",61,1,"TotalEagles",2007
186,186,"Mark Brooks",53,1,"TotalEagles",2007
186,186,"Jose Coceres",50,1,"TotalEagles",2007
186,186,"Bubba Dickerson",51,1,"TotalEagles",2007
186,186,"Bryce Molder",56,1,"TotalEagles",2007
186,186,"Arron Oberholser",69,1,"TotalEagles",2007
186,186,"Jeff Sluman",60,1,"TotalEagles",2007
186,186,"Paul Stankowski",52,1,"TotalEagles",2007
194,194,"Craig Bowden",78,NA,"TotalEagles",2007
194,194,"Steve Elkington",87,NA,"TotalEagles",2007
194,194,"Jay Williamson",50,NA,"TotalEagles",2007
