"TenthTeeLateScoringAverage_RANKTHISWEEK_2005","TenthTeeLateScoringAverage_RANKLASTWEEK_2005","TenthTeeLateScoringAverage_PLAYERNAME_2005","TenthTeeLateScoringAverage_ROUNDS_2005","TenthTeeLateScoringAverage_AVG_2005","TenthTeeLateScoringAverage_TOTALSTROKES_2005","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2005","stat_name","year"
81,81,"KJ Choi",78,70.88,567,8,"TenthTeeLateScoringAverage",2005
81,81,"Jesper Parnevik",84,70.88,1134,16,"TenthTeeLateScoringAverage",2005
84,84,"Rod Pampling",89,70.9,709,10,"TenthTeeLateScoringAverage",2005
84,84,"Patrick Sheehan",114,70.9,1418,20,"TenthTeeLateScoringAverage",2005
86,86,"Billy Andrade",83,70.92,851,12,"TenthTeeLateScoringAverage",2005
86,86,"Justin Bolli",65,70.92,851,12,"TenthTeeLateScoringAverage",2005
88,88,"Jerry Kelly",101,70.93,1064,15,"TenthTeeLateScoringAverage",2005
89,89,"Arron Oberholser",65,70.94,1135,16,"TenthTeeLateScoringAverage",2005
89,89,"Joey Snyder III",102,70.94,1135,16,"TenthTeeLateScoringAverage",2005
91,91,"Jason Bohn",91,70.95,1419,20,"TenthTeeLateScoringAverage",2005
92,92,"Fred Couples",72,71,497,7,"TenthTeeLateScoringAverage",2005
92,92,"Ben Crane",78,71,781,11,"TenthTeeLateScoringAverage",2005
92,92,"Neal Lancaster",95,71,923,13,"TenthTeeLateScoringAverage",2005
92,92,"Bernhard Langer",67,71,781,11,"TenthTeeLateScoringAverage",2005
92,92,"Jose Maria Olazabal",55,71,568,8,"TenthTeeLateScoringAverage",2005
92,92,"Lee Westwood",50,71,639,9,"TenthTeeLateScoringAverage",2005
98,98,"Mario Tiziani",67,71.06,1208,17,"TenthTeeLateScoringAverage",2005
99,99,"Steve Elkington",67,71.08,853,12,"TenthTeeLateScoringAverage",2005
100,100,"Matt Gogel",78,71.13,1138,16,"TenthTeeLateScoringAverage",2005
101,101,"Justin Rose",99,71.14,996,14,"TenthTeeLateScoringAverage",2005
102,102,"Kevin Na",88,71.15,925,13,"TenthTeeLateScoringAverage",2005
102,102,"Dean Wilson",86,71.15,925,13,"TenthTeeLateScoringAverage",2005
104,104,"Aaron Baddeley",84,71.16,1352,19,"TenthTeeLateScoringAverage",2005
105,105,"Lucas Glover",88,71.18,783,11,"TenthTeeLateScoringAverage",2005
106,106,"Chris DiMarco",83,71.2,1068,15,"TenthTeeLateScoringAverage",2005
107,107,"Robert Damron",89,71.24,1211,17,"TenthTeeLateScoringAverage",2005
108,108,"Harrison Frazar",105,71.29,1212,17,"TenthTeeLateScoringAverage",2005
108,108,"David Hearn",68,71.29,998,14,"TenthTeeLateScoringAverage",2005
108,108,"Tag Ridings",93,71.29,1212,17,"TenthTeeLateScoringAverage",2005
111,111,"Charles Howell III",95,71.31,927,13,"TenthTeeLateScoringAverage",2005
111,111,"DJ Trahan",81,71.31,927,13,"TenthTeeLateScoringAverage",2005
113,113,"Rory Sabbatini",81,71.33,642,9,"TenthTeeLateScoringAverage",2005
113,113,"Adam Scott",72,71.33,428,6,"TenthTeeLateScoringAverage",2005
115,115,"Charles Warren",89,71.36,1570,22,"TenthTeeLateScoringAverage",2005
116,116,"Mark Wilson",74,71.38,1142,16,"TenthTeeLateScoringAverage",2005
117,117,"Joe Ogilvie",103,71.4,1071,15,"TenthTeeLateScoringAverage",2005
117,117,"Mike Weir",71,71.4,1071,15,"TenthTeeLateScoringAverage",2005
119,119,"Chris Smith",93,71.42,1357,19,"TenthTeeLateScoringAverage",2005
120,120,"Cameron Beckman",96,71.44,1786,25,"TenthTeeLateScoringAverage",2005
120,120,"Glen Day",80,71.44,1286,18,"TenthTeeLateScoringAverage",2005
120,120,"Tom Gillis",77,71.44,1286,18,"TenthTeeLateScoringAverage",2005
120,120,"Hank Kuehne",84,71.44,1286,18,"TenthTeeLateScoringAverage",2005
120,120,"Jeff Maggert",79,71.44,1143,16,"TenthTeeLateScoringAverage",2005
125,125,"Michael Allen",90,71.46,929,13,"TenthTeeLateScoringAverage",2005
126,126,"Carlos Franco",78,71.47,1215,17,"TenthTeeLateScoringAverage",2005
127,127,"Frank Lickliter II",100,71.53,1359,19,"TenthTeeLateScoringAverage",2005
127,127,"Andrew Magee",82,71.53,1359,19,"TenthTeeLateScoringAverage",2005
129,129,"Freddie Jacobson",72,71.54,930,13,"TenthTeeLateScoringAverage",2005
130,130,"Rocco Mediate",73,71.56,644,9,"TenthTeeLateScoringAverage",2005
131,131,"Tjaart van der Walt",56,71.57,1002,14,"TenthTeeLateScoringAverage",2005
132,132,"James Driscoll",73,71.58,1360,19,"TenthTeeLateScoringAverage",2005
133,133,"Larry Mize",54,71.6,716,10,"TenthTeeLateScoringAverage",2005
134,134,"Robert Gamez",91,71.63,1361,19,"TenthTeeLateScoringAverage",2005
135,135,"John Rollins",97,71.64,1003,14,"TenthTeeLateScoringAverage",2005
136,136,"Omar Uresti",84,71.65,1218,17,"TenthTeeLateScoringAverage",2005
137,137,"DJ Brigman",76,71.67,860,12,"TenthTeeLateScoringAverage",2005
137,137,"Shigeki Maruyama",99,71.67,860,12,"TenthTeeLateScoringAverage",2005
137,137,"Greg Owen",84,71.67,1505,21,"TenthTeeLateScoringAverage",2005
140,140,"Steve Lowery",100,71.68,1577,22,"TenthTeeLateScoringAverage",2005
141,141,"Tom Byrum",83,71.69,1147,16,"TenthTeeLateScoringAverage",2005
142,142,"Kent Jones",99,71.7,1649,23,"TenthTeeLateScoringAverage",2005
143,143,"Jeff Hart",63,71.71,1219,17,"TenthTeeLateScoringAverage",2005
144,144,"Kevin Stadler",96,71.72,1291,18,"TenthTeeLateScoringAverage",2005
145,145,"Brian Bateman",98,71.73,1578,22,"TenthTeeLateScoringAverage",2005
146,146,"Franklin Langham",91,71.74,1363,19,"TenthTeeLateScoringAverage",2005
147,147,"Steve Jones",56,71.77,933,13,"TenthTeeLateScoringAverage",2005
148,148,"Bob Tway",87,71.79,1005,14,"TenthTeeLateScoringAverage",2005
149,149,"John Cook",72,71.8,718,10,"TenthTeeLateScoringAverage",2005
149,149,"Matt Kuchar",60,71.8,718,10,"TenthTeeLateScoringAverage",2005
151,151,"Daniel Chopra",108,71.81,1508,21,"TenthTeeLateScoringAverage",2005
152,152,"Peter Lonard",85,71.82,1221,17,"TenthTeeLateScoringAverage",2005
153,153,"Glen Hnatiuk",59,71.83,862,12,"TenthTeeLateScoringAverage",2005
154,154,"Shaun Micheel",81,71.85,934,13,"TenthTeeLateScoringAverage",2005
155,155,"David Toms",87,71.86,503,7,"TenthTeeLateScoringAverage",2005
156,156,"Mark Brooks",72,71.88,1222,17,"TenthTeeLateScoringAverage",2005
157,157,"Jay Haas",54,71.9,719,10,"TenthTeeLateScoringAverage",2005
158,158,"Ted Purdy",122,71.91,1582,22,"TenthTeeLateScoringAverage",2005
159,159,"Chris Anderson",66,71.94,1223,17,"TenthTeeLateScoringAverage",2005
159,159,"Hunter Mahan",103,71.94,1295,18,"TenthTeeLateScoringAverage",2005
161,161,"Hunter Haas",83,72,792,11,"TenthTeeLateScoringAverage",2005
161,161,"Rob Rashell",65,72,1008,14,"TenthTeeLateScoringAverage",2005
163,163,"Scott McCarron",78,72.08,865,12,"TenthTeeLateScoringAverage",2005
163,163,"Chris Riley",67,72.08,937,13,"TenthTeeLateScoringAverage",2005
165,165,"Mark Hensby",70,72.11,649,9,"TenthTeeLateScoringAverage",2005
166,166,"Michael Long",72,72.13,1082,15,"TenthTeeLateScoringAverage",2005
167,167,"Bradley Hughes",52,72.14,1010,14,"TenthTeeLateScoringAverage",2005
168,168,"Doug Barron",70,72.18,794,11,"TenthTeeLateScoringAverage",2005
168,168,"Tom Lehman",69,72.18,1227,17,"TenthTeeLateScoringAverage",2005
168,168,"Charlie Wi",67,72.18,794,11,"TenthTeeLateScoringAverage",2005
171,171,"Brad Faxon",75,72.22,650,9,"TenthTeeLateScoringAverage",2005
172,172,"Len Mattiace",86,72.26,1373,19,"TenthTeeLateScoringAverage",2005
173,173,"Jose Coceres",56,72.31,1157,16,"TenthTeeLateScoringAverage",2005
174,174,"Dennis Paulson",63,72.33,651,9,"TenthTeeLateScoringAverage",2005
175,175,"Todd Hamilton",94,72.36,796,11,"TenthTeeLateScoringAverage",2005
176,176,"Will Ma Kenzie",75,72.38,941,13,"TenthTeeLateScoringAverage",2005
177,177,"Danny Briggs",70,72.42,869,12,"TenthTeeLateScoringAverage",2005
177,177,"Paul Gow",78,72.42,869,12,"TenthTeeLateScoringAverage",2005
179,179,"Alex Cejka",84,72.43,1014,14,"TenthTeeLateScoringAverage",2005
180,180,"Bob Heintz",67,72.5,1450,20,"TenthTeeLateScoringAverage",2005
180,180,"Skip Kendall",80,72.5,1160,16,"TenthTeeLateScoringAverage",2005
182,182,"Craig Perks",67,72.53,1378,19,"TenthTeeLateScoringAverage",2005
183,183,"Paul Claxton",79,72.63,1162,16,"TenthTeeLateScoringAverage",2005
184,184,"Hideto Tanihara",50,72.67,654,9,"TenthTeeLateScoringAverage",2005
184,184,"Roland Thatcher",75,72.67,1090,15,"TenthTeeLateScoringAverage",2005
184,184,"Tiger Woods",76,72.67,436,6,"TenthTeeLateScoringAverage",2005
187,187,"Jim Carter",62,72.69,945,13,"TenthTeeLateScoringAverage",2005
187,187,"John Elliott",58,72.69,945,13,"TenthTeeLateScoringAverage",2005
189,189,"JP Hayes",63,72.71,1018,14,"TenthTeeLateScoringAverage",2005
190,190,"Craig Barlow",81,72.73,800,11,"TenthTeeLateScoringAverage",2005
191,191,"Ben Curtis",65,72.77,946,13,"TenthTeeLateScoringAverage",2005
192,192,"Bart Bryant",91,72.86,1020,14,"TenthTeeLateScoringAverage",2005
192,192,"Ryuji Imada",78,72.86,1020,14,"TenthTeeLateScoringAverage",2005
194,194,"Jason Allred",75,72.94,1240,17,"TenthTeeLateScoringAverage",2005
194,194,"Matt Davidson",53,72.94,1167,16,"TenthTeeLateScoringAverage",2005
196,196,"Rich Beem",66,73.08,950,13,"TenthTeeLateScoringAverage",2005
197,197,"Mark OMeara",66,73.23,952,13,"TenthTeeLateScoringAverage",2005
198,198,"Steve Flesch",90,73.53,1250,17,"TenthTeeLateScoringAverage",2005
199,199,"Brett Wetterich",76,73.6,736,10,"TenthTeeLateScoringAverage",2005
200,200,"John Daly",78,73.67,1105,15,"TenthTeeLateScoringAverage",2005
201,201,"Padraig Harrington",50,73.71,516,7,"TenthTeeLateScoringAverage",2005
202,202,"Scott Hend",75,75,975,13,"TenthTeeLateScoringAverage",2005
