"AveragePuttingDistanceAll3Plusputts_RANKTHISWEEK_2007","AveragePuttingDistanceAll3Plusputts_RANKLASTWEEK_2007","AveragePuttingDistanceAll3Plusputts_PLAYERNAME_2007","AveragePuttingDistanceAll3Plusputts_ROUNDS_2007","AveragePuttingDistanceAll3Plusputts_AVG_2007","AveragePuttingDistanceAll3Plusputts_DISTANCEFEET_2007","AveragePuttingDistanceAll3Plusputts_TOTALPUTTS_2007","stat_name","year"
24,24,"Trevor Immelman",74,NA,53.417,1,"AveragePuttingDistanceAll3Plusputts",2007
26,26,"Chad Campbell",96,NA,52.167,1,"AveragePuttingDistanceAll3Plusputts",2007
27,27,"Charles Warren",101,NA,103.167,2,"AveragePuttingDistanceAll3Plusputts",2007
28,28,"Matt Kuchar",85,NA,50.25,1,"AveragePuttingDistanceAll3Plusputts",2007
29,29,"JB Holmes",71,NA,150.083,3,"AveragePuttingDistanceAll3Plusputts",2007
30,30,"John Mallinger",96,NA,49.917,1,"AveragePuttingDistanceAll3Plusputts",2007
31,31,"Hunter Mahan",91,NA,49.333,1,"AveragePuttingDistanceAll3Plusputts",2007
32,32,"Tom Pernice Jr",104,NA,49.083,1,"AveragePuttingDistanceAll3Plusputts",2007
33,33,"John Senden",97,NA,196.083,4,"AveragePuttingDistanceAll3Plusputts",2007
34,34,"Anthony Kim",93,NA,48.667,1,"AveragePuttingDistanceAll3Plusputts",2007
35,35,"Fred Funk",65,NA,47.25,1,"AveragePuttingDistanceAll3Plusputts",2007
36,36,"Ryan Palmer",91,NA,46.167,1,"AveragePuttingDistanceAll3Plusputts",2007
37,37,"Jeff Sluman",60,NA,45.167,1,"AveragePuttingDistanceAll3Plusputts",2007
38,38,"Brett Wetterich",88,NA,89.75,2,"AveragePuttingDistanceAll3Plusputts",2007
39,39,"Nick Watney",87,NA,210.167,5,"AveragePuttingDistanceAll3Plusputts",2007
40,40,"Paul Goydos",60,NA,41.417,1,"AveragePuttingDistanceAll3Plusputts",2007
41,41,"Woody Austin",95,NA,122.917,3,"AveragePuttingDistanceAll3Plusputts",2007
42,42,"Ted Purdy",102,NA,40.5,1,"AveragePuttingDistanceAll3Plusputts",2007
43,43,"Zach Johnson",76,NA,40.417,1,"AveragePuttingDistanceAll3Plusputts",2007
44,44,"Vaughn Taylor",91,NA,40,1,"AveragePuttingDistanceAll3Plusputts",2007
45,45,"Kevin Na",84,NA,198.75,5,"AveragePuttingDistanceAll3Plusputts",2007
46,46,"Harrison Frazar",88,NA,39.583,1,"AveragePuttingDistanceAll3Plusputts",2007
47,47,"Camilo Villegas",82,NA,78,2,"AveragePuttingDistanceAll3Plusputts",2007
48,48,"Joey Sindelar",75,NA,76.25,2,"AveragePuttingDistanceAll3Plusputts",2007
49,49,"Joe Durant",88,NA,75,2,"AveragePuttingDistanceAll3Plusputts",2007
50,50,"Stuart Appleby",74,NA,74.667,2,"AveragePuttingDistanceAll3Plusputts",2007
51,51,"Jonathan Byrd",73,NA,74.333,2,"AveragePuttingDistanceAll3Plusputts",2007
52,52,"DJ Trahan",99,NA,107.917,3,"AveragePuttingDistanceAll3Plusputts",2007
53,53,"Mathew Goggin",97,NA,71.75,2,"AveragePuttingDistanceAll3Plusputts",2007
54,54,"Pat Perez",84,NA,35.417,1,"AveragePuttingDistanceAll3Plusputts",2007
55,55,"Luke Donald",69,NA,34.417,1,"AveragePuttingDistanceAll3Plusputts",2007
56,56,"Nathan Green",103,NA,68.333,2,"AveragePuttingDistanceAll3Plusputts",2007
57,57,"Jesper Parnevik",88,NA,34.083,1,"AveragePuttingDistanceAll3Plusputts",2007
58,58,"Kevin Stadler",95,NA,33,1,"AveragePuttingDistanceAll3Plusputts",2007
59,59,"Will Ma Kenzie",100,NA,32.083,1,"AveragePuttingDistanceAll3Plusputts",2007
60,60,"Joe Ogilvie",102,NA,63.917,2,"AveragePuttingDistanceAll3Plusputts",2007
61,61,"Jerry Kelly",101,NA,31.75,1,"AveragePuttingDistanceAll3Plusputts",2007
62,62,"Vijay Singh",102,NA,60.5,2,"AveragePuttingDistanceAll3Plusputts",2007
63,63,"Daniel Chopra",106,NA,30.167,1,"AveragePuttingDistanceAll3Plusputts",2007
64,64,"Kirk Triplett",77,NA,150.167,5,"AveragePuttingDistanceAll3Plusputts",2007
65,65,"Steve Marino",106,NA,29.833,1,"AveragePuttingDistanceAll3Plusputts",2007
66,66,"Rich Beem",89,NA,59.333,2,"AveragePuttingDistanceAll3Plusputts",2007
67,67,"Davis Love III",66,NA,29.167,1,"AveragePuttingDistanceAll3Plusputts",2007
68,68,"Aaron Baddeley",83,NA,29.083,1,"AveragePuttingDistanceAll3Plusputts",2007
69,69,"Jason Dufner",100,NA,57.917,2,"AveragePuttingDistanceAll3Plusputts",2007
70,70,"Gavin Coles",87,NA,28.75,1,"AveragePuttingDistanceAll3Plusputts",2007
71,71,"Jarrod Lyle",77,NA,28,1,"AveragePuttingDistanceAll3Plusputts",2007
72,72,"Mark Calcavecchia",93,NA,54.417,2,"AveragePuttingDistanceAll3Plusputts",2007
73,73,"Craig Bowden",78,NA,27.167,1,"AveragePuttingDistanceAll3Plusputts",2007
74,74,"Bo Van Pelt",104,NA,53.5,2,"AveragePuttingDistanceAll3Plusputts",2007
75,75,"JP Hayes",89,NA,78.917,3,"AveragePuttingDistanceAll3Plusputts",2007
76,76,"Sean OHair",98,NA,25.333,1,"AveragePuttingDistanceAll3Plusputts",2007
77,77,"Doug LaBelle II",104,NA,24.833,1,"AveragePuttingDistanceAll3Plusputts",2007
78,78,"Steve Flesch",100,NA,24.583,1,"AveragePuttingDistanceAll3Plusputts",2007
78,78,"Tim Petrovic",106,NA,49.167,2,"AveragePuttingDistanceAll3Plusputts",2007
80,80,"Robert Allenby",90,NA,22.333,1,"AveragePuttingDistanceAll3Plusputts",2007
81,81,"Stewart Cink",91,NA,19.917,1,"AveragePuttingDistanceAll3Plusputts",2007
81,81,"Dicky Pride",71,NA,39.75,2,"AveragePuttingDistanceAll3Plusputts",2007
83,83,"Mathias Gronberg",95,NA,38.667,2,"AveragePuttingDistanceAll3Plusputts",2007
84,84,"Jeff Maggert",79,NA,17.667,1,"AveragePuttingDistanceAll3Plusputts",2007
85,85,"Mike Weir",82,NA,17.25,1,"AveragePuttingDistanceAll3Plusputts",2007
86,86,"John Daly",59,NA,68.417,4,"AveragePuttingDistanceAll3Plusputts",2007
87,87,"Eric Axley",107,NA,15.25,1,"AveragePuttingDistanceAll3Plusputts",2007
88,88,"Rod Pampling",92,NA,45,3,"AveragePuttingDistanceAll3Plusputts",2007
89,89,"Steve Allan",63,NA,14,1,"AveragePuttingDistanceAll3Plusputts",2007
90,90,"Greg Owen",81,NA,12.25,1,"AveragePuttingDistanceAll3Plusputts",2007
91,91,"Carl Pettersson",111,NA,11,1,"AveragePuttingDistanceAll3Plusputts",2007
92,92,"Corey Pavin",81,NA,9.75,1,"AveragePuttingDistanceAll3Plusputts",2007
93,93,"Geoff Ogilvy",84,NA,5.417,1,"AveragePuttingDistanceAll3Plusputts",2007
94,94,"Ian Poulter",63,NA,4.833,1,"AveragePuttingDistanceAll3Plusputts",2007
