"ScramblingRoughRTPScore_RANKTHISWEEK_2011","ScramblingRoughRTPScore_RANKLASTWEEK_2011","ScramblingRoughRTPScore_PLAYERNAME_2011","ScramblingRoughRTPScore_ROUNDS_2011","ScramblingRoughRTPScore_AVGRTP_2011","ScramblingRoughRTPScore_TOTALHOLES_2011","ScramblingRoughRTPScore_TOTALRTP_2011","stat_name","year"
98,NA,"Richard Johnson",64,0.508,128,65,"ScramblingRoughRTPScore",2011
98,NA,"Matt Jones",71,0.508,177,90,"ScramblingRoughRTPScore",2011
98,NA,"John Merrick",71,0.508,118,60,"ScramblingRoughRTPScore",2011
98,NA,"Kyle Stanley",98,0.508,191,97,"ScramblingRoughRTPScore",2011
102,NA,"Kevin Kisner",70,0.509,165,84,"ScramblingRoughRTPScore",2011
103,NA,"Chris Couch",73,0.511,182,93,"ScramblingRoughRTPScore",2011
103,NA,"DJ Trahan",91,0.511,190,97,"ScramblingRoughRTPScore",2011
105,NA,"Tag Ridings",87,0.512,215,110,"ScramblingRoughRTPScore",2011
105,NA,"Bubba Watson",85,0.512,125,64,"ScramblingRoughRTPScore",2011
107,NA,"Alex Cejka",59,0.514,105,54,"ScramblingRoughRTPScore",2011
108,NA,"William McGirt",103,0.515,194,100,"ScramblingRoughRTPScore",2011
109,NA,"Briny Baird",60,0.516,95,49,"ScramblingRoughRTPScore",2011
110,NA,"Chris DiMarco",93,0.517,205,106,"ScramblingRoughRTPScore",2011
111,NA,"Angel Cabrera",50,0.518,85,44,"ScramblingRoughRTPScore",2011
111,NA,"Matt McQuillan",59,0.518,141,73,"ScramblingRoughRTPScore",2011
113,NA,"Matt Bettencourt",84,0.519,208,108,"ScramblingRoughRTPScore",2011
113,NA,"Kent Jones",76,0.519,158,82,"ScramblingRoughRTPScore",2011
113,NA,"Bill Lunde",92,0.519,160,83,"ScramblingRoughRTPScore",2011
116,NA,"Aaron Baddeley",77,0.52,148,77,"ScramblingRoughRTPScore",2011
117,NA,"Jim Herman",69,0.525,118,62,"ScramblingRoughRTPScore",2011
117,NA,"Joe Ogilvie",75,0.525,177,93,"ScramblingRoughRTPScore",2011
119,NA,"Jhonattan Vegas",84,0.526,156,82,"ScramblingRoughRTPScore",2011
120,NA,"Lee Janzen",62,0.527,131,69,"ScramblingRoughRTPScore",2011
120,NA,"Rocco Mediate",53,0.527,131,69,"ScramblingRoughRTPScore",2011
122,NA,"Ryuji Imada",83,0.528,176,93,"ScramblingRoughRTPScore",2011
122,NA,"Troy Merritt",63,0.528,161,85,"ScramblingRoughRTPScore",2011
124,NA,"Nate Smith",66,0.53,132,70,"ScramblingRoughRTPScore",2011
125,NA,"Ben Martin",74,0.531,160,85,"ScramblingRoughRTPScore",2011
125,NA,"Roland Thatcher",67,0.531,162,86,"ScramblingRoughRTPScore",2011
127,NA,"JP Hayes",56,0.532,126,67,"ScramblingRoughRTPScore",2011
127,NA,"Camilo Villegas",69,0.532,139,74,"ScramblingRoughRTPScore",2011
129,NA,"Scott Stallings",84,0.533,165,88,"ScramblingRoughRTPScore",2011
130,NA,"Jim Furyk",87,0.534,161,86,"ScramblingRoughRTPScore",2011
130,NA,"Charley Hoffman",93,0.534,189,101,"ScramblingRoughRTPScore",2011
130,NA,"John Rollins",85,0.534,161,86,"ScramblingRoughRTPScore",2011
133,NA,"Scott Gutschewski",67,0.538,145,78,"ScramblingRoughRTPScore",2011
134,NA,"Kevin Chappell",78,0.539,165,89,"ScramblingRoughRTPScore",2011
134,NA,"Hunter Haas",96,0.539,206,111,"ScramblingRoughRTPScore",2011
136,NA,"David Hearn",88,0.543,164,89,"ScramblingRoughRTPScore",2011
137,NA,"John Senden",94,0.547,150,82,"ScramblingRoughRTPScore",2011
137,NA,"Chris Stroud",88,0.547,190,104,"ScramblingRoughRTPScore",2011
139,NA,"Marc Leishman",87,0.548,199,109,"ScramblingRoughRTPScore",2011
140,NA,"Steve Marino",76,0.549,142,78,"ScramblingRoughRTPScore",2011
140,NA,"Andres Romero",77,0.549,193,106,"ScramblingRoughRTPScore",2011
142,NA,"Scott Piercy",78,0.551,158,87,"ScramblingRoughRTPScore",2011
143,NA,"Paul Stankowski",78,0.552,172,95,"ScramblingRoughRTPScore",2011
144,NA,"Zack Miller",86,0.553,197,109,"ScramblingRoughRTPScore",2011
144,NA,"Garrett Willis",71,0.553,159,88,"ScramblingRoughRTPScore",2011
146,NA,"Davis Love III",70,0.554,121,67,"ScramblingRoughRTPScore",2011
147,NA,"Michael Putnam",67,0.556,144,80,"ScramblingRoughRTPScore",2011
148,NA,"Lucas Glover",74,0.56,134,75,"ScramblingRoughRTPScore",2011
149,NA,"Bobby Gates",82,0.563,176,99,"ScramblingRoughRTPScore",2011
150,NA,"Anthony Kim",72,0.564,149,84,"ScramblingRoughRTPScore",2011
150,NA,"Kevin Stadler",88,0.564,179,101,"ScramblingRoughRTPScore",2011
152,NA,"Colt Knost",80,0.568,162,92,"ScramblingRoughRTPScore",2011
153,NA,"James Driscoll",71,0.569,153,87,"ScramblingRoughRTPScore",2011
154,NA,"Will Strickler",51,0.571,105,60,"ScramblingRoughRTPScore",2011
155,NA,"David Duval",67,0.574,162,93,"ScramblingRoughRTPScore",2011
156,NA,"Dustin Johnson",72,0.575,120,69,"ScramblingRoughRTPScore",2011
157,NA,"JJ Henry",96,0.577,182,105,"ScramblingRoughRTPScore",2011
158,NA,"Ernie Els",71,0.579,114,66,"ScramblingRoughRTPScore",2011
158,NA,"Heath Slocum",89,0.579,133,77,"ScramblingRoughRTPScore",2011
160,NA,"Fabian Gomez",84,0.58,181,105,"ScramblingRoughRTPScore",2011
160,NA,"Alexandre Rocha",65,0.58,88,51,"ScramblingRoughRTPScore",2011
162,NA,"JB Holmes",57,0.582,110,64,"ScramblingRoughRTPScore",2011
163,NA,"Vaughn Taylor",89,0.583,180,105,"ScramblingRoughRTPScore",2011
164,NA,"Jason Bohn",74,0.585,135,79,"ScramblingRoughRTPScore",2011
164,NA,"Harrison Frazar",58,0.585,118,69,"ScramblingRoughRTPScore",2011
166,NA,"DJ Brigman",67,0.586,133,78,"ScramblingRoughRTPScore",2011
167,NA,"Sung Kang",63,0.588,131,77,"ScramblingRoughRTPScore",2011
168,NA,"Steven Bowditch",86,0.589,207,122,"ScramblingRoughRTPScore",2011
169,NA,"Michael Bradley",74,0.591,115,68,"ScramblingRoughRTPScore",2011
169,NA,"Tommy Gainey",104,0.591,208,123,"ScramblingRoughRTPScore",2011
171,NA,"Arjun Atwal",91,0.594,217,129,"ScramblingRoughRTPScore",2011
171,NA,"Derek Lamely",65,0.594,175,104,"ScramblingRoughRTPScore",2011
173,NA,"Cameron Beckman",71,0.595,153,91,"ScramblingRoughRTPScore",2011
173,NA,"Andres Gonzales",60,0.595,121,72,"ScramblingRoughRTPScore",2011
175,NA,"Josh Teater",104,0.598,199,119,"ScramblingRoughRTPScore",2011
176,NA,"Martin Piller",63,0.605,167,101,"ScramblingRoughRTPScore",2011
177,NA,"Rich Beem",53,0.609,115,70,"ScramblingRoughRTPScore",2011
178,NA,"Brendan Steele",89,0.613,225,138,"ScramblingRoughRTPScore",2011
178,NA,"Boo Weekley",66,0.613,124,76,"ScramblingRoughRTPScore",2011
180,NA,"Justin Hicks",60,0.621,87,54,"ScramblingRoughRTPScore",2011
181,NA,"Jim Renner",65,0.63,119,75,"ScramblingRoughRTPScore",2011
182,NA,"Billy Horschel",75,0.64,139,89,"ScramblingRoughRTPScore",2011
183,NA,"Tom Gillis",55,0.65,103,67,"ScramblingRoughRTPScore",2011
184,NA,"Alex Prugh",82,0.654,159,104,"ScramblingRoughRTPScore",2011
185,NA,"Daniel Summerhays",75,0.664,149,99,"ScramblingRoughRTPScore",2011
186,NA,"Aron Price",58,0.698,86,60,"ScramblingRoughRTPScore",2011
