"GoingfortheGreen_RANKTHISWEEK_2010","GoingfortheGreen_RANKLASTWEEK_2010","GoingfortheGreen_PLAYERNAME_2010","GoingfortheGreen_ROUNDS_2010","GoingfortheGreen_Pct_2010","GoingfortheGreen_ATTEMPTS_2010","GoingfortheGreen_NONATTEMPTS_2010","GoingfortheGreen_RTPGOINGFORTHEGREEN_2010","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2010","stat_name","year"
58,58,"YE Yang",72,53.52,114,99,-58,-8,"GoingfortheGreen",2010
59,59,"Sean OHair",84,53.47,131,114,-78,-3,"GoingfortheGreen",2010
60,60,"Sergio Garcia",58,53.38,71,62,-38,-3,"GoingfortheGreen",2010
61,61,"Steve Lowery",67,53.09,103,91,-44,8,"GoingfortheGreen",2010
62,62,"Troy Merritt",86,52.96,143,127,-90,5,"GoingfortheGreen",2010
63,63,"Jonathan Byrd",85,52.92,145,129,-94,-4,"GoingfortheGreen",2010
64,64,"Paul Casey",64,52.67,79,71,-57,-11,"GoingfortheGreen",2010
65,65,"Ryan Palmer",84,52.53,135,122,-79,8,"GoingfortheGreen",2010
66,66,"Michael Letzig",84,52.31,147,134,-83,-6,"GoingfortheGreen",2010
67,67,"Jeff Overton",89,52.26,127,116,-64,-3,"GoingfortheGreen",2010
68,68,"Stewart Cink",84,52.05,127,117,-75,-16,"GoingfortheGreen",2010
69,69,"Vijay Singh",75,51.81,100,93,-57,-15,"GoingfortheGreen",2010
70,70,"George McNeill",79,51.64,126,118,-75,1,"GoingfortheGreen",2010
71,71,"Paul Stankowski",62,51.63,95,89,-53,-7,"GoingfortheGreen",2010
72,72,"Derek Lamely",81,51.58,114,107,-66,7,"GoingfortheGreen",2010
73,73,"Matt Kuchar",97,51.47,140,132,-92,-28,"GoingfortheGreen",2010
74,74,"Jimmy Walker",82,51.38,130,123,-61,2,"GoingfortheGreen",2010
75,75,"Rod Pampling",77,51.35,133,126,-70,-1,"GoingfortheGreen",2010
76,76,"Roland Thatcher",72,51.22,126,120,-59,-5,"GoingfortheGreen",2010
77,77,"James Nitties",92,51.2,149,142,-73,-21,"GoingfortheGreen",2010
78,78,"John Merrick",109,51.06,169,162,-105,-17,"GoingfortheGreen",2010
79,79,"Aron Price",70,50.9,113,109,-52,-14,"GoingfortheGreen",2010
80,80,"Padraig Harrington",57,50.62,82,80,-52,-10,"GoingfortheGreen",2010
81,81,"Jason Dufner",87,50.61,124,121,-77,2,"GoingfortheGreen",2010
82,82,"Jarrod Lyle",54,50.6,85,83,-46,-7,"GoingfortheGreen",2010
83,83,"Chris Wilson",65,50.53,96,94,-47,10,"GoingfortheGreen",2010
84,84,"Mark Calcavecchia",50,50.39,64,63,-33,-1,"GoingfortheGreen",2010
85,85,"JJ Henry",92,50.17,145,144,-80,-19,"GoingfortheGreen",2010
86,86,"Pat Perez",90,50,157,157,-93,0,"GoingfortheGreen",2010
87,87,"Charles Howell III",103,49.85,162,163,-104,-16,"GoingfortheGreen",2010
88,88,"Kris Blanks",91,49.82,136,137,-68,-3,"GoingfortheGreen",2010
89,89,"Justin Rose",78,49.79,117,118,-71,-14,"GoingfortheGreen",2010
90,90,"Roger Tambellini",77,49.55,111,113,-47,11,"GoingfortheGreen",2010
91,91,"David Lutterus",69,49.25,99,102,-49,8,"GoingfortheGreen",2010
92,92,"Ricky Barnes",103,49.17,148,153,-75,-13,"GoingfortheGreen",2010
93,93,"Steve Wheatcroft",74,49.05,103,107,-58,5,"GoingfortheGreen",2010
94,94,"Garrett Willis",82,48.85,128,134,-58,-7,"GoingfortheGreen",2010
95,95,"Steve Marino",81,48.76,118,124,-68,-3,"GoingfortheGreen",2010
96,96,"Joe Ogilvie",99,48.55,151,160,-89,-18,"GoingfortheGreen",2010
97,97,"Josh Teater",101,48.52,164,174,-96,-3,"GoingfortheGreen",2010
98,98,"Brendon de Jonge",114,47.85,156,170,-100,-13,"GoingfortheGreen",2010
99,99,"Kenny Perry",69,47.49,104,115,-56,-6,"GoingfortheGreen",2010
100,100,"Stuart Appleby",101,47.4,146,162,-88,-9,"GoingfortheGreen",2010
101,101,"Bill Lunde",79,47.29,122,136,-71,9,"GoingfortheGreen",2010
102,102,"Chris Stroud",90,47.27,121,135,-75,-5,"GoingfortheGreen",2010
103,103,"Jeev Milkha Singh",59,47.24,77,86,-37,2,"GoingfortheGreen",2010
104,104,"DA Points",90,47.18,134,150,-68,-15,"GoingfortheGreen",2010
105,105,"Rickie Fowler",98,46.91,144,163,-77,-18,"GoingfortheGreen",2010
106,106,"Chris Tidland",77,46.9,121,137,-61,-14,"GoingfortheGreen",2010
107,107,"Ian Poulter",55,46.55,54,62,-27,1,"GoingfortheGreen",2010
108,108,"Greg Owen",69,46.38,109,126,-52,5,"GoingfortheGreen",2010
109,109,"Kevin Sutherland",86,46.26,136,158,-79,-22,"GoingfortheGreen",2010
110,110,"Billy Mayfair",78,46.12,107,125,-52,-4,"GoingfortheGreen",2010
111,111,"Brenden Pappas",66,46.04,93,109,-44,-1,"GoingfortheGreen",2010
112,112,"Kevin Na",94,45.83,121,143,-72,-18,"GoingfortheGreen",2010
113,113,"Zach Johnson",93,45.59,124,148,-66,-25,"GoingfortheGreen",2010
114,114,"Steve Elkington",74,45.58,98,117,-58,-7,"GoingfortheGreen",2010
115,115,"Jeff Gove",57,45.51,71,85,-31,6,"GoingfortheGreen",2010
116,116,"Vaughn Taylor",87,45.3,135,163,-83,-25,"GoingfortheGreen",2010
117,117,"Joe Durant",67,45.08,87,106,-44,-15,"GoingfortheGreen",2010
118,118,"Tim Herron",79,44.58,107,133,-52,-7,"GoingfortheGreen",2010
119,119,"Stephen Ames",75,44.54,106,132,-58,-3,"GoingfortheGreen",2010
120,120,"Cameron Beckman",68,44.5,89,111,-44,10,"GoingfortheGreen",2010
121,121,"Brett Quigley",96,44.24,142,179,-98,-9,"GoingfortheGreen",2010
122,122,"Johnson Wagner",85,43.82,117,150,-59,-5,"GoingfortheGreen",2010
123,123,"John Mallinger",78,43.61,99,128,-64,-4,"GoingfortheGreen",2010
124,124,"Woody Austin",93,43.49,127,165,-75,-22,"GoingfortheGreen",2010
125,125,"Jerry Kelly",99,43.14,129,170,-72,-21,"GoingfortheGreen",2010
126,126,"Andrew McLardy",52,43.04,68,90,-31,8,"GoingfortheGreen",2010
127,127,"Briny Baird",87,42.8,113,151,-67,-26,"GoingfortheGreen",2010
128,128,"Chad Campbell",95,42.76,124,166,-58,-17,"GoingfortheGreen",2010
129,129,"Chad Collins",87,42.52,108,146,-52,-26,"GoingfortheGreen",2010
130,130,"Rich Barcelo",70,42.5,85,115,-55,11,"GoingfortheGreen",2010
131,131,"Geoff Ogilvy",62,42.35,83,113,-39,-24,"GoingfortheGreen",2010
132,132,"Ben Crane",85,42.27,93,127,-50,-21,"GoingfortheGreen",2010
133,133,"David Toms",86,41.95,99,137,-48,-29,"GoingfortheGreen",2010
134,134,"Nathan Green",86,41.84,118,164,-63,-5,"GoingfortheGreen",2010
134,134,"Mark Wilson",87,41.84,123,171,-70,-18,"GoingfortheGreen",2010
136,136,"Spencer Levin",110,41.62,144,202,-74,-31,"GoingfortheGreen",2010
137,137,"David Duval",71,41.55,91,128,-44,-13,"GoingfortheGreen",2010
138,138,"Steve Stricker",73,41.38,84,119,-59,-30,"GoingfortheGreen",2010
139,139,"KJ Choi",82,41.31,88,125,-55,-24,"GoingfortheGreen",2010
140,140,"Brian Davis",101,41.28,135,192,-68,-19,"GoingfortheGreen",2010
141,141,"Tim Petrovic",105,41.23,141,201,-70,-31,"GoingfortheGreen",2010
142,142,"Webb Simpson",98,40.94,131,189,-73,-34,"GoingfortheGreen",2010
143,143,"Bob Estes",79,40.83,98,142,-60,-11,"GoingfortheGreen",2010
144,144,"Jason Bohn",84,40.73,112,163,-63,-24,"GoingfortheGreen",2010
145,145,"Jim Furyk",76,40.48,85,125,-47,-24,"GoingfortheGreen",2010
146,146,"Blake Adams",84,40.31,104,154,-57,-9,"GoingfortheGreen",2010
147,147,"Mike Weir",59,40.15,55,82,-33,-6,"GoingfortheGreen",2010
148,148,"Lee Janzen",77,40.08,99,148,-58,-19,"GoingfortheGreen",2010
149,149,"Freddie Jacobson",83,39.55,106,162,-52,-13,"GoingfortheGreen",2010
150,150,"Brandt Snedeker",89,39.53,102,156,-57,-37,"GoingfortheGreen",2010
151,151,"Cliff Kresge",50,39.24,62,96,-34,-7,"GoingfortheGreen",2010
152,152,"Charlie Wi",95,39.03,121,189,-61,-35,"GoingfortheGreen",2010
153,153,"Alex Cejka",81,39.02,96,150,-48,-15,"GoingfortheGreen",2010
154,154,"Brian Stuard",81,38.8,97,153,-50,-2,"GoingfortheGreen",2010
155,155,"Chris DiMarco",88,38.66,104,165,-54,-20,"GoingfortheGreen",2010
156,156,"Trevor Immelman",55,38.62,56,89,-35,-6,"GoingfortheGreen",2010
157,157,"Scott Verplank",74,38.54,74,118,-40,-15,"GoingfortheGreen",2010
158,158,"Jeff Maggert",76,38.07,83,135,-33,-15,"GoingfortheGreen",2010
159,159,"Greg Chalmers",93,37.89,122,200,-64,-38,"GoingfortheGreen",2010
160,160,"Rocco Mediate",71,37.85,81,133,-46,-16,"GoingfortheGreen",2010
161,161,"Michael Sim",64,37.63,73,121,-40,-1,"GoingfortheGreen",2010
162,162,"Ryuji Imada",90,37.54,113,188,-54,-38,"GoingfortheGreen",2010
163,163,"Heath Slocum",97,37.41,104,174,-54,-18,"GoingfortheGreen",2010
164,164,"Carl Pettersson",99,37.29,110,185,-59,-13,"GoingfortheGreen",2010
165,165,"Steve Flesch",78,36.71,87,150,-56,-24,"GoingfortheGreen",2010
166,166,"Chris Riley",73,36.28,78,137,-38,-21,"GoingfortheGreen",2010
167,167,"Kevin Johnson",62,36.21,63,111,-19,18,"GoingfortheGreen",2010
168,168,"Shaun Micheel",70,35.94,69,123,-33,-8,"GoingfortheGreen",2010
169,169,"JP Hayes",79,35.63,93,168,-57,-21,"GoingfortheGreen",2010
170,170,"Dean Wilson",54,35.29,54,99,-25,-22,"GoingfortheGreen",2010
171,171,"Richard Johnson",90,34.68,86,162,-46,-23,"GoingfortheGreen",2010
172,172,"Jerod Turner",54,34.33,46,88,-17,0,"GoingfortheGreen",2010
173,173,"Michael Bradley",77,33.86,85,166,-46,-17,"GoingfortheGreen",2010
174,174,"Skip Kendall",58,33.52,59,117,-20,-9,"GoingfortheGreen",2010
175,175,"Michael Connell",89,33.33,91,182,-56,-28,"GoingfortheGreen",2010
176,176,"Vance Veazey",58,33.14,57,115,-28,12,"GoingfortheGreen",2010
177,177,"Tom Pernice Jr",74,33,66,134,-34,-34,"GoingfortheGreen",2010
178,178,"Jeff Quinney",91,32.84,88,180,-51,-13,"GoingfortheGreen",2010
179,179,"Justin Bolli",55,32.67,49,101,-25,-3,"GoingfortheGreen",2010
180,180,"Justin Leonard",89,32.3,73,153,-42,-23,"GoingfortheGreen",2010
181,181,"Luke Donald",71,32.09,60,127,-42,-17,"GoingfortheGreen",2010
182,182,"Jay Williamson",76,31.73,66,142,-31,-15,"GoingfortheGreen",2010
183,183,"Ben Curtis",78,30.53,69,157,-33,-25,"GoingfortheGreen",2010
184,184,"Bryce Molder",84,29.92,79,185,-47,-27,"GoingfortheGreen",2010
185,185,"Paul Goydos",78,29.37,74,178,-30,-26,"GoingfortheGreen",2010
186,186,"Greg Kraft",52,28.15,38,97,-18,-11,"GoingfortheGreen",2010
187,187,"Brent Delahoussaye",57,27.61,45,118,-20,-3,"GoingfortheGreen",2010
188,188,"Tim Clark",88,26.18,61,172,-37,-45,"GoingfortheGreen",2010
189,189,"Omar Uresti",74,25.12,54,161,-18,-25,"GoingfortheGreen",2010
190,190,"Brian Gay",101,22.97,68,228,-34,-57,"GoingfortheGreen",2010
191,191,"Brad Faxon",58,21.11,38,142,-17,-19,"GoingfortheGreen",2010
192,192,"Craig Bowden",56,21.02,37,139,-17,-6,"GoingfortheGreen",2010
