"ReverseBounceBack_RANKTHISWEEK_2011","ReverseBounceBack_RANKLASTWEEK_2011","ReverseBounceBack_PLAYERNAME_2011","ReverseBounceBack_ROUNDS_2011","ReverseBounceBack_PctUNDERTHENOVERPAR_2011","ReverseBounceBack_TOTALUNDERTHENOVERPAR_2011","ReverseBounceBack_UNDERPAR_2011","stat_name","year"
132,132,"Kevin Na",84,17.83,56,314,"ReverseBounceBack",2011
134,134,"Aron Price",58,17.91,36,201,"ReverseBounceBack",2011
135,135,"Scott McCarron",65,17.92,38,212,"ReverseBounceBack",2011
136,136,"Woody Austin",59,18,36,200,"ReverseBounceBack",2011
137,137,"Lee Janzen",62,18.02,40,222,"ReverseBounceBack",2011
137,137,"Tim Petrovic",88,18.02,51,283,"ReverseBounceBack",2011
139,139,"Nathan Green",81,18.11,46,254,"ReverseBounceBack",2011
140,140,"DJ Brigman",67,18.14,37,204,"ReverseBounceBack",2011
141,141,"Vijay Singh",79,18.21,51,280,"ReverseBounceBack",2011
142,142,"Fabian Gomez",84,18.25,52,285,"ReverseBounceBack",2011
143,143,"Colt Knost",80,18.3,43,235,"ReverseBounceBack",2011
144,144,"Dustin Johnson",72,18.31,54,295,"ReverseBounceBack",2011
145,145,"Jimmy Walker",79,18.35,49,267,"ReverseBounceBack",2011
146,146,"Camilo Villegas",69,18.39,41,223,"ReverseBounceBack",2011
147,147,"Matt Jones",71,18.42,42,228,"ReverseBounceBack",2011
148,148,"Bill Lunde",92,18.44,59,320,"ReverseBounceBack",2011
149,149,"Kevin Stadler",88,18.5,59,319,"ReverseBounceBack",2011
150,150,"Jim Renner",65,18.6,40,215,"ReverseBounceBack",2011
151,151,"Aaron Baddeley",77,18.73,56,299,"ReverseBounceBack",2011
152,152,"Justin Leonard",82,18.8,44,234,"ReverseBounceBack",2011
153,153,"Geoff Ogilvy",69,18.85,46,244,"ReverseBounceBack",2011
154,154,"Paul Goydos",81,18.99,49,258,"ReverseBounceBack",2011
154,154,"Chris Kirk",87,18.99,60,316,"ReverseBounceBack",2011
156,156,"Lucas Glover",74,19.03,51,268,"ReverseBounceBack",2011
157,157,"Bio Kim",71,19.26,47,244,"ReverseBounceBack",2011
158,158,"Matt McQuillan",59,19.27,37,192,"ReverseBounceBack",2011
158,158,"Tag Ridings",87,19.27,53,275,"ReverseBounceBack",2011
160,160,"Jeff Overton",92,19.3,61,316,"ReverseBounceBack",2011
161,161,"Andres Romero",77,19.41,59,304,"ReverseBounceBack",2011
162,162,"Martin Piller",63,19.67,36,183,"ReverseBounceBack",2011
162,162,"Boo Weekley",66,19.67,47,239,"ReverseBounceBack",2011
164,164,"JB Holmes",57,19.72,42,213,"ReverseBounceBack",2011
165,165,"Marc Turnesa",54,19.75,32,162,"ReverseBounceBack",2011
166,166,"Scott Gutschewski",67,20.1,42,209,"ReverseBounceBack",2011
167,167,"Jhonattan Vegas",84,20.13,62,308,"ReverseBounceBack",2011
168,168,"Kevin Kisner",70,20.27,45,222,"ReverseBounceBack",2011
169,169,"Retief Goosen",50,20.57,36,175,"ReverseBounceBack",2011
170,170,"Jarrod Lyle",83,20.68,55,266,"ReverseBounceBack",2011
171,171,"Richard Johnson",64,20.9,37,177,"ReverseBounceBack",2011
172,172,"Rich Beem",53,21.01,29,138,"ReverseBounceBack",2011
173,173,"Kent Jones",76,21.03,49,233,"ReverseBounceBack",2011
174,174,"Rocco Mediate",53,21.05,32,152,"ReverseBounceBack",2011
174,174,"Joe Ogilvie",75,21.05,56,266,"ReverseBounceBack",2011
176,176,"Alex Prugh",82,21.54,56,260,"ReverseBounceBack",2011
177,177,"Sean OHair",71,21.86,47,215,"ReverseBounceBack",2011
178,178,"Will Strickler",51,22.01,35,159,"ReverseBounceBack",2011
179,179,"Steven Bowditch",86,22.12,71,321,"ReverseBounceBack",2011
180,180,"Angel Cabrera",50,22.34,42,188,"ReverseBounceBack",2011
181,181,"Ryan Palmer",82,22.38,62,277,"ReverseBounceBack",2011
182,182,"Harrison Frazar",58,22.46,42,187,"ReverseBounceBack",2011
183,183,"Justin Hicks",60,22.99,40,174,"ReverseBounceBack",2011
184,184,"David Duval",67,23.72,51,215,"ReverseBounceBack",2011
185,185,"Kyle Stanley",98,24.02,92,383,"ReverseBounceBack",2011
186,186,"Derek Lamely",65,24.77,53,214,"ReverseBounceBack",2011
