"DrivingDistance_RANKTHISWEEK_2008","DrivingDistance_RANKLASTWEEK_2008","DrivingDistance_PLAYERNAME_2008","DrivingDistance_ROUNDS_2008","DrivingDistance_AVG_2008","DrivingDistance_TOTALDISTANCE_2008","DrivingDistance_TOTALDRIVES_2008","stat_name","year"
53,53,"Todd Demsey",80,292.9,45686,156,"DrivingDistance",2008
54,54,"Ted Purdy",68,292.8,36307,124,"DrivingDistance",2008
54,54,"Kevin Streelman",114,292.8,63254,216,"DrivingDistance",2008
56,56,"Ryan Moore",72,292.7,42154,144,"DrivingDistance",2008
57,57,"Geoff Ogilvy",65,292.1,37386,128,"DrivingDistance",2008
58,58,"Rory Sabbatini",77,292,44379,152,"DrivingDistance",2008
58,58,"Bo Van Pelt",101,292,56649,194,"DrivingDistance",2008
60,60,"Nick Flanagan",89,291.8,49605,170,"DrivingDistance",2008
61,61,"Robert Allenby",108,291.7,62418,214,"DrivingDistance",2008
61,61,"JJ Henry",108,291.7,63014,216,"DrivingDistance",2008
61,61,"Boo Weekley",86,291.7,48425,166,"DrivingDistance",2008
64,64,"Ernie Els",51,291.6,29159,100,"DrivingDistance",2008
65,65,"John Huston",56,291.5,30313,104,"DrivingDistance",2008
66,66,"Trevor Immelman",70,291.3,39620,136,"DrivingDistance",2008
66,66,"DJ Trahan",94,291.3,54771,188,"DrivingDistance",2008
68,68,"Kevin Stadler",90,291.2,47756,164,"DrivingDistance",2008
69,69,"Michael Letzig",88,291.1,48897,168,"DrivingDistance",2008
69,69,"Sean OHair",81,291.1,47156,162,"DrivingDistance",2008
71,71,"Kevin Sutherland",98,291,57031,196,"DrivingDistance",2008
72,72,"Stuart Appleby",87,290.9,48872,168,"DrivingDistance",2008
73,73,"Aaron Baddeley",76,290.3,42381,146,"DrivingDistance",2008
74,74,"John Riegger",73,290.1,38876,134,"DrivingDistance",2008
75,75,"Brad Adamonis",87,289.9,48129,166,"DrivingDistance",2008
75,75,"Chad Campbell",94,289.9,54498,188,"DrivingDistance",2008
75,75,"Hunter Mahan",87,289.9,49287,170,"DrivingDistance",2008
78,78,"Brad Elder",67,289.8,35357,122,"DrivingDistance",2008
79,79,"Mark Hensby",71,289.4,41094,142,"DrivingDistance",2008
80,80,"John Rollins",94,288.9,54320,188,"DrivingDistance",2008
81,81,"John Senden",93,288.8,53140,184,"DrivingDistance",2008
82,82,"Rod Pampling",83,288,46074,160,"DrivingDistance",2008
82,82,"Vaughn Taylor",103,288,59330,206,"DrivingDistance",2008
84,84,"David Lutterus",59,287.9,30519,106,"DrivingDistance",2008
84,84,"Bob Sowards",61,287.9,31671,110,"DrivingDistance",2008
86,86,"Ben Crane",86,287.8,49494,172,"DrivingDistance",2008
86,86,"Cody Freeman",66,287.8,35689,124,"DrivingDistance",2008
88,88,"Tommy Armour III",77,287.7,42001,146,"DrivingDistance",2008
88,88,"Eric Axley",113,287.7,62708,218,"DrivingDistance",2008
88,88,"Rich Beem",90,287.7,51779,180,"DrivingDistance",2008
88,88,"Joe Ogilvie",100,287.7,55230,192,"DrivingDistance",2008
88,88,"Tom Scherrer",56,287.7,28768,100,"DrivingDistance",2008
93,93,"Jesper Parnevik",88,287.6,48316,168,"DrivingDistance",2008
94,94,"Brett Quigley",80,287.5,44855,156,"DrivingDistance",2008
95,95,"Chris Stroud",81,287.4,43104,150,"DrivingDistance",2008
95,95,"Charlie Wi",97,287.4,55760,194,"DrivingDistance",2008
97,97,"Alejandro Canizares",52,287.1,25269,88,"DrivingDistance",2008
97,97,"Retief Goosen",59,287.1,33302,116,"DrivingDistance",2008
99,99,"Steve Lowery",74,287,42472,148,"DrivingDistance",2008
100,100,"YE Yang",89,286.9,49929,174,"DrivingDistance",2008
101,101,"Michael Allen",91,286.8,52206,182,"DrivingDistance",2008
102,102,"Joe Durant",92,286.5,48126,168,"DrivingDistance",2008
103,103,"Ryan Armour",87,286.4,47543,166,"DrivingDistance",2008
103,103,"Jeff Gove",50,286.4,26349,92,"DrivingDistance",2008
105,105,"Parker McLachlin",88,286.2,48081,168,"DrivingDistance",2008
106,106,"KJ Choi",74,286.1,40056,140,"DrivingDistance",2008
106,106,"Marco Dawson",64,286.1,32042,112,"DrivingDistance",2008
108,108,"Will Ma Kenzie",62,286,35466,124,"DrivingDistance",2008
108,108,"Carl Pettersson",110,286,62924,220,"DrivingDistance",2008
110,110,"Jeff Maggert",86,285.9,49181,172,"DrivingDistance",2008
111,111,"Kyle Thompson",70,285.7,36566,128,"DrivingDistance",2008
112,112,"Carlos Franco",73,285.6,38271,134,"DrivingDistance",2008
113,113,"David Duval",51,285.5,29119,102,"DrivingDistance",2008
114,114,"Woody Austin",109,285.3,59906,210,"DrivingDistance",2008
114,114,"Jonathan Byrd",88,285.3,48504,170,"DrivingDistance",2008
116,116,"Briny Baird",113,285.2,59896,210,"DrivingDistance",2008
117,117,"Marc Turnesa",87,285.1,47334,166,"DrivingDistance",2008
118,118,"Ken Duke",116,284.9,66095,232,"DrivingDistance",2008
119,119,"Kenneth Ferrie",72,284.8,36456,128,"DrivingDistance",2008
119,119,"Mike Weir",88,284.8,49555,174,"DrivingDistance",2008
121,121,"Ben Curtis",80,284.7,43267,152,"DrivingDistance",2008
122,122,"Mark Wilson",107,284.6,60894,214,"DrivingDistance",2008
123,123,"Jay Williamson",96,284.4,50056,176,"DrivingDistance",2008
124,124,"JP Hayes",67,284.2,38078,134,"DrivingDistance",2008
125,125,"Justin Bolli",87,284.1,45453,160,"DrivingDistance",2008
125,125,"Frank Lickliter II",107,284.1,60808,214,"DrivingDistance",2008
125,125,"Patrick Sheehan",124,284.1,65908,232,"DrivingDistance",2008
125,125,"Scott Sterling",89,284.1,47166,166,"DrivingDistance",2008
129,129,"Todd Hamilton",92,284,52253,184,"DrivingDistance",2008
129,129,"Billy Mayfair",103,284,58499,206,"DrivingDistance",2008
129,129,"Tim Petrovic",97,284,50544,178,"DrivingDistance",2008
132,132,"Lee Janzen",89,283.9,47129,166,"DrivingDistance",2008
133,133,"Stephen Ames",83,283.8,46543,164,"DrivingDistance",2008
134,134,"Nathan Green",95,283.7,53898,190,"DrivingDistance",2008
135,135,"Ian Poulter",51,283.6,27793,98,"DrivingDistance",2008
135,135,"Steve Stricker",75,283.6,40842,144,"DrivingDistance",2008
137,137,"Billy Andrade",71,283.3,37968,134,"DrivingDistance",2008
138,138,"Johnson Wagner",83,283.2,45305,160,"DrivingDistance",2008
139,139,"Mark Calcavecchia",67,283.1,37363,132,"DrivingDistance",2008
139,139,"Scott McCarron",63,283.1,35669,126,"DrivingDistance",2008
141,141,"Kent Jones",68,282.9,35078,124,"DrivingDistance",2008
142,142,"Alex Cejka",75,282.7,39016,138,"DrivingDistance",2008
142,142,"Freddie Jacobson",78,282.7,44102,156,"DrivingDistance",2008
142,142,"Brett Rumford",72,282.7,38453,136,"DrivingDistance",2008
145,145,"Bob Estes",90,282.6,49737,176,"DrivingDistance",2008
146,146,"David Toms",70,282.2,38383,136,"DrivingDistance",2008
148,148,"Steve Elkington",84,282,47370,168,"DrivingDistance",2008
148,148,"Tom Lehman",51,282,27635,98,"DrivingDistance",2008
150,150,"Cameron Beckman",87,281.9,44533,158,"DrivingDistance",2008
150,150,"Steve Flesch",95,281.9,53568,190,"DrivingDistance",2008
152,152,"Chez Reavie",102,281.8,55242,196,"DrivingDistance",2008
153,153,"Robert Gamez",79,281.6,43372,154,"DrivingDistance",2008
153,153,"Doug LaBelle II",65,281.6,32671,116,"DrivingDistance",2008
153,153,"Peter Lonard",92,281.6,49570,176,"DrivingDistance",2008
156,156,"Justin Leonard",101,281.4,53467,190,"DrivingDistance",2008
157,157,"Tim Clark",90,281.1,50035,178,"DrivingDistance",2008
158,158,"Cliff Kresge",84,280.9,44943,160,"DrivingDistance",2008
158,158,"Kevin Na",97,280.9,54486,194,"DrivingDistance",2008
160,160,"Brandt Snedeker",85,280.8,47169,168,"DrivingDistance",2008
161,161,"Tom Pernice Jr",104,280.6,58361,208,"DrivingDistance",2008
162,162,"Jim Furyk",95,280.4,52721,188,"DrivingDistance",2008
163,163,"Jim McGovern",75,280,38636,138,"DrivingDistance",2008
164,164,"Heath Slocum",104,279.9,58218,208,"DrivingDistance",2008
165,165,"Tim Wilkinson",95,279.8,48688,174,"DrivingDistance",2008
166,166,"Bart Bryant",81,279.5,45280,162,"DrivingDistance",2008
167,167,"Bob Tway",70,279.2,35736,128,"DrivingDistance",2008
168,168,"Chris Riley",51,279.1,24000,86,"DrivingDistance",2008
169,169,"John Mallinger",95,279,53001,190,"DrivingDistance",2008
170,170,"Ryuji Imada",80,278.6,44576,160,"DrivingDistance",2008
170,170,"Rocco Mediate",87,278.6,48475,174,"DrivingDistance",2008
170,170,"Scott Verplank",82,278.6,45140,162,"DrivingDistance",2008
173,173,"Brian Davis",108,277.7,59983,216,"DrivingDistance",2008
174,174,"Chad Collins",72,277.5,36632,132,"DrivingDistance",2008
175,175,"Chris DiMarco",87,277.4,48275,174,"DrivingDistance",2008
176,176,"Jerry Kelly",89,277,46541,168,"DrivingDistance",2008
177,177,"Ron Whittaker",54,276.7,26560,96,"DrivingDistance",2008
178,178,"Dean Wilson",109,276.2,58002,210,"DrivingDistance",2008
179,179,"Dudley Hart",74,275.5,38569,140,"DrivingDistance",2008
180,180,"Paul Claxton",63,275.4,31394,114,"DrivingDistance",2008
181,181,"Zach Johnson",85,275.1,46216,168,"DrivingDistance",2008
182,182,"Matt Kuchar",88,275,45108,164,"DrivingDistance",2008
183,183,"Glen Day",64,274.9,31894,116,"DrivingDistance",2008
183,183,"Nick OHern",82,274.9,43990,160,"DrivingDistance",2008
183,183,"Omar Uresti",74,274.9,38479,140,"DrivingDistance",2008
186,186,"Jin Park",85,274.4,42256,154,"DrivingDistance",2008
187,187,"Shane Bertsch",96,274.3,52667,192,"DrivingDistance",2008
188,188,"Shigeki Maruyama",50,274,24660,90,"DrivingDistance",2008
189,189,"Greg Kraft",63,273.6,30095,110,"DrivingDistance",2008
190,190,"Paul Goydos",78,273.2,42624,156,"DrivingDistance",2008
191,191,"Stephen Leaney",53,272.7,26721,98,"DrivingDistance",2008
192,192,"Craig Kanada",65,272.6,32163,118,"DrivingDistance",2008
193,193,"Jeff Quinney",87,272.5,47422,174,"DrivingDistance",2008
194,194,"Olin Browne",77,272.1,40816,150,"DrivingDistance",2008
195,195,"Gavin Coles",54,271.5,24976,92,"DrivingDistance",2008
196,196,"Brian Gay",102,270.5,50850,188,"DrivingDistance",2008
197,197,"Corey Pavin",69,261.4,33979,130,"DrivingDistance",2008
