"ApproachesRightRoughRTPScore_RANKTHISWEEK_2008","ApproachesRightRoughRTPScore_RANKLASTWEEK_2008","ApproachesRightRoughRTPScore_PLAYERNAME_2008","ApproachesRightRoughRTPScore_ROUNDS_2008","ApproachesRightRoughRTPScore_AVGRTP_2008","stat_name","year"
156,156,"Brad Adamonis",87,0.201,"ApproachesRightRoughRTPScore",2008
157,157,"Jeff Maggert",86,0.203,"ApproachesRightRoughRTPScore",2008
157,157,"Johnson Wagner",83,0.203,"ApproachesRightRoughRTPScore",2008
159,159,"Todd Demsey",80,0.204,"ApproachesRightRoughRTPScore",2008
160,160,"Rich Beem",90,0.206,"ApproachesRightRoughRTPScore",2008
160,160,"Steve Stricker",75,0.206,"ApproachesRightRoughRTPScore",2008
162,162,"Paul Claxton",63,0.207,"ApproachesRightRoughRTPScore",2008
162,162,"Todd Hamilton",92,0.207,"ApproachesRightRoughRTPScore",2008
164,164,"Alex Cejka",75,0.21,"ApproachesRightRoughRTPScore",2008
165,165,"Jason Gore",94,0.211,"ApproachesRightRoughRTPScore",2008
166,166,"Cliff Kresge",84,0.212,"ApproachesRightRoughRTPScore",2008
166,166,"Matt Kuchar",88,0.212,"ApproachesRightRoughRTPScore",2008
168,168,"Trevor Immelman",70,0.213,"ApproachesRightRoughRTPScore",2008
169,169,"Mathias Gronberg",87,0.216,"ApproachesRightRoughRTPScore",2008
170,170,"Justin Leonard",101,0.22,"ApproachesRightRoughRTPScore",2008
171,171,"Travis Perkins",53,0.223,"ApproachesRightRoughRTPScore",2008
172,172,"Hunter Mahan",87,0.227,"ApproachesRightRoughRTPScore",2008
173,173,"Will Ma Kenzie",62,0.229,"ApproachesRightRoughRTPScore",2008
174,174,"Stephen Leaney",53,0.23,"ApproachesRightRoughRTPScore",2008
175,175,"David Lutterus",59,0.231,"ApproachesRightRoughRTPScore",2008
175,175,"Ted Purdy",68,0.231,"ApproachesRightRoughRTPScore",2008
177,177,"Retief Goosen",59,0.233,"ApproachesRightRoughRTPScore",2008
178,178,"Jeff Gove",50,0.234,"ApproachesRightRoughRTPScore",2008
179,179,"Paul Goydos",78,0.236,"ApproachesRightRoughRTPScore",2008
180,180,"Bob Sowards",61,0.237,"ApproachesRightRoughRTPScore",2008
181,181,"Paul Casey",55,0.238,"ApproachesRightRoughRTPScore",2008
182,182,"Ernie Els",51,0.243,"ApproachesRightRoughRTPScore",2008
183,183,"Jesper Parnevik",88,0.248,"ApproachesRightRoughRTPScore",2008
183,183,"Rory Sabbatini",77,0.248,"ApproachesRightRoughRTPScore",2008
185,185,"Bart Bryant",81,0.25,"ApproachesRightRoughRTPScore",2008
186,186,"Shigeki Maruyama",50,0.253,"ApproachesRightRoughRTPScore",2008
187,187,"Tommy Armour III",77,0.256,"ApproachesRightRoughRTPScore",2008
188,188,"YE Yang",89,0.261,"ApproachesRightRoughRTPScore",2008
189,189,"Rod Pampling",83,0.273,"ApproachesRightRoughRTPScore",2008
189,189,"DJ Trahan",94,0.273,"ApproachesRightRoughRTPScore",2008
191,191,"Kent Jones",68,0.286,"ApproachesRightRoughRTPScore",2008
192,192,"Ryan Armour",87,0.296,"ApproachesRightRoughRTPScore",2008
193,193,"Marco Dawson",64,0.306,"ApproachesRightRoughRTPScore",2008
194,194,"Robert Gamez",79,0.316,"ApproachesRightRoughRTPScore",2008
195,195,"Tom Scherrer",56,0.329,"ApproachesRightRoughRTPScore",2008
196,196,"Olin Browne",77,0.353,"ApproachesRightRoughRTPScore",2008
197,197,"Craig Kanada",65,0.356,"ApproachesRightRoughRTPScore",2008
