"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2013","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2013","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2013","AverageApproachDistanceBirdieorBetter_ROUNDS_2013","AverageApproachDistanceBirdieorBetter_AVGYARDS_2013","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2013","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2013","stat_name","year"
58,58,"Tommy Gainey",84,168.8,1598417,263,"AverageApproachDistanceBirdieorBetter",2013
58,58,"Trevor Immelman",73,168.8,1033063,170,"AverageApproachDistanceBirdieorBetter",2013
60,60,"Jerry Kelly",75,168.9,1325223,218,"AverageApproachDistanceBirdieorBetter",2013
61,61,"Ricky Barnes",74,169.2,1254585,206,"AverageApproachDistanceBirdieorBetter",2013
62,62,"Richard Lee",81,169.5,1445858,237,"AverageApproachDistanceBirdieorBetter",2013
63,63,"Tom Gillis",69,169.6,1098972,180,"AverageApproachDistanceBirdieorBetter",2013
64,64,"Bud Cauley",67,169.8,1198255,196,"AverageApproachDistanceBirdieorBetter",2013
65,65,"Nicholas Thompson",99,169.9,1926797,315,"AverageApproachDistanceBirdieorBetter",2013
66,66,"Bill Haas",85,170,1524201,249,"AverageApproachDistanceBirdieorBetter",2013
67,67,"Will Claxton",67,170.2,986711,161,"AverageApproachDistanceBirdieorBetter",2013
67,67,"Ryo Ishikawa",72,170.2,1066162,174,"AverageApproachDistanceBirdieorBetter",2013
67,67,"Matt Kuchar",93,170.2,1666799,272,"AverageApproachDistanceBirdieorBetter",2013
67,67,"Patrick Reed",83,170.2,1629809,266,"AverageApproachDistanceBirdieorBetter",2013
71,71,"Greg Chalmers",77,170.3,1538396,251,"AverageApproachDistanceBirdieorBetter",2013
71,71,"Robert Karlsson",56,170.3,717340,117,"AverageApproachDistanceBirdieorBetter",2013
71,71,"Steve Stricker",51,170.3,999407,163,"AverageApproachDistanceBirdieorBetter",2013
74,74,"Jin Park",52,170.5,798146,130,"AverageApproachDistanceBirdieorBetter",2013
75,75,"YE Yang",56,170.7,860159,140,"AverageApproachDistanceBirdieorBetter",2013
76,76,"Jordan Spieth",82,170.9,1729132,281,"AverageApproachDistanceBirdieorBetter",2013
77,77,"Stephen Ames",49,171,898695,146,"AverageApproachDistanceBirdieorBetter",2013
78,78,"Scott Gardiner",61,171.3,1041989,169,"AverageApproachDistanceBirdieorBetter",2013
79,79,"Brad Fritsch",81,171.6,1507369,244,"AverageApproachDistanceBirdieorBetter",2013
80,80,"Matt Every",89,171.7,1959295,317,"AverageApproachDistanceBirdieorBetter",2013
81,81,"Billy Horschel",96,171.8,2102222,340,"AverageApproachDistanceBirdieorBetter",2013
82,82,"Rory Sabbatini",86,172,1869872,302,"AverageApproachDistanceBirdieorBetter",2013
83,83,"Roberto Castro",97,172.2,1866129,301,"AverageApproachDistanceBirdieorBetter",2013
83,83,"Brandt Jobe",62,172.2,1121937,181,"AverageApproachDistanceBirdieorBetter",2013
83,83,"Robert Streb",75,172.2,1258148,203,"AverageApproachDistanceBirdieorBetter",2013
83,83,"Chris Stroud",88,172.2,1729913,279,"AverageApproachDistanceBirdieorBetter",2013
87,87,"Brian Stuard",78,172.3,1203271,194,"AverageApproachDistanceBirdieorBetter",2013
87,87,"Bo Van Pelt",72,172.3,1159765,187,"AverageApproachDistanceBirdieorBetter",2013
89,89,"Fabian Gomez",65,172.4,1191713,192,"AverageApproachDistanceBirdieorBetter",2013
90,90,"JJ Henry",83,172.5,1422072,229,"AverageApproachDistanceBirdieorBetter",2013
91,91,"Luke Donald",60,172.6,1143414,184,"AverageApproachDistanceBirdieorBetter",2013
92,92,"Carl Pettersson",82,172.7,1429729,230,"AverageApproachDistanceBirdieorBetter",2013
93,93,"Nicolas Colsaerts",50,173.1,710501,114,"AverageApproachDistanceBirdieorBetter",2013
94,94,"Ryan Palmer",79,173.2,1758134,282,"AverageApproachDistanceBirdieorBetter",2013
95,95,"Nick Watney",88,173.3,1703671,273,"AverageApproachDistanceBirdieorBetter",2013
96,96,"William McGirt",75,173.4,1554267,249,"AverageApproachDistanceBirdieorBetter",2013
97,97,"Russell Henley",80,173.6,1587345,254,"AverageApproachDistanceBirdieorBetter",2013
97,97,"John Rollins",77,173.6,1506422,241,"AverageApproachDistanceBirdieorBetter",2013
97,97,"Webb Simpson",92,173.6,1724623,276,"AverageApproachDistanceBirdieorBetter",2013
100,100,"Kevin Chappell",80,173.7,1544125,247,"AverageApproachDistanceBirdieorBetter",2013
100,100,"Troy Matteson",68,173.7,1144152,183,"AverageApproachDistanceBirdieorBetter",2013
100,100,"DJ Trahan",48,173.7,787961,126,"AverageApproachDistanceBirdieorBetter",2013
103,103,"Jeff Overton",78,173.8,1638953,262,"AverageApproachDistanceBirdieorBetter",2013
104,104,"Chad Campbell",78,174,1528783,244,"AverageApproachDistanceBirdieorBetter",2013
104,104,"Graham DeLaet",94,174,1960864,313,"AverageApproachDistanceBirdieorBetter",2013
104,104,"Brian Harman",89,174,1560103,249,"AverageApproachDistanceBirdieorBetter",2013
104,104,"Matt Jones",83,174,1628779,260,"AverageApproachDistanceBirdieorBetter",2013
108,108,"DA Points",87,174.1,1554215,248,"AverageApproachDistanceBirdieorBetter",2013
109,109,"Luke List",65,174.2,1116483,178,"AverageApproachDistanceBirdieorBetter",2013
110,110,"Geoff Ogilvy",57,174.3,828284,132,"AverageApproachDistanceBirdieorBetter",2013
110,110,"Pat Perez",69,174.3,1481221,236,"AverageApproachDistanceBirdieorBetter",2013
112,112,"Marc Leishman",77,174.4,1381405,220,"AverageApproachDistanceBirdieorBetter",2013
113,113,"Aaron Baddeley",68,174.5,1312637,209,"AverageApproachDistanceBirdieorBetter",2013
114,114,"Shawn Stefani",63,174.9,1045093,166,"AverageApproachDistanceBirdieorBetter",2013
114,114,"Jimmy Walker",84,174.9,1819571,289,"AverageApproachDistanceBirdieorBetter",2013
116,116,"George McNeill",68,175,1373244,218,"AverageApproachDistanceBirdieorBetter",2013
117,117,"Stewart Cink",71,175.1,1266788,201,"AverageApproachDistanceBirdieorBetter",2013
117,117,"Peter Hanson",45,175.1,769129,122,"AverageApproachDistanceBirdieorBetter",2013
117,117,"Hunter Mahan",91,175.1,1664357,264,"AverageApproachDistanceBirdieorBetter",2013
117,117,"Josh Teater",86,175.1,1506276,239,"AverageApproachDistanceBirdieorBetter",2013
117,117,"Michael Thompson",66,175.1,1008474,160,"AverageApproachDistanceBirdieorBetter",2013
122,122,"Jason Kokrak",78,175.5,1718015,272,"AverageApproachDistanceBirdieorBetter",2013
122,122,"Kevin Stadler",83,175.5,1692941,268,"AverageApproachDistanceBirdieorBetter",2013
124,124,"Derek Ernst",58,175.9,956400,151,"AverageApproachDistanceBirdieorBetter",2013
124,124,"James Hahn",78,175.9,1583544,250,"AverageApproachDistanceBirdieorBetter",2013
124,124,"Graeme McDowell",53,175.9,766135,121,"AverageApproachDistanceBirdieorBetter",2013
127,127,"Scott Stallings",79,176,1520346,240,"AverageApproachDistanceBirdieorBetter",2013
128,128,"Eric Meierdierks",48,176.1,703601,111,"AverageApproachDistanceBirdieorBetter",2013
129,129,"Scott Piercy",78,176.2,1497030,236,"AverageApproachDistanceBirdieorBetter",2013
129,129,"Gary Woodland",94,176.2,2029918,320,"AverageApproachDistanceBirdieorBetter",2013
131,131,"Vijay Singh",61,176.4,882619,139,"AverageApproachDistanceBirdieorBetter",2013
132,132,"Jason Day",86,176.6,1417655,223,"AverageApproachDistanceBirdieorBetter",2013
132,132,"Seung Yul Noh",71,176.6,1341674,211,"AverageApproachDistanceBirdieorBetter",2013
132,132,"Tag Ridings",69,176.6,1226692,193,"AverageApproachDistanceBirdieorBetter",2013
132,132,"Daniel Summerhays",83,176.6,1882065,296,"AverageApproachDistanceBirdieorBetter",2013
132,132,"Boo Weekley",100,176.6,1888580,297,"AverageApproachDistanceBirdieorBetter",2013
137,137,"Johnson Wagner",64,176.7,928730,146,"AverageApproachDistanceBirdieorBetter",2013
138,138,"Rickie Fowler",75,176.8,1419545,223,"AverageApproachDistanceBirdieorBetter",2013
138,138,"Phil Mickelson",78,176.8,1661492,261,"AverageApproachDistanceBirdieorBetter",2013
140,140,"Rory McIlroy",56,176.9,1120836,176,"AverageApproachDistanceBirdieorBetter",2013
141,141,"Charles Howell III",87,177.3,1908607,299,"AverageApproachDistanceBirdieorBetter",2013
141,141,"Cameron Percy",68,177.3,1174295,184,"AverageApproachDistanceBirdieorBetter",2013
143,143,"Charley Hoffman",84,177.8,1869447,292,"AverageApproachDistanceBirdieorBetter",2013
144,144,"Jonas Blixt",76,177.9,1363849,213,"AverageApproachDistanceBirdieorBetter",2013
144,144,"Martin Flores",83,177.9,1742429,272,"AverageApproachDistanceBirdieorBetter",2013
146,146,"Sean OHair",56,178,986826,154,"AverageApproachDistanceBirdieorBetter",2013
146,146,"Brendan Steele",86,178,1679075,262,"AverageApproachDistanceBirdieorBetter",2013
148,148,"Ryan Moore",72,178.3,1347722,210,"AverageApproachDistanceBirdieorBetter",2013
149,149,"Dustin Johnson",71,178.7,1351253,210,"AverageApproachDistanceBirdieorBetter",2013
150,150,"Charl Schwartzel",69,178.8,1480826,230,"AverageApproachDistanceBirdieorBetter",2013
151,151,"Rod Pampling",46,178.9,746923,116,"AverageApproachDistanceBirdieorBetter",2013
152,152,"John Huh",88,179.1,1721326,267,"AverageApproachDistanceBirdieorBetter",2013
153,153,"Greg Owen",73,179.4,1433868,222,"AverageApproachDistanceBirdieorBetter",2013
154,154,"Kevin Streelman",86,179.5,1570471,243,"AverageApproachDistanceBirdieorBetter",2013
155,155,"Ernie Els",63,179.6,1060393,164,"AverageApproachDistanceBirdieorBetter",2013
156,156,"Brendon de Jonge",110,179.9,2280126,352,"AverageApproachDistanceBirdieorBetter",2013
156,156,"Martin Laird",68,179.9,1146215,177,"AverageApproachDistanceBirdieorBetter",2013
158,158,"Scott Brown",65,180.9,1139878,175,"AverageApproachDistanceBirdieorBetter",2013
158,158,"Angel Cabrera",73,180.9,1328330,204,"AverageApproachDistanceBirdieorBetter",2013
160,160,"DH Lee",65,181.2,1278691,196,"AverageApproachDistanceBirdieorBetter",2013
161,161,"Andrew Svoboda",46,181.6,732053,112,"AverageApproachDistanceBirdieorBetter",2013
162,162,"Lucas Glover",65,181.8,1184648,181,"AverageApproachDistanceBirdieorBetter",2013
162,162,"Henrik Norlander",70,181.8,1348399,206,"AverageApproachDistanceBirdieorBetter",2013
162,162,"Bubba Watson",76,181.8,1577435,241,"AverageApproachDistanceBirdieorBetter",2013
165,165,"Tiger Woods",61,181.9,1289901,197,"AverageApproachDistanceBirdieorBetter",2013
166,166,"Adam Scott",61,182,1133729,173,"AverageApproachDistanceBirdieorBetter",2013
167,167,"Charlie Beljan",62,182.1,1245858,190,"AverageApproachDistanceBirdieorBetter",2013
168,168,"John Senden",79,182.2,1311559,200,"AverageApproachDistanceBirdieorBetter",2013
169,169,"Robert Garrigus",69,182.9,1271115,193,"AverageApproachDistanceBirdieorBetter",2013
170,170,"Steven Bowditch",67,183.2,1378133,209,"AverageApproachDistanceBirdieorBetter",2013
170,170,"Sergio Garcia",65,183.2,1233481,187,"AverageApproachDistanceBirdieorBetter",2013
172,172,"Kyle Stanley",71,183.7,1348900,204,"AverageApproachDistanceBirdieorBetter",2013
173,173,"Harris English",95,183.8,2163611,327,"AverageApproachDistanceBirdieorBetter",2013
174,174,"Andres Romero",63,184.3,1254182,189,"AverageApproachDistanceBirdieorBetter",2013
175,175,"Padraig Harrington",52,184.5,797105,120,"AverageApproachDistanceBirdieorBetter",2013
176,176,"Jim Herman",59,184.6,1036806,156,"AverageApproachDistanceBirdieorBetter",2013
177,177,"Martin Kaymer",61,186.5,953536,142,"AverageApproachDistanceBirdieorBetter",2013
178,178,"Lee Westwood",70,188.5,1235044,182,"AverageApproachDistanceBirdieorBetter",2013
179,179,"Keegan Bradley",88,190,2018114,295,"AverageApproachDistanceBirdieorBetter",2013
180,180,"Henrik Stenson",65,193.1,1237111,178,"AverageApproachDistanceBirdieorBetter",2013
