"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2015","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2015","AverageDistanceafterGoingforitShot_PLAYERNAME_2015","AverageDistanceafterGoingforitShot_ROUNDS_2015","AverageDistanceafterGoingforitShot_AVG_2015","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2015","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2015","stat_name","year"
39,39,"Kevin Chappell",86,23,114356,138,"AverageDistanceafterGoingforitShot",2015
39,39,"Erik Compton",86,23,105026,127,"AverageDistanceafterGoingforitShot",2015
39,39,"Charles Howell III",105,23,190983,231,"AverageDistanceafterGoingforitShot",2015
42,42,"Justin Thomas",106,23.1,195785,235,"AverageDistanceafterGoingforitShot",2015
42,42,"Camilo Villegas",83,23.1,110418,133,"AverageDistanceafterGoingforitShot",2015
44,44,"Jonas Blixt",78,23.2,59176,71,"AverageDistanceafterGoingforitShot",2015
44,44,"Roberto Castro",54,23.2,48420,58,"AverageDistanceafterGoingforitShot",2015
44,44,"Charley Hoffman",97,23.2,152048,182,"AverageDistanceafterGoingforitShot",2015
44,44,"Davis Love III",51,23.2,55892,67,"AverageDistanceafterGoingforitShot",2015
48,48,"JB Holmes",89,23.3,143459,171,"AverageDistanceafterGoingforitShot",2015
49,49,"Steven Bowditch",103,23.4,167380,199,"AverageDistanceafterGoingforitShot",2015
49,49,"Scott Brown",97,23.4,121497,144,"AverageDistanceafterGoingforitShot",2015
49,49,"KJ Choi",66,23.4,57215,68,"AverageDistanceafterGoingforitShot",2015
49,49,"Jimmy Walker",89,23.4,116386,138,"AverageDistanceafterGoingforitShot",2015
53,53,"Brice Garnett",81,23.5,86460,102,"AverageDistanceafterGoingforitShot",2015
53,53,"Sam Saunders",83,23.5,119419,141,"AverageDistanceafterGoingforitShot",2015
55,55,"Chad Collins",79,23.6,71323,84,"AverageDistanceafterGoingforitShot",2015
56,56,"Russell Henley",87,23.7,115298,135,"AverageDistanceafterGoingforitShot",2015
56,56,"Matt Jones",89,23.7,148193,174,"AverageDistanceafterGoingforitShot",2015
56,56,"Chez Reavie",56,23.7,72567,85,"AverageDistanceafterGoingforitShot",2015
59,59,"Jason Kokrak",88,23.8,170787,199,"AverageDistanceafterGoingforitShot",2015
59,59,"Ryan Palmer",80,23.8,89862,105,"AverageDistanceafterGoingforitShot",2015
59,59,"Michael Putnam",87,23.8,112035,131,"AverageDistanceafterGoingforitShot",2015
62,62,"Brian Harman",90,23.9,131876,153,"AverageDistanceafterGoingforitShot",2015
62,62,"Nick Taylor",91,23.9,148790,173,"AverageDistanceafterGoingforitShot",2015
64,64,"Alex Cejka",94,24,105305,122,"AverageDistanceafterGoingforitShot",2015
64,64,"Louis Oosthuizen",68,24,88049,102,"AverageDistanceafterGoingforitShot",2015
64,64,"John Senden",80,24,102634,119,"AverageDistanceafterGoingforitShot",2015
64,64,"Andrew Svoboda",80,24,99294,115,"AverageDistanceafterGoingforitShot",2015
68,68,"Daniel Berger",97,24.1,165126,190,"AverageDistanceafterGoingforitShot",2015
68,68,"Oscar Fraustro",58,24.1,65196,75,"AverageDistanceafterGoingforitShot",2015
68,68,"James Hahn",94,24.1,110385,127,"AverageDistanceafterGoingforitShot",2015
68,68,"Carl Pettersson",106,24.1,156290,180,"AverageDistanceafterGoingforitShot",2015
68,68,"Webb Simpson",81,24.1,113469,131,"AverageDistanceafterGoingforitShot",2015
68,68,"Scott Stallings",60,24.1,95633,110,"AverageDistanceafterGoingforitShot",2015
68,68,"Johnson Wagner",68,24.1,73621,85,"AverageDistanceafterGoingforitShot",2015
68,68,"Nick Watney",91,24.1,131935,152,"AverageDistanceafterGoingforitShot",2015
76,76,"Jason Day",75,24.2,139328,160,"AverageDistanceafterGoingforitShot",2015
76,76,"Russell Knox",96,24.2,108243,124,"AverageDistanceafterGoingforitShot",2015
76,76,"Patrick Reed",103,24.2,130013,149,"AverageDistanceafterGoingforitShot",2015
79,79,"Brendon de Jonge",106,24.3,145094,166,"AverageDistanceafterGoingforitShot",2015
79,79,"Colt Knost",90,24.3,77062,88,"AverageDistanceafterGoingforitShot",2015
79,79,"Spencer Levin",99,24.3,119083,136,"AverageDistanceafterGoingforitShot",2015
79,79,"Ben Martin",93,24.3,111958,128,"AverageDistanceafterGoingforitShot",2015
79,79,"Michael Thompson",83,24.3,111170,127,"AverageDistanceafterGoingforitShot",2015
79,79,"Boo Weekley",79,24.3,119970,137,"AverageDistanceafterGoingforitShot",2015
85,85,"Stewart Cink",77,24.4,84178,96,"AverageDistanceafterGoingforitShot",2015
85,85,"Tony Finau",106,24.4,222348,253,"AverageDistanceafterGoingforitShot",2015
85,85,"Retief Goosen",81,24.4,113458,129,"AverageDistanceafterGoingforitShot",2015
85,85,"Tom Hoge",83,24.4,103855,118,"AverageDistanceafterGoingforitShot",2015
85,85,"Marc Leishman",74,24.4,98270,112,"AverageDistanceafterGoingforitShot",2015
90,90,"Jason Dufner",76,24.5,72295,82,"AverageDistanceafterGoingforitShot",2015
90,90,"Cameron Percy",72,24.5,94540,107,"AverageDistanceafterGoingforitShot",2015
90,90,"Roger Sloan",56,24.5,67089,76,"AverageDistanceafterGoingforitShot",2015
93,93,"Harris English",105,24.6,169723,192,"AverageDistanceafterGoingforitShot",2015
93,93,"Brian Stuard",97,24.6,82249,93,"AverageDistanceafterGoingforitShot",2015
95,95,"Steven Alker",62,24.7,60560,68,"AverageDistanceafterGoingforitShot",2015
95,95,"John Merrick",78,24.7,88780,100,"AverageDistanceafterGoingforitShot",2015
97,97,"Ian Poulter",68,24.8,63356,71,"AverageDistanceafterGoingforitShot",2015
97,97,"Vijay Singh",78,24.8,122106,137,"AverageDistanceafterGoingforitShot",2015
99,99,"Daniel Summerhays",101,24.9,133806,149,"AverageDistanceafterGoingforitShot",2015
100,100,"Sergio Garcia",59,25,84462,94,"AverageDistanceafterGoingforitShot",2015
100,100,"Adam Hadwin",95,25,133404,148,"AverageDistanceafterGoingforitShot",2015
102,102,"Derek Fathauer",81,25.1,105752,117,"AverageDistanceafterGoingforitShot",2015
102,102,"Troy Merritt",91,25.1,108366,120,"AverageDistanceafterGoingforitShot",2015
104,104,"Blayne Barber",76,25.2,96336,106,"AverageDistanceafterGoingforitShot",2015
104,104,"Luke Donald",71,25.2,65433,72,"AverageDistanceafterGoingforitShot",2015
104,104,"Ken Duke",93,25.2,99725,110,"AverageDistanceafterGoingforitShot",2015
104,104,"Danny Lee",120,25.2,146858,162,"AverageDistanceafterGoingforitShot",2015
108,108,"Jason Gore",76,25.3,92901,102,"AverageDistanceafterGoingforitShot",2015
108,108,"Max Homa",78,25.3,119156,131,"AverageDistanceafterGoingforitShot",2015
108,108,"Shawn Stefani",94,25.3,172185,189,"AverageDistanceafterGoingforitShot",2015
111,111,"Jonathan Byrd",69,25.4,77837,85,"AverageDistanceafterGoingforitShot",2015
111,111,"Bo Van Pelt",81,25.4,92308,101,"AverageDistanceafterGoingforitShot",2015
113,113,"Charlie Beljan",76,25.5,116606,127,"AverageDistanceafterGoingforitShot",2015
113,113,"Derek Ernst",75,25.5,120975,132,"AverageDistanceafterGoingforitShot",2015
113,113,"Justin Leonard",61,25.5,31212,34,"AverageDistanceafterGoingforitShot",2015
113,113,"Ryan Moore",81,25.5,92784,101,"AverageDistanceafterGoingforitShot",2015
113,113,"Heath Slocum",57,25.5,44976,49,"AverageDistanceafterGoingforitShot",2015
118,118,"David Lingmerth",90,25.6,111706,121,"AverageDistanceafterGoingforitShot",2015
118,118,"John Peterson",84,25.6,143093,155,"AverageDistanceafterGoingforitShot",2015
118,118,"Steve Wheatcroft",87,25.6,118743,129,"AverageDistanceafterGoingforitShot",2015
121,121,"Brandt Snedeker",98,25.7,111939,121,"AverageDistanceafterGoingforitShot",2015
122,122,"Jason Bohn",95,25.8,107903,116,"AverageDistanceafterGoingforitShot",2015
122,122,"Fabian Gomez",83,25.8,91831,99,"AverageDistanceafterGoingforitShot",2015
122,122,"Scott Piercy",90,25.8,152403,164,"AverageDistanceafterGoingforitShot",2015
125,125,"Phil Mickelson",70,25.9,121386,130,"AverageDistanceafterGoingforitShot",2015
125,125,"Kyle Reifers",96,25.9,128550,138,"AverageDistanceafterGoingforitShot",2015
125,125,"Brendon Todd",96,25.9,89561,96,"AverageDistanceafterGoingforitShot",2015
128,128,"Mark Hubbard",79,26,91795,98,"AverageDistanceafterGoingforitShot",2015
128,128,"Scott Langley",94,26,102199,109,"AverageDistanceafterGoingforitShot",2015
130,130,"Zac Blair",108,26.1,95940,102,"AverageDistanceafterGoingforitShot",2015
130,130,"Chesson Hadley",101,26.1,169405,180,"AverageDistanceafterGoingforitShot",2015
130,130,"Jerry Kelly",79,26.1,88371,94,"AverageDistanceafterGoingforitShot",2015
130,130,"Bryce Molder",91,26.1,74192,79,"AverageDistanceafterGoingforitShot",2015
134,134,"Hunter Mahan",88,26.2,141522,150,"AverageDistanceafterGoingforitShot",2015
134,134,"Charl Schwartzel",67,26.2,94390,100,"AverageDistanceafterGoingforitShot",2015
136,136,"Ricky Barnes",82,26.3,99538,105,"AverageDistanceafterGoingforitShot",2015
136,136,"William McGirt",103,26.3,114363,121,"AverageDistanceafterGoingforitShot",2015
136,136,"Francesco Molinari",56,26.3,59621,63,"AverageDistanceafterGoingforitShot",2015
136,136,"DA Points",72,26.3,80528,85,"AverageDistanceafterGoingforitShot",2015
140,140,"Gonzalo Fdez Castano",81,26.4,125644,132,"AverageDistanceafterGoingforitShot",2015
140,140,"Rickie Fowler",76,26.4,114877,121,"AverageDistanceafterGoingforitShot",2015
140,140,"Matt Kuchar",97,26.4,148329,156,"AverageDistanceafterGoingforitShot",2015
140,140,"Chris Stroud",84,26.4,106487,112,"AverageDistanceafterGoingforitShot",2015
140,140,"Nicholas Thompson",90,26.4,84705,89,"AverageDistanceafterGoingforitShot",2015
145,145,"Sean OHair",86,26.5,164340,172,"AverageDistanceafterGoingforitShot",2015
145,145,"SJ Park",79,26.5,86933,91,"AverageDistanceafterGoingforitShot",2015
147,147,"Jon Curran",83,26.6,49807,52,"AverageDistanceafterGoingforitShot",2015
147,147,"Ryo Ishikawa",90,26.6,130963,137,"AverageDistanceafterGoingforitShot",2015
147,147,"Andres Romero",69,26.6,116828,122,"AverageDistanceafterGoingforitShot",2015
150,150,"Luke Guthrie",84,26.8,102320,106,"AverageDistanceafterGoingforitShot",2015
150,150,"Billy Hurley III",83,26.8,62673,65,"AverageDistanceafterGoingforitShot",2015
150,150,"Kevin Streelman",95,26.8,160227,166,"AverageDistanceafterGoingforitShot",2015
153,153,"David Hearn",97,26.9,101655,105,"AverageDistanceafterGoingforitShot",2015
154,154,"Sangmoon Bae",98,27,164308,169,"AverageDistanceafterGoingforitShot",2015
154,154,"Jeff Overton",94,27,126483,130,"AverageDistanceafterGoingforitShot",2015
156,156,"Kevin Kisner",104,27.1,165793,170,"AverageDistanceafterGoingforitShot",2015
156,156,"Cameron Tringale",96,27.1,124912,128,"AverageDistanceafterGoingforitShot",2015
158,158,"Eric Axley",57,27.2,63641,65,"AverageDistanceafterGoingforitShot",2015
158,158,"Matt Every",73,27.2,104623,107,"AverageDistanceafterGoingforitShot",2015
158,158,"Padraig Harrington",60,27.2,86134,88,"AverageDistanceafterGoingforitShot",2015
158,158,"Robert Streb",110,27.2,189256,193,"AverageDistanceafterGoingforitShot",2015
162,162,"Billy Horschel",99,27.3,169795,173,"AverageDistanceafterGoingforitShot",2015
163,163,"Zach Johnson",90,27.5,107898,109,"AverageDistanceafterGoingforitShot",2015
164,164,"Greg Owen",58,27.6,65559,66,"AverageDistanceafterGoingforitShot",2015
164,164,"Jim Renner",68,27.6,90341,91,"AverageDistanceafterGoingforitShot",2015
166,166,"Pat Perez",96,27.7,136560,137,"AverageDistanceafterGoingforitShot",2015
167,167,"Jamie Donaldson",50,27.8,54063,54,"AverageDistanceafterGoingforitShot",2015
168,168,"Robert Garrigus",70,27.9,120326,120,"AverageDistanceafterGoingforitShot",2015
168,168,"Geoff Ogilvy",50,27.9,87281,87,"AverageDistanceafterGoingforitShot",2015
168,168,"Mark Wilson",89,27.9,96470,96,"AverageDistanceafterGoingforitShot",2015
171,171,"Morgan Hoffmann",85,28,165343,164,"AverageDistanceafterGoingforitShot",2015
172,172,"Ernie Els",57,28.1,90115,89,"AverageDistanceafterGoingforitShot",2015
173,173,"John Huh",102,28.3,159132,156,"AverageDistanceafterGoingforitShot",2015
173,173,"Byron Smith",59,28.3,78451,77,"AverageDistanceafterGoingforitShot",2015
175,175,"Bill Lunde",50,28.5,62675,61,"AverageDistanceafterGoingforitShot",2015
176,176,"Seung Yul Noh",65,28.7,105313,102,"AverageDistanceafterGoingforitShot",2015
177,177,"Kevin Na",98,28.8,113160,109,"AverageDistanceafterGoingforitShot",2015
178,178,"Whee Kim",71,28.9,80058,77,"AverageDistanceafterGoingforitShot",2015
179,179,"Brian Davis",86,29.2,93649,89,"AverageDistanceafterGoingforitShot",2015
180,180,"Ben Crane",62,29.9,48385,45,"AverageDistanceafterGoingforitShot",2015
180,180,"David Toms",62,29.9,50648,47,"AverageDistanceafterGoingforitShot",2015
182,182,"Greg Chalmers",58,30.9,54465,49,"AverageDistanceafterGoingforitShot",2015
183,183,"Tyrone Van Aswegen",58,31.1,67130,60,"AverageDistanceafterGoingforitShot",2015
184,184,"Lee Westwood",56,31.2,70820,63,"AverageDistanceafterGoingforitShot",2015
