"BirdieorBetterPercentageRightRough_RANKTHISWEEK_2007","BirdieorBetterPercentageRightRough_RANKLASTWEEK_2007","BirdieorBetterPercentageRightRough_PLAYERNAME_2007","BirdieorBetterPercentageRightRough_ROUNDS_2007","BirdieorBetterPercentageRightRough_Pct_2007","BirdieorBetterPercentageRightRough_TOTALBIRDIES_2007","BirdieorBetterPercentageRightRough_TOTALHOLES_2007","stat_name","year"
69,69,"Sean OHair",98,15.22,21,138,"BirdieorBetterPercentageRightRough",2007
70,70,"Vijay Singh",102,15.2,26,171,"BirdieorBetterPercentageRightRough",2007
71,71,"Charles Warren",101,15.18,17,112,"BirdieorBetterPercentageRightRough",2007
72,72,"Dicky Pride",71,15.13,18,119,"BirdieorBetterPercentageRightRough",2007
73,73,"Ryuji Imada",104,15.12,26,172,"BirdieorBetterPercentageRightRough",2007
74,74,"Steve Marino",106,15.08,30,199,"BirdieorBetterPercentageRightRough",2007
75,75,"Gavin Coles",87,15.04,17,113,"BirdieorBetterPercentageRightRough",2007
76,76,"Johnson Wagner",97,15,24,160,"BirdieorBetterPercentageRightRough",2007
77,77,"Cameron Beckman",96,14.96,19,127,"BirdieorBetterPercentageRightRough",2007
78,78,"Glen Day",85,14.95,16,107,"BirdieorBetterPercentageRightRough",2007
78,78,"Paul Gow",70,14.95,16,107,"BirdieorBetterPercentageRightRough",2007
80,80,"Jeff Sluman",60,14.93,10,67,"BirdieorBetterPercentageRightRough",2007
81,81,"Arron Oberholser",69,14.89,14,94,"BirdieorBetterPercentageRightRough",2007
82,82,"Steve Flesch",100,14.86,22,148,"BirdieorBetterPercentageRightRough",2007
83,83,"Brian Davis",101,14.84,19,128,"BirdieorBetterPercentageRightRough",2007
84,84,"Chris Couch",76,14.77,22,149,"BirdieorBetterPercentageRightRough",2007
85,85,"Jeff Maggert",79,14.73,19,129,"BirdieorBetterPercentageRightRough",2007
86,86,"Robert Gamez",88,14.69,21,143,"BirdieorBetterPercentageRightRough",2007
87,87,"Steve Wheatcroft",73,14.68,16,109,"BirdieorBetterPercentageRightRough",2007
88,88,"Cliff Kresge",107,14.67,22,150,"BirdieorBetterPercentageRightRough",2007
88,88,"Chris Tidland",59,14.67,11,75,"BirdieorBetterPercentageRightRough",2007
90,90,"John Mallinger",96,14.63,24,164,"BirdieorBetterPercentageRightRough",2007
91,91,"Kevin Na",84,14.58,21,144,"BirdieorBetterPercentageRightRough",2007
91,91,"Tag Ridings",52,14.58,14,96,"BirdieorBetterPercentageRightRough",2007
93,93,"Sergio Garcia",68,14.56,15,103,"BirdieorBetterPercentageRightRough",2007
93,93,"Charles Howell III",89,14.56,23,158,"BirdieorBetterPercentageRightRough",2007
95,95,"Craig Lile",77,14.48,21,145,"BirdieorBetterPercentageRightRough",2007
96,96,"Craig Bowden",78,14.43,14,97,"BirdieorBetterPercentageRightRough",2007
97,97,"Bart Bryant",87,14.41,17,118,"BirdieorBetterPercentageRightRough",2007
98,98,"Matt Hendrix",63,14.29,13,91,"BirdieorBetterPercentageRightRough",2007
98,98,"Tim Herron",98,14.29,25,175,"BirdieorBetterPercentageRightRough",2007
98,98,"Bo Van Pelt",104,14.29,25,175,"BirdieorBetterPercentageRightRough",2007
101,101,"DJ Trahan",99,14.19,22,155,"BirdieorBetterPercentageRightRough",2007
102,102,"Tom Pernice Jr",104,14.17,18,127,"BirdieorBetterPercentageRightRough",2007
103,103,"Bob Heintz",85,14.15,15,106,"BirdieorBetterPercentageRightRough",2007
104,104,"John Senden",97,14.09,21,149,"BirdieorBetterPercentageRightRough",2007
105,105,"Marco Dawson",73,14.07,19,135,"BirdieorBetterPercentageRightRough",2007
106,106,"Scott Gutschewski",67,14.06,18,128,"BirdieorBetterPercentageRightRough",2007
106,106,"Heath Slocum",101,14.06,18,128,"BirdieorBetterPercentageRightRough",2007
108,108,"Stephen Leaney",82,14.04,16,114,"BirdieorBetterPercentageRightRough",2007
109,109,"Scott Verplank",82,13.98,13,93,"BirdieorBetterPercentageRightRough",2007
110,110,"Ryan Moore",92,13.95,18,129,"BirdieorBetterPercentageRightRough",2007
111,111,"Ryan Palmer",91,13.91,21,151,"BirdieorBetterPercentageRightRough",2007
111,111,"Brandt Snedeker",105,13.91,21,151,"BirdieorBetterPercentageRightRough",2007
113,113,"Will Ma Kenzie",100,13.9,26,187,"BirdieorBetterPercentageRightRough",2007
114,114,"Michael Boyd",61,13.85,9,65,"BirdieorBetterPercentageRightRough",2007
114,114,"Frank Lickliter II",95,13.85,18,130,"BirdieorBetterPercentageRightRough",2007
116,116,"Rich Barcelo",80,13.79,24,174,"BirdieorBetterPercentageRightRough",2007
116,116,"Trevor Immelman",74,13.79,12,87,"BirdieorBetterPercentageRightRough",2007
118,118,"Bill Haas",93,13.75,22,160,"BirdieorBetterPercentageRightRough",2007
119,119,"Jarrod Lyle",77,13.64,18,132,"BirdieorBetterPercentageRightRough",2007
120,120,"Jim Furyk",84,13.59,14,103,"BirdieorBetterPercentageRightRough",2007
121,121,"Charlie Wi",90,13.53,18,133,"BirdieorBetterPercentageRightRough",2007
122,122,"JP Hayes",89,13.46,21,156,"BirdieorBetterPercentageRightRough",2007
123,123,"Justin Leonard",95,13.39,17,127,"BirdieorBetterPercentageRightRough",2007
124,124,"Boo Weekley",101,13.29,19,143,"BirdieorBetterPercentageRightRough",2007
125,125,"Michael Allen",74,13.27,15,113,"BirdieorBetterPercentageRightRough",2007
126,126,"Brian Gay",107,13.24,18,136,"BirdieorBetterPercentageRightRough",2007
127,127,"Rocco Mediate",72,13.21,14,106,"BirdieorBetterPercentageRightRough",2007
128,128,"Mathew Goggin",97,13.07,20,153,"BirdieorBetterPercentageRightRough",2007
129,129,"Joe Durant",88,12.96,14,108,"BirdieorBetterPercentageRightRough",2007
130,130,"JJ Henry",86,12.93,15,116,"BirdieorBetterPercentageRightRough",2007
131,131,"Steve Elkington",87,12.77,12,94,"BirdieorBetterPercentageRightRough",2007
132,132,"Jaco Van Zyl",51,12.7,8,63,"BirdieorBetterPercentageRightRough",2007
133,133,"Kevin Sutherland",85,12.6,16,127,"BirdieorBetterPercentageRightRough",2007
134,134,"Brendon de Jonge",76,12.5,16,128,"BirdieorBetterPercentageRightRough",2007
134,134,"Kent Jones",97,12.5,16,128,"BirdieorBetterPercentageRightRough",2007
134,134,"Parker McLachlin",83,12.5,22,176,"BirdieorBetterPercentageRightRough",2007
134,134,"Nick OHern",72,12.5,8,64,"BirdieorBetterPercentageRightRough",2007
138,138,"Billy Andrade",88,12.34,19,154,"BirdieorBetterPercentageRightRough",2007
139,139,"Ian Poulter",63,12.33,9,73,"BirdieorBetterPercentageRightRough",2007
140,140,"Michael Putnam",96,12.32,17,138,"BirdieorBetterPercentageRightRough",2007
141,141,"Kirk Triplett",77,12.12,12,99,"BirdieorBetterPercentageRightRough",2007
142,142,"Rory Sabbatini",81,12.08,18,149,"BirdieorBetterPercentageRightRough",2007
143,143,"Stephen Ames",81,12.07,14,116,"BirdieorBetterPercentageRightRough",2007
144,144,"Chris Stroud",66,11.97,14,117,"BirdieorBetterPercentageRightRough",2007
145,145,"Mathias Gronberg",95,11.95,19,159,"BirdieorBetterPercentageRightRough",2007
146,146,"Jason Schultz",63,11.93,13,109,"BirdieorBetterPercentageRightRough",2007
147,147,"John Rollins",102,11.84,18,152,"BirdieorBetterPercentageRightRough",2007
148,148,"Corey Pavin",81,11.82,13,110,"BirdieorBetterPercentageRightRough",2007
149,149,"Briny Baird",115,11.66,19,163,"BirdieorBetterPercentageRightRough",2007
150,150,"Craig Kanada",109,11.64,17,146,"BirdieorBetterPercentageRightRough",2007
151,151,"Steve Stricker",81,11.61,13,112,"BirdieorBetterPercentageRightRough",2007
152,152,"Greg Owen",81,11.59,16,138,"BirdieorBetterPercentageRightRough",2007
153,153,"Jeff Brehaut",59,11.54,9,78,"BirdieorBetterPercentageRightRough",2007
153,153,"Camilo Villegas",82,11.54,18,156,"BirdieorBetterPercentageRightRough",2007
153,153,"Mike Weir",82,11.54,12,104,"BirdieorBetterPercentageRightRough",2007
156,156,"Jason Gore",86,11.38,14,123,"BirdieorBetterPercentageRightRough",2007
156,156,"Nick Watney",87,11.38,14,123,"BirdieorBetterPercentageRightRough",2007
158,158,"Lee Janzen",66,11.36,10,88,"BirdieorBetterPercentageRightRough",2007
159,159,"Retief Goosen",50,11.27,8,71,"BirdieorBetterPercentageRightRough",2007
160,160,"Michael Sim",52,11.25,9,80,"BirdieorBetterPercentageRightRough",2007
161,161,"Nathan Green",103,11.19,15,134,"BirdieorBetterPercentageRightRough",2007
162,162,"Anders Hansen",55,11.11,6,54,"BirdieorBetterPercentageRightRough",2007
162,162,"Freddie Jacobson",70,11.11,14,126,"BirdieorBetterPercentageRightRough",2007
162,162,"Rod Pampling",92,11.11,15,135,"BirdieorBetterPercentageRightRough",2007
162,162,"Henrik Stenson",52,11.11,8,72,"BirdieorBetterPercentageRightRough",2007
162,162,"Jay Williamson",50,11.11,8,72,"BirdieorBetterPercentageRightRough",2007
167,167,"Kyle Reifers",71,10.83,13,120,"BirdieorBetterPercentageRightRough",2007
168,168,"Daisuke Maruyama",86,10.53,14,133,"BirdieorBetterPercentageRightRough",2007
169,169,"Woody Austin",95,10.5,19,181,"BirdieorBetterPercentageRightRough",2007
170,170,"Ryan Armour",107,10.43,17,163,"BirdieorBetterPercentageRightRough",2007
171,171,"Brett Quigley",79,10.16,13,128,"BirdieorBetterPercentageRightRough",2007
172,172,"Darron Stiles",65,10.14,7,69,"BirdieorBetterPercentageRightRough",2007
173,173,"Dean Wilson",92,9.92,12,121,"BirdieorBetterPercentageRightRough",2007
174,174,"Mark Brooks",53,9.76,4,41,"BirdieorBetterPercentageRightRough",2007
175,175,"Mark Wilson",87,9.48,11,116,"BirdieorBetterPercentageRightRough",2007
176,176,"Tom Byrum",50,9.09,6,66,"BirdieorBetterPercentageRightRough",2007
176,176,"Paul Goydos",60,9.09,7,77,"BirdieorBetterPercentageRightRough",2007
178,178,"Jim Rutledge",59,8.96,6,67,"BirdieorBetterPercentageRightRough",2007
179,179,"Todd Hamilton",76,8.87,11,124,"BirdieorBetterPercentageRightRough",2007
179,179,"Matt Kuchar",85,8.87,11,124,"BirdieorBetterPercentageRightRough",2007
181,181,"Chad Campbell",96,8.8,11,125,"BirdieorBetterPercentageRightRough",2007
182,182,"Tim Clark",66,8.7,6,69,"BirdieorBetterPercentageRightRough",2007
183,183,"Jeff Gove",103,8.67,13,150,"BirdieorBetterPercentageRightRough",2007
184,184,"Shaun Micheel",91,8.57,9,105,"BirdieorBetterPercentageRightRough",2007
185,185,"Tom Lehman",62,8.2,5,61,"BirdieorBetterPercentageRightRough",2007
186,186,"Chris Riley",59,8.14,7,86,"BirdieorBetterPercentageRightRough",2007
187,187,"Doug LaBelle II",104,8.04,9,112,"BirdieorBetterPercentageRightRough",2007
188,188,"Ben Curtis",80,8,8,100,"BirdieorBetterPercentageRightRough",2007
189,189,"Jose Coceres",50,7.84,4,51,"BirdieorBetterPercentageRightRough",2007
190,190,"Jason Bohn",57,7.53,7,93,"BirdieorBetterPercentageRightRough",2007
191,191,"Zach Johnson",76,7.5,6,80,"BirdieorBetterPercentageRightRough",2007
192,192,"Richard Johnson",93,7.24,11,152,"BirdieorBetterPercentageRightRough",2007
193,193,"Luke Donald",69,7.04,5,71,"BirdieorBetterPercentageRightRough",2007
194,194,"Chris DiMarco",79,7,7,100,"BirdieorBetterPercentageRightRough",2007
195,195,"Fred Funk",65,5.17,3,58,"BirdieorBetterPercentageRightRough",2007
196,196,"Tripp Isenhour",86,4.27,5,117,"BirdieorBetterPercentageRightRough",2007
