"FinalRoundScoringAverage_RANKTHISWEEK_2014","FinalRoundScoringAverage_RANKLASTWEEK_2014","FinalRoundScoringAverage_PLAYERNAME_2014","FinalRoundScoringAverage__2014","FinalRoundScoringAverage_AVG_2014","FinalRoundScoringAverage_TOTALSTROKES_2014","FinalRoundScoringAverage_TOTALROUNDS_2014","stat_name","year"
77,77,"Bill Haas",NA,70.65,1837,26,"FinalRoundScoringAverage",2014
78,78,"Ryan Moore",NA,70.68,1343,19,"FinalRoundScoringAverage",2014
79,79,"Ken Duke",NA,70.69,919,13,"FinalRoundScoringAverage",2014
79,79,"Justin Rose",NA,70.69,1131,16,"FinalRoundScoringAverage",2014
81,81,"David Hearn",NA,70.7,1414,20,"FinalRoundScoringAverage",2014
82,82,"Hideki Matsuyama",NA,70.72,1273,18,"FinalRoundScoringAverage",2014
83,83,"Bryce Molder",NA,70.77,920,13,"FinalRoundScoringAverage",2014
83,83,"Shawn Stefani",NA,70.77,920,13,"FinalRoundScoringAverage",2014
85,85,"Chad Collins",NA,70.78,637,9,"FinalRoundScoringAverage",2014
86,86,"Wes Roach",NA,70.8,708,10,"FinalRoundScoringAverage",2014
87,87,"Daniel Summerhays",NA,70.82,1558,22,"FinalRoundScoringAverage",2014
88,88,"Luke Donald",NA,70.83,850,12,"FinalRoundScoringAverage",2014
88,88,"Scott Langley",NA,70.83,1275,18,"FinalRoundScoringAverage",2014
88,88,"Jeff Maggert",NA,70.83,425,6,"FinalRoundScoringAverage",2014
88,88,"Hunter Mahan",NA,70.83,1275,18,"FinalRoundScoringAverage",2014
88,88,"Troy Matteson",NA,70.83,425,6,"FinalRoundScoringAverage",2014
93,93,"Jason Kokrak",NA,70.85,921,13,"FinalRoundScoringAverage",2014
94,94,"Andrew Svoboda",NA,70.86,992,14,"FinalRoundScoringAverage",2014
95,95,"Scott Stallings",NA,70.91,780,11,"FinalRoundScoringAverage",2014
96,96,"Boo Weekley",NA,70.93,993,14,"FinalRoundScoringAverage",2014
97,97,"Ricky Barnes",NA,70.94,1206,17,"FinalRoundScoringAverage",2014
97,97,"Scott Brown",NA,70.94,1277,18,"FinalRoundScoringAverage",2014
99,99,"Justin Hicks",NA,70.95,1419,20,"FinalRoundScoringAverage",2014
100,100,"Matt Every",NA,71,1136,16,"FinalRoundScoringAverage",2014
100,100,"Brice Garnett",NA,71,1065,15,"FinalRoundScoringAverage",2014
100,100,"Michael Putnam",NA,71,1562,22,"FinalRoundScoringAverage",2014
100,100,"Mark Wilson",NA,71,497,7,"FinalRoundScoringAverage",2014
104,104,"Russell Henley",NA,71.06,1208,17,"FinalRoundScoringAverage",2014
104,104,"Bo Van Pelt",NA,71.06,1137,16,"FinalRoundScoringAverage",2014
106,106,"Nicholas Thompson",NA,71.09,782,11,"FinalRoundScoringAverage",2014
106,106,"YE Yang",NA,71.09,782,11,"FinalRoundScoringAverage",2014
108,108,"Ted Potter Jr",NA,71.11,640,9,"FinalRoundScoringAverage",2014
109,109,"Cameron Tringale",NA,71.13,1707,24,"FinalRoundScoringAverage",2014
109,109,"Will Wilcox",NA,71.13,569,8,"FinalRoundScoringAverage",2014
111,111,"Andres Romero",NA,71.14,996,14,"FinalRoundScoringAverage",2014
112,112,"Ryan Palmer",NA,71.16,1352,19,"FinalRoundScoringAverage",2014
113,113,"Jason Dufner",NA,71.17,854,12,"FinalRoundScoringAverage",2014
113,113,"Freddie Jacobson",NA,71.17,1281,18,"FinalRoundScoringAverage",2014
113,113,"John Peterson",NA,71.17,427,6,"FinalRoundScoringAverage",2014
116,116,"JJ Henry",NA,71.18,1210,17,"FinalRoundScoringAverage",2014
116,116,"Gary Woodland",NA,71.18,1566,22,"FinalRoundScoringAverage",2014
118,118,"Bud Cauley",NA,71.22,641,9,"FinalRoundScoringAverage",2014
118,118,"Spencer Levin",NA,71.22,641,9,"FinalRoundScoringAverage",2014
120,120,"Ben Curtis",NA,71.23,926,13,"FinalRoundScoringAverage",2014
120,120,"Nick Watney",NA,71.23,926,13,"FinalRoundScoringAverage",2014
122,122,"Trevor Immelman",NA,71.25,855,12,"FinalRoundScoringAverage",2014
122,122,"Kevin Streelman",NA,71.25,1140,16,"FinalRoundScoringAverage",2014
124,124,"Seung Yul Noh",NA,71.26,1354,19,"FinalRoundScoringAverage",2014
124,124,"Brandt Snedeker",NA,71.26,1354,19,"FinalRoundScoringAverage",2014
126,126,"Robert Garrigus",NA,71.27,1069,15,"FinalRoundScoringAverage",2014
127,127,"Derek Ernst",NA,71.3,713,10,"FinalRoundScoringAverage",2014
128,128,"Richard Lee",NA,71.38,928,13,"FinalRoundScoringAverage",2014
129,129,"Robert Streb",NA,71.4,1071,15,"FinalRoundScoringAverage",2014
130,130,"Matt Jones",NA,71.44,1143,16,"FinalRoundScoringAverage",2014
130,130,"Louis Oosthuizen",NA,71.44,643,9,"FinalRoundScoringAverage",2014
132,132,"Kevin Stadler",NA,71.45,1429,20,"FinalRoundScoringAverage",2014
133,133,"Gonzalo Fdez Castano",NA,71.47,1215,17,"FinalRoundScoringAverage",2014
134,134,"Tommy Gainey",NA,71.5,715,10,"FinalRoundScoringAverage",2014
135,135,"Geoff Ogilvy",NA,71.54,930,13,"FinalRoundScoringAverage",2014
136,136,"Stewart Cink",NA,71.6,1432,20,"FinalRoundScoringAverage",2014
136,136,"Martin Flores",NA,71.6,1074,15,"FinalRoundScoringAverage",2014
138,138,"Brendon de Jonge",NA,71.61,1647,23,"FinalRoundScoringAverage",2014
138,138,"Morgan Hoffmann",NA,71.61,1289,18,"FinalRoundScoringAverage",2014
140,140,"Josh Teater",NA,71.63,1146,16,"FinalRoundScoringAverage",2014
141,141,"Greg Chalmers",NA,71.64,1003,14,"FinalRoundScoringAverage",2014
141,141,"Brian Gay",NA,71.64,1003,14,"FinalRoundScoringAverage",2014
143,143,"Kevin Tway",NA,71.71,502,7,"FinalRoundScoringAverage",2014
144,144,"Michael Thompson",NA,71.73,1076,15,"FinalRoundScoringAverage",2014
145,145,"Martin Laird",NA,71.75,861,12,"FinalRoundScoringAverage",2014
145,145,"Ian Poulter",NA,71.75,861,12,"FinalRoundScoringAverage",2014
147,147,"John Merrick",NA,71.76,1220,17,"FinalRoundScoringAverage",2014
148,148,"David Lingmerth",NA,71.77,933,13,"FinalRoundScoringAverage",2014
149,149,"Andrew Loupe",NA,71.78,646,9,"FinalRoundScoringAverage",2014
150,150,"Justin Leonard",NA,71.8,1077,15,"FinalRoundScoringAverage",2014
151,151,"Chesson Hadley",NA,71.83,862,12,"FinalRoundScoringAverage",2014
152,152,"Jonathan Byrd",NA,71.92,935,13,"FinalRoundScoringAverage",2014
153,153,"James Driscoll",NA,72,792,11,"FinalRoundScoringAverage",2014
153,153,"Martin Kaymer",NA,72,1008,14,"FinalRoundScoringAverage",2014
153,153,"Jhonattan Vegas",NA,72,1080,15,"FinalRoundScoringAverage",2014
156,156,"Pat Perez",NA,72.06,1225,17,"FinalRoundScoringAverage",2014
157,157,"Davis Love III",NA,72.07,1009,14,"FinalRoundScoringAverage",2014
158,158,"Sean OHair",NA,72.08,937,13,"FinalRoundScoringAverage",2014
159,159,"Vijay Singh",NA,72.13,1154,16,"FinalRoundScoringAverage",2014
160,160,"Jim Renner",NA,72.17,433,6,"FinalRoundScoringAverage",2014
161,161,"Tim Wilkinson",NA,72.19,1155,16,"FinalRoundScoringAverage",2014
162,162,"Rory Sabbatini",NA,72.21,1011,14,"FinalRoundScoringAverage",2014
163,163,"Woody Austin",NA,72.25,578,8,"FinalRoundScoringAverage",2014
164,164,"Retief Goosen",NA,72.26,1373,19,"FinalRoundScoringAverage",2014
165,165,"Ben Crane",NA,72.31,1157,16,"FinalRoundScoringAverage",2014
166,166,"Aaron Baddeley",NA,72.33,868,12,"FinalRoundScoringAverage",2014
167,167,"JB Holmes",NA,72.42,1376,19,"FinalRoundScoringAverage",2014
168,168,"Jamie Lovemark",NA,72.56,653,9,"FinalRoundScoringAverage",2014
169,169,"Lucas Glover",NA,72.57,508,7,"FinalRoundScoringAverage",2014
170,170,"Mike Weir",NA,72.63,581,8,"FinalRoundScoringAverage",2014
171,171,"DA Points",NA,72.64,799,11,"FinalRoundScoringAverage",2014
172,172,"DH Lee",NA,72.83,437,6,"FinalRoundScoringAverage",2014
173,173,"Kyle Stanley",NA,72.86,1020,14,"FinalRoundScoringAverage",2014
174,174,"Bronson La Cassie",NA,73,438,6,"FinalRoundScoringAverage",2014
175,175,"John Rollins",NA,73.17,878,12,"FinalRoundScoringAverage",2014
176,176,"Briny Baird",NA,73.38,587,8,"FinalRoundScoringAverage",2014
177,177,"Jim Herman",NA,74.33,669,9,"FinalRoundScoringAverage",2014
