"BirdieorBetterPercentageLess125_RANKTHISWEEK_2011","BirdieorBetterPercentageLess125_RANKLASTWEEK_2011","BirdieorBetterPercentageLess125_PLAYERNAME_2011","BirdieorBetterPercentageLess125_ROUNDS_2011","BirdieorBetterPercentageLess125_Pct_2011","BirdieorBetterPercentageLess125_TOTALBIRDIES_2011","BirdieorBetterPercentageLess125_TOTALHOLES_2011","stat_name","year"
82,82,"Arjun Atwal",91,22.74,68,299,"BirdieorBetterPercentageLess125",2011
83,83,"Jason Day",76,22.64,48,212,"BirdieorBetterPercentageLess125",2011
83,83,"Kevin Kisner",70,22.64,48,212,"BirdieorBetterPercentageLess125",2011
85,85,"Troy Matteson",91,22.62,83,367,"BirdieorBetterPercentageLess125",2011
86,86,"Lee Janzen",62,22.56,44,195,"BirdieorBetterPercentageLess125",2011
87,87,"Andres Gonzales",60,22.46,42,187,"BirdieorBetterPercentageLess125",2011
88,88,"Anthony Kim",72,22.45,55,245,"BirdieorBetterPercentageLess125",2011
89,89,"Kevin Na",84,22.31,54,242,"BirdieorBetterPercentageLess125",2011
90,90,"Tag Ridings",87,22.26,69,310,"BirdieorBetterPercentageLess125",2011
91,91,"Heath Slocum",89,22.19,67,302,"BirdieorBetterPercentageLess125",2011
92,92,"Dustin Johnson",72,22.17,51,230,"BirdieorBetterPercentageLess125",2011
93,93,"Matt McQuillan",59,22.03,39,177,"BirdieorBetterPercentageLess125",2011
94,94,"Ryuji Imada",83,22.01,59,268,"BirdieorBetterPercentageLess125",2011
95,95,"Robert Karlsson",61,21.94,34,155,"BirdieorBetterPercentageLess125",2011
96,96,"Alex Cejka",59,21.82,36,165,"BirdieorBetterPercentageLess125",2011
97,97,"Padraig Harrington",60,21.71,38,175,"BirdieorBetterPercentageLess125",2011
98,98,"Chris DiMarco",93,21.7,74,341,"BirdieorBetterPercentageLess125",2011
98,98,"Martin Laird",77,21.7,51,235,"BirdieorBetterPercentageLess125",2011
100,100,"Michael Thompson",79,21.62,56,259,"BirdieorBetterPercentageLess125",2011
101,101,"David Mathis",83,21.51,54,251,"BirdieorBetterPercentageLess125",2011
102,102,"Stephen Ames",69,21.5,46,214,"BirdieorBetterPercentageLess125",2011
102,102,"Sean OHair",71,21.5,46,214,"BirdieorBetterPercentageLess125",2011
104,104,"JB Holmes",57,21.49,52,242,"BirdieorBetterPercentageLess125",2011
105,105,"Chez Reavie",92,21.4,61,285,"BirdieorBetterPercentageLess125",2011
106,106,"Davis Love III",70,21.39,40,187,"BirdieorBetterPercentageLess125",2011
107,107,"Jeff Overton",92,21.34,67,314,"BirdieorBetterPercentageLess125",2011
108,108,"Marc Turnesa",54,21.3,36,169,"BirdieorBetterPercentageLess125",2011
109,109,"Vaughn Taylor",89,21.23,76,358,"BirdieorBetterPercentageLess125",2011
110,110,"Joe Durant",71,21.19,50,236,"BirdieorBetterPercentageLess125",2011
111,111,"Matt Jones",71,21.18,54,255,"BirdieorBetterPercentageLess125",2011
112,112,"Harrison Frazar",58,21.03,41,195,"BirdieorBetterPercentageLess125",2011
113,113,"Justin Leonard",82,20.95,62,296,"BirdieorBetterPercentageLess125",2011
114,114,"Steven Bowditch",86,20.94,76,363,"BirdieorBetterPercentageLess125",2011
115,115,"Kevin Stadler",88,20.93,63,301,"BirdieorBetterPercentageLess125",2011
116,116,"Stuart Appleby",65,20.83,50,240,"BirdieorBetterPercentageLess125",2011
117,117,"Rich Beem",53,20.81,36,173,"BirdieorBetterPercentageLess125",2011
118,118,"Jonathan Byrd",83,20.8,52,250,"BirdieorBetterPercentageLess125",2011
119,119,"Nate Smith",66,20.79,42,202,"BirdieorBetterPercentageLess125",2011
120,120,"Michael Connell",76,20.76,49,236,"BirdieorBetterPercentageLess125",2011
121,121,"Cameron Tringale",110,20.72,81,391,"BirdieorBetterPercentageLess125",2011
122,122,"Lucas Glover",74,20.67,37,179,"BirdieorBetterPercentageLess125",2011
123,123,"Matt Bettencourt",84,20.66,63,305,"BirdieorBetterPercentageLess125",2011
124,124,"JJ Henry",96,20.61,54,262,"BirdieorBetterPercentageLess125",2011
125,125,"Chad Campbell",99,20.59,63,306,"BirdieorBetterPercentageLess125",2011
126,126,"Roland Thatcher",67,20.56,51,248,"BirdieorBetterPercentageLess125",2011
127,127,"Colt Knost",80,20.47,52,254,"BirdieorBetterPercentageLess125",2011
128,128,"Scott McCarron",65,20.44,37,181,"BirdieorBetterPercentageLess125",2011
129,129,"YE Yang",63,20.42,29,142,"BirdieorBetterPercentageLess125",2011
130,130,"Alex Prugh",82,20.39,73,358,"BirdieorBetterPercentageLess125",2011
131,131,"Vijay Singh",79,20.35,58,285,"BirdieorBetterPercentageLess125",2011
132,132,"Hunter Haas",96,20.32,63,310,"BirdieorBetterPercentageLess125",2011
133,133,"William McGirt",103,20.28,72,355,"BirdieorBetterPercentageLess125",2011
134,134,"David Duval",67,20.24,51,252,"BirdieorBetterPercentageLess125",2011
134,134,"Adam Scott",60,20.24,34,168,"BirdieorBetterPercentageLess125",2011
136,136,"Tim Petrovic",88,20.21,58,287,"BirdieorBetterPercentageLess125",2011
137,137,"Tim Herron",85,20,63,315,"BirdieorBetterPercentageLess125",2011
137,137,"Brandt Jobe",100,20,61,305,"BirdieorBetterPercentageLess125",2011
137,137,"Sung Kang",63,20,39,195,"BirdieorBetterPercentageLess125",2011
137,137,"Jarrod Lyle",83,20,55,275,"BirdieorBetterPercentageLess125",2011
137,137,"Rod Pampling",72,20,41,205,"BirdieorBetterPercentageLess125",2011
142,142,"Bobby Gates",82,19.92,51,256,"BirdieorBetterPercentageLess125",2011
142,142,"Joe Ogilvie",75,19.92,53,266,"BirdieorBetterPercentageLess125",2011
144,144,"Josh Teater",104,19.8,79,399,"BirdieorBetterPercentageLess125",2011
145,145,"Keegan Bradley",91,19.74,61,309,"BirdieorBetterPercentageLess125",2011
146,146,"Chris Riley",76,19.7,53,269,"BirdieorBetterPercentageLess125",2011
147,147,"Steve Elkington",50,19.63,32,163,"BirdieorBetterPercentageLess125",2011
148,148,"Bio Kim",71,19.6,49,250,"BirdieorBetterPercentageLess125",2011
149,149,"Chris Stroud",88,19.53,66,338,"BirdieorBetterPercentageLess125",2011
150,150,"Kevin Chappell",78,19.44,49,252,"BirdieorBetterPercentageLess125",2011
151,151,"Justin Hicks",60,19.41,33,170,"BirdieorBetterPercentageLess125",2011
152,152,"Ricky Barnes",78,19.37,43,222,"BirdieorBetterPercentageLess125",2011
153,153,"Billy Horschel",75,19.07,49,257,"BirdieorBetterPercentageLess125",2011
154,154,"DA Points",89,18.99,49,258,"BirdieorBetterPercentageLess125",2011
155,155,"DJ Brigman",67,18.97,33,174,"BirdieorBetterPercentageLess125",2011
156,156,"Rocco Mediate",53,18.87,40,212,"BirdieorBetterPercentageLess125",2011
157,157,"Brendon de Jonge",105,18.79,62,330,"BirdieorBetterPercentageLess125",2011
158,158,"Richard Johnson",64,18.78,37,197,"BirdieorBetterPercentageLess125",2011
159,159,"John Merrick",71,18.69,40,214,"BirdieorBetterPercentageLess125",2011
160,160,"Gary Woodland",93,18.58,47,253,"BirdieorBetterPercentageLess125",2011
161,161,"Ryan Palmer",82,18.53,43,232,"BirdieorBetterPercentageLess125",2011
162,162,"Martin Piller",63,18.52,40,216,"BirdieorBetterPercentageLess125",2011
163,163,"Angel Cabrera",50,18.44,26,141,"BirdieorBetterPercentageLess125",2011
164,164,"John Senden",94,18.39,48,261,"BirdieorBetterPercentageLess125",2011
165,165,"Daniel Summerhays",75,18.18,42,231,"BirdieorBetterPercentageLess125",2011
166,166,"John Rollins",85,17.93,52,290,"BirdieorBetterPercentageLess125",2011
167,167,"DJ Trahan",91,17.86,60,336,"BirdieorBetterPercentageLess125",2011
168,168,"Nathan Green",81,17.83,41,230,"BirdieorBetterPercentageLess125",2011
169,169,"Jhonattan Vegas",84,17.82,49,275,"BirdieorBetterPercentageLess125",2011
170,170,"Derek Lamely",65,17.62,43,244,"BirdieorBetterPercentageLess125",2011
171,171,"Chris Couch",73,17.5,42,240,"BirdieorBetterPercentageLess125",2011
172,172,"Ernie Els",71,17.43,38,218,"BirdieorBetterPercentageLess125",2011
173,173,"Sergio Garcia",61,17.42,27,155,"BirdieorBetterPercentageLess125",2011
174,174,"Trevor Immelman",84,17.39,48,276,"BirdieorBetterPercentageLess125",2011
175,175,"Alexandre Rocha",65,17.16,29,169,"BirdieorBetterPercentageLess125",2011
176,176,"Joseph Bramlett",73,17.09,34,199,"BirdieorBetterPercentageLess125",2011
177,177,"Jim Renner",65,16.82,37,220,"BirdieorBetterPercentageLess125",2011
178,178,"Will Strickler",51,16.76,30,179,"BirdieorBetterPercentageLess125",2011
179,179,"Retief Goosen",50,16.67,23,138,"BirdieorBetterPercentageLess125",2011
179,179,"Troy Merritt",63,16.67,40,240,"BirdieorBetterPercentageLess125",2011
179,179,"Paul Stankowski",78,16.67,40,240,"BirdieorBetterPercentageLess125",2011
182,182,"Zack Miller",86,16.44,49,298,"BirdieorBetterPercentageLess125",2011
183,183,"Shaun Micheel",77,16.06,35,218,"BirdieorBetterPercentageLess125",2011
184,184,"Charl Schwartzel",58,15.75,20,127,"BirdieorBetterPercentageLess125",2011
185,185,"Scott Gutschewski",67,15.38,30,195,"BirdieorBetterPercentageLess125",2011
185,185,"Michael Putnam",67,15.38,30,195,"BirdieorBetterPercentageLess125",2011
