"PresidentsCupUnitedes_RANKTHISWEEK_2011","PresidentsCupUnitedes_RANKLASTWEEK_2011","PresidentsCupUnitedes_PLAYERNAME_2011","PresidentsCupUnitedes__2011","PresidentsCupUnitedes_POINTS_2011","stat_name","year"
46,46,"Tommy Gainey",NA,3847775,"PresidentsCupUnitedes",2011
47,47,"Chris Kirk",NA,3809734,"PresidentsCupUnitedes",2011
48,48,"Ricky Barnes",NA,3718728,"PresidentsCupUnitedes",2011
49,49,"Pat Perez",NA,3688157,"PresidentsCupUnitedes",2011
50,50,"Troy Matteson",NA,3667514,"PresidentsCupUnitedes",2011
51,51,"Stewart Cink",NA,3654086,"PresidentsCupUnitedes",2011
52,52,"Paul Goydos",NA,3573492,"PresidentsCupUnitedes",2011
53,53,"Brendan Steele",NA,3568544,"PresidentsCupUnitedes",2011
54,54,"Chad Campbell",NA,3560023,"PresidentsCupUnitedes",2011
55,55,"Davis Love III",NA,3495313,"PresidentsCupUnitedes",2011
56,56,"Bryce Molder",NA,3462310,"PresidentsCupUnitedes",2011
57,57,"John Rollins",NA,3354866,"PresidentsCupUnitedes",2011
58,58,"Jason Bohn",NA,3289866,"PresidentsCupUnitedes",2011
59,59,"Johnson Wagner",NA,3275411,"PresidentsCupUnitedes",2011
60,60,"Vaughn Taylor",NA,3274834,"PresidentsCupUnitedes",2011
61,61,"Kris Blanks",NA,3223123,"PresidentsCupUnitedes",2011
62,62,"Brandt Jobe",NA,3204076,"PresidentsCupUnitedes",2011
63,63,"Chris Stroud",NA,3181208,"PresidentsCupUnitedes",2011
64,64,"Scott Piercy",NA,3173018,"PresidentsCupUnitedes",2011
65,65,"Blake Adams",NA,3063170,"PresidentsCupUnitedes",2011
66,66,"Harrison Frazar",NA,3023987,"PresidentsCupUnitedes",2011
67,67,"DJ Trahan",NA,2976514,"PresidentsCupUnitedes",2011
68,68,"Kyle Stanley",NA,2903408,"PresidentsCupUnitedes",2011
69,69,"Kevin Stadler",NA,2874409,"PresidentsCupUnitedes",2011
70,70,"JJ Henry",NA,2862437,"PresidentsCupUnitedes",2011
71,71,"Cameron Tringale",NA,2824429,"PresidentsCupUnitedes",2011
72,72,"Tom Gillis",NA,2794440,"PresidentsCupUnitedes",2011
73,73,"Chris Couch",NA,2714978,"PresidentsCupUnitedes",2011
74,74,"Bill Lunde",NA,2559751,"PresidentsCupUnitedes",2011
75,75,"Justin Leonard",NA,2540007,"PresidentsCupUnitedes",2011
76,76,"Tim Petrovic",NA,2418039,"PresidentsCupUnitedes",2011
77,77,"Matt Bettencourt",NA,2239869,"PresidentsCupUnitedes",2011
78,78,"Josh Teater",NA,2224965,"PresidentsCupUnitedes",2011
79,79,"Kevin Chappell",NA,2203641,"PresidentsCupUnitedes",2011
80,80,"Joe Ogilvie",NA,2174463,"PresidentsCupUnitedes",2011
81,81,"Cameron Beckman",NA,2099157,"PresidentsCupUnitedes",2011
82,82,"Michael Bradley",NA,2069343,"PresidentsCupUnitedes",2011
83,83,"John Merrick",NA,2007751,"PresidentsCupUnitedes",2011
84,84,"Chris DiMarco",NA,1999811,"PresidentsCupUnitedes",2011
85,85,"Tim Herron",NA,1996681,"PresidentsCupUnitedes",2011
86,86,"Chris Riley",NA,1961774,"PresidentsCupUnitedes",2011
87,87,"Roland Thatcher",NA,1943576,"PresidentsCupUnitedes",2011
88,88,"Hunter Haas",NA,1852732,"PresidentsCupUnitedes",2011
89,89,"Bob Estes",NA,1838844,"PresidentsCupUnitedes",2011
90,90,"Alex Prugh",NA,1799546,"PresidentsCupUnitedes",2011
91,91,"James Driscoll",NA,1783404,"PresidentsCupUnitedes",2011
92,92,"Kevin Sutherland",NA,1776982,"PresidentsCupUnitedes",2011
93,93,"Billy Mayfair",NA,1767707,"PresidentsCupUnitedes",2011
94,94,"Tom Pernice Jr",NA,1731677,"PresidentsCupUnitedes",2011
95,95,"Dean Wilson",NA,1717183,"PresidentsCupUnitedes",2011
96,96,"Garrett Willis",NA,1706303,"PresidentsCupUnitedes",2011
97,97,"Ben Curtis",NA,1656590,"PresidentsCupUnitedes",2011
98,98,"David Duval",NA,1644772,"PresidentsCupUnitedes",2011
99,99,"Steve Flesch",NA,1597384,"PresidentsCupUnitedes",2011
100,100,"Kenny Perry",NA,1580989,"PresidentsCupUnitedes",2011
101,101,"Briny Baird",NA,1521063,"PresidentsCupUnitedes",2011
102,102,"Joe Durant",NA,1486195,"PresidentsCupUnitedes",2011
103,103,"Rocco Mediate",NA,1473737,"PresidentsCupUnitedes",2011
104,104,"Michael Connell",NA,1444383,"PresidentsCupUnitedes",2011
105,105,"Boo Weekley",NA,1418585,"PresidentsCupUnitedes",2011
106,106,"Shaun Micheel",NA,1418294,"PresidentsCupUnitedes",2011
107,107,"Woody Austin",NA,1385827,"PresidentsCupUnitedes",2011
108,108,"Scott McCarron",NA,1363681,"PresidentsCupUnitedes",2011
109,109,"Fred Couples",NA,1350507,"PresidentsCupUnitedes",2011
110,110,"Derek Lamely",NA,1298104,"PresidentsCupUnitedes",2011
111,111,"Michael Thompson",NA,1263728,"PresidentsCupUnitedes",2011
112,112,"Bobby Gates",NA,1231214,"PresidentsCupUnitedes",2011
113,113,"JP Hayes",NA,1213871,"PresidentsCupUnitedes",2011
114,114,"David Mathis",NA,1194242,"PresidentsCupUnitedes",2011
115,115,"Chad Collins",NA,1182980,"PresidentsCupUnitedes",2011
116,116,"Brett Wetterich",NA,1125680,"PresidentsCupUnitedes",2011
117,117,"John Mallinger",NA,1122632,"PresidentsCupUnitedes",2011
118,118,"Jeff Maggert",NA,1117875,"PresidentsCupUnitedes",2011
119,119,"Lee Janzen",NA,1092381,"PresidentsCupUnitedes",2011
120,120,"Paul Stankowski",NA,1057187,"PresidentsCupUnitedes",2011
121,121,"Troy Merritt",NA,1054082,"PresidentsCupUnitedes",2011
122,122,"Michael Allen",NA,995687,"PresidentsCupUnitedes",2011
123,123,"Corey Pavin",NA,986917,"PresidentsCupUnitedes",2011
124,124,"Kent Jones",NA,975737,"PresidentsCupUnitedes",2011
125,125,"Jeff Quinney",NA,935907,"PresidentsCupUnitedes",2011
126,126,"Will Ma Kenzie",NA,880470,"PresidentsCupUnitedes",2011
127,127,"Michael Letzig",NA,864185,"PresidentsCupUnitedes",2011
128,128,"William McGirt",NA,855920,"PresidentsCupUnitedes",2011
129,129,"Zack Miller",NA,836522,"PresidentsCupUnitedes",2011
130,130,"Chris Tidland",NA,834260,"PresidentsCupUnitedes",2011
131,131,"Michael Putnam",NA,820650,"PresidentsCupUnitedes",2011
132,132,"Charles Warren",NA,778259,"PresidentsCupUnitedes",2011
133,133,"Tom Lehman",NA,771621,"PresidentsCupUnitedes",2011
134,134,"Tag Ridings",NA,761734,"PresidentsCupUnitedes",2011
135,135,"Brett Quigley",NA,697690,"PresidentsCupUnitedes",2011
136,136,"Jim Renner",NA,685526,"PresidentsCupUnitedes",2011
137,137,"Bud Cauley",NA,662299,"PresidentsCupUnitedes",2011
138,138,"Daniel Summerhays",NA,603799,"PresidentsCupUnitedes",2011
139,139,"Billy Horschel",NA,595304,"PresidentsCupUnitedes",2011
140,140,"John Daly",NA,583438,"PresidentsCupUnitedes",2011
141,141,"Shane Bertsch",NA,574169,"PresidentsCupUnitedes",2011
142,142,"Colt Knost",NA,561134,"PresidentsCupUnitedes",2011
143,143,"Marc Turnesa",NA,560199,"PresidentsCupUnitedes",2011
144,144,"Jamie Lovemark",NA,554785,"PresidentsCupUnitedes",2011
145,145,"Justin Hicks",NA,553524,"PresidentsCupUnitedes",2011
146,146,"Ben Martin",NA,546318,"PresidentsCupUnitedes",2011
147,147,"Kirk Triplett",NA,507265,"PresidentsCupUnitedes",2011
148,148,"John Cook",NA,503200,"PresidentsCupUnitedes",2011
149,149,"Jay Williamson",NA,499737,"PresidentsCupUnitedes",2011
150,150,"Scott Gutschewski",NA,489271,"PresidentsCupUnitedes",2011
151,151,"Jeff Klauk",NA,474881,"PresidentsCupUnitedes",2011
152,152,"Rich Beem",NA,458679,"PresidentsCupUnitedes",2011
153,153,"Todd Hamilton",NA,389965,"PresidentsCupUnitedes",2011
154,154,"Ted Purdy",NA,387532,"PresidentsCupUnitedes",2011
155,155,"Jim Herman",NA,381666,"PresidentsCupUnitedes",2011
156,156,"DJ Brigman",NA,365207,"PresidentsCupUnitedes",2011
157,157,"Matt Weibring",NA,355348,"PresidentsCupUnitedes",2011
158,158,"Frank Lickliter II",NA,338692,"PresidentsCupUnitedes",2011
159,159,"Joseph Bramlett",NA,338008,"PresidentsCupUnitedes",2011
160,160,"Skip Kendall",NA,328319,"PresidentsCupUnitedes",2011
161,161,"Omar Uresti",NA,320153,"PresidentsCupUnitedes",2011
162,162,"Marco Dawson",NA,316973,"PresidentsCupUnitedes",2011
163,163,"Tom Watson",NA,293504,"PresidentsCupUnitedes",2011
164,164,"Craig Barlow",NA,283999,"PresidentsCupUnitedes",2011
165,165,"Glen Day",NA,261150,"PresidentsCupUnitedes",2011
166,166,"Martin Piller",NA,260316,"PresidentsCupUnitedes",2011
167,167,"Peter Tomasulo",NA,250134,"PresidentsCupUnitedes",2011
168,168,"Kevin Kisner",NA,234791,"PresidentsCupUnitedes",2011
169,169,"Nate Smith",NA,231542,"PresidentsCupUnitedes",2011
170,170,"Jason Gore",NA,202193,"PresidentsCupUnitedes",2011
171,171,"Mark Calcavecchia",NA,199616,"PresidentsCupUnitedes",2011
172,172,"Steve Lowery",NA,194247,"PresidentsCupUnitedes",2011
173,173,"Andres Gonzales",NA,191033,"PresidentsCupUnitedes",2011
174,174,"Dicky Pride",NA,168546,"PresidentsCupUnitedes",2011
175,175,"Robert Gamez",NA,164744,"PresidentsCupUnitedes",2011
176,176,"Will Strickler",NA,159866,"PresidentsCupUnitedes",2011
177,177,"Duffy Waldorf",NA,106363,"PresidentsCupUnitedes",2011
178,178,"Fran Quinn",NA,104289,"PresidentsCupUnitedes",2011
179,179,"Fred Funk",NA,101563,"PresidentsCupUnitedes",2011
180,180,"Robert Damron",NA,80986,"PresidentsCupUnitedes",2011
181,181,"Parker McLachlin",NA,79791,"PresidentsCupUnitedes",2011
182,182,"Brad Faxon",NA,76253,"PresidentsCupUnitedes",2011
183,183,"Guy Boros",NA,71177,"PresidentsCupUnitedes",2011
184,184,"John Huston",NA,69249,"PresidentsCupUnitedes",2011
185,185,"Greg Kraft",NA,66876,"PresidentsCupUnitedes",2011
186,186,"Mark Brooks",NA,61336,"PresidentsCupUnitedes",2011
187,187,"Jonathan Kaye",NA,60656,"PresidentsCupUnitedes",2011
188,188,"Scott Gordon",NA,56622,"PresidentsCupUnitedes",2011
189,189,"Carl Paulson",NA,39540,"PresidentsCupUnitedes",2011
190,190,"Joe Affrunti",NA,37674,"PresidentsCupUnitedes",2011
191,191,"Mark OMeara",NA,36480,"PresidentsCupUnitedes",2011
192,192,"Tom Byrum",NA,34228,"PresidentsCupUnitedes",2011
193,193,"Steve Pate",NA,31500,"PresidentsCupUnitedes",2011
194,194,"Jim Carter",NA,29285,"PresidentsCupUnitedes",2011
195,195,"John Morse",NA,28998,"PresidentsCupUnitedes",2011
196,196,"JL Lewis",NA,27072,"PresidentsCupUnitedes",2011
197,197,"Arron Oberholser",NA,26417,"PresidentsCupUnitedes",2011
198,198,"Eric Axley",NA,24124,"PresidentsCupUnitedes",2011
199,199,"Chris Smith",NA,23400,"PresidentsCupUnitedes",2011
200,200,"Brian Bateman",NA,22200,"PresidentsCupUnitedes",2011
200,200,"Len Mattiace",NA,22200,"PresidentsCupUnitedes",2011
202,202,"Michael Clark II",NA,21045,"PresidentsCupUnitedes",2011
203,203,"Tommy Armour III",NA,19572,"PresidentsCupUnitedes",2011
204,204,"Notah Begay III",NA,13380,"PresidentsCupUnitedes",2011
205,205,"Robin Freeman",NA,13062,"PresidentsCupUnitedes",2011
206,206,"Ernie Gonzalez",NA,10788,"PresidentsCupUnitedes",2011
207,207,"Paul Azinger",NA,9486,"PresidentsCupUnitedes",2011
208,208,"Spike McRoy",NA,6840,"PresidentsCupUnitedes",2011
209,209,"Jim Gallagher Jr",NA,6552,"PresidentsCupUnitedes",2011
210,210,"Willie Wood",NA,6540,"PresidentsCupUnitedes",2011
