"GoingfortheGreen_RANKTHISWEEK_2007","GoingfortheGreen_RANKLASTWEEK_2007","GoingfortheGreen_PLAYERNAME_2007","GoingfortheGreen_ROUNDS_2007","GoingfortheGreen_Pct_2007","GoingfortheGreen_ATTEMPTS_2007","GoingfortheGreen_NONATTEMPTS_2007","GoingfortheGreen_RTPGOINGFORTHEGREEN_2007","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2007","stat_name","year"
144,144,"Jose Maria Olazabal",52,42.86,60,80,-31,-12,"GoingfortheGreen",2007
145,145,"Bryce Molder",56,42.16,78,107,-32,-6,"GoingfortheGreen",2007
146,146,"David Toms",80,42.15,94,129,-50,-22,"GoingfortheGreen",2007
147,147,"Ben Curtis",80,42.13,99,136,-42,-6,"GoingfortheGreen",2007
148,148,"Jose Coceres",50,41.67,60,84,-29,3,"GoingfortheGreen",2007
149,149,"Robert Gamez",88,41.52,120,169,-57,-24,"GoingfortheGreen",2007
150,150,"Freddie Jacobson",70,41.47,107,151,-63,-25,"GoingfortheGreen",2007
151,151,"Zach Johnson",76,41.33,93,132,-48,-6,"GoingfortheGreen",2007
152,152,"Craig Lile",77,41.27,104,148,-45,-15,"GoingfortheGreen",2007
153,153,"Jeff Maggert",79,41.08,122,175,-63,-10,"GoingfortheGreen",2007
154,154,"Michael Sim",52,40.84,78,113,-41,-10,"GoingfortheGreen",2007
155,155,"Luke Donald",69,40.57,71,104,-39,-5,"GoingfortheGreen",2007
156,156,"Ryuji Imada",104,40.52,141,207,-85,-32,"GoingfortheGreen",2007
157,157,"Jim Furyk",84,40.08,97,145,-55,-30,"GoingfortheGreen",2007
158,158,"Darron Stiles",65,40,78,117,-52,-8,"GoingfortheGreen",2007
159,159,"John Mallinger",96,39.81,127,192,-71,-16,"GoingfortheGreen",2007
160,160,"Ian Poulter",63,39.73,58,88,-26,-17,"GoingfortheGreen",2007
161,161,"Shaun Micheel",91,38.89,105,165,-50,-7,"GoingfortheGreen",2007
162,162,"Brandt Snedeker",105,38.85,115,181,-68,-26,"GoingfortheGreen",2007
163,163,"Dean Wilson",92,38.81,111,175,-56,-9,"GoingfortheGreen",2007
164,164,"Jim Rutledge",59,38.76,69,109,-35,5,"GoingfortheGreen",2007
165,165,"Bob Heintz",85,38.66,104,165,-56,-7,"GoingfortheGreen",2007
166,166,"Mark Wilson",87,38.02,100,163,-55,-13,"GoingfortheGreen",2007
167,167,"Heath Slocum",101,37.92,124,203,-68,-45,"GoingfortheGreen",2007
168,168,"Lee Janzen",66,37.75,77,127,-43,-6,"GoingfortheGreen",2007
169,169,"Stephen Leaney",82,36.59,101,175,-51,-16,"GoingfortheGreen",2007
170,170,"Doug LaBelle II",104,36.31,118,207,-66,-18,"GoingfortheGreen",2007
171,171,"Tommy Armour III",81,36.23,96,169,-42,-15,"GoingfortheGreen",2007
172,172,"Steve Stricker",81,36,81,144,-55,-36,"GoingfortheGreen",2007
173,173,"Jeff Sluman",60,35.8,58,104,-29,-15,"GoingfortheGreen",2007
174,174,"Matt Kuchar",85,35.41,91,166,-60,-20,"GoingfortheGreen",2007
175,175,"Joey Sindelar",75,35.36,93,170,-52,-17,"GoingfortheGreen",2007
176,176,"Bob Estes",88,34.58,102,193,-62,-41,"GoingfortheGreen",2007
177,177,"Dicky Pride",71,34.51,78,148,-36,1,"GoingfortheGreen",2007
178,178,"Justin Leonard",95,34.49,99,188,-48,-9,"GoingfortheGreen",2007
179,179,"Glen Day",85,34.43,94,179,-38,-35,"GoingfortheGreen",2007
180,180,"Rocco Mediate",72,34.27,85,163,-32,-28,"GoingfortheGreen",2007
181,181,"Shigeki Maruyama",84,34.26,99,190,-56,-15,"GoingfortheGreen",2007
182,182,"Todd Hamilton",76,34.09,75,145,-45,4,"GoingfortheGreen",2007
183,183,"Kirk Triplett",77,33.95,92,179,-48,-18,"GoingfortheGreen",2007
184,184,"Chris Riley",59,33.16,65,131,-35,-23,"GoingfortheGreen",2007
185,185,"Tom Byrum",50,32.9,51,104,-30,-6,"GoingfortheGreen",2007
186,186,"Richard Johnson",93,32.21,96,202,-44,-19,"GoingfortheGreen",2007
187,187,"Craig Kanada",109,31.64,112,242,-54,-45,"GoingfortheGreen",2007
188,188,"Michael Boyd",61,31.37,64,140,-24,-13,"GoingfortheGreen",2007
189,189,"Paul Goydos",60,30.63,49,111,-25,-4,"GoingfortheGreen",2007
190,190,"Tim Clark",66,30.48,57,130,-31,-31,"GoingfortheGreen",2007
191,191,"Mark Brooks",53,29.14,44,107,-14,-7,"GoingfortheGreen",2007
192,192,"Fred Funk",65,27.47,50,132,-21,-30,"GoingfortheGreen",2007
193,193,"Craig Bowden",78,27,71,192,-35,-48,"GoingfortheGreen",2007
194,194,"Corey Pavin",81,25.74,70,202,-34,-36,"GoingfortheGreen",2007
195,195,"Gavin Coles",87,23.71,69,222,-28,-52,"GoingfortheGreen",2007
196,196,"Brian Gay",107,22.53,82,282,-47,-54,"GoingfortheGreen",2007
