"Approaches_RANKTHISWEEK_2013","Approaches_RANKLASTWEEK_2013","Approaches_PLAYERNAME_2013","Approaches_ROUNDS_2013","Approaches_AVGRTP_2013","stat_name","year"
43,43,"Phil Mickelson",78,0.032,"Approaches",2013
45,45,"Matt Jones",83,0.034,"Approaches",2013
46,46,"Freddie Jacobson",63,0.042,"Approaches",2013
47,47,"Fabian Gomez",65,0.043,"Approaches",2013
48,48,"Brian Davis",91,0.045,"Approaches",2013
49,49,"Matt Every",89,0.05,"Approaches",2013
49,49,"Jim Herman",59,0.05,"Approaches",2013
51,51,"Colt Knost",69,0.053,"Approaches",2013
52,52,"Ian Poulter",59,0.056,"Approaches",2013
53,53,"Patrick Reed",83,0.058,"Approaches",2013
54,54,"Justin Rose",62,0.059,"Approaches",2013
55,55,"Adam Scott",61,0.063,"Approaches",2013
55,55,"Jordan Spieth",82,0.063,"Approaches",2013
57,57,"Morgan Hoffmann",64,0.067,"Approaches",2013
57,57,"John Rollins",77,0.067,"Approaches",2013
59,59,"Eric Meierdierks",48,0.071,"Approaches",2013
60,60,"Bud Cauley",67,0.074,"Approaches",2013
60,60,"Rickie Fowler",75,0.074,"Approaches",2013
62,62,"Stephen Ames",49,0.077,"Approaches",2013
63,63,"Jeff Overton",78,0.083,"Approaches",2013
63,63,"Josh Teater",86,0.083,"Approaches",2013
63,63,"David Toms",49,0.083,"Approaches",2013
66,66,"Justin Leonard",86,0.087,"Approaches",2013
67,67,"Jason Day",86,0.094,"Approaches",2013
67,67,"Kevin Stadler",83,0.094,"Approaches",2013
69,69,"Webb Simpson",92,0.1,"Approaches",2013
69,69,"Mark Wilson",56,0.1,"Approaches",2013
71,71,"Aaron Baddeley",68,0.103,"Approaches",2013
71,71,"Ted Potter Jr",65,0.103,"Approaches",2013
71,71,"John Senden",79,0.103,"Approaches",2013
74,74,"John Huh",88,0.107,"Approaches",2013
75,75,"Martin Kaymer",61,0.111,"Approaches",2013
75,75,"Boo Weekley",100,0.111,"Approaches",2013
77,77,"Roberto Castro",97,0.118,"Approaches",2013
78,78,"Gary Woodland",94,0.119,"Approaches",2013
79,79,"Bob Estes",66,0.125,"Approaches",2013
80,80,"Scott Gardiner",61,0.128,"Approaches",2013
81,81,"Charlie Wi",75,0.13,"Approaches",2013
82,82,"Martin Flores",83,0.132,"Approaches",2013
83,83,"Troy Matteson",68,0.133,"Approaches",2013
84,84,"Brian Stuard",78,0.136,"Approaches",2013
85,85,"Stuart Appleby",88,0.143,"Approaches",2013
85,85,"Bryce Molder",82,0.143,"Approaches",2013
87,87,"DA Points",87,0.15,"Approaches",2013
88,88,"Tom Gillis",69,0.152,"Approaches",2013
89,89,"Lucas Glover",65,0.154,"Approaches",2013
89,89,"Rory McIlroy",56,0.154,"Approaches",2013
91,91,"David Hearn",88,0.156,"Approaches",2013
92,92,"Graeme McDowell",53,0.158,"Approaches",2013
92,92,"Pat Perez",69,0.158,"Approaches",2013
94,94,"Martin Laird",68,0.16,"Approaches",2013
95,95,"David Lynn",70,0.162,"Approaches",2013
96,96,"Jeff Maggert",63,0.171,"Approaches",2013
96,96,"Jimmy Walker",84,0.171,"Approaches",2013
98,98,"Chad Campbell",78,0.174,"Approaches",2013
99,99,"Daniel Summerhays",83,0.179,"Approaches",2013
100,100,"Ken Duke",87,0.182,"Approaches",2013
100,100,"Sergio Garcia",65,0.182,"Approaches",2013
102,102,"Brian Gay",79,0.185,"Approaches",2013
103,103,"Charlie Beljan",62,0.188,"Approaches",2013
103,103,"Erik Compton",74,0.188,"Approaches",2013
103,103,"Robert Garrigus",69,0.188,"Approaches",2013
106,106,"Sangmoon Bae",83,0.195,"Approaches",2013
107,107,"Ricky Barnes",74,0.2,"Approaches",2013
107,107,"Stewart Cink",71,0.2,"Approaches",2013
107,107,"Zach Johnson",84,0.2,"Approaches",2013
107,107,"Vaughn Taylor",50,0.2,"Approaches",2013
111,111,"James Hahn",78,0.207,"Approaches",2013
112,112,"Henrik Stenson",65,0.211,"Approaches",2013
113,113,"Bo Van Pelt",72,0.214,"Approaches",2013
114,114,"Peter Hanson",45,0.222,"Approaches",2013
115,115,"Scott Piercy",78,0.227,"Approaches",2013
116,116,"James Driscoll",76,0.231,"Approaches",2013
116,116,"Jason Kokrak",78,0.231,"Approaches",2013
118,118,"Will Claxton",67,0.235,"Approaches",2013
119,119,"Nicolas Colsaerts",50,0.238,"Approaches",2013
120,120,"Johnson Wagner",64,0.241,"Approaches",2013
121,121,"Jonas Blixt",76,0.242,"Approaches",2013
122,122,"Jason Bohn",70,0.25,"Approaches",2013
122,122,"Derek Ernst",58,0.25,"Approaches",2013
122,122,"Tag Ridings",69,0.25,"Approaches",2013
122,122,"Lee Westwood",70,0.25,"Approaches",2013
126,126,"Steve LeBrun",66,0.261,"Approaches",2013
127,127,"Rod Pampling",46,0.263,"Approaches",2013
128,128,"Ernie Els",63,0.267,"Approaches",2013
128,128,"Dicky Pride",71,0.267,"Approaches",2013
130,130,"Ryan Palmer",79,0.27,"Approaches",2013
131,131,"Kevin Chappell",80,0.273,"Approaches",2013
132,132,"Nick Watney",88,0.276,"Approaches",2013
133,133,"DJ Trahan",48,0.278,"Approaches",2013
134,134,"Ben Crane",62,0.28,"Approaches",2013
135,135,"Greg Chalmers",77,0.281,"Approaches",2013
136,136,"Kyle Stanley",71,0.282,"Approaches",2013
137,137,"Tim Clark",64,0.286,"Approaches",2013
137,137,"Padraig Harrington",52,0.286,"Approaches",2013
137,137,"Tiger Woods",61,0.286,"Approaches",2013
140,140,"David Mathis",71,0.29,"Approaches",2013
141,141,"Richard Lee",81,0.292,"Approaches",2013
141,141,"Kevin Streelman",86,0.292,"Approaches",2013
143,143,"Lee Williams",62,0.294,"Approaches",2013
144,144,"Tommy Gainey",84,0.296,"Approaches",2013
145,145,"Brian Harman",89,0.297,"Approaches",2013
146,146,"Camilo Villegas",79,0.3,"Approaches",2013
147,147,"Luke Donald",60,0.308,"Approaches",2013
147,147,"JJ Henry",83,0.308,"Approaches",2013
147,147,"Robert Karlsson",56,0.308,"Approaches",2013
147,147,"Robert Streb",75,0.308,"Approaches",2013
151,151,"Trevor Immelman",73,0.32,"Approaches",2013
152,152,"Harris English",95,0.323,"Approaches",2013
153,153,"Scott Stallings",79,0.324,"Approaches",2013
154,154,"Ben Kohles",75,0.333,"Approaches",2013
154,154,"Greg Owen",73,0.333,"Approaches",2013
154,154,"Andres Romero",63,0.333,"Approaches",2013
154,154,"Brendan Steele",86,0.333,"Approaches",2013
158,158,"Charles Howell III",87,0.343,"Approaches",2013
159,159,"Alistair Presnell",59,0.344,"Approaches",2013
160,160,"Doug LaBelle II",72,0.348,"Approaches",2013
161,161,"Bobby Gates",49,0.368,"Approaches",2013
162,162,"William McGirt",75,0.37,"Approaches",2013
163,163,"Brandt Jobe",62,0.385,"Approaches",2013
163,163,"Aaron Watkins",46,0.385,"Approaches",2013
165,165,"Justin Bolli",59,0.391,"Approaches",2013
165,165,"Ben Curtis",59,0.391,"Approaches",2013
165,165,"Vijay Singh",61,0.391,"Approaches",2013
168,168,"Steven Bowditch",67,0.407,"Approaches",2013
169,169,"Michael Thompson",66,0.421,"Approaches",2013
170,170,"Brad Fritsch",81,0.435,"Approaches",2013
171,171,"Jim Furyk",80,0.444,"Approaches",2013
172,172,"Andrew Svoboda",46,0.455,"Approaches",2013
173,173,"Henrik Norlander",70,0.458,"Approaches",2013
174,174,"Darron Stiles",51,0.471,"Approaches",2013
175,175,"Keegan Bradley",88,0.481,"Approaches",2013
176,176,"Brendon de Jonge",110,0.522,"Approaches",2013
177,177,"Sean OHair",56,0.567,"Approaches",2013
178,178,"Cameron Percy",68,0.588,"Approaches",2013
179,179,"YE Yang",56,0.625,"Approaches",2013
180,180,"Robert Allenby",58,0.714,"Approaches",2013
