"RightRoughProximity_RANKTHISWEEK_2007","RightRoughProximity_RANKLASTWEEK_2007","RightRoughProximity_PLAYERNAME_2007","RightRoughProximity_ROUNDS_2007","RightRoughProximity_AVG_2007","RightRoughProximity_ATTEMPTS_2007","RightRoughProximity_TOTALDISTANCEFEET_2007","RightRoughProximity_RELATIVETOPAR_2007","stat_name","year"
121,121,"Matt Kuchar",85,NA,124,5582.917,13,"RightRoughProximity",2007
121,121,"Johnson Wagner",97,NA,160,7193.917,26,"RightRoughProximity",2007
126,126,"Darron Stiles",65,NA,69,3116.083,15,"RightRoughProximity",2007
127,127,"Tom Byrum",50,NA,66,2987.417,10,"RightRoughProximity",2007
127,127,"Bob Estes",88,NA,153,6918.25,22,"RightRoughProximity",2007
127,127,"Nathan Green",103,NA,134,6061.833,21,"RightRoughProximity",2007
130,130,"Ryuji Imada",104,NA,172,7799,20,"RightRoughProximity",2007
130,130,"Jarrod Lyle",77,NA,132,5982.417,14,"RightRoughProximity",2007
130,130,"Kevin Stadler",95,NA,133,6034.167,18,"RightRoughProximity",2007
133,133,"Jason Bohn",57,NA,93,4222.25,27,"RightRoughProximity",2007
133,133,"Jeff Maggert",79,NA,129,5857.417,10,"RightRoughProximity",2007
133,133,"Adam Scott",69,NA,105,4764.917,11,"RightRoughProximity",2007
136,136,"Jason Gore",86,NA,123,5599.833,24,"RightRoughProximity",2007
136,136,"Daisuke Maruyama",86,NA,133,6055.833,27,"RightRoughProximity",2007
138,138,"Brendon de Jonge",76,NA,128,5834.667,33,"RightRoughProximity",2007
138,138,"Steve Marino",106,NA,199,9077.583,17,"RightRoughProximity",2007
140,140,"Doug LaBelle II",104,NA,112,5116.667,23,"RightRoughProximity",2007
140,140,"Bryce Molder",56,NA,125,5708.583,16,"RightRoughProximity",2007
140,140,"Ryan Moore",92,NA,129,5894.083,24,"RightRoughProximity",2007
140,140,"Jay Williamson",50,NA,72,3285.5,14,"RightRoughProximity",2007
144,144,"Chris DiMarco",79,NA,100,4579.917,31,"RightRoughProximity",2007
145,145,"Ryan Palmer",91,NA,151,6928.75,17,"RightRoughProximity",2007
146,146,"Glen Day",85,NA,107,4919.833,9,"RightRoughProximity",2007
146,146,"Jerry Kelly",101,NA,122,5607.417,10,"RightRoughProximity",2007
148,148,"Mathew Goggin",97,NA,153,7059.25,15,"RightRoughProximity",2007
148,148,"Rod Pampling",92,NA,135,6232.917,26,"RightRoughProximity",2007
150,150,"Bart Bryant",87,NA,118,5463,18,"RightRoughProximity",2007
151,151,"Bill Haas",93,NA,160,7424,19,"RightRoughProximity",2007
151,151,"Billy Mayfair",98,NA,122,5667.167,4,"RightRoughProximity",2007
151,151,"Jim Rutledge",59,NA,67,3110.25,15,"RightRoughProximity",2007
154,154,"Duffy Waldorf",69,NA,96,4465.75,10,"RightRoughProximity",2007
155,155,"JJ Henry",86,NA,116,5410.25,5,"RightRoughProximity",2007
155,155,"Chris Stroud",66,NA,117,5456.5,26,"RightRoughProximity",2007
157,157,"Todd Hamilton",76,NA,124,5797,30,"RightRoughProximity",2007
157,157,"Kevin Na",84,NA,144,6730.917,16,"RightRoughProximity",2007
159,159,"Mathias Gronberg",95,NA,159,7446.5,24,"RightRoughProximity",2007
159,159,"Anders Hansen",55,NA,54,2529.583,9,"RightRoughProximity",2007
161,161,"Charles Howell III",89,NA,158,7417.417,16,"RightRoughProximity",2007
161,161,"Scott Verplank",82,NA,93,4363.167,12,"RightRoughProximity",2007
163,163,"Jason Dufner",100,NA,154,7254,33,"RightRoughProximity",2007
163,163,"Robert Gamez",88,NA,143,6732.167,34,"RightRoughProximity",2007
165,165,"Tim Herron",98,NA,175,8269.333,15,"RightRoughProximity",2007
165,165,"Craig Kanada",109,NA,146,6896.833,29,"RightRoughProximity",2007
167,167,"Steve Elkington",87,NA,94,4459.5,14,"RightRoughProximity",2007
167,167,"Craig Lile",77,NA,145,6873.083,19,"RightRoughProximity",2007
167,167,"Corey Pavin",81,NA,110,5211.333,18,"RightRoughProximity",2007
170,170,"Zach Johnson",76,NA,80,3799.25,19,"RightRoughProximity",2007
171,171,"Tripp Isenhour",86,NA,117,5565,34,"RightRoughProximity",2007
171,171,"Mike Weir",82,NA,104,4945,21,"RightRoughProximity",2007
171,171,"Steve Wheatcroft",73,NA,109,5185.917,20,"RightRoughProximity",2007
174,174,"Charlie Wi",90,NA,133,6342.167,21,"RightRoughProximity",2007
175,175,"Steve Lowery",74,NA,129,6170,16,"RightRoughProximity",2007
176,176,"Nick OHern",72,NA,64,3064,4,"RightRoughProximity",2007
176,176,"Henrik Stenson",52,NA,72,3451.5,13,"RightRoughProximity",2007
178,178,"Camilo Villegas",82,NA,156,7504.583,20,"RightRoughProximity",2007
179,179,"Mark Wilson",87,NA,116,5587.25,21,"RightRoughProximity",2007
180,180,"Tom Lehman",62,NA,61,2941,14,"RightRoughProximity",2007
181,181,"Brett Quigley",79,NA,128,6240.75,25,"RightRoughProximity",2007
182,182,"Retief Goosen",50,NA,71,3475.583,12,"RightRoughProximity",2007
183,183,"Paul Gow",70,NA,107,5242.583,17,"RightRoughProximity",2007
184,184,"Ian Poulter",63,NA,73,3589.25,5,"RightRoughProximity",2007
185,185,"Parker McLachlin",83,NA,176,8707.667,33,"RightRoughProximity",2007
186,186,"Dean Wilson",92,NA,121,6014,15,"RightRoughProximity",2007
187,187,"Ben Curtis",80,NA,100,4975.333,20,"RightRoughProximity",2007
187,187,"Chris Tidland",59,NA,75,3729.333,11,"RightRoughProximity",2007
189,189,"Andrew Buckle",77,NA,143,7130.833,21,"RightRoughProximity",2007
190,190,"Aaron Baddeley",83,NA,154,7773.917,8,"RightRoughProximity",2007
191,191,"Lee Janzen",66,NA,88,4452.083,25,"RightRoughProximity",2007
192,192,"Hunter Mahan",91,NA,92,4674.167,14,"RightRoughProximity",2007
193,193,"Richard Johnson",93,NA,152,7756.25,38,"RightRoughProximity",2007
194,194,"Jose Maria Olazabal",52,NA,89,4568.75,10,"RightRoughProximity",2007
195,195,"KJ Choi",87,NA,113,5816.583,15,"RightRoughProximity",2007
196,196,"Tom Pernice Jr",104,NA,127,6554.083,22,"RightRoughProximity",2007
