"ScramblingFringeRTPScore_RANKTHISWEEK_2008","ScramblingFringeRTPScore_RANKLASTWEEK_2008","ScramblingFringeRTPScore_PLAYERNAME_2008","ScramblingFringeRTPScore_ROUNDS_2008","ScramblingFringeRTPScore_AVGRTP_2008","ScramblingFringeRTPScore_TOTALHOLES_2008","ScramblingFringeRTPScore_TOTALRTP_2008","stat_name","year"
30,30,"Retief Goosen",59,0,42,0,"ScramblingFringeRTPScore",2008
30,30,"Nathan Green",95,0,78,0,"ScramblingFringeRTPScore",2008
30,30,"JP Hayes",67,0,61,0,"ScramblingFringeRTPScore",2008
30,30,"Richard Johnson",77,0,56,0,"ScramblingFringeRTPScore",2008
30,30,"Anthony Kim",81,0,56,0,"ScramblingFringeRTPScore",2008
30,30,"Steve Lowery",74,0,59,0,"ScramblingFringeRTPScore",2008
30,30,"Will Ma Kenzie",62,0,56,0,"ScramblingFringeRTPScore",2008
30,30,"Scott McCarron",63,0,61,0,"ScramblingFringeRTPScore",2008
30,30,"Rocco Mediate",87,0,60,0,"ScramblingFringeRTPScore",2008
30,30,"Steve Stricker",75,0,37,0,"ScramblingFringeRTPScore",2008
30,30,"Scott Verplank",82,0,56,0,"ScramblingFringeRTPScore",2008
44,44,"Shane Bertsch",96,0.011,94,1,"ScramblingFringeRTPScore",2008
44,44,"Frank Lickliter II",107,0.011,88,1,"ScramblingFringeRTPScore",2008
46,46,"Matt Kuchar",88,0.012,83,1,"ScramblingFringeRTPScore",2008
46,46,"Carl Pettersson",110,0.012,82,1,"ScramblingFringeRTPScore",2008
48,48,"Vaughn Taylor",103,0.013,76,1,"ScramblingFringeRTPScore",2008
49,49,"Woody Austin",109,0.014,70,1,"ScramblingFringeRTPScore",2008
50,50,"Jerry Kelly",89,0.015,66,1,"ScramblingFringeRTPScore",2008
51,51,"Parker McLachlin",88,0.016,62,1,"ScramblingFringeRTPScore",2008
52,52,"Stewart Cink",87,0.017,58,1,"ScramblingFringeRTPScore",2008
52,52,"Mark Hensby",71,0.017,58,1,"ScramblingFringeRTPScore",2008
52,52,"Freddie Jacobson",78,0.017,58,1,"ScramblingFringeRTPScore",2008
55,55,"Ben Curtis",80,0.018,57,1,"ScramblingFringeRTPScore",2008
56,56,"Brad Elder",67,0.019,54,1,"ScramblingFringeRTPScore",2008
57,57,"Fred Couples",60,0.02,51,1,"ScramblingFringeRTPScore",2008
58,58,"Brett Rumford",72,0.021,47,1,"ScramblingFringeRTPScore",2008
59,59,"Ken Duke",116,0.022,93,2,"ScramblingFringeRTPScore",2008
60,60,"Dustin Johnson",92,0.025,80,2,"ScramblingFringeRTPScore",2008
60,60,"Shigeki Maruyama",50,0.025,40,1,"ScramblingFringeRTPScore",2008
60,60,"Bo Van Pelt",101,0.025,80,2,"ScramblingFringeRTPScore",2008
63,63,"Paul Casey",55,0.027,37,1,"ScramblingFringeRTPScore",2008
63,63,"Kenny Perry",97,0.027,75,2,"ScramblingFringeRTPScore",2008
63,63,"DJ Trahan",94,0.027,75,2,"ScramblingFringeRTPScore",2008
66,66,"Jon Mills",95,0.029,69,2,"ScramblingFringeRTPScore",2008
66,66,"Jeff Quinney",87,0.029,70,2,"ScramblingFringeRTPScore",2008
66,66,"Scott Sterling",89,0.029,68,2,"ScramblingFringeRTPScore",2008
69,69,"Billy Andrade",71,0.03,66,2,"ScramblingFringeRTPScore",2008
69,69,"Stuart Appleby",87,0.03,66,2,"ScramblingFringeRTPScore",2008
69,69,"Chris DiMarco",87,0.03,66,2,"ScramblingFringeRTPScore",2008
72,72,"Ernie Els",51,0.031,32,1,"ScramblingFringeRTPScore",2008
72,72,"Zach Johnson",85,0.031,64,2,"ScramblingFringeRTPScore",2008
74,74,"Chez Reavie",102,0.034,89,3,"ScramblingFringeRTPScore",2008
75,75,"Todd Hamilton",92,0.035,86,3,"ScramblingFringeRTPScore",2008
75,75,"Dudley Hart",74,0.035,57,2,"ScramblingFringeRTPScore",2008
75,75,"Charles Howell III",101,0.035,57,2,"ScramblingFringeRTPScore",2008
75,75,"Mark Wilson",107,0.035,85,3,"ScramblingFringeRTPScore",2008
79,79,"David Duval",51,0.036,28,1,"ScramblingFringeRTPScore",2008
79,79,"Bob Sowards",61,0.036,56,2,"ScramblingFringeRTPScore",2008
81,81,"Carlos Franco",73,0.038,53,2,"ScramblingFringeRTPScore",2008
82,82,"Jeff Gove",50,0.04,50,2,"ScramblingFringeRTPScore",2008
83,83,"Brenden Pappas",66,0.041,49,2,"ScramblingFringeRTPScore",2008
84,84,"Eric Axley",113,0.043,94,4,"ScramblingFringeRTPScore",2008
84,84,"Nick OHern",82,0.043,70,3,"ScramblingFringeRTPScore",2008
86,86,"Doug LaBelle II",65,0.044,45,2,"ScramblingFringeRTPScore",2008
86,86,"Tom Lehman",51,0.044,45,2,"ScramblingFringeRTPScore",2008
88,88,"Davis Love III",78,0.045,66,3,"ScramblingFringeRTPScore",2008
89,89,"Cliff Kresge",84,0.046,65,3,"ScramblingFringeRTPScore",2008
90,90,"Brandt Snedeker",85,0.047,43,2,"ScramblingFringeRTPScore",2008
91,91,"Todd Demsey",80,0.048,62,3,"ScramblingFringeRTPScore",2008
91,91,"Camilo Villegas",79,0.048,63,3,"ScramblingFringeRTPScore",2008
93,93,"Robert Gamez",79,0.049,61,3,"ScramblingFringeRTPScore",2008
93,93,"Heath Slocum",104,0.049,81,4,"ScramblingFringeRTPScore",2008
95,95,"Jin Park",85,0.051,78,4,"ScramblingFringeRTPScore",2008
95,95,"Marc Turnesa",87,0.051,79,4,"ScramblingFringeRTPScore",2008
97,97,"Bill Haas",99,0.052,58,3,"ScramblingFringeRTPScore",2008
98,98,"Justin Leonard",101,0.053,57,3,"ScramblingFringeRTPScore",2008
99,99,"Mike Weir",88,0.054,74,4,"ScramblingFringeRTPScore",2008
100,100,"Michael Allen",91,0.056,72,4,"ScramblingFringeRTPScore",2008
100,100,"Kyle Thompson",70,0.056,72,4,"ScramblingFringeRTPScore",2008
102,102,"Jeff Overton",103,0.057,88,5,"ScramblingFringeRTPScore",2008
103,103,"Steve Elkington",84,0.058,69,4,"ScramblingFringeRTPScore",2008
104,104,"Chad Collins",72,0.059,51,3,"ScramblingFringeRTPScore",2008
104,104,"Marco Dawson",64,0.059,51,3,"ScramblingFringeRTPScore",2008
106,106,"Stephen Leaney",53,0.064,47,3,"ScramblingFringeRTPScore",2008
107,107,"Tommy Gainey",60,0.065,31,2,"ScramblingFringeRTPScore",2008
108,108,"Kent Jones",68,0.067,45,3,"ScramblingFringeRTPScore",2008
108,108,"Troy Matteson",94,0.067,75,5,"ScramblingFringeRTPScore",2008
108,108,"Tag Ridings",88,0.067,90,6,"ScramblingFringeRTPScore",2008
108,108,"Nicholas Thompson",113,0.067,104,7,"ScramblingFringeRTPScore",2008
112,112,"Brian Gay",102,0.068,74,5,"ScramblingFringeRTPScore",2008
112,112,"Vijay Singh",82,0.068,59,4,"ScramblingFringeRTPScore",2008
114,114,"Jim McGovern",75,0.069,58,4,"ScramblingFringeRTPScore",2008
115,115,"Tommy Armour III",77,0.07,43,3,"ScramblingFringeRTPScore",2008
115,115,"Jimmy Walker",73,0.07,43,3,"ScramblingFringeRTPScore",2008
117,117,"Greg Kraft",63,0.071,56,4,"ScramblingFringeRTPScore",2008
118,118,"Alex Cejka",75,0.072,69,5,"ScramblingFringeRTPScore",2008
118,118,"Omar Uresti",74,0.072,69,5,"ScramblingFringeRTPScore",2008
120,120,"Charley Hoffman",94,0.073,82,6,"ScramblingFringeRTPScore",2008
121,121,"Steve Flesch",95,0.074,81,6,"ScramblingFringeRTPScore",2008
122,122,"Pat Perez",93,0.075,80,6,"ScramblingFringeRTPScore",2008
122,122,"Tom Scherrer",56,0.075,40,3,"ScramblingFringeRTPScore",2008
124,124,"Daniel Chopra",84,0.077,65,5,"ScramblingFringeRTPScore",2008
125,125,"Ryan Armour",87,0.078,64,5,"ScramblingFringeRTPScore",2008
125,125,"Peter Lonard",92,0.078,64,5,"ScramblingFringeRTPScore",2008
127,127,"Alejandro Canizares",52,0.081,37,3,"ScramblingFringeRTPScore",2008
127,127,"Trevor Immelman",70,0.081,37,3,"ScramblingFringeRTPScore",2008
129,129,"Jason Gore",94,0.082,97,8,"ScramblingFringeRTPScore",2008
129,129,"Hunter Mahan",87,0.082,61,5,"ScramblingFringeRTPScore",2008
131,131,"Steve Allan",58,0.083,36,3,"ScramblingFringeRTPScore",2008
132,132,"Tim Petrovic",97,0.085,71,6,"ScramblingFringeRTPScore",2008
133,133,"John Senden",93,0.086,58,5,"ScramblingFringeRTPScore",2008
134,134,"John Merrick",98,0.088,68,6,"ScramblingFringeRTPScore",2008
135,135,"Sean OHair",81,0.089,45,4,"ScramblingFringeRTPScore",2008
135,135,"Johnson Wagner",83,0.089,79,7,"ScramblingFringeRTPScore",2008
137,137,"Tim Clark",90,0.091,77,7,"ScramblingFringeRTPScore",2008
137,137,"Brandt Jobe",52,0.091,33,3,"ScramblingFringeRTPScore",2008
137,137,"Craig Kanada",65,0.091,55,5,"ScramblingFringeRTPScore",2008
137,137,"Bubba Watson",97,0.091,77,7,"ScramblingFringeRTPScore",2008
141,141,"Jason Day",81,0.092,65,6,"ScramblingFringeRTPScore",2008
142,142,"Steve Marino",119,0.093,86,8,"ScramblingFringeRTPScore",2008
143,143,"Robert Garrigus",90,0.094,64,6,"ScramblingFringeRTPScore",2008
144,144,"Jason Allred",63,0.095,63,6,"ScramblingFringeRTPScore",2008
144,144,"Lucas Glover",91,0.095,63,6,"ScramblingFringeRTPScore",2008
144,144,"Nick Watney",96,0.095,84,8,"ScramblingFringeRTPScore",2008
147,147,"Mathias Gronberg",87,0.096,73,7,"ScramblingFringeRTPScore",2008
148,148,"Bob Tway",70,0.097,62,6,"ScramblingFringeRTPScore",2008
149,149,"Justin Bolli",87,0.098,61,6,"ScramblingFringeRTPScore",2008
149,149,"Paul Claxton",63,0.098,51,5,"ScramblingFringeRTPScore",2008
149,149,"Travis Perkins",53,0.098,41,4,"ScramblingFringeRTPScore",2008
152,152,"Cody Freeman",66,0.1,50,5,"ScramblingFringeRTPScore",2008
153,153,"Tim Wilkinson",95,0.101,69,7,"ScramblingFringeRTPScore",2008
154,154,"Ted Purdy",68,0.102,59,6,"ScramblingFringeRTPScore",2008
155,155,"JB Holmes",86,0.103,58,6,"ScramblingFringeRTPScore",2008
156,156,"Jeff Maggert",86,0.104,77,8,"ScramblingFringeRTPScore",2008
157,157,"David Toms",70,0.105,57,6,"ScramblingFringeRTPScore",2008
157,157,"Jay Williamson",96,0.105,86,9,"ScramblingFringeRTPScore",2008
159,159,"Mark Calcavecchia",67,0.106,47,5,"ScramblingFringeRTPScore",2008
160,160,"Bart Bryant",81,0.107,75,8,"ScramblingFringeRTPScore",2008
160,160,"George McNeill",97,0.107,56,6,"ScramblingFringeRTPScore",2008
162,162,"Jim Furyk",95,0.108,74,8,"ScramblingFringeRTPScore",2008
163,163,"Ryan Palmer",69,0.111,63,7,"ScramblingFringeRTPScore",2008
163,163,"Kevin Stadler",90,0.111,72,8,"ScramblingFringeRTPScore",2008
165,165,"Matt Jones",95,0.113,80,9,"ScramblingFringeRTPScore",2008
166,166,"Billy Mayfair",103,0.116,69,8,"ScramblingFringeRTPScore",2008
166,166,"YE Yang",89,0.116,69,8,"ScramblingFringeRTPScore",2008
168,168,"Boo Weekley",86,0.117,60,7,"ScramblingFringeRTPScore",2008
169,169,"Michael Letzig",88,0.12,75,9,"ScramblingFringeRTPScore",2008
170,170,"Briny Baird",113,0.123,81,10,"ScramblingFringeRTPScore",2008
171,171,"Brett Quigley",80,0.125,64,8,"ScramblingFringeRTPScore",2008
172,172,"Brian Davis",108,0.127,110,14,"ScramblingFringeRTPScore",2008
172,172,"Kenneth Ferrie",72,0.127,55,7,"ScramblingFringeRTPScore",2008
174,174,"John Riegger",73,0.129,62,8,"ScramblingFringeRTPScore",2008
175,175,"Robert Allenby",108,0.13,69,9,"ScramblingFringeRTPScore",2008
175,175,"Rory Sabbatini",77,0.13,54,7,"ScramblingFringeRTPScore",2008
177,177,"Dean Wilson",109,0.134,82,11,"ScramblingFringeRTPScore",2008
178,178,"Cameron Beckman",87,0.136,66,9,"ScramblingFringeRTPScore",2008
179,179,"Chris Riley",51,0.14,43,6,"ScramblingFringeRTPScore",2008
180,180,"Rich Beem",90,0.141,64,9,"ScramblingFringeRTPScore",2008
181,181,"Ron Whittaker",54,0.143,49,7,"ScramblingFringeRTPScore",2008
182,182,"Chad Campbell",94,0.148,61,9,"ScramblingFringeRTPScore",2008
183,183,"Charles Warren",79,0.149,67,10,"ScramblingFringeRTPScore",2008
184,184,"Chris Stroud",81,0.153,59,9,"ScramblingFringeRTPScore",2008
185,185,"Brad Adamonis",87,0.157,70,11,"ScramblingFringeRTPScore",2008
186,186,"Martin Laird",98,0.159,69,11,"ScramblingFringeRTPScore",2008
187,187,"Mathew Goggin",91,0.162,68,11,"ScramblingFringeRTPScore",2008
187,187,"JJ Henry",108,0.162,74,12,"ScramblingFringeRTPScore",2008
189,189,"David Lutterus",59,0.163,49,8,"ScramblingFringeRTPScore",2008
190,190,"Rod Pampling",83,0.164,67,11,"ScramblingFringeRTPScore",2008
191,191,"Nick Flanagan",89,0.167,72,12,"ScramblingFringeRTPScore",2008
192,192,"Joe Ogilvie",100,0.169,77,13,"ScramblingFringeRTPScore",2008
193,193,"Ian Poulter",51,0.172,29,5,"ScramblingFringeRTPScore",2008
193,193,"Adam Scott",51,0.172,29,5,"ScramblingFringeRTPScore",2008
195,195,"KJ Choi",74,0.178,45,8,"ScramblingFringeRTPScore",2008
197,197,"Joe Durant",92,0.185,54,10,"ScramblingFringeRTPScore",2008
