"TotalDriving_RANKTHISWEEK_2011","TotalDriving_RANKLASTWEEK_2011","TotalDriving_PLAYERNAME_2011","TotalDriving_EVENTS_2011","TotalDriving_TOTAL_2011","TotalDriving_DISTANCERANK_2011","TotalDriving_ACCURACYRANK_2011","stat_name","year"
90,90,"JB Holmes",16,183,1,182,"TotalDriving",2011
90,90,"Charles Howell III",30,183,40,143,"TotalDriving",2011
90,90,"Robert Karlsson",18,183,28,155,"TotalDriving",2011
90,90,"Johnson Wagner",25,183,160,23,"TotalDriving",2011
94,94,"Kevin Chappell",26,184,55,129,"TotalDriving",2011
94,94,"Robert Garrigus",26,184,4,180,"TotalDriving",2011
94,94,"Alexandre Rocha",22,184,96,88,"TotalDriving",2011
97,97,"Ben Curtis",23,185,180,5,"TotalDriving",2011
97,97,"Zach Johnson",23,185,177,8,"TotalDriving",2011
97,97,"Brandt Snedeker",26,185,124,61,"TotalDriving",2011
100,100,"Jason Day",21,186,14,172,"TotalDriving",2011
100,100,"Jerry Kelly",26,186,183,3,"TotalDriving",2011
100,100,"Chris Riley",25,186,174,12,"TotalDriving",2011
103,103,"Geoff Ogilvy",21,188,106,82,"TotalDriving",2011
103,103,"Vijay Singh",25,188,66,122,"TotalDriving",2011
103,103,"YE Yang",18,188,100,88,"TotalDriving",2011
106,106,"Angel Cabrera",17,189,19,170,"TotalDriving",2011
106,106,"Nick OHern",29,189,182,7,"TotalDriving",2011
108,108,"Brian Gay",26,190,186,4,"TotalDriving",2011
108,108,"David Mathis",25,190,161,29,"TotalDriving",2011
108,108,"Matt McQuillan",21,190,135,55,"TotalDriving",2011
108,108,"Garrett Willis",24,190,171,19,"TotalDriving",2011
112,112,"Rich Beem",21,192,129,63,"TotalDriving",2011
112,112,"Bill Lunde",28,192,89,103,"TotalDriving",2011
114,114,"Fabian Gomez",26,194,116,78,"TotalDriving",2011
115,115,"Shane Bertsch",20,195,168,27,"TotalDriving",2011
115,115,"Bryce Molder",27,195,161,34,"TotalDriving",2011
117,117,"James Driscoll",24,196,33,163,"TotalDriving",2011
117,117,"Spencer Levin",31,196,127,69,"TotalDriving",2011
119,119,"Steve Stricker",19,198,113,85,"TotalDriving",2011
120,120,"Jonathan Byrd",26,199,84,115,"TotalDriving",2011
120,120,"Phil Mickelson",21,199,22,177,"TotalDriving",2011
122,122,"Paul Goydos",25,200,185,15,"TotalDriving",2011
122,122,"Rocco Mediate",23,200,184,16,"TotalDriving",2011
124,124,"Harrison Frazar",19,201,17,184,"TotalDriving",2011
124,124,"Ryan Palmer",24,201,25,176,"TotalDriving",2011
126,126,"Andres Romero",22,202,61,141,"TotalDriving",2011
127,127,"Alex Cejka",21,204,167,37,"TotalDriving",2011
127,127,"Luke Donald",19,204,147,57,"TotalDriving",2011
129,129,"Ricky Barnes",23,205,72,133,"TotalDriving",2011
129,129,"Vaughn Taylor",27,205,147,58,"TotalDriving",2011
129,129,"Camilo Villegas",25,205,65,140,"TotalDriving",2011
132,132,"Retief Goosen",16,206,107,99,"TotalDriving",2011
132,132,"Ian Poulter",16,206,155,51,"TotalDriving",2011
134,134,"Trevor Immelman",25,208,114,94,"TotalDriving",2011
134,134,"Jimmy Walker",24,208,30,178,"TotalDriving",2011
136,136,"Chris Stroud",28,210,91,119,"TotalDriving",2011
136,136,"Michael Thompson",25,210,94,116,"TotalDriving",2011
138,138,"Chris DiMarco",31,211,178,33,"TotalDriving",2011
139,139,"Michael Putnam",21,212,41,171,"TotalDriving",2011
140,140,"JP Hayes",19,213,157,56,"TotalDriving",2011
141,141,"Kris Blanks",29,215,139,76,"TotalDriving",2011
141,141,"Justin Leonard",26,215,168,47,"TotalDriving",2011
141,141,"Troy Merritt",23,215,125,90,"TotalDriving",2011
144,144,"Aaron Baddeley",22,217,51,166,"TotalDriving",2011
144,144,"Chris Kirk",28,217,56,161,"TotalDriving",2011
146,146,"Michael Connell",26,218,173,45,"TotalDriving",2011
146,146,"Colt Knost",27,218,176,42,"TotalDriving",2011
146,146,"William McGirt",32,218,107,111,"TotalDriving",2011
149,149,"Tim Petrovic",29,219,166,53,"TotalDriving",2011
150,150,"Derek Lamely",26,222,37,185,"TotalDriving",2011
151,151,"Daniel Summerhays",29,223,139,84,"TotalDriving",2011
152,152,"KJ Choi",22,225,134,91,"TotalDriving",2011
153,153,"Tim Herron",28,227,81,146,"TotalDriving",2011
153,153,"Sean OHair",24,227,63,164,"TotalDriving",2011
153,153,"Dean Wilson",22,227,179,48,"TotalDriving",2011
156,156,"Marc Leishman",27,228,54,174,"TotalDriving",2011
157,157,"Freddie Jacobson",25,232,122,110,"TotalDriving",2011
158,158,"David Duval",24,233,50,183,"TotalDriving",2011
159,159,"Bio Kim",25,234,53,181,"TotalDriving",2011
159,159,"Rory Sabbatini",24,234,78,156,"TotalDriving",2011
159,159,"Charlie Wi",25,234,133,101,"TotalDriving",2011
162,162,"Ernie Els",21,235,118,117,"TotalDriving",2011
162,162,"Marc Turnesa",20,235,155,80,"TotalDriving",2011
164,164,"Matt Jones",25,237,70,167,"TotalDriving",2011
165,165,"Stewart Cink",22,240,81,159,"TotalDriving",2011
165,165,"Padraig Harrington",18,240,61,179,"TotalDriving",2011
167,167,"Joe Ogilvie",24,242,84,158,"TotalDriving",2011
168,168,"Michael Bradley",24,247,98,149,"TotalDriving",2011
169,169,"Cameron Beckman",25,249,145,104,"TotalDriving",2011
170,170,"Richard Johnson",23,251,181,70,"TotalDriving",2011
171,171,"Anthony Kim",26,254,68,186,"TotalDriving",2011
171,171,"Kevin Kisner",24,254,145,109,"TotalDriving",2011
171,171,"Martin Piller",23,254,79,175,"TotalDriving",2011
174,174,"Stuart Appleby",24,256,121,135,"TotalDriving",2011
175,175,"Greg Chalmers",28,258,172,86,"TotalDriving",2011
176,176,"Steve Flesch",27,259,159,100,"TotalDriving",2011
177,177,"Jarrod Lyle",29,260,129,131,"TotalDriving",2011
178,178,"Nathan Green",26,263,137,126,"TotalDriving",2011
179,179,"Ryuji Imada",29,265,152,113,"TotalDriving",2011
180,180,"DJ Brigman",23,268,100,168,"TotalDriving",2011
181,181,"Nate Smith",24,272,165,107,"TotalDriving",2011
182,182,"Matt Bettencourt",30,277,117,160,"TotalDriving",2011
182,182,"Paul Stankowski",24,277,149,128,"TotalDriving",2011
184,184,"Shaun Micheel",27,294,129,165,"TotalDriving",2011
185,185,"Arjun Atwal",29,305,143,162,"TotalDriving",2011
186,186,"Kevin Na",26,312,170,142,"TotalDriving",2011
