"BounceBack_RANKTHISWEEK_2014","BounceBack_RANKLASTWEEK_2014","BounceBack_PLAYERNAME_2014","BounceBack_ROUNDS_2014","BounceBack_Pct_2014","stat_name","year"
35,35,"Steven Bowditch",93,22.15,"BounceBack",2014
36,36,"Rory McIlroy",66,22.01,"BounceBack",2014
37,37,"Jerry Kelly",80,21.94,"BounceBack",2014
38,38,"Paul Casey",56,21.88,"BounceBack",2014
39,39,"Jason Kokrak",65,21.76,"BounceBack",2014
40,40,"Graham DeLaet",80,21.72,"BounceBack",2014
40,40,"Jordan Spieth",102,21.72,"BounceBack",2014
42,42,"JB Holmes",86,21.69,"BounceBack",2014
43,43,"Gary Woodland",93,21.67,"BounceBack",2014
44,44,"Jonathan Byrd",76,21.57,"BounceBack",2014
45,45,"Andrew Loupe",65,21.53,"BounceBack",2014
46,46,"Cameron Tringale",111,21.45,"BounceBack",2014
47,47,"Charl Schwartzel",64,21.43,"BounceBack",2014
48,48,"Bo Van Pelt",83,21.4,"BounceBack",2014
49,49,"Kevin Streelman",79,21.32,"BounceBack",2014
50,50,"Tyrone Van Aswegen",79,21.3,"BounceBack",2014
51,51,"Brad Fritsch",50,21.21,"BounceBack",2014
52,52,"Robert Garrigus",80,21.1,"BounceBack",2014
53,53,"Brian Stuard",91,21.07,"BounceBack",2014
54,54,"Boo Weekley",73,21.05,"BounceBack",2014
55,55,"Gonzalo Fdez Castano",83,21.03,"BounceBack",2014
56,56,"Martin Kaymer",65,21,"BounceBack",2014
57,57,"Retief Goosen",94,20.92,"BounceBack",2014
58,58,"Jeff Maggert",54,20.89,"BounceBack",2014
59,59,"John Senden",99,20.82,"BounceBack",2014
60,60,"Ken Duke",80,20.81,"BounceBack",2014
61,61,"Charlie Beljan",76,20.8,"BounceBack",2014
61,61,"Charley Hoffman",93,20.8,"BounceBack",2014
63,63,"Martin Flores",85,20.75,"BounceBack",2014
64,64,"Adam Scott",68,20.73,"BounceBack",2014
65,65,"Lee Westwood",57,20.69,"BounceBack",2014
66,66,"Jim Herman",62,20.67,"BounceBack",2014
67,67,"Marc Leishman",81,20.61,"BounceBack",2014
68,68,"Danny Lee",84,20.59,"BounceBack",2014
68,68,"Ben Martin",80,20.59,"BounceBack",2014
70,70,"Davis Love III",74,20.54,"BounceBack",2014
71,71,"Brian Harman",111,20.47,"BounceBack",2014
71,71,"Kevin Stadler",90,20.47,"BounceBack",2014
73,73,"Aaron Baddeley",74,20.36,"BounceBack",2014
74,74,"David Lingmerth",80,20.33,"BounceBack",2014
74,74,"John Peterson",62,20.33,"BounceBack",2014
76,76,"Russell Henley",92,20.32,"BounceBack",2014
77,77,"Daniel Summerhays",98,20.31,"BounceBack",2014
78,78,"Zach Johnson",97,20.25,"BounceBack",2014
79,79,"Ian Poulter",57,20.24,"BounceBack",2014
80,80,"Jeff Overton",80,20.09,"BounceBack",2014
81,81,"Kevin Chappell",100,20,"BounceBack",2014
81,81,"Sergio Garcia",61,20,"BounceBack",2014
81,81,"Scott Langley",95,20,"BounceBack",2014
81,81,"Jamie Lovemark",64,20,"BounceBack",2014
81,81,"Jim Renner",61,20,"BounceBack",2014
86,86,"Chris Kirk",105,19.93,"BounceBack",2014
87,87,"David Toms",64,19.86,"BounceBack",2014
88,88,"James Hahn",82,19.84,"BounceBack",2014
89,89,"Andrew Svoboda",77,19.8,"BounceBack",2014
90,90,"Derek Ernst",80,19.78,"BounceBack",2014
91,91,"Briny Baird",50,19.75,"BounceBack",2014
92,92,"Kevin Na",94,19.74,"BounceBack",2014
93,93,"James Driscoll",71,19.67,"BounceBack",2014
94,94,"Ricky Barnes",92,19.65,"BounceBack",2014
95,95,"Nicholas Thompson",85,19.63,"BounceBack",2014
96,96,"KJ Choi",80,19.59,"BounceBack",2014
97,97,"David Hearn",97,19.41,"BounceBack",2014
98,98,"Scott Brown",100,19.34,"BounceBack",2014
99,99,"Camilo Villegas",95,19.32,"BounceBack",2014
100,100,"John Huh",87,19.25,"BounceBack",2014
101,101,"Chris Stroud",88,19.2,"BounceBack",2014
102,102,"Brendan Steele",89,19.15,"BounceBack",2014
103,103,"Ryan Moore",86,19.13,"BounceBack",2014
104,104,"Matt Jones",83,19.03,"BounceBack",2014
105,105,"Russell Knox",92,18.98,"BounceBack",2014
106,106,"Jason Dufner",57,18.97,"BounceBack",2014
107,107,"Chesson Hadley",84,18.86,"BounceBack",2014
108,108,"Vijay Singh",83,18.85,"BounceBack",2014
109,109,"Hudson Swafford",75,18.78,"BounceBack",2014
110,110,"Stuart Appleby",92,18.7,"BounceBack",2014
111,111,"Ben Crane",81,18.67,"BounceBack",2014
112,112,"Hideki Matsuyama",82,18.64,"BounceBack",2014
113,113,"Keegan Bradley",89,18.6,"BounceBack",2014
113,113,"Mike Weir",69,18.6,"BounceBack",2014
115,115,"Louis Oosthuizen",50,18.59,"BounceBack",2014
116,116,"Justin Hicks",103,18.5,"BounceBack",2014
117,117,"Brandt Snedeker",89,18.47,"BounceBack",2014
118,118,"Hunter Mahan",88,18.44,"BounceBack",2014
119,119,"Dustin Johnson",58,18.38,"BounceBack",2014
120,120,"Webb Simpson",87,18.33,"BounceBack",2014
121,121,"Chad Collins",78,18.3,"BounceBack",2014
122,122,"Stewart Cink",91,18.28,"BounceBack",2014
123,123,"Troy Matteson",62,18.23,"BounceBack",2014
124,124,"Sangmoon Bae",76,18.18,"BounceBack",2014
124,124,"Matt Every",85,18.18,"BounceBack",2014
126,126,"Josh Teater",90,18.15,"BounceBack",2014
127,127,"Bill Haas",107,17.94,"BounceBack",2014
127,127,"John Merrick",87,17.94,"BounceBack",2014
129,129,"Will Ma Kenzie",82,17.92,"BounceBack",2014
130,130,"Billy Hurley III",86,17.89,"BounceBack",2014
131,131,"Jason Bohn",81,17.75,"BounceBack",2014
132,132,"Bronson La Cassie",51,17.69,"BounceBack",2014
133,133,"Kyle Stanley",87,17.67,"BounceBack",2014
134,134,"Scott Stallings",77,17.58,"BounceBack",2014
135,135,"Greg Chalmers",85,17.57,"BounceBack",2014
136,136,"Patrick Reed",92,17.49,"BounceBack",2014
136,136,"Tim Wilkinson",86,17.49,"BounceBack",2014
138,138,"Rory Sabbatini",82,17.39,"BounceBack",2014
138,138,"Heath Slocum",71,17.39,"BounceBack",2014
140,140,"Brice Garnett",92,17.34,"BounceBack",2014
141,141,"Tommy Gainey",73,17.3,"BounceBack",2014
142,142,"Pat Perez",84,17.09,"BounceBack",2014
143,143,"Richard Lee",80,16.96,"BounceBack",2014
143,143,"Sean OHair",77,16.96,"BounceBack",2014
145,145,"DA Points",75,16.94,"BounceBack",2014
146,146,"Robert Streb",75,16.91,"BounceBack",2014
147,147,"Ben Curtis",77,16.89,"BounceBack",2014
148,148,"Charlie Wi",72,16.83,"BounceBack",2014
149,149,"Tim Clark",75,16.75,"BounceBack",2014
150,150,"Michael Putnam",106,16.67,"BounceBack",2014
150,150,"Shawn Stefani",60,16.67,"BounceBack",2014
152,152,"Matt Kuchar",91,16.59,"BounceBack",2014
153,153,"Jonas Blixt",64,16.57,"BounceBack",2014
154,154,"Justin Leonard",75,16.36,"BounceBack",2014
155,155,"Ted Potter Jr",68,16.28,"BounceBack",2014
156,156,"Mark Wilson",69,16.11,"BounceBack",2014
157,157,"YE Yang",79,15.92,"BounceBack",2014
158,158,"Brendon de Jonge",109,15.87,"BounceBack",2014
159,159,"Jason Day",54,15.79,"BounceBack",2014
159,159,"Ernie Els",85,15.79,"BounceBack",2014
161,161,"Wes Roach",67,15.58,"BounceBack",2014
162,162,"Roberto Castro",76,15.55,"BounceBack",2014
163,163,"DH Lee",54,15.53,"BounceBack",2014
164,164,"William McGirt",96,15.5,"BounceBack",2014
165,165,"Jhonattan Vegas",77,15.2,"BounceBack",2014
166,166,"Johnson Wagner",69,14.84,"BounceBack",2014
167,167,"Trevor Immelman",84,14.52,"BounceBack",2014
168,168,"Lucas Glover",68,14.47,"BounceBack",2014
169,169,"Bryce Molder",77,14.29,"BounceBack",2014
170,170,"Brian Gay",81,14.22,"BounceBack",2014
170,170,"JJ Henry",91,14.22,"BounceBack",2014
172,172,"Erik Compton",88,14.12,"BounceBack",2014
173,173,"Freddie Jacobson",91,14.11,"BounceBack",2014
174,174,"Kevin Tway",64,13.88,"BounceBack",2014
175,175,"Spencer Levin",59,13.86,"BounceBack",2014
176,176,"Chad Campbell",57,11.02,"BounceBack",2014
177,177,"John Rollins",84,9.62,"BounceBack",2014
