"BirdieorBetterConversionPercentage_RANKTHISWEEK_2006","BirdieorBetterConversionPercentage_RANKLASTWEEK_2006","BirdieorBetterConversionPercentage_PLAYERNAME_2006","BirdieorBetterConversionPercentage_ROUNDS_2006","BirdieorBetterConversionPercentage_Pct_2006","BirdieorBetterConversionPercentage_BIRDIES_2006","BirdieorBetterConversionPercentage_GREENSHIT_2006","stat_name","year"
73,73,"Bubba Dickerson",98,29.89,338,1131,"BirdieorBetterConversionPercentage",2006
75,75,"Frank Lickliter II",99,29.87,354,1185,"BirdieorBetterConversionPercentage",2006
76,76,"Mark Wilson",79,29.85,277,928,"BirdieorBetterConversionPercentage",2006
77,77,"Sean OHair",100,29.74,339,1140,"BirdieorBetterConversionPercentage",2006
78,78,"Carl Pettersson",95,29.62,308,1040,"BirdieorBetterConversionPercentage",2006
79,79,"Freddie Jacobson",56,29.61,191,645,"BirdieorBetterConversionPercentage",2006
80,80,"Kent Jones",103,29.54,350,1185,"BirdieorBetterConversionPercentage",2006
80,80,"Jeff Sluman",101,29.54,350,1185,"BirdieorBetterConversionPercentage",2006
82,82,"Bill Haas",99,29.39,325,1106,"BirdieorBetterConversionPercentage",2006
83,83,"Jeff Brehaut",100,29.35,341,1162,"BirdieorBetterConversionPercentage",2006
84,84,"Alex Cejka",93,29.33,325,1108,"BirdieorBetterConversionPercentage",2006
85,85,"Arjun Atwal",97,29.32,319,1088,"BirdieorBetterConversionPercentage",2006
86,86,"Todd Fischer",101,29.27,324,1107,"BirdieorBetterConversionPercentage",2006
87,87,"Dean Wilson",115,29.26,381,1302,"BirdieorBetterConversionPercentage",2006
88,88,"Rich Beem",85,29.25,289,988,"BirdieorBetterConversionPercentage",2006
89,89,"Chris DiMarco",83,29.22,272,931,"BirdieorBetterConversionPercentage",2006
90,90,"Len Mattiace",59,29.21,182,623,"BirdieorBetterConversionPercentage",2006
91,91,"Arron Oberholser",82,29.2,287,983,"BirdieorBetterConversionPercentage",2006
92,92,"Mathias Gronberg",92,29.17,311,1066,"BirdieorBetterConversionPercentage",2006
93,93,"Olin Browne",108,29.06,349,1201,"BirdieorBetterConversionPercentage",2006
93,93,"Greg Chalmers",71,29.06,206,709,"BirdieorBetterConversionPercentage",2006
93,93,"Scott Gutschewski",53,29.06,177,609,"BirdieorBetterConversionPercentage",2006
96,96,"Kirk Triplett",58,29.05,190,654,"BirdieorBetterConversionPercentage",2006
97,97,"Brett Quigley",109,29.04,372,1281,"BirdieorBetterConversionPercentage",2006
98,98,"DJ Trahan",92,29.03,299,1030,"BirdieorBetterConversionPercentage",2006
99,99,"Dudley Hart",83,28.99,276,952,"BirdieorBetterConversionPercentage",2006
100,100,"Bernhard Langer",77,28.94,246,850,"BirdieorBetterConversionPercentage",2006
101,101,"Danny Ellis",68,28.93,208,719,"BirdieorBetterConversionPercentage",2006
102,102,"Jose Maria Olazabal",62,28.89,197,682,"BirdieorBetterConversionPercentage",2006
103,103,"Briny Baird",81,28.87,280,970,"BirdieorBetterConversionPercentage",2006
103,103,"Greg Owen",79,28.87,274,949,"BirdieorBetterConversionPercentage",2006
105,105,"Jimmy Walker",60,28.84,186,645,"BirdieorBetterConversionPercentage",2006
106,106,"James Driscoll",80,28.83,254,881,"BirdieorBetterConversionPercentage",2006
107,107,"Ian Poulter",53,28.8,178,618,"BirdieorBetterConversionPercentage",2006
108,108,"Jerry Smith",94,28.79,317,1101,"BirdieorBetterConversionPercentage",2006
109,109,"David McKenzie",82,28.69,272,948,"BirdieorBetterConversionPercentage",2006
110,110,"Joe Durant",101,28.67,363,1266,"BirdieorBetterConversionPercentage",2006
111,111,"Kris Cox",83,28.66,276,963,"BirdieorBetterConversionPercentage",2006
112,112,"Will Ma Kenzie",91,28.65,308,1075,"BirdieorBetterConversionPercentage",2006
113,113,"Ted Purdy",103,28.62,348,1216,"BirdieorBetterConversionPercentage",2006
114,114,"Doug Barron",74,28.59,227,794,"BirdieorBetterConversionPercentage",2006
115,115,"Daisuke Maruyama",83,28.5,267,937,"BirdieorBetterConversionPercentage",2006
116,116,"Jerry Kelly",100,28.46,343,1205,"BirdieorBetterConversionPercentage",2006
117,117,"Steve Flesch",119,28.43,387,1361,"BirdieorBetterConversionPercentage",2006
117,117,"Richard Johnson",94,28.43,317,1115,"BirdieorBetterConversionPercentage",2006
119,119,"Jeff Overton",95,28.41,310,1091,"BirdieorBetterConversionPercentage",2006
120,120,"Duffy Waldorf",96,28.35,311,1097,"BirdieorBetterConversionPercentage",2006
121,121,"Brian Davis",92,28.34,299,1055,"BirdieorBetterConversionPercentage",2006
122,122,"Steve Lowery",99,28.33,323,1140,"BirdieorBetterConversionPercentage",2006
123,123,"Brad Faxon",78,28.13,229,814,"BirdieorBetterConversionPercentage",2006
124,124,"JJ Henry",96,28.12,320,1138,"BirdieorBetterConversionPercentage",2006
124,124,"Troy Matteson",101,28.12,338,1202,"BirdieorBetterConversionPercentage",2006
126,126,"Bob Estes",85,28.07,286,1019,"BirdieorBetterConversionPercentage",2006
127,127,"Shaun Micheel",96,28.05,317,1130,"BirdieorBetterConversionPercentage",2006
128,128,"Brent Geiberger",99,28.04,318,1134,"BirdieorBetterConversionPercentage",2006
128,128,"Ryuji Imada",105,28.04,332,1184,"BirdieorBetterConversionPercentage",2006
130,130,"Chad Campbell",91,28.02,295,1053,"BirdieorBetterConversionPercentage",2006
130,130,"Brandt Jobe",91,28.02,297,1060,"BirdieorBetterConversionPercentage",2006
132,132,"Paul Azinger",87,28,273,975,"BirdieorBetterConversionPercentage",2006
133,133,"Carlos Franco",86,27.98,282,1008,"BirdieorBetterConversionPercentage",2006
134,134,"Ian Leggatt",80,27.93,241,863,"BirdieorBetterConversionPercentage",2006
135,135,"Jason Bohn",104,27.89,343,1230,"BirdieorBetterConversionPercentage",2006
136,136,"Stephen Leaney",84,27.88,283,1015,"BirdieorBetterConversionPercentage",2006
137,137,"Robert Damron",91,27.87,289,1037,"BirdieorBetterConversionPercentage",2006
138,138,"Bob May",65,27.86,214,768,"BirdieorBetterConversionPercentage",2006
139,139,"Heath Slocum",96,27.84,316,1135,"BirdieorBetterConversionPercentage",2006
140,140,"Mathew Goggin",72,27.78,235,846,"BirdieorBetterConversionPercentage",2006
141,141,"Jason Schultz",77,27.73,236,851,"BirdieorBetterConversionPercentage",2006
142,142,"Billy Andrade",78,27.7,244,881,"BirdieorBetterConversionPercentage",2006
143,143,"Bob Tway",81,27.68,248,896,"BirdieorBetterConversionPercentage",2006
144,144,"Robert Gamez",94,27.67,303,1095,"BirdieorBetterConversionPercentage",2006
145,145,"Mark OMeara",52,27.66,148,535,"BirdieorBetterConversionPercentage",2006
146,146,"KJ Choi",93,27.53,310,1126,"BirdieorBetterConversionPercentage",2006
147,147,"Charles Warren",93,27.51,301,1094,"BirdieorBetterConversionPercentage",2006
148,148,"Jeff Maggert",81,27.5,261,949,"BirdieorBetterConversionPercentage",2006
149,149,"Todd Hamilton",72,27.38,201,734,"BirdieorBetterConversionPercentage",2006
150,150,"Matt Hansen",68,27.36,217,793,"BirdieorBetterConversionPercentage",2006
151,151,"Tim Petrovic",95,27.35,274,1002,"BirdieorBetterConversionPercentage",2006
152,152,"Henrik Bjornstad",97,27.3,300,1099,"BirdieorBetterConversionPercentage",2006
153,153,"Skip Kendall",72,27.24,237,870,"BirdieorBetterConversionPercentage",2006
154,154,"John Senden",96,27.23,323,1186,"BirdieorBetterConversionPercentage",2006
155,155,"Greg Kraft",79,27.22,230,845,"BirdieorBetterConversionPercentage",2006
156,156,"David Branshaw",98,27.17,332,1222,"BirdieorBetterConversionPercentage",2006
156,156,"Tim Herron",82,27.17,247,909,"BirdieorBetterConversionPercentage",2006
156,156,"Nicholas Thompson",96,27.17,297,1093,"BirdieorBetterConversionPercentage",2006
159,159,"Kevin Sutherland",100,27.15,319,1175,"BirdieorBetterConversionPercentage",2006
160,160,"Fred Funk",106,27.1,339,1251,"BirdieorBetterConversionPercentage",2006
161,161,"Joey Sindelar",90,27.09,301,1111,"BirdieorBetterConversionPercentage",2006
162,162,"John Cook",67,27.07,216,798,"BirdieorBetterConversionPercentage",2006
163,163,"Fred Couples",52,27.01,158,585,"BirdieorBetterConversionPercentage",2006
163,163,"Chris Smith",67,27.01,225,833,"BirdieorBetterConversionPercentage",2006
165,165,"Paul Goydos",72,26.98,228,845,"BirdieorBetterConversionPercentage",2006
166,166,"Ryan Hietala",61,26.96,172,638,"BirdieorBetterConversionPercentage",2006
167,167,"Zach Johnson",98,26.94,284,1054,"BirdieorBetterConversionPercentage",2006
168,168,"Mike Sposa",68,26.93,199,739,"BirdieorBetterConversionPercentage",2006
169,169,"Patrick Sheehan",104,26.92,309,1148,"BirdieorBetterConversionPercentage",2006
170,170,"Paul Stankowski",70,26.9,223,829,"BirdieorBetterConversionPercentage",2006
171,171,"Billy Mayfair",94,26.65,299,1122,"BirdieorBetterConversionPercentage",2006
172,172,"Kenny Perry",73,26.46,235,888,"BirdieorBetterConversionPercentage",2006
173,173,"Roger Tambellini",64,26.43,189,715,"BirdieorBetterConversionPercentage",2006
174,174,"Michael Connell",51,26.4,146,553,"BirdieorBetterConversionPercentage",2006
175,175,"JL Lewis",57,26.37,169,641,"BirdieorBetterConversionPercentage",2006
176,176,"Ben Curtis",86,26.36,266,1009,"BirdieorBetterConversionPercentage",2006
177,177,"Justin Leonard",83,26.34,236,896,"BirdieorBetterConversionPercentage",2006
178,178,"Steve Jones",83,26.24,243,926,"BirdieorBetterConversionPercentage",2006
179,179,"Charles Howell III",96,26.23,288,1098,"BirdieorBetterConversionPercentage",2006
180,180,"Ron Whittaker",81,26.2,246,939,"BirdieorBetterConversionPercentage",2006
181,181,"Omar Uresti",61,25.89,182,703,"BirdieorBetterConversionPercentage",2006
182,182,"Jeff Gove",91,25.8,291,1128,"BirdieorBetterConversionPercentage",2006
182,182,"Jonathan Kaye",95,25.8,292,1132,"BirdieorBetterConversionPercentage",2006
184,184,"Brian Bateman",69,25.53,192,752,"BirdieorBetterConversionPercentage",2006
185,185,"Tjaart van der Walt",60,25.45,168,660,"BirdieorBetterConversionPercentage",2006
186,186,"Peter Lonard",77,25.35,219,864,"BirdieorBetterConversionPercentage",2006
187,187,"John Engler Jr",69,25.28,182,720,"BirdieorBetterConversionPercentage",2006
188,188,"Steve Elkington",52,24.96,159,637,"BirdieorBetterConversionPercentage",2006
189,189,"Bart Bryant",87,24.95,265,1062,"BirdieorBetterConversionPercentage",2006
190,190,"Tom Lehman",70,24.37,173,710,"BirdieorBetterConversionPercentage",2006
191,191,"Jon Mills",68,24.36,180,739,"BirdieorBetterConversionPercentage",2006
192,192,"Hidemichi Tanaka",74,23.92,182,761,"BirdieorBetterConversionPercentage",2006
193,193,"Mark Brooks",90,23.86,240,1006,"BirdieorBetterConversionPercentage",2006
194,194,"Thomas Levet",53,23.71,143,603,"BirdieorBetterConversionPercentage",2006
195,195,"Corey Pavin",74,23.43,187,798,"BirdieorBetterConversionPercentage",2006
196,196,"Larry Mize",53,23.17,136,587,"BirdieorBetterConversionPercentage",2006
