"AverageApproachDistancePar_RANKTHISWEEK_2012","AverageApproachDistancePar_RANKLASTWEEK_2012","AverageApproachDistancePar_PLAYERNAME_2012","AverageApproachDistancePar_ROUNDS_2012","AverageApproachDistancePar_AVGYARDS_2012","AverageApproachDistancePar_TOTALDISTANCEINCHES_2012","AverageApproachDistancePar_NUMBEROFAPPROACHSHOTS_2012","stat_name","year"
20,20,"Mark Anderson",75,160.8,3808543,658,"AverageApproachDistancePar",2012
20,20,"Tommy Gainey",98,160.8,5679602,981,"AverageApproachDistancePar",2012
20,20,"Adam Scott",59,160.8,2587903,447,"AverageApproachDistancePar",2012
20,20,"Steve Stricker",73,160.8,3572394,617,"AverageApproachDistancePar",2012
24,24,"Tommy Biershenk",74,160.9,3497584,604,"AverageApproachDistancePar",2012
25,25,"Bud Cauley",99,161,6177723,1066,"AverageApproachDistancePar",2012
25,25,"Bill Lunde",83,161,4487077,774,"AverageApproachDistancePar",2012
25,25,"Vaughn Taylor",81,161,4173632,720,"AverageApproachDistancePar",2012
28,28,"Charles Howell III",98,161.1,5137494,886,"AverageApproachDistancePar",2012
29,29,"Davis Love III",64,161.2,3411384,588,"AverageApproachDistancePar",2012
29,29,"Scott Stallings",78,161.2,4369355,753,"AverageApproachDistancePar",2012
31,31,"John Daly",50,161.3,2329239,401,"AverageApproachDistancePar",2012
31,31,"Josh Teater",97,161.3,5259980,906,"AverageApproachDistancePar",2012
33,33,"Miguel Angel Carballo",73,161.4,3584184,617,"AverageApproachDistancePar",2012
34,34,"Alexandre Rocha",62,161.5,3430849,590,"AverageApproachDistancePar",2012
34,34,"Roland Thatcher",55,161.5,2795905,481,"AverageApproachDistancePar",2012
34,34,"Steve Wheatcroft",56,161.5,2853892,491,"AverageApproachDistancePar",2012
37,37,"Kyle Thompson",51,161.7,2398949,412,"AverageApproachDistancePar",2012
37,37,"Brendon Todd",78,161.7,4085328,702,"AverageApproachDistancePar",2012
39,39,"Stuart Appleby",75,161.8,4530932,778,"AverageApproachDistancePar",2012
39,39,"Jason Bohn",81,161.8,4381470,752,"AverageApproachDistancePar",2012
41,41,"Stephen Ames",54,161.9,2628434,451,"AverageApproachDistancePar",2012
41,41,"Aaron Baddeley",73,161.9,3583664,615,"AverageApproachDistancePar",2012
41,41,"Justin Leonard",79,161.9,4550641,781,"AverageApproachDistancePar",2012
44,44,"Tim Clark",60,162,3469869,595,"AverageApproachDistancePar",2012
44,44,"Freddie Jacobson",61,162,2915895,500,"AverageApproachDistancePar",2012
46,46,"Russell Knox",72,162.1,3892496,667,"AverageApproachDistancePar",2012
47,47,"Carl Pettersson",92,162.2,5309430,909,"AverageApproachDistancePar",2012
47,47,"Bo Van Pelt",84,162.2,4128841,707,"AverageApproachDistancePar",2012
49,49,"Ben Curtis",62,162.3,3248778,556,"AverageApproachDistancePar",2012
49,49,"JJ Henry",93,162.3,5000537,856,"AverageApproachDistancePar",2012
49,49,"William McGirt",96,162.3,5456318,934,"AverageApproachDistancePar",2012
52,52,"Ryo Ishikawa",54,162.4,2507666,429,"AverageApproachDistancePar",2012
52,52,"Louis Oosthuizen",65,162.4,3204457,548,"AverageApproachDistancePar",2012
54,54,"John Rollins",81,162.5,4732083,809,"AverageApproachDistancePar",2012
55,55,"Mathew Goggin",65,162.6,3770099,644,"AverageApproachDistancePar",2012
55,55,"Jason Kokrak",79,162.6,4636569,792,"AverageApproachDistancePar",2012
57,57,"Kevin Chappell",91,162.7,4773095,815,"AverageApproachDistancePar",2012
57,57,"David Toms",60,162.7,3034391,518,"AverageApproachDistancePar",2012
59,59,"Graham DeLaet",79,162.8,4736503,808,"AverageApproachDistancePar",2012
60,60,"Rocco Mediate",70,162.9,4041758,689,"AverageApproachDistancePar",2012
60,60,"Garth Mulroy",59,162.9,2938494,501,"AverageApproachDistancePar",2012
60,60,"Rory Sabbatini",84,162.9,4639719,791,"AverageApproachDistancePar",2012
60,60,"Chris Stroud",86,162.9,5270645,899,"AverageApproachDistancePar",2012
64,64,"Colt Knost",79,163,4477455,763,"AverageApproachDistancePar",2012
65,65,"Chris Couch",61,163.1,3565072,607,"AverageApproachDistancePar",2012
65,65,"Danny Lee",74,163.1,3868749,659,"AverageApproachDistancePar",2012
65,65,"Ryan Palmer",81,163.1,4567652,778,"AverageApproachDistancePar",2012
65,65,"Scott Piercy",95,163.1,5594754,953,"AverageApproachDistancePar",2012
65,65,"Kevin Streelman",89,163.1,5254102,895,"AverageApproachDistancePar",2012
70,70,"Cameron Beckman",81,163.2,4371621,744,"AverageApproachDistancePar",2012
70,70,"Stephen Gangluff",57,163.2,2849067,485,"AverageApproachDistancePar",2012
70,70,"David Hearn",95,163.2,6098333,1038,"AverageApproachDistancePar",2012
70,70,"Billy Hurley III",70,163.2,3783325,644,"AverageApproachDistancePar",2012
74,74,"Bob Estes",78,163.3,4431465,754,"AverageApproachDistancePar",2012
74,74,"Brandt Jobe",57,163.3,3028257,515,"AverageApproachDistancePar",2012
74,74,"John Mallinger",74,163.3,4292503,730,"AverageApproachDistancePar",2012
74,74,"Ian Poulter",57,163.3,2538874,432,"AverageApproachDistancePar",2012
78,78,"Michael Bradley",63,163.4,3806547,647,"AverageApproachDistancePar",2012
78,78,"Matt Every",80,163.4,4193505,713,"AverageApproachDistancePar",2012
78,78,"Rory McIlroy",60,163.4,2547763,433,"AverageApproachDistancePar",2012
78,78,"Daniel Summerhays",81,163.4,4622905,786,"AverageApproachDistancePar",2012
78,78,"Tiger Woods",69,163.4,3188141,542,"AverageApproachDistancePar",2012
83,83,"Jason Dufner",83,163.5,4284189,728,"AverageApproachDistancePar",2012
83,83,"Geoff Ogilvy",73,163.5,3777849,642,"AverageApproachDistancePar",2012
85,85,"David Mathis",83,163.6,4705535,799,"AverageApproachDistancePar",2012
86,86,"Erik Compton",81,163.7,4060356,689,"AverageApproachDistancePar",2012
86,86,"Brian Davis",91,163.7,5278996,896,"AverageApproachDistancePar",2012
86,86,"Greg Owen",90,163.7,5031412,854,"AverageApproachDistancePar",2012
86,86,"Heath Slocum",93,163.7,5226559,887,"AverageApproachDistancePar",2012
86,86,"DJ Trahan",73,163.7,4084710,693,"AverageApproachDistancePar",2012
91,91,"Angel Cabrera",54,163.9,2442515,414,"AverageApproachDistancePar",2012
91,91,"Ryuji Imada",78,163.9,4577793,776,"AverageApproachDistancePar",2012
91,91,"Charlie Wi",86,163.9,4891809,829,"AverageApproachDistancePar",2012
94,94,"Will Claxton",99,164,5792492,981,"AverageApproachDistancePar",2012
94,94,"Jason Day",57,164,3057956,518,"AverageApproachDistancePar",2012
94,94,"Harris English",98,164,5774582,978,"AverageApproachDistancePar",2012
94,94,"Rickie Fowler",84,164,4352303,737,"AverageApproachDistancePar",2012
94,94,"Sung Kang",75,164,4051356,686,"AverageApproachDistancePar",2012
94,94,"Seung Yul Noh",105,164,5828709,987,"AverageApproachDistancePar",2012
94,94,"Dicky Pride",62,164,3312689,561,"AverageApproachDistancePar",2012
94,94,"Nick Watney",97,164,4912274,832,"AverageApproachDistancePar",2012
102,102,"Keegan Bradley",90,164.1,4636867,785,"AverageApproachDistancePar",2012
102,102,"Sean OHair",84,164.1,4997372,846,"AverageApproachDistancePar",2012
102,102,"Rod Pampling",88,164.1,4809658,814,"AverageApproachDistancePar",2012
102,102,"Ted Potter Jr",77,164.1,4152450,703,"AverageApproachDistancePar",2012
106,106,"Padraig Harrington",67,164.2,2978784,504,"AverageApproachDistancePar",2012
107,107,"Jonas Blixt",72,164.3,4270502,722,"AverageApproachDistancePar",2012
107,107,"Gavin Coles",72,164.3,3891843,658,"AverageApproachDistancePar",2012
107,107,"Chris Kirk",93,164.3,5620156,950,"AverageApproachDistancePar",2012
107,107,"Matt Kuchar",86,164.3,4572594,773,"AverageApproachDistancePar",2012
107,107,"Jeff Maggert",83,164.3,5357243,906,"AverageApproachDistancePar",2012
107,107,"Nick OHern",78,164.3,4679101,791,"AverageApproachDistancePar",2012
107,107,"Pat Perez",81,164.3,4618977,781,"AverageApproachDistancePar",2012
114,114,"JJ Killeen",101,164.4,5793303,979,"AverageApproachDistancePar",2012
114,114,"Camilo Villegas",79,164.4,4941065,835,"AverageApproachDistancePar",2012
114,114,"YE Yang",64,164.4,3195686,540,"AverageApproachDistancePar",2012
117,117,"Bobby Gates",87,164.5,5020995,848,"AverageApproachDistancePar",2012
117,117,"Chez Reavie",83,164.5,4576549,773,"AverageApproachDistancePar",2012
117,117,"Brendan Steele",77,164.5,4376690,739,"AverageApproachDistancePar",2012
120,120,"Robert Karlsson",54,164.6,2470872,417,"AverageApproachDistancePar",2012
121,121,"Roberto Castro",92,164.7,5176781,873,"AverageApproachDistancePar",2012
121,121,"Brendon de Jonge",115,164.7,6896830,1163,"AverageApproachDistancePar",2012
121,121,"Bryce Molder",83,164.7,4945053,834,"AverageApproachDistancePar",2012
124,124,"Tom Gillis",75,164.8,4474219,754,"AverageApproachDistancePar",2012
125,125,"Sangmoon Bae",81,164.9,3472384,585,"AverageApproachDistancePar",2012
125,125,"Ben Crane",73,164.9,3970375,669,"AverageApproachDistancePar",2012
125,125,"Ernie Els",80,164.9,4623600,779,"AverageApproachDistancePar",2012
125,125,"Vijay Singh",99,164.9,5426597,914,"AverageApproachDistancePar",2012
125,125,"Michael Thompson",80,164.9,4314763,727,"AverageApproachDistancePar",2012
125,125,"Mark Wilson",84,164.9,4742047,799,"AverageApproachDistancePar",2012
131,131,"Matt Bettencourt",80,165,3753379,632,"AverageApproachDistancePar",2012
131,131,"Troy Matteson",100,165,5666396,954,"AverageApproachDistancePar",2012
131,131,"Brandt Snedeker",81,165,4389491,739,"AverageApproachDistancePar",2012
134,134,"KJ Choi",71,165.1,3721050,626,"AverageApproachDistancePar",2012
134,134,"Derek Lamely",64,165.1,3761835,633,"AverageApproachDistancePar",2012
134,134,"Jeff Overton",101,165.1,6205215,1044,"AverageApproachDistancePar",2012
137,137,"Stewart Cink",71,165.2,3591592,604,"AverageApproachDistancePar",2012
137,137,"Marc Leishman",84,165.2,5056298,850,"AverageApproachDistancePar",2012
137,137,"John Merrick",83,165.2,4882800,821,"AverageApproachDistancePar",2012
137,137,"Johnson Wagner",88,165.2,5163541,868,"AverageApproachDistancePar",2012
141,141,"Ricky Barnes",92,165.3,5373533,903,"AverageApproachDistancePar",2012
141,141,"Chris DiMarco",83,165.3,4795339,806,"AverageApproachDistancePar",2012
141,141,"Richard Lee",71,165.3,3891923,654,"AverageApproachDistancePar",2012
141,141,"Kyle Stanley",86,165.3,4724952,794,"AverageApproachDistancePar",2012
141,141,"Gary Woodland",70,165.3,3416437,574,"AverageApproachDistancePar",2012
146,146,"Ryan Moore",89,165.6,5364272,900,"AverageApproachDistancePar",2012
147,147,"Phil Mickelson",79,165.7,3961704,664,"AverageApproachDistancePar",2012
148,148,"Blake Adams",107,165.8,5838543,978,"AverageApproachDistancePar",2012
148,148,"Spencer Levin",81,165.8,4457445,747,"AverageApproachDistancePar",2012
150,150,"Robert Allenby",76,165.9,4401532,737,"AverageApproachDistancePar",2012
150,150,"Charley Hoffman",88,165.9,4944588,828,"AverageApproachDistancePar",2012
152,152,"Kris Blanks",65,166,4020857,673,"AverageApproachDistancePar",2012
152,152,"Jhonattan Vegas",77,166,4482074,750,"AverageApproachDistancePar",2012
154,154,"Jim Furyk",85,166.1,4772200,798,"AverageApproachDistancePar",2012
154,154,"Trevor Immelman",76,166.1,3964862,663,"AverageApproachDistancePar",2012
156,156,"Arjun Atwal",79,166.2,4542490,759,"AverageApproachDistancePar",2012
156,156,"Luke Donald",63,166.2,3428515,573,"AverageApproachDistancePar",2012
158,158,"Scott Brown",65,166.3,3299148,551,"AverageApproachDistancePar",2012
159,159,"Jimmy Walker",101,166.4,6153308,1027,"AverageApproachDistancePar",2012
160,160,"Robert Garrigus",89,166.5,4837789,807,"AverageApproachDistancePar",2012
160,160,"Cameron Tringale",88,166.5,5297309,884,"AverageApproachDistancePar",2012
162,162,"Gary Christian",91,166.6,5104784,851,"AverageApproachDistancePar",2012
162,162,"Martin Laird",77,166.6,3537636,590,"AverageApproachDistancePar",2012
162,162,"Graeme McDowell",55,166.6,2495296,416,"AverageApproachDistancePar",2012
165,165,"Ken Duke",104,166.7,6068156,1011,"AverageApproachDistancePar",2012
165,165,"Hunter Mahan",88,166.7,4477074,746,"AverageApproachDistancePar",2012
167,167,"Jerry Kelly",84,166.9,5058470,842,"AverageApproachDistancePar",2012
168,168,"Jonathan Byrd",69,167.1,3885630,646,"AverageApproachDistancePar",2012
168,168,"John Huh",99,167.1,5671625,943,"AverageApproachDistancePar",2012
168,168,"Webb Simpson",77,167.1,4342456,722,"AverageApproachDistancePar",2012
171,171,"Henrik Stenson",51,167.2,2889129,480,"AverageApproachDistancePar",2012
172,172,"Greg Chalmers",88,167.3,5268698,875,"AverageApproachDistancePar",2012
172,172,"Scott Dunlap",57,167.3,3186847,529,"AverageApproachDistancePar",2012
172,172,"Bill Haas",79,167.3,4301021,714,"AverageApproachDistancePar",2012
175,175,"Sergio Garcia",57,167.7,3030703,502,"AverageApproachDistancePar",2012
175,175,"Charl Schwartzel",56,167.7,2722959,451,"AverageApproachDistancePar",2012
177,177,"Billy Mayfair",90,167.8,5550047,919,"AverageApproachDistancePar",2012
177,177,"Kevin Stadler",85,167.8,4960591,821,"AverageApproachDistancePar",2012
179,179,"DA Points",88,167.9,5384432,891,"AverageApproachDistancePar",2012
179,179,"Justin Rose",69,167.9,3747185,620,"AverageApproachDistancePar",2012
179,179,"John Senden",81,167.9,4284810,709,"AverageApproachDistancePar",2012
182,182,"Tom Pernice Jr",62,168,3549193,587,"AverageApproachDistancePar",2012
183,183,"Chad Campbell",84,168.2,5045204,833,"AverageApproachDistancePar",2012
184,184,"Andres Romero",68,168.4,3533568,583,"AverageApproachDistancePar",2012
185,185,"James Driscoll",83,168.6,4716117,777,"AverageApproachDistancePar",2012
185,185,"Hunter Haas",69,168.6,3593242,592,"AverageApproachDistancePar",2012
187,187,"Zach Johnson",95,168.9,5161179,849,"AverageApproachDistancePar",2012
188,188,"Lee Westwood",60,169,2616629,430,"AverageApproachDistancePar",2012
189,189,"Nathan Green",73,169.2,3885790,638,"AverageApproachDistancePar",2012
190,190,"George McNeill",85,169.7,4929659,807,"AverageApproachDistancePar",2012
190,190,"Kevin Na",80,169.7,4564194,747,"AverageApproachDistancePar",2012
