"ProximitytoHole_RANKTHISWEEK_2012","ProximitytoHole_RANKLASTWEEK_2012","ProximitytoHole_PLAYERNAME_2012","ProximitytoHole_ROUNDS_2012","ProximitytoHole_AVG_2012","ProximitytoHole_TOTALDISTANCEFEET_2012","ProximitytoHole_OFATTEMPTS_2012","ProximitytoHole_GIRRANK_2012","stat_name","year"
34,34,"Luke Donald",63,NA,29866.833,862,100,"ProximitytoHole",2012
34,34,"Kyle Stanley",86,NA,43454.833,1254,41,"ProximitytoHole",2012
36,36,"Bud Cauley",99,NA,56643.167,1630,51,"ProximitytoHole",2012
36,36,"Scott Dunlap",57,NA,28668.167,824,38,"ProximitytoHole",2012
36,36,"Billy Horschel",63,NA,29874.5,860,14,"ProximitytoHole",2012
36,36,"Jeff Maggert",83,NA,48526.333,1398,83,"ProximitytoHole",2012
36,36,"Nick Watney",97,NA,47173.167,1359,58,"ProximitytoHole",2012
41,41,"Chad Campbell",84,NA,45625.333,1311,39,"ProximitytoHole",2012
41,41,"Louis Oosthuizen",65,NA,30610.417,878,15,"ProximitytoHole",2012
41,41,"Kyle Reifers",86,NA,45997.667,1321,33,"ProximitytoHole",2012
44,44,"Stephen Ames",54,NA,24383.333,698,160,"ProximitytoHole",2012
44,44,"Marco Dawson",60,NA,28720.5,823,150,"ProximitytoHole",2012
44,44,"Vijay Singh",99,NA,50516.75,1448,69,"ProximitytoHole",2012
47,47,"Brian Gay",91,NA,48727.667,1392,152,"ProximitytoHole",2012
47,47,"Bill Lunde",83,NA,41992.917,1201,30,"ProximitytoHole",2012
47,47,"Alexandre Rocha",62,NA,31165.333,891,44,"ProximitytoHole",2012
50,50,"Graham DeLaet",79,NA,44741.417,1276,46,"ProximitytoHole",2012
50,50,"Padraig Harrington",67,NA,28292.333,806,161,"ProximitytoHole",2012
50,50,"Zach Johnson",95,NA,46543.833,1327,101,"ProximitytoHole",2012
50,50,"Bryce Molder",83,NA,44491.25,1269,103,"ProximitytoHole",2012
50,50,"Michael Thompson",80,NA,40902.583,1165,144,"ProximitytoHole",2012
50,50,"Camilo Villegas",79,NA,45935.917,1310,4,"ProximitytoHole",2012
50,50,"Lee Westwood",60,NA,25180.917,718,3,"ProximitytoHole",2012
57,57,"Robert Allenby",76,NA,41622.917,1184,80,"ProximitytoHole",2012
57,57,"Keegan Bradley",90,NA,44697.917,1271,52,"ProximitytoHole",2012
57,57,"Bob Estes",78,NA,40931.333,1165,156,"ProximitytoHole",2012
57,57,"William McGirt",96,NA,49670.083,1414,65,"ProximitytoHole",2012
57,57,"Carl Pettersson",92,NA,50358.083,1433,128,"ProximitytoHole",2012
62,62,"Gary Christian",91,NA,47528.417,1348,42,"ProximitytoHole",2012
62,62,"Brian Davis",91,NA,49840.833,1415,138,"ProximitytoHole",2012
62,62,"Ken Duke",104,NA,56843.5,1614,111,"ProximitytoHole",2012
62,62,"Rickie Fowler",84,NA,41677.5,1181,98,"ProximitytoHole",2012
62,62,"Chris Kirk",93,NA,53701.333,1525,48,"ProximitytoHole",2012
62,62,"John Merrick",83,NA,45373.833,1288,10,"ProximitytoHole",2012
62,62,"Geoff Ogilvy",73,NA,34760.917,987,133,"ProximitytoHole",2012
62,62,"Greg Owen",90,NA,48630.083,1380,17,"ProximitytoHole",2012
62,62,"Dicky Pride",62,NA,30977,878,113,"ProximitytoHole",2012
71,71,"Will Claxton",99,NA,54398.75,1541,11,"ProximitytoHole",2012
71,71,"JJ Henry",93,NA,45014.417,1273,22,"ProximitytoHole",2012
71,71,"Webb Simpson",77,NA,41640.083,1178,32,"ProximitytoHole",2012
74,74,"Hunter Mahan",88,NA,40648.5,1148,12,"ProximitytoHole",2012
74,74,"Scott Piercy",95,NA,54468.667,1538,82,"ProximitytoHole",2012
74,74,"Brandt Snedeker",81,NA,41216.75,1165,132,"ProximitytoHole",2012
77,77,"Nick OHern",78,NA,43402.833,1222,143,"ProximitytoHole",2012
77,77,"Ryan Palmer",81,NA,44975.333,1267,94,"ProximitytoHole",2012
79,79,"Ricky Barnes",92,NA,52245.083,1468,35,"ProximitytoHole",2012
79,79,"Adam Scott",59,NA,26203.667,737,50,"ProximitytoHole",2012
79,79,"Chris Stroud",86,NA,47853.5,1344,140,"ProximitytoHole",2012
82,82,"Ernie Els",80,NA,41549.917,1164,53,"ProximitytoHole",2012
82,82,"Tommy Gainey",98,NA,57240.167,1606,158,"ProximitytoHole",2012
82,82,"Freddie Jacobson",61,NA,28120.083,789,166,"ProximitytoHole",2012
82,82,"Justin Leonard",79,NA,43562.75,1220,176,"ProximitytoHole",2012
82,82,"Garth Mulroy",59,NA,29168.917,817,95,"ProximitytoHole",2012
82,82,"Ian Poulter",57,NA,24147,677,168,"ProximitytoHole",2012
82,82,"Kevin Streelman",89,NA,49056.833,1377,69,"ProximitytoHole",2012
82,82,"Mark Wilson",84,NA,43334.917,1215,122,"ProximitytoHole",2012
90,90,"Jonas Blixt",72,NA,40870.833,1144,134,"ProximitytoHole",2012
90,90,"David Hearn",95,NA,56417.083,1579,63,"ProximitytoHole",2012
90,90,"Richard Lee",71,NA,36537,1022,20,"ProximitytoHole",2012
90,90,"DA Points",88,NA,51078.417,1430,55,"ProximitytoHole",2012
94,94,"Kris Blanks",65,NA,38572.75,1077,45,"ProximitytoHole",2012
94,94,"Roberto Castro",92,NA,48149.083,1343,18,"ProximitytoHole",2012
94,94,"Chris DiMarco",83,NA,46285.25,1292,175,"ProximitytoHole",2012
97,97,"KJ Choi",71,NA,35840.083,999,137,"ProximitytoHole",2012
97,97,"Chris Couch",61,NA,34352.333,957,134,"ProximitytoHole",2012
97,97,"Patrick Sheehan",58,NA,28189.5,785,149,"ProximitytoHole",2012
100,100,"Scott Brown",65,NA,32776.5,910,114,"ProximitytoHole",2012
100,100,"Tim Herron",88,NA,49097.583,1365,35,"ProximitytoHole",2012
100,100,"Ryo Ishikawa",54,NA,23890.75,664,185,"ProximitytoHole",2012
100,100,"Rory Sabbatini",84,NA,46433.417,1289,159,"ProximitytoHole",2012
100,100,"Scott Stallings",78,NA,43700.75,1215,59,"ProximitytoHole",2012
100,100,"DJ Trahan",73,NA,39946.083,1109,77,"ProximitytoHole",2012
100,100,"Bubba Watson",68,NA,32779.917,910,2,"ProximitytoHole",2012
107,107,"Rocco Mediate",70,NA,37516.75,1039,104,"ProximitytoHole",2012
107,107,"Pat Perez",81,NA,44580.75,1235,96,"ProximitytoHole",2012
107,107,"Charlie Wi",86,NA,47259.083,1310,184,"ProximitytoHole",2012
110,110,"Stuart Appleby",75,NA,41990.25,1162,106,"ProximitytoHole",2012
110,110,"Kevin Na",80,NA,41988.5,1161,165,"ProximitytoHole",2012
110,110,"Rod Pampling",88,NA,44709.167,1235,102,"ProximitytoHole",2012
110,110,"Josh Teater",97,NA,53690,1485,31,"ProximitytoHole",2012
114,114,"Danny Lee",74,NA,38209,1053,92,"ProximitytoHole",2012
115,115,"Jeff Overton",101,NA,59846.5,1649,63,"ProximitytoHole",2012
116,116,"Arjun Atwal",79,NA,43227.5,1186,129,"ProximitytoHole",2012
116,116,"Michael Bradley",63,NA,35972.917,987,88,"ProximitytoHole",2012
116,116,"John Huh",99,NA,55447,1522,57,"ProximitytoHole",2012
116,116,"Trevor Immelman",76,NA,37208.833,1022,139,"ProximitytoHole",2012
116,116,"Brandt Jobe",57,NA,29290,804,110,"ProximitytoHole",2012
116,116,"David Mathis",83,NA,45022.833,1237,172,"ProximitytoHole",2012
116,116,"Daniel Summerhays",81,NA,44361.75,1219,28,"ProximitytoHole",2012
116,116,"Johnson Wagner",88,NA,49638.417,1364,78,"ProximitytoHole",2012
124,124,"John Daly",50,NA,24747,678,163,"ProximitytoHole",2012
124,124,"Charley Hoffman",88,NA,49665.75,1360,61,"ProximitytoHole",2012
124,124,"Jerry Kelly",84,NA,47897.333,1312,84,"ProximitytoHole",2012
124,124,"Sean OHair",84,NA,49734,1363,21,"ProximitytoHole",2012
128,128,"Blake Adams",107,NA,57644.5,1576,78,"ProximitytoHole",2012
128,128,"Colt Knost",79,NA,43959,1202,162,"ProximitytoHole",2012
130,130,"Kevin Kisner",69,NA,34755.583,947,154,"ProximitytoHole",2012
130,130,"Jason Kokrak",79,NA,45254.75,1234,76,"ProximitytoHole",2012
130,130,"Ted Potter Jr",77,NA,40108.917,1094,142,"ProximitytoHole",2012
130,130,"Steve Wheatcroft",56,NA,27574.75,752,69,"ProximitytoHole",2012
134,134,"Sergio Garcia",57,NA,28998.75,789,99,"ProximitytoHole",2012
135,135,"Tommy Biershenk",74,NA,37969.833,1030,180,"ProximitytoHole",2012
135,135,"Stewart Cink",71,NA,35672.083,969,117,"ProximitytoHole",2012
135,135,"Jason Day",57,NA,30908.833,840,169,"ProximitytoHole",2012
138,138,"Angel Cabrera",54,NA,24412.333,661,141,"ProximitytoHole",2012
138,138,"Harris English",98,NA,57406,1555,27,"ProximitytoHole",2012
138,138,"Bobby Gates",87,NA,50284.5,1361,85,"ProximitytoHole",2012
138,138,"Robert Karlsson",54,NA,26901.25,729,145,"ProximitytoHole",2012
142,142,"Jonathan Byrd",69,NA,37233.333,1006,136,"ProximitytoHole",2012
142,142,"Ben Crane",73,NA,40886.167,1105,105,"ProximitytoHole",2012
142,142,"JB Holmes",90,NA,51663.25,1397,114,"ProximitytoHole",2012
142,142,"Billy Hurley III",70,NA,37628.083,1018,191,"ProximitytoHole",2012
142,142,"Troy Kelly",68,NA,33763,912,146,"ProximitytoHole",2012
142,142,"Seung Yul Noh",105,NA,56182.833,1519,33,"ProximitytoHole",2012
148,148,"Martin Flores",95,NA,54342.75,1467,126,"ProximitytoHole",2012
148,148,"Tom Gillis",75,NA,45670.75,1232,129,"ProximitytoHole",2012
148,148,"Tom Pernice Jr",62,NA,34510.667,931,167,"ProximitytoHole",2012
148,148,"John Rollins",81,NA,47143.5,1271,72,"ProximitytoHole",2012
152,152,"Miguel Angel Carballo",73,NA,37831.75,1019,106,"ProximitytoHole",2012
152,152,"Harrison Frazar",56,NA,31818.667,857,171,"ProximitytoHole",2012
152,152,"Charles Howell III",98,NA,51368.167,1381,47,"ProximitytoHole",2012
152,152,"George McNeill",85,NA,47093.25,1266,148,"ProximitytoHole",2012
152,152,"Brendon Todd",78,NA,41702.417,1122,179,"ProximitytoHole",2012
152,152,"Cameron Tringale",88,NA,51422.5,1383,48,"ProximitytoHole",2012
158,158,"Hunter Haas",69,NA,34569.333,928,147,"ProximitytoHole",2012
158,158,"John Senden",81,NA,41355.917,1110,16,"ProximitytoHole",2012
158,158,"Brendan Steele",77,NA,42612.667,1143,89,"ProximitytoHole",2012
161,161,"Marc Leishman",84,NA,50996.417,1362,150,"ProximitytoHole",2012
162,162,"Matt Bettencourt",80,NA,40190.5,1071,188,"ProximitytoHole",2012
162,162,"Kevin Chappell",91,NA,48338.25,1290,121,"ProximitytoHole",2012
162,162,"Mathew Goggin",65,NA,36862.667,982,37,"ProximitytoHole",2012
162,162,"Phil Mickelson",79,NA,40196.167,1073,120,"ProximitytoHole",2012
166,166,"Greg Chalmers",88,NA,50501,1343,181,"ProximitytoHole",2012
166,166,"Gary Woodland",70,NA,35572.25,947,124,"ProximitytoHole",2012
168,168,"Sangmoon Bae",81,NA,38501,1019,182,"ProximitytoHole",2012
169,169,"Billy Mayfair",90,NA,52938.75,1398,123,"ProximitytoHole",2012
170,170,"Troy Matteson",100,NA,56552.167,1490,124,"ProximitytoHole",2012
170,170,"Jimmy Walker",101,NA,61701.167,1626,116,"ProximitytoHole",2012
172,172,"Daniel Chopra",55,NA,29190.167,768,183,"ProximitytoHole",2012
172,172,"Erik Compton",81,NA,43284.417,1138,154,"ProximitytoHole",2012
172,172,"YE Yang",64,NA,32573,858,189,"ProximitytoHole",2012
175,175,"Mark Anderson",75,NA,41634.917,1094,129,"ProximitytoHole",2012
175,175,"Ryuji Imada",78,NA,46996.667,1233,174,"ProximitytoHole",2012
175,175,"Edward Loar",59,NA,29317.75,770,164,"ProximitytoHole",2012
178,178,"Nathan Green",73,NA,38971.083,1020,43,"ProximitytoHole",2012
178,178,"Andres Romero",68,NA,36798.833,965,170,"ProximitytoHole",2012
180,180,"Aaron Baddeley",73,NA,37531.667,981,190,"ProximitytoHole",2012
181,181,"JJ Killeen",101,NA,57670.333,1503,178,"ProximitytoHole",2012
182,182,"Spencer Levin",81,NA,45425.917,1182,173,"ProximitytoHole",2012
183,183,"Stephen Gangluff",57,NA,29665.167,770,186,"ProximitytoHole",2012
184,184,"Bill Haas",79,NA,42193.583,1093,93,"ProximitytoHole",2012
184,184,"Matt Jones",53,NA,30483,790,109,"ProximitytoHole",2012
186,186,"Sung Kang",75,NA,43101.083,1111,186,"ProximitytoHole",2012
186,186,"Martin Laird",77,NA,37541.333,967,89,"ProximitytoHole",2012
188,188,"Henrik Stenson",51,NA,29558.75,751,87,"ProximitytoHole",2012
189,189,"James Driscoll",83,NA,49478.917,1256,157,"ProximitytoHole",2012
190,190,"Jhonattan Vegas",77,NA,48753.333,1234,75,"ProximitytoHole",2012
191,191,"Derek Lamely",64,NA,39746.833,995,177,"ProximitytoHole",2012
