"TotalEagles_RANKTHISWEEK_2011","TotalEagles_RANKLASTWEEK_2011","TotalEagles_PLAYERNAME_2011","TotalEagles_ROUNDS_2011","TotalEagles_TOTAL_2011","stat_name","year"
80,80,"Camilo Villegas",69,6,"TotalEagles",2011
80,80,"Boo Weekley",66,6,"TotalEagles",2011
80,80,"Mark Wilson",89,6,"TotalEagles",2011
105,105,"Robert Allenby",84,5,"TotalEagles",2011
105,105,"Alex Cejka",59,5,"TotalEagles",2011
105,105,"Ben Crane",76,5,"TotalEagles",2011
105,105,"Brian Davis",105,5,"TotalEagles",2011
105,105,"Chris DiMarco",93,5,"TotalEagles",2011
105,105,"James Driscoll",71,5,"TotalEagles",2011
105,105,"Jason Dufner",78,5,"TotalEagles",2011
105,105,"Andres Gonzales",60,5,"TotalEagles",2011
105,105,"JJ Henry",96,5,"TotalEagles",2011
105,105,"Freddie Jacobson",92,5,"TotalEagles",2011
105,105,"Brandt Jobe",100,5,"TotalEagles",2011
105,105,"Matt Jones",71,5,"TotalEagles",2011
105,105,"Anthony Kim",72,5,"TotalEagles",2011
105,105,"Bio Kim",71,5,"TotalEagles",2011
105,105,"Matt Kuchar",94,5,"TotalEagles",2011
105,105,"Bill Lunde",92,5,"TotalEagles",2011
105,105,"Graeme McDowell",50,5,"TotalEagles",2011
105,105,"Matt McQuillan",59,5,"TotalEagles",2011
105,105,"Nick OHern",89,5,"TotalEagles",2011
105,105,"Rod Pampling",72,5,"TotalEagles",2011
105,105,"Jim Renner",65,5,"TotalEagles",2011
105,105,"Heath Slocum",89,5,"TotalEagles",2011
105,105,"Roland Thatcher",67,5,"TotalEagles",2011
128,128,"Stuart Appleby",65,4,"TotalEagles",2011
128,128,"Cameron Beckman",71,4,"TotalEagles",2011
128,128,"Chad Campbell",99,4,"TotalEagles",2011
128,128,"Stewart Cink",72,4,"TotalEagles",2011
128,128,"David Duval",67,4,"TotalEagles",2011
128,128,"Hunter Haas",96,4,"TotalEagles",2011
128,128,"JP Hayes",56,4,"TotalEagles",2011
128,128,"Jim Herman",69,4,"TotalEagles",2011
128,128,"Kent Jones",76,4,"TotalEagles",2011
128,128,"Colt Knost",80,4,"TotalEagles",2011
128,128,"Justin Leonard",82,4,"TotalEagles",2011
128,128,"Shaun Micheel",77,4,"TotalEagles",2011
128,128,"Ryan Moore",79,4,"TotalEagles",2011
128,128,"Martin Piller",63,4,"TotalEagles",2011
128,128,"Charl Schwartzel",58,4,"TotalEagles",2011
128,128,"Vijay Singh",79,4,"TotalEagles",2011
128,128,"Michael Thompson",79,4,"TotalEagles",2011
128,128,"Dean Wilson",62,4,"TotalEagles",2011
146,146,"Arjun Atwal",91,3,"TotalEagles",2011
146,146,"Briny Baird",60,3,"TotalEagles",2011
146,146,"Luke Donald",73,3,"TotalEagles",2011
146,146,"Joe Durant",71,3,"TotalEagles",2011
146,146,"Ernie Els",71,3,"TotalEagles",2011
146,146,"Steve Flesch",88,3,"TotalEagles",2011
146,146,"Harrison Frazar",58,3,"TotalEagles",2011
146,146,"Brian Gay",90,3,"TotalEagles",2011
146,146,"Tom Gillis",55,3,"TotalEagles",2011
146,146,"Padraig Harrington",60,3,"TotalEagles",2011
146,146,"Ryuji Imada",83,3,"TotalEagles",2011
146,146,"Richard Johnson",64,3,"TotalEagles",2011
146,146,"David Mathis",83,3,"TotalEagles",2011
146,146,"Ryan Palmer",82,3,"TotalEagles",2011
146,146,"Ian Poulter",52,3,"TotalEagles",2011
146,146,"Chris Riley",76,3,"TotalEagles",2011
146,146,"Alexandre Rocha",65,3,"TotalEagles",2011
146,146,"Rory Sabbatini",85,3,"TotalEagles",2011
146,146,"Marc Turnesa",54,3,"TotalEagles",2011
146,146,"Charlie Wi",83,3,"TotalEagles",2011
146,146,"YE Yang",63,3,"TotalEagles",2011
167,167,"Woody Austin",59,2,"TotalEagles",2011
167,167,"Michael Connell",76,2,"TotalEagles",2011
167,167,"Retief Goosen",50,2,"TotalEagles",2011
167,167,"Tim Herron",85,2,"TotalEagles",2011
167,167,"Justin Hicks",60,2,"TotalEagles",2011
167,167,"Davis Love III",70,2,"TotalEagles",2011
167,167,"Rocco Mediate",53,2,"TotalEagles",2011
167,167,"Bryce Molder",82,2,"TotalEagles",2011
167,167,"Aron Price",58,2,"TotalEagles",2011
167,167,"Paul Stankowski",78,2,"TotalEagles",2011
167,167,"Johnson Wagner",81,2,"TotalEagles",2011
178,178,"Stephen Ames",69,1,"TotalEagles",2011
178,178,"Ben Curtis",66,1,"TotalEagles",2011
178,178,"Steve Elkington",50,1,"TotalEagles",2011
178,178,"Paul Goydos",81,1,"TotalEagles",2011
178,178,"Geoff Ogilvy",69,1,"TotalEagles",2011
178,178,"Tim Petrovic",88,1,"TotalEagles",2011
178,178,"Michael Putnam",67,1,"TotalEagles",2011
178,178,"Garrett Willis",71,1,"TotalEagles",2011
186,186,"Rich Beem",53,NA,"TotalEagles",2011
