"DrivingPctMeasured_RANKTHISWEEK_2007","DrivingPctMeasured_RANKLASTWEEK_2007","DrivingPctMeasured_PLAYERNAME_2007","DrivingPctMeasured_ROUNDS_2007","DrivingPctMeasured_Pct_2007","DrivingPctMeasured_TOTALDRIVESFOR_2007","DrivingPctMeasured_TOTALDRVSOVERALL_2007","DrivingPctMeasured_RELATIVETOPAR_2007","stat_name","year"
120,120,"Jay Williamson",50,1,1,100,1,"DrivingPctMeasured",2007
121,121,"Eric Axley",107,0.97,2,206,1,"DrivingPctMeasured",2007
121,121,"Jeff Gove",103,0.97,2,206,0,"DrivingPctMeasured",2007
123,123,"Ken Duke",112,0.96,2,208,0.5,"DrivingPctMeasured",2007
123,123,"Michael Sim",52,0.96,1,104,2,"DrivingPctMeasured",2007
125,125,"Jeff Brehaut",59,0.94,1,106,2,"DrivingPctMeasured",2007
126,126,"Cliff Kresge",107,0.93,2,214,-0.5,"DrivingPctMeasured",2007
126,126,"Bryce Molder",56,0.93,1,108,4,"DrivingPctMeasured",2007
126,126,"Arron Oberholser",69,0.93,1,108,-1,"DrivingPctMeasured",2007
129,129,"Davis Love III",66,0.91,1,110,0,"DrivingPctMeasured",2007
129,129,"Jim Rutledge",59,0.91,1,110,-1,"DrivingPctMeasured",2007
131,131,"Jason Bohn",57,0.88,1,114,0,"DrivingPctMeasured",2007
132,132,"Steve Allan",63,0.85,1,118,2,"DrivingPctMeasured",2007
132,132,"Darron Stiles",65,0.85,1,118,0,"DrivingPctMeasured",2007
134,134,"Matt Hendrix",63,0.82,1,122,1,"DrivingPctMeasured",2007
135,135,"Scott Gutschewski",67,0.79,1,126,0,"DrivingPctMeasured",2007
136,136,"Scott Verplank",82,0.77,1,130,3,"DrivingPctMeasured",2007
137,137,"Duffy Waldorf",69,0.75,1,134,1,"DrivingPctMeasured",2007
138,138,"Aaron Baddeley",83,0.74,1,136,0,"DrivingPctMeasured",2007
139,139,"Charles Howell III",89,0.69,1,144,-1,"DrivingPctMeasured",2007
139,139,"Camilo Villegas",82,0.69,1,144,1,"DrivingPctMeasured",2007
141,141,"Stewart Cink",91,0.68,1,148,0,"DrivingPctMeasured",2007
141,141,"Jarrod Lyle",77,0.68,1,146,0,"DrivingPctMeasured",2007
141,141,"Bubba Watson",80,0.68,1,148,0,"DrivingPctMeasured",2007
144,144,"Brett Wetterich",88,0.67,1,150,0,"DrivingPctMeasured",2007
145,145,"Joe Durant",88,0.65,1,154,0,"DrivingPctMeasured",2007
146,146,"Hunter Mahan",91,0.63,1,158,-1,"DrivingPctMeasured",2007
146,146,"Greg Owen",81,0.63,1,158,0,"DrivingPctMeasured",2007
146,146,"Kenny Perry",83,0.63,1,158,1,"DrivingPctMeasured",2007
149,149,"Robert Allenby",90,0.62,1,162,0,"DrivingPctMeasured",2007
150,150,"Shigeki Maruyama",84,0.6,1,166,1,"DrivingPctMeasured",2007
150,150,"Jesper Parnevik",88,0.6,1,168,0,"DrivingPctMeasured",2007
152,152,"Anthony Kim",93,0.59,1,170,0,"DrivingPctMeasured",2007
153,153,"Jason Gore",86,0.58,1,172,0,"DrivingPctMeasured",2007
154,154,"Billy Andrade",88,0.57,1,176,0,"DrivingPctMeasured",2007
155,155,"JP Hayes",89,0.56,1,178,0,"DrivingPctMeasured",2007
155,155,"Ryan Palmer",91,0.56,1,178,0,"DrivingPctMeasured",2007
157,157,"Charley Hoffman",97,0.55,1,182,0,"DrivingPctMeasured",2007
158,158,"Mathew Goggin",97,0.54,1,186,0,"DrivingPctMeasured",2007
159,159,"Robert Garrigus",95,0.53,1,190,2,"DrivingPctMeasured",2007
160,160,"Carl Pettersson",111,0.51,1,196,0,"DrivingPctMeasured",2007
161,161,"Bo Van Pelt",104,0.49,1,204,-1,"DrivingPctMeasured",2007
162,162,"Daniel Chopra",106,0.48,1,208,1,"DrivingPctMeasured",2007
163,163,"Briny Baird",115,0.45,1,222,1,"DrivingPctMeasured",2007
164,164,"Craig Barlow",52,0,NA,104,0,"DrivingPctMeasured",2007
164,164,"Rich Beem",89,0,NA,154,0,"DrivingPctMeasured",2007
164,164,"Bart Bryant",87,0,NA,160,0,"DrivingPctMeasured",2007
164,164,"Andrew Buckle",77,0,NA,146,0,"DrivingPctMeasured",2007
164,164,"John Daly",59,0,NA,106,0,"DrivingPctMeasured",2007
164,164,"Ernie Els",59,0,NA,88,0,"DrivingPctMeasured",2007
164,164,"Steve Flesch",100,0,NA,192,0,"DrivingPctMeasured",2007
164,164,"Lucas Glover",98,0,NA,166,0,"DrivingPctMeasured",2007
164,164,"Retief Goosen",50,0,NA,68,0,"DrivingPctMeasured",2007
164,164,"Mathias Gronberg",95,0,NA,190,0,"DrivingPctMeasured",2007
164,164,"Bill Haas",93,0,NA,178,0,"DrivingPctMeasured",2007
164,164,"Padraig Harrington",64,0,NA,96,0,"DrivingPctMeasured",2007
164,164,"JB Holmes",71,0,NA,138,0,"DrivingPctMeasured",2007
164,164,"Lee Janzen",66,0,NA,120,0,"DrivingPctMeasured",2007
164,164,"Zach Johnson",76,0,NA,122,0,"DrivingPctMeasured",2007
164,164,"Jerry Kelly",101,0,NA,166,0,"DrivingPctMeasured",2007
164,164,"Frank Lickliter II",95,0,NA,182,0,"DrivingPctMeasured",2007
164,164,"Peter Lonard",85,0,NA,161,0,"DrivingPctMeasured",2007
164,164,"Steve Lowery",74,0,NA,148,0,"DrivingPctMeasured",2007
164,164,"Steve Marino",106,0,NA,200,0,"DrivingPctMeasured",2007
164,164,"Billy Mayfair",98,0,NA,180,0,"DrivingPctMeasured",2007
164,164,"George McNeill",95,0,NA,174,0,"DrivingPctMeasured",2007
164,164,"John Merrick",92,0,NA,176,0,"DrivingPctMeasured",2007
164,164,"Shaun Micheel",91,0,NA,152,0,"DrivingPctMeasured",2007
164,164,"Phil Mickelson",73,0,NA,118,0,"DrivingPctMeasured",2007
164,164,"Sean OHair",98,0,NA,176,0,"DrivingPctMeasured",2007
164,164,"Jeff Overton",60,0,NA,116,0,"DrivingPctMeasured",2007
164,164,"Pat Perez",84,0,NA,140,0,"DrivingPctMeasured",2007
164,164,"Brett Quigley",79,0,NA,132,0,"DrivingPctMeasured",2007
164,164,"John Senden",97,0,NA,178,0,"DrivingPctMeasured",2007
164,164,"Henrik Stenson",52,0,NA,72,0,"DrivingPctMeasured",2007
164,164,"Charles Warren",101,0,NA,202,0,"DrivingPctMeasured",2007
164,164,"Nick Watney",87,0,NA,158,0,"DrivingPctMeasured",2007
