"GoingfortheGreen_RANKTHISWEEK_2014","GoingfortheGreen_RANKLASTWEEK_2014","GoingfortheGreen_PLAYERNAME_2014","GoingfortheGreen_ROUNDS_2014","GoingfortheGreen_Pct_2014","GoingfortheGreen_ATTEMPTS_2014","GoingfortheGreen_NONATTEMPTS_2014","GoingfortheGreen_RTPGOINGFORTHEGREEN_2014","GoingfortheGreen_RTPNOTGOINGFORTHEGRN_2014","stat_name","year"
111,111,"Davis Love III",74,47.89,102,111,-56,3,"GoingfortheGreen",2014
112,112,"Andrew Svoboda",77,47.75,106,116,-51,-16,"GoingfortheGreen",2014
113,113,"Camilo Villegas",95,47.74,137,150,-67,-2,"GoingfortheGreen",2014
114,114,"Ben Martin",80,47.51,105,116,-52,1,"GoingfortheGreen",2014
115,115,"Kevin Kisner",85,47.41,110,122,-61,-17,"GoingfortheGreen",2014
116,116,"David Lingmerth",80,47.09,105,118,-48,-2,"GoingfortheGreen",2014
117,117,"Bronson La Cassie",51,46.83,59,67,-30,-3,"GoingfortheGreen",2014
118,118,"Stewart Cink",91,46.43,117,135,-66,-13,"GoingfortheGreen",2014
119,119,"Chad Campbell",57,46.32,63,73,-26,-7,"GoingfortheGreen",2014
119,119,"DA Points",75,46.32,88,102,-34,1,"GoingfortheGreen",2014
121,121,"Ian Poulter",57,46.31,69,80,-37,-14,"GoingfortheGreen",2014
122,122,"Cameron Tringale",111,45.82,159,188,-94,-34,"GoingfortheGreen",2014
123,123,"John Huh",87,45.8,109,129,-39,-11,"GoingfortheGreen",2014
124,124,"Johnson Wagner",69,45.79,87,103,-48,-1,"GoingfortheGreen",2014
125,125,"Richard Lee",80,45.41,99,119,-29,-20,"GoingfortheGreen",2014
126,126,"YE Yang",79,45.37,93,112,-43,-6,"GoingfortheGreen",2014
127,127,"Matt Kuchar",91,45.25,119,144,-74,-23,"GoingfortheGreen",2014
128,128,"Michael Thompson",74,45,99,121,-56,-16,"GoingfortheGreen",2014
129,129,"Charlie Wi",72,44.81,95,117,-46,-12,"GoingfortheGreen",2014
130,130,"Brian Harman",111,44.74,153,189,-88,-13,"GoingfortheGreen",2014
131,131,"Mark Wilson",69,44.26,81,102,-39,-3,"GoingfortheGreen",2014
132,132,"Pat Perez",84,44.16,121,153,-61,-21,"GoingfortheGreen",2014
133,133,"Zach Johnson",97,44.07,130,165,-83,-33,"GoingfortheGreen",2014
134,134,"John Rollins",84,44.04,96,122,-44,-9,"GoingfortheGreen",2014
135,135,"Ted Potter Jr",68,43.88,86,110,-38,-9,"GoingfortheGreen",2014
136,136,"Briny Baird",50,43.87,68,87,-38,-10,"GoingfortheGreen",2014
137,137,"Jim Renner",61,43.86,75,96,-38,1,"GoingfortheGreen",2014
138,138,"JJ Henry",91,43.7,111,143,-50,3,"GoingfortheGreen",2014
139,139,"Robert Allenby",83,43.67,100,129,-54,2,"GoingfortheGreen",2014
140,140,"Bo Van Pelt",83,43.1,103,136,-54,-16,"GoingfortheGreen",2014
141,141,"Woody Austin",63,42.93,82,109,-44,-21,"GoingfortheGreen",2014
142,142,"Brian Stuard",91,42.64,110,148,-51,-33,"GoingfortheGreen",2014
143,143,"Roberto Castro",76,42.57,86,116,-55,-12,"GoingfortheGreen",2014
144,144,"Brian Davis",93,41.9,119,165,-85,-28,"GoingfortheGreen",2014
144,144,"Tyrone Van Aswegen",79,41.9,88,122,-64,1,"GoingfortheGreen",2014
146,146,"Jonas Blixt",64,41.36,67,95,-46,7,"GoingfortheGreen",2014
147,147,"Retief Goosen",94,41.13,109,156,-66,-8,"GoingfortheGreen",2014
148,148,"Spencer Levin",59,40.36,67,99,-28,-15,"GoingfortheGreen",2014
149,149,"Freddie Jacobson",91,40.07,113,169,-57,-15,"GoingfortheGreen",2014
150,150,"Justin Hicks",103,39.75,126,191,-65,-24,"GoingfortheGreen",2014
151,151,"Russell Knox",92,39.3,112,173,-63,-15,"GoingfortheGreen",2014
152,152,"Greg Chalmers",85,38.25,96,155,-53,-12,"GoingfortheGreen",2014
153,153,"Jeff Maggert",54,37.84,56,92,-16,-6,"GoingfortheGreen",2014
154,154,"Luke Donald",57,37.66,58,96,-34,-17,"GoingfortheGreen",2014
155,155,"Heath Slocum",71,37.57,71,118,-42,-18,"GoingfortheGreen",2014
156,156,"Scott Langley",95,37.5,102,170,-58,-28,"GoingfortheGreen",2014
157,157,"Tim Wilkinson",86,36.4,83,145,-45,-34,"GoingfortheGreen",2014
158,158,"Ben Crane",81,35.79,97,174,-47,-2,"GoingfortheGreen",2014
159,159,"Graeme McDowell",66,35.57,53,96,-25,-23,"GoingfortheGreen",2014
160,160,"Jerry Kelly",80,35.14,78,144,-48,-22,"GoingfortheGreen",2014
161,161,"Troy Merritt",62,35.09,60,111,-35,-3,"GoingfortheGreen",2014
162,162,"David Hearn",97,35,98,182,-48,-34,"GoingfortheGreen",2014
163,163,"DH Lee",54,34.87,53,99,-19,-8,"GoingfortheGreen",2014
164,164,"Jason Bohn",81,34.36,89,170,-49,-22,"GoingfortheGreen",2014
165,165,"Billy Hurley III",86,33.9,80,156,-35,-27,"GoingfortheGreen",2014
166,166,"Ben Curtis",77,33.8,73,143,-45,-9,"GoingfortheGreen",2014
167,167,"Chad Collins",78,33.01,68,138,-33,-8,"GoingfortheGreen",2014
168,168,"Mike Weir",69,32.78,59,121,-36,-5,"GoingfortheGreen",2014
169,169,"KJ Choi",80,32.51,79,164,-54,-20,"GoingfortheGreen",2014
170,170,"Stuart Appleby",92,31.94,92,196,-52,-29,"GoingfortheGreen",2014
171,171,"Brendon Todd",108,31.92,98,209,-55,-40,"GoingfortheGreen",2014
172,172,"Bryce Molder",77,31.84,71,152,-38,-29,"GoingfortheGreen",2014
173,173,"David Toms",64,31.79,55,118,-29,-16,"GoingfortheGreen",2014
174,174,"Jim Furyk",84,30.83,74,166,-49,-42,"GoingfortheGreen",2014
175,175,"Brian Gay",81,30.23,65,150,-31,-8,"GoingfortheGreen",2014
176,176,"Tim Clark",75,28.25,50,127,-24,-24,"GoingfortheGreen",2014
177,177,"Justin Leonard",75,18.75,39,169,-18,-33,"GoingfortheGreen",2014
