"SandSavesfrom_RANKTHISWEEK_2009","SandSavesfrom_RANKLASTWEEK_2009","SandSavesfrom_PLAYERNAME_2009","SandSavesfrom_ROUNDS_2009","SandSavesfrom_Pct_2009","SandSavesfrom_OFSAVES_2009","SandSavesfrom_OFBUNKERS_2009","stat_name","year"
68,68,"Retief Goosen",74,66.67,4,6,"SandSavesfrom",2009
68,68,"Richard Johnson",85,66.67,6,9,"SandSavesfrom",2009
68,68,"Matt Jones",56,66.67,4,6,"SandSavesfrom",2009
68,68,"Michael Letzig",96,66.67,8,12,"SandSavesfrom",2009
68,68,"Jeff Maggert",79,66.67,8,12,"SandSavesfrom",2009
68,68,"Scott Piercy",85,66.67,4,6,"SandSavesfrom",2009
68,68,"Ian Poulter",59,66.67,2,3,"SandSavesfrom",2009
68,68,"Aron Price",89,66.67,6,9,"SandSavesfrom",2009
68,68,"Adam Scott",53,66.67,4,6,"SandSavesfrom",2009
68,68,"Kevin Stadler",65,66.67,6,9,"SandSavesfrom",2009
68,68,"Dean Wilson",81,66.67,4,6,"SandSavesfrom",2009
82,82,"Woody Austin",84,63.64,7,11,"SandSavesfrom",2009
82,82,"Cameron Beckman",87,63.64,7,11,"SandSavesfrom",2009
82,82,"Brian Davis",103,63.64,7,11,"SandSavesfrom",2009
82,82,"Bob Estes",78,63.64,7,11,"SandSavesfrom",2009
82,82,"Joe Ogilvie",85,63.64,7,11,"SandSavesfrom",2009
82,82,"Charlie Wi",92,63.64,7,11,"SandSavesfrom",2009
88,88,"Todd Hamilton",83,62.5,5,8,"SandSavesfrom",2009
88,88,"Padraig Harrington",66,62.5,5,8,"SandSavesfrom",2009
88,88,"JJ Henry",97,62.5,5,8,"SandSavesfrom",2009
88,88,"Scott McCarron",91,62.5,5,8,"SandSavesfrom",2009
88,88,"George McNeill",82,62.5,10,16,"SandSavesfrom",2009
93,93,"Charles Howell III",99,61.54,8,13,"SandSavesfrom",2009
94,94,"Bart Bryant",58,60,6,10,"SandSavesfrom",2009
94,94,"Ken Duke",87,60,3,5,"SandSavesfrom",2009
94,94,"Derek Fathauer",63,60,3,5,"SandSavesfrom",2009
94,94,"Jeff Klauk",97,60,3,5,"SandSavesfrom",2009
94,94,"Greg Kraft",51,60,3,5,"SandSavesfrom",2009
94,94,"Will Ma Kenzie",69,60,3,5,"SandSavesfrom",2009
94,94,"David Mathis",82,60,3,5,"SandSavesfrom",2009
94,94,"Vaughn Taylor",88,60,6,10,"SandSavesfrom",2009
102,102,"John Merrick",91,58.33,7,12,"SandSavesfrom",2009
103,103,"Brian Bateman",55,57.14,4,7,"SandSavesfrom",2009
103,103,"Tim Clark",81,57.14,4,7,"SandSavesfrom",2009
103,103,"Davis Love III",89,57.14,4,7,"SandSavesfrom",2009
103,103,"Rocco Mediate",79,57.14,4,7,"SandSavesfrom",2009
103,103,"Nicholas Thompson",96,57.14,4,7,"SandSavesfrom",2009
108,108,"Jason Dufner",90,55.56,5,9,"SandSavesfrom",2009
108,108,"Justin Rose",71,55.56,5,9,"SandSavesfrom",2009
110,110,"Mark Calcavecchia",72,54.55,6,11,"SandSavesfrom",2009
110,110,"Hunter Mahan",94,54.55,6,11,"SandSavesfrom",2009
112,112,"Angel Cabrera",55,53.85,7,13,"SandSavesfrom",2009
112,112,"Mark Wilson",99,53.85,7,13,"SandSavesfrom",2009
114,114,"Stuart Appleby",79,50,5,10,"SandSavesfrom",2009
114,114,"Jason Bohn",88,50,2,4,"SandSavesfrom",2009
114,114,"Mark Brooks",55,50,2,4,"SandSavesfrom",2009
114,114,"Fred Couples",54,50,2,4,"SandSavesfrom",2009
114,114,"Glen Day",79,50,2,4,"SandSavesfrom",2009
114,114,"Robert Garrigus",83,50,5,10,"SandSavesfrom",2009
114,114,"Ryuji Imada",85,50,2,4,"SandSavesfrom",2009
114,114,"Zach Johnson",94,50,2,4,"SandSavesfrom",2009
114,114,"Jerry Kelly",90,50,7,14,"SandSavesfrom",2009
114,114,"Tom Lehman",55,50,1,2,"SandSavesfrom",2009
114,114,"Peter Lonard",86,50,3,6,"SandSavesfrom",2009
114,114,"Parker McLachlin",71,50,2,4,"SandSavesfrom",2009
114,114,"Nick OHern",90,50,2,4,"SandSavesfrom",2009
114,114,"Rod Pampling",72,50,4,8,"SandSavesfrom",2009
114,114,"Brett Quigley",92,50,5,10,"SandSavesfrom",2009
114,114,"Chris Riley",77,50,1,2,"SandSavesfrom",2009
114,114,"Webb Simpson",94,50,5,10,"SandSavesfrom",2009
114,114,"Vijay Singh",71,50,3,6,"SandSavesfrom",2009
114,114,"Kevin Streelman",97,50,4,8,"SandSavesfrom",2009
114,114,"Brendon Todd",53,50,2,4,"SandSavesfrom",2009
114,114,"Peter Tomasulo",61,50,3,6,"SandSavesfrom",2009
114,114,"Jimmy Walker",74,50,5,10,"SandSavesfrom",2009
114,114,"Bubba Watson",73,50,2,4,"SandSavesfrom",2009
114,114,"Boo Weekley",79,50,1,2,"SandSavesfrom",2009
138,138,"James Nitties",86,46.15,6,13,"SandSavesfrom",2009
138,138,"Scott Verplank",88,46.15,6,13,"SandSavesfrom",2009
140,140,"Steve Marino",98,44.44,4,9,"SandSavesfrom",2009
141,141,"Tim Herron",87,42.86,3,7,"SandSavesfrom",2009
141,141,"Tim Petrovic",97,42.86,3,7,"SandSavesfrom",2009
141,141,"Ted Purdy",101,42.86,3,7,"SandSavesfrom",2009
144,144,"Ernie Els",70,40,2,5,"SandSavesfrom",2009
144,144,"Lee Janzen",74,40,4,10,"SandSavesfrom",2009
144,144,"Martin Laird",72,40,4,10,"SandSavesfrom",2009
144,144,"Chez Reavie",81,40,4,10,"SandSavesfrom",2009
144,144,"Patrick Sheehan",51,40,2,5,"SandSavesfrom",2009
149,149,"Spencer Levin",75,37.5,3,8,"SandSavesfrom",2009
149,149,"Greg Owen",97,37.5,3,8,"SandSavesfrom",2009
151,151,"Daniel Chopra",89,36.36,4,11,"SandSavesfrom",2009
151,151,"Cliff Kresge",78,36.36,4,11,"SandSavesfrom",2009
153,153,"Michael Allen",73,33.33,3,9,"SandSavesfrom",2009
153,153,"Aaron Baddeley",66,33.33,3,9,"SandSavesfrom",2009
153,153,"Stewart Cink",79,33.33,1,3,"SandSavesfrom",2009
153,153,"David Duval",56,33.33,1,3,"SandSavesfrom",2009
153,153,"Sergio Garcia",59,33.33,1,3,"SandSavesfrom",2009
153,153,"Paul Goydos",79,33.33,4,12,"SandSavesfrom",2009
153,153,"Corey Pavin",73,33.33,1,3,"SandSavesfrom",2009
153,153,"Jeff Quinney",78,33.33,2,6,"SandSavesfrom",2009
153,153,"Brandt Snedeker",81,33.33,1,3,"SandSavesfrom",2009
153,153,"Chris Stroud",88,33.33,2,6,"SandSavesfrom",2009
153,153,"Camilo Villegas",76,33.33,2,6,"SandSavesfrom",2009
153,153,"Charles Warren",63,33.33,1,3,"SandSavesfrom",2009
153,153,"Gary Woodland",53,33.33,1,3,"SandSavesfrom",2009
166,166,"JB Holmes",74,30,3,10,"SandSavesfrom",2009
167,167,"Heath Slocum",95,29.41,5,17,"SandSavesfrom",2009
168,168,"Carl Pettersson",86,28.57,2,7,"SandSavesfrom",2009
168,168,"David Toms",98,28.57,2,7,"SandSavesfrom",2009
168,168,"Brian Vranesh",51,28.57,2,7,"SandSavesfrom",2009
171,171,"Robert Allenby",71,25,1,4,"SandSavesfrom",2009
171,171,"Sean OHair",80,25,1,4,"SandSavesfrom",2009
171,171,"Rick Price",54,25,1,4,"SandSavesfrom",2009
174,174,"Marc Turnesa",77,22.22,2,9,"SandSavesfrom",2009
175,175,"Phil Mickelson",66,20,1,5,"SandSavesfrom",2009
175,175,"DJ Trahan",96,20,1,5,"SandSavesfrom",2009
177,177,"Troy Matteson",95,12.5,1,8,"SandSavesfrom",2009
178,178,"Ricky Barnes",67,0,NA,1,"SandSavesfrom",2009
178,178,"Rich Beem",77,0,NA,2,"SandSavesfrom",2009
178,178,"Joe Durant",62,0,NA,3,"SandSavesfrom",2009
178,178,"Colt Knost",71,0,NA,4,"SandSavesfrom",2009
178,178,"DA Points",99,0,NA,2,"SandSavesfrom",2009
178,178,"Tag Ridings",50,0,NA,1,"SandSavesfrom",2009
