"FedExCupStandings_RANKTHISWEEK_2007","FedExCupStandings_RANKLASTWEEK_2007","FedExCupStandings_PLAYERNAME_2007","FedExCupStandings_EVENTS_2007","FedExCupStandings_POINTS_2007","FedExCupStandings_OFWINS_2007","FedExCupStandings_OFTOP10S_2007","FedExCupStandings_POINTSBEHINDLEAD_2007","FedExCupStandings_RESETPOINTS_2007","stat_name","year"
166,166,"Craig Bowden",18,1193,NA,1,52414,NA,"FedExCupStandings",2007
167,167,"Chris Stroud",17,1174,NA,1,52433,NA,"FedExCupStandings",2007
168,168,"Joey Sindelar",20,1160,NA,NA,52447,NA,"FedExCupStandings",2007
169,169,"Michael Sim",11,1144,NA,NA,52463,NA,"FedExCupStandings",2007
170,170,"John Daly",18,1081,NA,NA,52526,NA,"FedExCupStandings",2007
171,171,"Neal Lancaster",7,1080,NA,1,52527,NA,"FedExCupStandings",2007
172,172,"Chris Tidland",15,1044,NA,1,52563,NA,"FedExCupStandings",2007
173,173,"Kirk Triplett",19,1033,NA,NA,52574,NA,"FedExCupStandings",2007
174,174,"Jeff Sluman",21,1030,NA,1,52577,NA,"FedExCupStandings",2007
175,175,"Brendon de Jonge",19,1010,NA,2,52597,NA,"FedExCupStandings",2007
176,176,"Paul Gow",19,1001,NA,1,52606,NA,"FedExCupStandings",2007
177,177,"Lee Westwood",8,991,NA,NA,52616,NA,"FedExCupStandings",2007
178,178,"Darron Stiles",17,922,NA,NA,52685,NA,"FedExCupStandings",2007
179,179,"Chris Riley",12,919,NA,NA,52688,NA,"FedExCupStandings",2007
180,180,"Dicky Pride",18,907,NA,NA,52700,NA,"FedExCupStandings",2007
181,181,"Kyle Reifers",20,897,NA,NA,52710,NA,"FedExCupStandings",2007
182,182,"Scott Gutschewski",15,870,NA,NA,52737,NA,"FedExCupStandings",2007
183,183,"Jarrod Lyle",17,869,NA,NA,52738,NA,"FedExCupStandings",2007
184,184,"Tom Johnson",20,826,NA,NA,52781,NA,"FedExCupStandings",2007
185,185,"Tom Byrum",15,792,NA,NA,52815,NA,"FedExCupStandings",2007
186,186,"Vance Veazey",8,783,NA,1,52824,NA,"FedExCupStandings",2007
187,187,"Paul Azinger",13,782,NA,NA,52825,NA,"FedExCupStandings",2007
188,188,"BJ Staten",7,727,NA,1,52880,NA,"FedExCupStandings",2007
189,189,"Jeff Brehaut",14,711,NA,NA,52896,NA,"FedExCupStandings",2007
190,190,"Ben Crane",6,691,NA,NA,52916,NA,"FedExCupStandings",2007
191,191,"Daisuke Maruyama",21,685,NA,NA,52922,NA,"FedExCupStandings",2007
192,192,"DJ Brigman",16,653,NA,NA,52954,NA,"FedExCupStandings",2007
193,193,"Craig Lile",17,599,NA,NA,53008,NA,"FedExCupStandings",2007
194,194,"David Howell",10,577,NA,NA,53030,NA,"FedExCupStandings",2007
195,195,"John Huston",11,525,NA,NA,53082,NA,"FedExCupStandings",2007
196,196,"John Cook",12,516,NA,NA,53091,NA,"FedExCupStandings",2007
197,197,"Jason Schultz",15,504,NA,NA,53103,NA,"FedExCupStandings",2007
198,198,"Mark Brooks",14,489,NA,NA,53118,NA,"FedExCupStandings",2007
199,199,"Craig Barlow",11,451,NA,NA,53156,NA,"FedExCupStandings",2007
200,200,"Skip Kendall",5,440,NA,1,53167,NA,"FedExCupStandings",2007
201,201,"Steve Wheatcroft",18,429,NA,NA,53178,NA,"FedExCupStandings",2007
202,202,"Tag Ridings",13,416,NA,NA,53191,NA,"FedExCupStandings",2007
203,203,"Brent Geiberger",12,382,NA,NA,53225,NA,"FedExCupStandings",2007
204,204,"Larry Mize",8,378,NA,1,53229,NA,"FedExCupStandings",2007
205,205,"Brad Faxon",18,375,NA,NA,53232,NA,"FedExCupStandings",2007
206,206,"Jay Delsing",8,371,NA,NA,53236,NA,"FedExCupStandings",2007
207,207,"Todd Hamilton",24,358,NA,NA,53249,NA,"FedExCupStandings",2007
208,208,"Bob May",10,355,NA,NA,53252,NA,"FedExCupStandings",2007
209,209,"Garrett Willis",8,333,NA,NA,53274,NA,"FedExCupStandings",2007
210,210,"Arjun Atwal",9,331,NA,NA,53276,NA,"FedExCupStandings",2007
211,211,"David Branshaw",23,324,NA,NA,53283,NA,"FedExCupStandings",2007
212,212,"Michael Boyd",14,294,NA,NA,53313,NA,"FedExCupStandings",2007
213,213,"Omar Uresti",3,293,NA,NA,53314,NA,"FedExCupStandings",2007
213,213,"Tom Watson",2,293,NA,NA,53314,NA,"FedExCupStandings",2007
215,215,"Jerry Smith",12,292,NA,NA,53315,NA,"FedExCupStandings",2007
216,216,"Darren Clarke",10,291,NA,NA,53316,NA,"FedExCupStandings",2007
217,217,"David Duval",5,287,NA,NA,53320,NA,"FedExCupStandings",2007
218,218,"Carlos Franco",9,285,NA,NA,53322,NA,"FedExCupStandings",2007
219,219,"Bubba Dickerson",13,252,NA,NA,53355,NA,"FedExCupStandings",2007
220,220,"Matt Hendrix",17,238,NA,NA,53369,NA,"FedExCupStandings",2007
221,221,"Jaco Van Zyl",14,224,NA,NA,53383,NA,"FedExCupStandings",2007
222,222,"Grant Waite",8,223,NA,NA,53384,NA,"FedExCupStandings",2007
223,223,"Chris Smith",7,204,NA,NA,53403,NA,"FedExCupStandings",2007
224,224,"Shane Bertsch",4,190,NA,NA,53417,NA,"FedExCupStandings",2007
225,225,"Wes Short Jr",12,184,NA,NA,53423,NA,"FedExCupStandings",2007
226,226,"Jim Rutledge",16,178,NA,NA,53429,NA,"FedExCupStandings",2007
227,227,"Fred Couples",3,163,NA,NA,53444,NA,"FedExCupStandings",2007
228,228,"Steve Jones",9,161,NA,NA,53446,NA,"FedExCupStandings",2007
229,229,"Mark OMeara",4,160,NA,NA,53447,NA,"FedExCupStandings",2007
230,230,"Sandy Lyle",2,159,NA,NA,53448,NA,"FedExCupStandings",2007
231,231,"Dan Forsman",8,156,NA,NA,53451,NA,"FedExCupStandings",2007
232,232,"Kris Cox",8,146,NA,NA,53461,NA,"FedExCupStandings",2007
233,233,"Michael Bradley",5,137,NA,NA,53470,NA,"FedExCupStandings",2007
234,234,"Danny Ellis",2,111,NA,NA,53496,NA,"FedExCupStandings",2007
235,235,"Bryce Molder",14,107,NA,NA,53500,NA,"FedExCupStandings",2007
236,236,"Jim Gallagher Jr",6,98,NA,NA,53509,NA,"FedExCupStandings",2007
237,237,"Jim McGovern",4,83,NA,NA,53524,NA,"FedExCupStandings",2007
238,238,"Notah Begay III",5,80,NA,NA,53527,NA,"FedExCupStandings",2007
239,239,"Craig Stadler",1,70,NA,NA,53537,NA,"FedExCupStandings",2007
240,240,"Ben Crenshaw",1,63,NA,NA,53544,NA,"FedExCupStandings",2007
241,241,"Fuzzy Zoeller",1,61,NA,NA,53546,NA,"FedExCupStandings",2007
242,242,"Phil Tataurangi",5,56,NA,NA,53551,NA,"FedExCupStandings",2007
243,243,"Loren Roberts",3,53,NA,NA,53554,NA,"FedExCupStandings",2007
244,244,"Paul Sheehan",11,52,NA,NA,53555,NA,"FedExCupStandings",2007
245,245,"Blaine McCallister",6,52,NA,NA,53555,NA,"FedExCupStandings",2007
246,246,"Brandt Jobe",5,51,NA,NA,53556,NA,"FedExCupStandings",2007
246,246,"JL Lewis",4,51,NA,NA,53556,NA,"FedExCupStandings",2007
248,248,"Bob Burns",4,51,NA,NA,53556,NA,"FedExCupStandings",2007
249,249,"Spike McRoy",2,50,NA,NA,53557,NA,"FedExCupStandings",2007
250,250,"David Berganio Jr",3,44,NA,NA,53563,NA,"FedExCupStandings",2007
251,251,"Willie Wood",4,44,NA,NA,53563,NA,"FedExCupStandings",2007
252,252,"Guy Boros",4,30,NA,NA,53577,NA,"FedExCupStandings",2007
253,253,"Scott Gump",8,28,NA,NA,53579,NA,"FedExCupStandings",2007
