"OverallPuttingAverage_RANKTHISWEEK_2012","OverallPuttingAverage_RANKLASTWEEK_2012","OverallPuttingAverage_PLAYERNAME_2012","OverallPuttingAverage_ROUNDS_2012","OverallPuttingAverage_AVG_2012","OverallPuttingAverage_OFPUTTS_2012","OverallPuttingAverage_OFHOLES_2012","stat_name","year"
27,27,"Angel Cabrera",54,1.529,1486,972,"OverallPuttingAverage",2012
28,28,"Vaughn Taylor",81,1.53,2176,1422,"OverallPuttingAverage",2012
29,29,"Jeff Overton",101,1.531,2784,1818,"OverallPuttingAverage",2012
30,30,"Charlie Beljan",61,1.532,1572,1026,"OverallPuttingAverage",2012
30,30,"Ken Duke",104,1.532,2868,1872,"OverallPuttingAverage",2012
30,30,"Edward Loar",59,1.532,1572,1026,"OverallPuttingAverage",2012
33,33,"Nathan Green",73,1.536,1908,1242,"OverallPuttingAverage",2012
34,34,"Mark Anderson",75,1.537,2020,1314,"OverallPuttingAverage",2012
35,35,"Roland Thatcher",55,1.54,1469,954,"OverallPuttingAverage",2012
36,36,"Billy Hurley III",70,1.543,1889,1224,"OverallPuttingAverage",2012
37,37,"Jerry Kelly",84,1.544,2334,1512,"OverallPuttingAverage",2012
37,37,"George McNeill",85,1.544,2363,1530,"OverallPuttingAverage",2012
39,39,"Ted Potter Jr",77,1.545,2141,1386,"OverallPuttingAverage",2012
40,40,"Miguel Angel Carballo",73,1.547,1921,1242,"OverallPuttingAverage",2012
40,40,"JB Holmes",90,1.547,2395,1548,"OverallPuttingAverage",2012
42,42,"Michael Bradley",63,1.549,1757,1134,"OverallPuttingAverage",2012
42,42,"Chris DiMarco",83,1.549,2259,1458,"OverallPuttingAverage",2012
44,44,"Scott Brown",65,1.55,1758,1134,"OverallPuttingAverage",2012
45,45,"Derek Lamely",64,1.551,1787,1152,"OverallPuttingAverage",2012
45,45,"Brandt Snedeker",81,1.551,2178,1404,"OverallPuttingAverage",2012
47,47,"Greg Chalmers",88,1.552,2430,1566,"OverallPuttingAverage",2012
48,48,"Bill Lunde",83,1.553,2209,1422,"OverallPuttingAverage",2012
49,49,"William McGirt",96,1.557,2690,1728,"OverallPuttingAverage",2012
50,50,"Aaron Baddeley",73,1.559,2021,1296,"OverallPuttingAverage",2012
51,51,"Hunter Haas",69,1.56,1825,1170,"OverallPuttingAverage",2012
51,51,"Daniel Summerhays",81,1.56,2275,1458,"OverallPuttingAverage",2012
53,53,"Martin Flores",95,1.561,2670,1710,"OverallPuttingAverage",2012
53,53,"Rod Pampling",88,1.561,2360,1512,"OverallPuttingAverage",2012
55,55,"Seung Yul Noh",105,1.562,2840,1818,"OverallPuttingAverage",2012
56,56,"Graham DeLaet",79,1.563,2222,1422,"OverallPuttingAverage",2012
56,56,"Brian Gay",91,1.563,2447,1566,"OverallPuttingAverage",2012
56,56,"Troy Kelly",68,1.563,1800,1152,"OverallPuttingAverage",2012
59,59,"Kevin Stadler",85,1.565,2282,1458,"OverallPuttingAverage",2012
60,60,"Troy Matteson",100,1.566,2763,1764,"OverallPuttingAverage",2012
61,61,"Charlie Wi",86,1.569,2429,1548,"OverallPuttingAverage",2012
62,62,"Blake Adams",107,1.57,3023,1926,"OverallPuttingAverage",2012
63,63,"Sung Kang",75,1.571,2064,1314,"OverallPuttingAverage",2012
64,64,"Roberto Castro",92,1.572,2547,1620,"OverallPuttingAverage",2012
65,65,"Will Claxton",99,1.576,2808,1782,"OverallPuttingAverage",2012
65,65,"Kyle Reifers",86,1.576,2440,1548,"OverallPuttingAverage",2012
67,67,"Stephen Ames",54,1.577,1533,972,"OverallPuttingAverage",2012
67,67,"Kevin Na",80,1.577,2243,1422,"OverallPuttingAverage",2012
67,67,"Ian Poulter",57,1.577,1590,1008,"OverallPuttingAverage",2012
70,70,"Padraig Harrington",67,1.578,1790,1134,"OverallPuttingAverage",2012
71,71,"Jason Day",57,1.579,1563,990,"OverallPuttingAverage",2012
71,71,"Brendon de Jonge",115,1.579,3268,2070,"OverallPuttingAverage",2012
73,73,"Zach Johnson",95,1.58,2674,1692,"OverallPuttingAverage",2012
74,74,"Arjun Atwal",79,1.581,2134,1350,"OverallPuttingAverage",2012
74,74,"Carl Pettersson",92,1.581,2618,1656,"OverallPuttingAverage",2012
76,76,"Jason Bohn",81,1.583,2194,1386,"OverallPuttingAverage",2012
76,76,"Richard Lee",71,1.583,1909,1206,"OverallPuttingAverage",2012
76,76,"Phil Mickelson",79,1.583,2251,1422,"OverallPuttingAverage",2012
76,76,"Steve Wheatcroft",56,1.583,1482,936,"OverallPuttingAverage",2012
76,76,"YE Yang",64,1.583,1767,1116,"OverallPuttingAverage",2012
81,81,"Matt Kuchar",86,1.584,2338,1476,"OverallPuttingAverage",2012
82,82,"Heath Slocum",93,1.585,2539,1602,"OverallPuttingAverage",2012
83,83,"JJ Henry",93,1.587,2542,1602,"OverallPuttingAverage",2012
84,84,"Bob Estes",78,1.588,2230,1404,"OverallPuttingAverage",2012
85,85,"Luke Donald",63,1.591,1775,1116,"OverallPuttingAverage",2012
85,85,"Dustin Johnson",70,1.591,1919,1206,"OverallPuttingAverage",2012
85,85,"Spencer Levin",81,1.591,2263,1422,"OverallPuttingAverage",2012
88,88,"Sergio Garcia",57,1.592,1605,1008,"OverallPuttingAverage",2012
89,89,"Tom Gillis",75,1.593,2150,1350,"OverallPuttingAverage",2012
90,90,"Ryuji Imada",78,1.594,2180,1368,"OverallPuttingAverage",2012
90,90,"Kevin Streelman",89,1.594,2553,1602,"OverallPuttingAverage",2012
92,92,"Rory McIlroy",60,1.596,1551,972,"OverallPuttingAverage",2012
92,92,"Geoff Ogilvy",73,1.596,2069,1296,"OverallPuttingAverage",2012
92,92,"Pat Perez",81,1.596,2269,1422,"OverallPuttingAverage",2012
92,92,"Scott Piercy",95,1.596,2730,1710,"OverallPuttingAverage",2012
96,96,"Ben Crane",73,1.597,2070,1296,"OverallPuttingAverage",2012
96,96,"Ryan Palmer",81,1.597,2328,1458,"OverallPuttingAverage",2012
96,96,"Charl Schwartzel",56,1.597,1552,972,"OverallPuttingAverage",2012
99,99,"Sangmoon Bae",81,1.598,2215,1386,"OverallPuttingAverage",2012
99,99,"Russell Knox",72,1.598,1956,1224,"OverallPuttingAverage",2012
99,99,"Boo Weekley",74,1.598,2013,1260,"OverallPuttingAverage",2012
102,102,"Webb Simpson",77,1.599,2188,1368,"OverallPuttingAverage",2012
102,102,"Jimmy Walker",101,1.599,2907,1818,"OverallPuttingAverage",2012
104,104,"Brian Harman",101,1.6,2908,1818,"OverallPuttingAverage",2012
104,104,"Bo Van Pelt",84,1.6,2391,1494,"OverallPuttingAverage",2012
106,106,"Chris Couch",61,1.601,1700,1062,"OverallPuttingAverage",2012
106,106,"Rory Sabbatini",84,1.601,2420,1512,"OverallPuttingAverage",2012
108,108,"Mathew Goggin",65,1.602,1817,1134,"OverallPuttingAverage",2012
109,109,"Gary Christian",91,1.603,2510,1566,"OverallPuttingAverage",2012
110,110,"Keegan Bradley",90,1.604,2541,1584,"OverallPuttingAverage",2012
110,110,"Ryan Moore",89,1.604,2569,1602,"OverallPuttingAverage",2012
112,112,"Bud Cauley",99,1.605,2860,1782,"OverallPuttingAverage",2012
112,112,"John Daly",50,1.605,1329,828,"OverallPuttingAverage",2012
112,112,"Chris Stroud",86,1.605,2484,1548,"OverallPuttingAverage",2012
112,112,"Kyle Thompson",51,1.605,1416,882,"OverallPuttingAverage",2012
116,116,"Tommy Gainey",98,1.606,2833,1764,"OverallPuttingAverage",2012
116,116,"Bryce Molder",83,1.606,2284,1422,"OverallPuttingAverage",2012
116,116,"Tiger Woods",69,1.606,1937,1206,"OverallPuttingAverage",2012
119,119,"Justin Leonard",79,1.607,2170,1350,"OverallPuttingAverage",2012
120,120,"Bobby Gates",87,1.61,2464,1530,"OverallPuttingAverage",2012
121,121,"Michael Thompson",80,1.611,2320,1440,"OverallPuttingAverage",2012
122,122,"Graeme McDowell",55,1.612,1567,972,"OverallPuttingAverage",2012
123,123,"Jim Furyk",85,1.614,2440,1512,"OverallPuttingAverage",2012
123,123,"Steve Stricker",73,1.614,2034,1260,"OverallPuttingAverage",2012
125,125,"Jason Dufner",83,1.615,2384,1476,"OverallPuttingAverage",2012
125,125,"Scott Dunlap",57,1.615,1541,954,"OverallPuttingAverage",2012
127,127,"Stuart Appleby",75,1.616,2065,1278,"OverallPuttingAverage",2012
127,127,"Tom Pernice Jr",62,1.616,1687,1044,"OverallPuttingAverage",2012
129,129,"Freddie Jacobson",61,1.617,1746,1080,"OverallPuttingAverage",2012
129,129,"Davis Love III",64,1.617,1863,1152,"OverallPuttingAverage",2012
131,131,"Jonathan Byrd",69,1.618,1980,1224,"OverallPuttingAverage",2012
131,131,"David Hearn",95,1.618,2766,1710,"OverallPuttingAverage",2012
133,133,"Chris Kirk",93,1.619,2594,1602,"OverallPuttingAverage",2012
133,133,"Colt Knost",79,1.619,2244,1386,"OverallPuttingAverage",2012
133,133,"Alexandre Rocha",62,1.619,1690,1044,"OverallPuttingAverage",2012
136,136,"Rickie Fowler",84,1.62,2421,1494,"OverallPuttingAverage",2012
136,136,"John Huh",99,1.62,2886,1782,"OverallPuttingAverage",2012
136,136,"Jhonattan Vegas",77,1.62,2245,1386,"OverallPuttingAverage",2012
139,139,"Harrison Frazar",56,1.622,1577,972,"OverallPuttingAverage",2012
140,140,"Garth Mulroy",59,1.624,1666,1026,"OverallPuttingAverage",2012
140,140,"David Toms",60,1.624,1695,1044,"OverallPuttingAverage",2012
142,142,"Robert Karlsson",54,1.626,1522,936,"OverallPuttingAverage",2012
142,142,"Marc Leishman",84,1.626,2458,1512,"OverallPuttingAverage",2012
144,144,"Nick Watney",97,1.627,2753,1692,"OverallPuttingAverage",2012
145,145,"Kevin Chappell",91,1.628,2549,1566,"OverallPuttingAverage",2012
145,145,"KJ Choi",71,1.628,2051,1260,"OverallPuttingAverage",2012
145,145,"Nick OHern",78,1.628,2168,1332,"OverallPuttingAverage",2012
148,148,"Tim Clark",60,1.63,1760,1080,"OverallPuttingAverage",2012
148,148,"Bill Haas",79,1.63,2288,1404,"OverallPuttingAverage",2012
150,150,"Mark Wilson",84,1.631,2290,1404,"OverallPuttingAverage",2012
151,151,"Ernie Els",80,1.633,2293,1404,"OverallPuttingAverage",2012
151,151,"John Mallinger",74,1.633,2057,1260,"OverallPuttingAverage",2012
151,151,"Johnson Wagner",88,1.633,2587,1584,"OverallPuttingAverage",2012
154,154,"Jeff Maggert",83,1.634,2441,1494,"OverallPuttingAverage",2012
154,154,"Justin Rose",69,1.634,2000,1224,"OverallPuttingAverage",2012
154,154,"Vijay Singh",99,1.634,2912,1782,"OverallPuttingAverage",2012
157,157,"Kris Blanks",65,1.635,1913,1170,"OverallPuttingAverage",2012
157,157,"John Senden",81,1.635,2296,1404,"OverallPuttingAverage",2012
159,159,"Louis Oosthuizen",65,1.637,1856,1134,"OverallPuttingAverage",2012
160,160,"Billy Mayfair",90,1.638,2535,1548,"OverallPuttingAverage",2012
160,160,"DA Points",88,1.638,2594,1584,"OverallPuttingAverage",2012
160,160,"John Rollins",81,1.638,2270,1386,"OverallPuttingAverage",2012
163,163,"Harris English",98,1.64,2893,1764,"OverallPuttingAverage",2012
163,163,"Martin Laird",77,1.64,2155,1314,"OverallPuttingAverage",2012
163,163,"Josh Teater",97,1.64,2746,1674,"OverallPuttingAverage",2012
166,166,"Charles Howell III",98,1.641,2895,1764,"OverallPuttingAverage",2012
166,166,"Adam Scott",59,1.641,1713,1044,"OverallPuttingAverage",2012
168,168,"Robert Garrigus",89,1.642,2631,1602,"OverallPuttingAverage",2012
168,168,"Jason Kokrak",79,1.642,2217,1350,"OverallPuttingAverage",2012
170,170,"Charley Hoffman",88,1.643,2603,1584,"OverallPuttingAverage",2012
170,170,"Cameron Tringale",88,1.643,2603,1584,"OverallPuttingAverage",2012
172,172,"Trevor Immelman",76,1.644,2249,1368,"OverallPuttingAverage",2012
173,173,"Sean OHair",84,1.648,2492,1512,"OverallPuttingAverage",2012
174,174,"Stewart Cink",71,1.65,1990,1206,"OverallPuttingAverage",2012
175,175,"Bubba Watson",68,1.652,1962,1188,"OverallPuttingAverage",2012
176,176,"Scott Stallings",78,1.654,2322,1404,"OverallPuttingAverage",2012
177,177,"Ricky Barnes",92,1.655,2622,1584,"OverallPuttingAverage",2012
177,177,"Tim Herron",88,1.655,2621,1584,"OverallPuttingAverage",2012
179,179,"Chad Campbell",84,1.657,2506,1512,"OverallPuttingAverage",2012
179,179,"Gary Woodland",70,1.657,2058,1242,"OverallPuttingAverage",2012
181,181,"Greg Owen",90,1.659,2688,1620,"OverallPuttingAverage",2012
181,181,"Chez Reavie",83,1.659,2478,1494,"OverallPuttingAverage",2012
183,183,"Cameron Beckman",81,1.66,2301,1386,"OverallPuttingAverage",2012
184,184,"Hunter Mahan",88,1.661,2452,1476,"OverallPuttingAverage",2012
184,184,"Kyle Stanley",86,1.661,2512,1512,"OverallPuttingAverage",2012
186,186,"Robert Allenby",76,1.662,2273,1368,"OverallPuttingAverage",2012
186,186,"DJ Trahan",73,1.662,2064,1242,"OverallPuttingAverage",2012
186,186,"Camilo Villegas",79,1.662,2304,1386,"OverallPuttingAverage",2012
189,189,"John Merrick",83,1.667,2371,1422,"OverallPuttingAverage",2012
190,190,"Brendan Steele",77,1.668,2192,1314,"OverallPuttingAverage",2012
191,191,"Lee Westwood",60,1.67,1623,972,"OverallPuttingAverage",2012
