"GoingfortheGreenBirdieorBetter_RANKTHISWEEK_2014","GoingfortheGreenBirdieorBetter_RANKLASTWEEK_2014","GoingfortheGreenBirdieorBetter_PLAYERNAME_2014","GoingfortheGreenBirdieorBetter_ROUNDS_2014","GoingfortheGreenBirdieorBetter_Pct_2014","GoingfortheGreenBirdieorBetter_OFBIRDIEORBETTER_2014","GoingfortheGreenBirdieorBetter_ATTEMPTS_2014","GoingfortheGreenBirdieorBetter_RTPSUCCESSES_2014","GoingfortheGreenBirdieorBetter_RTPNOTGOINGFORTHEGRN_2014","stat_name","year"
51,51,"Hideki Matsuyama",82,59.06,75,127,-82,-22,"GoingfortheGreenBirdieorBetter",2014
52,52,"Robert Allenby",83,59,59,100,-61,2,"GoingfortheGreenBirdieorBetter",2014
53,53,"John Senden",99,58.9,86,146,-94,-14,"GoingfortheGreenBirdieorBetter",2014
54,54,"Briny Baird",50,58.82,40,68,-41,-10,"GoingfortheGreenBirdieorBetter",2014
55,55,"Will Ma Kenzie",82,58.78,77,131,-86,5,"GoingfortheGreenBirdieorBetter",2014
56,56,"Charley Hoffman",93,58.68,98,167,-101,6,"GoingfortheGreenBirdieorBetter",2014
57,57,"Cameron Tringale",111,58.49,93,159,-99,-34,"GoingfortheGreenBirdieorBetter",2014
58,58,"Ryo Ishikawa",75,58.47,69,118,-73,-8,"GoingfortheGreenBirdieorBetter",2014
59,59,"Ryan Palmer",85,58.44,90,154,-99,2,"GoingfortheGreenBirdieorBetter",2014
60,60,"Jason Bohn",81,58.43,52,89,-53,-22,"GoingfortheGreenBirdieorBetter",2014
60,60,"JB Holmes",86,58.43,104,178,-106,6,"GoingfortheGreenBirdieorBetter",2014
62,62,"Matt Jones",83,58.27,81,139,-92,4,"GoingfortheGreenBirdieorBetter",2014
63,63,"Scott Langley",95,58.25,60,103,-63,-28,"GoingfortheGreenBirdieorBetter",2014
64,64,"Kevin Kisner",85,58.18,64,110,-66,-17,"GoingfortheGreenBirdieorBetter",2014
65,65,"Jhonattan Vegas",77,58.16,82,141,-85,-6,"GoingfortheGreenBirdieorBetter",2014
66,66,"Vijay Singh",83,58.14,75,129,-79,-23,"GoingfortheGreenBirdieorBetter",2014
67,67,"Kevin Chappell",100,58.13,93,160,-99,-4,"GoingfortheGreenBirdieorBetter",2014
68,68,"Gonzalo Fdez Castano",83,58.12,68,117,-71,9,"GoingfortheGreenBirdieorBetter",2014
69,69,"Charlie Beljan",76,58.06,72,124,-78,2,"GoingfortheGreenBirdieorBetter",2014
70,70,"Harris English",95,57.99,98,169,-105,-4,"GoingfortheGreenBirdieorBetter",2014
71,71,"Russell Henley",92,57.97,80,138,-85,-3,"GoingfortheGreenBirdieorBetter",2014
72,72,"Henrik Stenson",56,57.89,55,95,-57,-10,"GoingfortheGreenBirdieorBetter",2014
73,73,"Sangmoon Bae",76,57.78,78,135,-83,-10,"GoingfortheGreenBirdieorBetter",2014
74,74,"Bronson La Cassie",51,57.63,34,59,-36,-3,"GoingfortheGreenBirdieorBetter",2014
75,75,"Webb Simpson",87,57.58,76,132,-82,-26,"GoingfortheGreenBirdieorBetter",2014
76,76,"Dustin Johnson",58,57.55,61,106,-68,-6,"GoingfortheGreenBirdieorBetter",2014
77,77,"Brandt Snedeker",89,57.27,63,110,-67,-16,"GoingfortheGreenBirdieorBetter",2014
78,78,"Greg Chalmers",85,57.14,56,98,-57,-12,"GoingfortheGreenBirdieorBetter",2014
78,78,"Billy Horschel",92,57.14,80,140,-87,-3,"GoingfortheGreenBirdieorBetter",2014
80,80,"Rickie Fowler",91,56.94,82,144,-84,-9,"GoingfortheGreenBirdieorBetter",2014
81,81,"Seung Yul Noh",92,56.83,79,139,-84,-17,"GoingfortheGreenBirdieorBetter",2014
82,82,"Stewart Cink",91,56.78,67,118,-76,-13,"GoingfortheGreenBirdieorBetter",2014
83,83,"Troy Merritt",62,56.67,34,60,-37,-3,"GoingfortheGreenBirdieorBetter",2014
84,84,"Jeff Overton",80,56.56,69,122,-74,3,"GoingfortheGreenBirdieorBetter",2014
85,85,"Trevor Immelman",84,56.48,61,108,-68,-4,"GoingfortheGreenBirdieorBetter",2014
86,86,"Ryan Moore",86,56.41,66,117,-73,-6,"GoingfortheGreenBirdieorBetter",2014
87,87,"David Toms",64,56.36,31,55,-33,-16,"GoingfortheGreenBirdieorBetter",2014
88,88,"Andres Romero",81,56.25,81,144,-90,-2,"GoingfortheGreenBirdieorBetter",2014
89,89,"Jim Renner",61,56,42,75,-44,1,"GoingfortheGreenBirdieorBetter",2014
90,90,"Mike Weir",69,55.93,33,59,-36,-5,"GoingfortheGreenBirdieorBetter",2014
91,91,"Brendon de Jonge",109,55.76,92,165,-96,-2,"GoingfortheGreenBirdieorBetter",2014
92,92,"Wes Roach",67,55.68,49,88,-51,6,"GoingfortheGreenBirdieorBetter",2014
93,93,"Lucas Glover",68,55.56,55,99,-59,9,"GoingfortheGreenBirdieorBetter",2014
93,93,"Luke Guthrie",85,55.56,70,126,-74,-16,"GoingfortheGreenBirdieorBetter",2014
95,95,"Martin Flores",85,55.46,66,119,-69,-11,"GoingfortheGreenBirdieorBetter",2014
96,96,"Nick Watney",80,55.45,56,101,-57,-10,"GoingfortheGreenBirdieorBetter",2014
97,97,"Charles Howell III",106,55.44,107,193,-115,-24,"GoingfortheGreenBirdieorBetter",2014
98,98,"Davis Love III",74,55.34,57,103,-62,3,"GoingfortheGreenBirdieorBetter",2014
99,99,"Ben Martin",80,55.24,58,105,-62,1,"GoingfortheGreenBirdieorBetter",2014
100,100,"David Hearn",97,55.1,54,98,-55,-34,"GoingfortheGreenBirdieorBetter",2014
101,101,"Michael Putnam",106,55.03,104,189,-111,3,"GoingfortheGreenBirdieorBetter",2014
102,102,"Phil Mickelson",71,54.87,62,113,-64,-4,"GoingfortheGreenBirdieorBetter",2014
103,103,"Justin Hicks",103,54.76,69,126,-70,-24,"GoingfortheGreenBirdieorBetter",2014
104,104,"Ken Duke",80,54.63,59,108,-61,-14,"GoingfortheGreenBirdieorBetter",2014
105,105,"Brooks Koepka",56,54.55,48,88,-51,0,"GoingfortheGreenBirdieorBetter",2014
106,106,"Hunter Mahan",88,54.48,79,145,-82,-12,"GoingfortheGreenBirdieorBetter",2014
107,107,"Ernie Els",85,54.41,74,136,-79,1,"GoingfortheGreenBirdieorBetter",2014
108,108,"Freddie Jacobson",91,54.39,62,114,-66,-15,"GoingfortheGreenBirdieorBetter",2014
109,109,"Camilo Villegas",95,54.35,75,138,-79,-2,"GoingfortheGreenBirdieorBetter",2014
110,110,"Daniel Summerhays",98,54.27,89,164,-99,-19,"GoingfortheGreenBirdieorBetter",2014
111,111,"Brian Harman",111,54.25,83,153,-92,-13,"GoingfortheGreenBirdieorBetter",2014
112,112,"Johnson Wagner",69,54.02,47,87,-53,-1,"GoingfortheGreenBirdieorBetter",2014
113,113,"Tim Clark",75,54,27,50,-28,-24,"GoingfortheGreenBirdieorBetter",2014
114,114,"Justin Leonard",75,53.85,21,39,-21,-33,"GoingfortheGreenBirdieorBetter",2014
115,115,"YE Yang",79,53.76,50,93,-52,-6,"GoingfortheGreenBirdieorBetter",2014
116,116,"Jason Day",54,53.73,36,67,-37,-6,"GoingfortheGreenBirdieorBetter",2014
117,117,"Pat Perez",84,53.72,65,121,-69,-21,"GoingfortheGreenBirdieorBetter",2014
117,117,"Kevin Streelman",79,53.72,65,121,-70,-8,"GoingfortheGreenBirdieorBetter",2014
119,119,"Shawn Stefani",60,53.7,58,108,-65,-11,"GoingfortheGreenBirdieorBetter",2014
120,120,"Charlie Wi",72,53.68,51,95,-54,-12,"GoingfortheGreenBirdieorBetter",2014
121,121,"Bud Cauley",56,53.66,44,82,-47,-3,"GoingfortheGreenBirdieorBetter",2014
122,122,"Martin Kaymer",65,53.64,59,110,-62,11,"GoingfortheGreenBirdieorBetter",2014
123,123,"Erik Compton",88,53.62,74,138,-80,1,"GoingfortheGreenBirdieorBetter",2014
124,124,"Tim Wilkinson",86,53.57,45,84,-49,-34,"GoingfortheGreenBirdieorBetter",2014
125,125,"George McNeill",79,53.45,62,116,-69,-16,"GoingfortheGreenBirdieorBetter",2014
126,126,"Hudson Swafford",75,53.4,55,103,-59,4,"GoingfortheGreenBirdieorBetter",2014
127,127,"Graham DeLaet",80,53.38,71,133,-75,-11,"GoingfortheGreenBirdieorBetter",2014
128,128,"Sean OHair",77,53.33,72,135,-78,0,"GoingfortheGreenBirdieorBetter",2014
129,129,"Russell Knox",92,53.1,60,113,-67,-15,"GoingfortheGreenBirdieorBetter",2014
129,129,"Jamie Lovemark",64,53.1,60,113,-62,1,"GoingfortheGreenBirdieorBetter",2014
129,129,"Kevin Stadler",90,53.1,77,145,-82,-5,"GoingfortheGreenBirdieorBetter",2014
132,132,"Chad Collins",78,52.94,36,68,-37,-8,"GoingfortheGreenBirdieorBetter",2014
133,133,"Jonathan Byrd",76,52.78,57,108,-59,-9,"GoingfortheGreenBirdieorBetter",2014
134,134,"Danny Lee",84,52.76,67,127,-69,-7,"GoingfortheGreenBirdieorBetter",2014
135,135,"Angel Cabrera",69,52.67,69,131,-71,-1,"GoingfortheGreenBirdieorBetter",2014
136,136,"Brendon Todd",108,52.53,52,99,-56,-40,"GoingfortheGreenBirdieorBetter",2014
137,137,"Andrew Loupe",65,52.43,54,103,-57,3,"GoingfortheGreenBirdieorBetter",2014
138,138,"Brian Gay",81,52.31,34,65,-37,-8,"GoingfortheGreenBirdieorBetter",2014
139,139,"Carl Pettersson",91,52.2,83,159,-90,-7,"GoingfortheGreenBirdieorBetter",2014
140,140,"Robert Garrigus",80,51.98,92,177,-99,-6,"GoingfortheGreenBirdieorBetter",2014
141,141,"John Merrick",87,51.85,70,135,-77,-6,"GoingfortheGreenBirdieorBetter",2014
141,141,"Louis Oosthuizen",50,51.85,28,54,-28,4,"GoingfortheGreenBirdieorBetter",2014
141,141,"Mark Wilson",69,51.85,42,81,-45,-3,"GoingfortheGreenBirdieorBetter",2014
144,144,"Brian Stuard",91,51.82,57,110,-62,-33,"GoingfortheGreenBirdieorBetter",2014
145,145,"Bo Van Pelt",83,51.46,53,103,-60,-16,"GoingfortheGreenBirdieorBetter",2014
146,146,"Andrew Svoboda",77,51.4,55,107,-57,-16,"GoingfortheGreenBirdieorBetter",2014
147,147,"Gary Woodland",93,51.35,95,185,-99,2,"GoingfortheGreenBirdieorBetter",2014
148,148,"Billy Hurley III",86,51.25,41,80,-44,-27,"GoingfortheGreenBirdieorBetter",2014
149,149,"Boo Weekley",73,51.02,50,98,-52,-2,"GoingfortheGreenBirdieorBetter",2014
150,150,"Graeme McDowell",66,50.94,27,53,-29,-23,"GoingfortheGreenBirdieorBetter",2014
151,151,"Marc Leishman",81,50.7,72,142,-83,-13,"GoingfortheGreenBirdieorBetter",2014
152,152,"Keegan Bradley",89,50.69,73,144,-76,4,"GoingfortheGreenBirdieorBetter",2014
153,153,"Troy Matteson",62,50.59,43,85,-43,0,"GoingfortheGreenBirdieorBetter",2014
154,154,"Nicholas Thompson",85,50.45,56,111,-63,-12,"GoingfortheGreenBirdieorBetter",2014
155,155,"Kyle Stanley",87,50.31,80,159,-83,8,"GoingfortheGreenBirdieorBetter",2014
156,156,"David Lingmerth",80,50,53,106,-57,-2,"GoingfortheGreenBirdieorBetter",2014
157,157,"JJ Henry",91,49.55,55,111,-57,3,"GoingfortheGreenBirdieorBetter",2014
158,158,"Tommy Gainey",73,49.52,52,105,-56,-2,"GoingfortheGreenBirdieorBetter",2014
159,159,"Ben Crane",81,49.48,48,97,-51,-2,"GoingfortheGreenBirdieorBetter",2014
160,160,"Derek Ernst",80,49.25,66,134,-69,11,"GoingfortheGreenBirdieorBetter",2014
161,161,"William McGirt",96,48.94,69,141,-72,-21,"GoingfortheGreenBirdieorBetter",2014
162,162,"Scott Stallings",77,48.74,58,119,-64,-2,"GoingfortheGreenBirdieorBetter",2014
163,163,"John Rollins",84,48.45,47,97,-48,-9,"GoingfortheGreenBirdieorBetter",2014
164,164,"Scott Brown",100,47.77,75,157,-79,-13,"GoingfortheGreenBirdieorBetter",2014
165,165,"Spencer Levin",59,47.76,32,67,-32,-15,"GoingfortheGreenBirdieorBetter",2014
166,166,"DA Points",75,47.73,42,88,-43,1,"GoingfortheGreenBirdieorBetter",2014
167,167,"Ted Potter Jr",68,46.51,40,86,-42,-9,"GoingfortheGreenBirdieorBetter",2014
168,168,"Rory Sabbatini",82,46.4,58,125,-61,-4,"GoingfortheGreenBirdieorBetter",2014
169,169,"Sergio Garcia",61,46.15,36,78,-38,3,"GoingfortheGreenBirdieorBetter",2014
170,170,"John Huh",87,45.87,50,109,-53,-11,"GoingfortheGreenBirdieorBetter",2014
171,171,"Geoff Ogilvy",84,45.74,59,129,-65,-22,"GoingfortheGreenBirdieorBetter",2014
172,172,"John Peterson",62,44.92,53,118,-54,5,"GoingfortheGreenBirdieorBetter",2014
173,173,"Jim Herman",62,43.33,39,90,-41,0,"GoingfortheGreenBirdieorBetter",2014
174,174,"DH Lee",54,42.59,23,54,-24,-8,"GoingfortheGreenBirdieorBetter",2014
175,175,"Jeff Maggert",54,42.11,24,57,-25,-6,"GoingfortheGreenBirdieorBetter",2014
176,176,"Chad Campbell",57,41.27,26,63,-28,-7,"GoingfortheGreenBirdieorBetter",2014
177,177,"Richard Lee",80,39.39,39,99,-42,-20,"GoingfortheGreenBirdieorBetter",2014
