"OnePuttPercentageRound1_RANKTHISWEEK_2011","OnePuttPercentageRound1_RANKLASTWEEK_2011","OnePuttPercentageRound1_PLAYERNAME_2011","OnePuttPercentageRound1_ROUNDS_2011","OnePuttPercentageRound1_Pct_2011","OnePuttPercentageRound1_OF1PUTTS_2011","OnePuttPercentageRound1_OFHOLES_2011","stat_name","year"
74,74,"Jerry Kelly",85,37.61,176,468,"OnePuttPercentageRound1",2011
76,76,"Rich Beem",53,37.57,142,378,"OnePuttPercentageRound1",2011
77,77,"David Duval",67,37.5,162,432,"OnePuttPercentageRound1",2011
78,78,"Ian Poulter",52,37.41,101,270,"OnePuttPercentageRound1",2011
79,79,"Kevin Chappell",78,37.39,175,468,"OnePuttPercentageRound1",2011
80,80,"Stephen Ames",69,37.37,148,396,"OnePuttPercentageRound1",2011
80,80,"Lucas Glover",74,37.37,148,396,"OnePuttPercentageRound1",2011
80,80,"Justin Rose",79,37.37,148,396,"OnePuttPercentageRound1",2011
83,83,"Woody Austin",59,37.35,121,324,"OnePuttPercentageRound1",2011
84,84,"Charl Schwartzel",58,37.3,94,252,"OnePuttPercentageRound1",2011
85,85,"John Rollins",85,37.24,181,486,"OnePuttPercentageRound1",2011
86,86,"Jarrod Lyle",83,36.97,193,522,"OnePuttPercentageRound1",2011
86,86,"Bo Van Pelt",92,36.97,173,468,"OnePuttPercentageRound1",2011
88,88,"Ricky Barnes",78,36.96,153,414,"OnePuttPercentageRound1",2011
89,89,"Angel Cabrera",50,36.93,113,306,"OnePuttPercentageRound1",2011
90,90,"Jim Furyk",87,36.89,166,450,"OnePuttPercentageRound1",2011
91,91,"Martin Laird",77,36.87,146,396,"OnePuttPercentageRound1",2011
92,92,"Cameron Beckman",71,36.81,159,432,"OnePuttPercentageRound1",2011
93,93,"Nathan Green",81,36.75,172,468,"OnePuttPercentageRound1",2011
94,94,"Steven Bowditch",86,36.71,185,504,"OnePuttPercentageRound1",2011
95,95,"Robert Garrigus",83,36.67,165,450,"OnePuttPercentageRound1",2011
95,95,"Derek Lamely",65,36.67,165,450,"OnePuttPercentageRound1",2011
97,97,"David Toms",78,36.62,145,396,"OnePuttPercentageRound1",2011
98,98,"Kris Blanks",92,36.59,191,522,"OnePuttPercentageRound1",2011
99,99,"Nate Smith",66,36.57,158,432,"OnePuttPercentageRound1",2011
100,100,"Stewart Cink",72,36.51,138,378,"OnePuttPercentageRound1",2011
100,100,"Tag Ridings",87,36.51,184,504,"OnePuttPercentageRound1",2011
102,102,"Jonathan Byrd",83,36.44,164,450,"OnePuttPercentageRound1",2011
102,102,"Ben Martin",74,36.44,164,450,"OnePuttPercentageRound1",2011
104,104,"Marc Leishman",87,36.42,177,486,"OnePuttPercentageRound1",2011
105,105,"Billy Mayfair",94,36.4,190,522,"OnePuttPercentageRound1",2011
106,106,"Scott McCarron",65,36.36,144,396,"OnePuttPercentageRound1",2011
107,107,"Brandt Jobe",100,36.31,183,504,"OnePuttPercentageRound1",2011
108,108,"Retief Goosen",50,36.3,98,270,"OnePuttPercentageRound1",2011
108,108,"Hunter Haas",96,36.3,196,540,"OnePuttPercentageRound1",2011
110,110,"Adam Scott",60,36.27,111,306,"OnePuttPercentageRound1",2011
111,111,"Matt McQuillan",59,36.24,137,378,"OnePuttPercentageRound1",2011
111,111,"Bubba Watson",85,36.24,137,378,"OnePuttPercentageRound1",2011
113,113,"DJ Brigman",67,36.23,150,414,"OnePuttPercentageRound1",2011
114,114,"Johnson Wagner",81,36.22,163,450,"OnePuttPercentageRound1",2011
115,115,"Kevin Kisner",70,36.11,156,432,"OnePuttPercentageRound1",2011
115,115,"Garrett Willis",71,36.11,156,432,"OnePuttPercentageRound1",2011
117,117,"Spencer Levin",113,36.02,201,558,"OnePuttPercentageRound1",2011
118,118,"Sean OHair",71,35.99,149,414,"OnePuttPercentageRound1",2011
118,118,"Martin Piller",63,35.99,149,414,"OnePuttPercentageRound1",2011
120,120,"Shaun Micheel",77,35.8,174,486,"OnePuttPercentageRound1",2011
121,121,"Michael Putnam",67,35.71,135,378,"OnePuttPercentageRound1",2011
122,122,"Bill Haas",93,35.56,160,450,"OnePuttPercentageRound1",2011
122,122,"Graeme McDowell",50,35.56,96,270,"OnePuttPercentageRound1",2011
124,124,"Keegan Bradley",91,35.52,179,504,"OnePuttPercentageRound1",2011
124,124,"Kyle Stanley",98,35.52,179,504,"OnePuttPercentageRound1",2011
126,126,"Robert Allenby",84,35.42,153,432,"OnePuttPercentageRound1",2011
126,126,"William McGirt",103,35.42,204,576,"OnePuttPercentageRound1",2011
128,128,"Colt Knost",80,35.39,172,486,"OnePuttPercentageRound1",2011
129,129,"JP Hayes",56,35.38,121,342,"OnePuttPercentageRound1",2011
130,130,"Boo Weekley",66,35.35,140,396,"OnePuttPercentageRound1",2011
131,131,"Tommy Gainey",104,35.29,216,612,"OnePuttPercentageRound1",2011
132,132,"Nick OHern",89,35.25,184,522,"OnePuttPercentageRound1",2011
133,133,"Alex Cejka",59,35.19,133,378,"OnePuttPercentageRound1",2011
133,133,"Charles Howell III",108,35.19,190,540,"OnePuttPercentageRound1",2011
135,135,"Jim Renner",65,35.1,139,396,"OnePuttPercentageRound1",2011
136,136,"Lee Janzen",62,34.8,119,342,"OnePuttPercentageRound1",2011
137,137,"Brendan Steele",89,34.77,169,486,"OnePuttPercentageRound1",2011
138,138,"Michael Thompson",79,34.67,156,450,"OnePuttPercentageRound1",2011
139,139,"Sung Kang",63,34.39,130,378,"OnePuttPercentageRound1",2011
140,140,"Troy Matteson",91,34.33,173,504,"OnePuttPercentageRound1",2011
141,141,"Scott Gutschewski",67,34.3,142,414,"OnePuttPercentageRound1",2011
141,141,"Scott Piercy",78,34.3,142,414,"OnePuttPercentageRound1",2011
143,143,"Chad Campbell",99,34.29,179,522,"OnePuttPercentageRound1",2011
144,144,"DJ Trahan",91,34.26,185,540,"OnePuttPercentageRound1",2011
145,145,"Gary Woodland",93,34.22,154,450,"OnePuttPercentageRound1",2011
146,146,"Briny Baird",60,34.21,117,342,"OnePuttPercentageRound1",2011
147,147,"JJ Henry",96,34.13,172,504,"OnePuttPercentageRound1",2011
148,148,"Aron Price",58,33.95,110,324,"OnePuttPercentageRound1",2011
149,149,"Trevor Immelman",84,33.78,152,450,"OnePuttPercentageRound1",2011
149,149,"Bio Kim",71,33.78,152,450,"OnePuttPercentageRound1",2011
151,151,"Scott Stallings",84,33.73,170,504,"OnePuttPercentageRound1",2011
152,152,"JB Holmes",57,33.7,91,270,"OnePuttPercentageRound1",2011
153,153,"Steve Elkington",50,33.66,103,306,"OnePuttPercentageRound1",2011
154,154,"Ernie Els",71,33.61,121,360,"OnePuttPercentageRound1",2011
155,155,"Bill Lunde",92,33.54,163,486,"OnePuttPercentageRound1",2011
156,156,"KJ Choi",77,33.33,126,378,"OnePuttPercentageRound1",2011
156,156,"Sergio Garcia",61,33.33,96,288,"OnePuttPercentageRound1",2011
156,156,"Davis Love III",70,33.33,132,396,"OnePuttPercentageRound1",2011
156,156,"Troy Merritt",63,33.33,138,414,"OnePuttPercentageRound1",2011
156,156,"Rod Pampling",72,33.33,126,378,"OnePuttPercentageRound1",2011
161,161,"Josh Teater",104,33.15,185,558,"OnePuttPercentageRound1",2011
162,162,"Daniel Summerhays",75,33.14,173,522,"OnePuttPercentageRound1",2011
163,163,"Chris Stroud",88,33.13,167,504,"OnePuttPercentageRound1",2011
164,164,"Billy Horschel",75,33.11,149,450,"OnePuttPercentageRound1",2011
164,164,"Kent Jones",76,33.11,149,450,"OnePuttPercentageRound1",2011
166,166,"James Driscoll",71,33.1,143,432,"OnePuttPercentageRound1",2011
167,167,"Andres Gonzales",60,33.07,125,378,"OnePuttPercentageRound1",2011
168,168,"Heath Slocum",89,32.74,165,504,"OnePuttPercentageRound1",2011
169,169,"Fabian Gomez",84,32.69,153,468,"OnePuttPercentageRound1",2011
170,170,"Joseph Bramlett",73,32.67,147,450,"OnePuttPercentageRound1",2011
170,170,"Jhonattan Vegas",84,32.67,147,450,"OnePuttPercentageRound1",2011
172,172,"Shane Bertsch",62,32.5,117,360,"OnePuttPercentageRound1",2011
173,173,"Michael Bradley",74,32.41,140,432,"OnePuttPercentageRound1",2011
174,174,"Marc Turnesa",54,32.22,116,360,"OnePuttPercentageRound1",2011
175,175,"Bobby Gates",82,32.18,168,522,"OnePuttPercentageRound1",2011
176,176,"Cameron Tringale",110,31.94,184,576,"OnePuttPercentageRound1",2011
177,177,"George McNeill",69,31.75,120,378,"OnePuttPercentageRound1",2011
178,178,"Richard Johnson",64,31.64,131,414,"OnePuttPercentageRound1",2011
179,179,"Will Strickler",51,31.58,108,342,"OnePuttPercentageRound1",2011
180,180,"Joe Durant",71,31.11,140,450,"OnePuttPercentageRound1",2011
181,181,"Alex Prugh",82,31.03,162,522,"OnePuttPercentageRound1",2011
182,182,"Justin Hicks",60,30.68,127,414,"OnePuttPercentageRound1",2011
183,183,"Jim Herman",69,30.56,121,396,"OnePuttPercentageRound1",2011
183,183,"Alexandre Rocha",65,30.56,121,396,"OnePuttPercentageRound1",2011
185,185,"John Merrick",71,30.16,114,378,"OnePuttPercentageRound1",2011
186,186,"Kevin Stadler",88,29.84,145,486,"OnePuttPercentageRound1",2011
