"TenthTeeEarlyScoringAverage_RANKTHISWEEK_2012","TenthTeeEarlyScoringAverage_RANKLASTWEEK_2012","TenthTeeEarlyScoringAverage_PLAYERNAME_2012","TenthTeeEarlyScoringAverage_ROUNDS_2012","TenthTeeEarlyScoringAverage_AVG_2012","TenthTeeEarlyScoringAverage_TOTALSTROKES_2012","TenthTeeEarlyScoringAverage_TOTAL10THTEEEARLYRDS_2012","stat_name","year"
98,98,"Jim Furyk",85,70.8,1062,15,"TenthTeeEarlyScoringAverage",2012
98,98,"JJ Killeen",101,70.8,1770,25,"TenthTeeEarlyScoringAverage",2012
98,98,"Kevin Streelman",89,70.8,1062,15,"TenthTeeEarlyScoringAverage",2012
101,101,"Nick OHern",78,70.81,1133,16,"TenthTeeEarlyScoringAverage",2012
102,102,"Tommy Gainey",98,70.83,1700,24,"TenthTeeEarlyScoringAverage",2012
102,102,"Bill Lunde",83,70.83,1275,18,"TenthTeeEarlyScoringAverage",2012
104,104,"Ricky Barnes",92,70.84,1771,25,"TenthTeeEarlyScoringAverage",2012
105,105,"Kevin Chappell",91,70.85,1417,20,"TenthTeeEarlyScoringAverage",2012
105,105,"David Mathis",83,70.85,1417,20,"TenthTeeEarlyScoringAverage",2012
107,107,"Brian Gay",91,70.88,1205,17,"TenthTeeEarlyScoringAverage",2012
108,108,"Ernie Els",80,70.9,1489,21,"TenthTeeEarlyScoringAverage",2012
108,108,"Justin Rose",69,70.9,709,10,"TenthTeeEarlyScoringAverage",2012
110,110,"Daniel Chopra",55,70.91,780,11,"TenthTeeEarlyScoringAverage",2012
111,111,"Chad Campbell",84,70.92,922,13,"TenthTeeEarlyScoringAverage",2012
112,112,"Jason Bohn",81,70.93,993,14,"TenthTeeEarlyScoringAverage",2012
113,113,"Bill Haas",79,71,923,13,"TenthTeeEarlyScoringAverage",2012
113,113,"Padraig Harrington",67,71,781,11,"TenthTeeEarlyScoringAverage",2012
113,113,"Derek Lamely",64,71,1065,15,"TenthTeeEarlyScoringAverage",2012
113,113,"Billy Mayfair",90,71,1562,22,"TenthTeeEarlyScoringAverage",2012
113,113,"DA Points",88,71,923,13,"TenthTeeEarlyScoringAverage",2012
113,113,"Dicky Pride",62,71,568,8,"TenthTeeEarlyScoringAverage",2012
119,119,"Brendan Steele",77,71.06,1279,18,"TenthTeeEarlyScoringAverage",2012
120,120,"Charlie Beljan",61,71.07,995,14,"TenthTeeEarlyScoringAverage",2012
120,120,"James Driscoll",83,71.07,1066,15,"TenthTeeEarlyScoringAverage",2012
120,120,"Rocco Mediate",70,71.07,1066,15,"TenthTeeEarlyScoringAverage",2012
123,123,"Vaughn Taylor",81,71.11,1351,19,"TenthTeeEarlyScoringAverage",2012
123,123,"Brendon Todd",78,71.11,1280,18,"TenthTeeEarlyScoringAverage",2012
125,125,"John Rollins",81,71.13,1138,16,"TenthTeeEarlyScoringAverage",2012
126,126,"Marco Dawson",60,71.14,996,14,"TenthTeeEarlyScoringAverage",2012
126,126,"Boo Weekley",74,71.14,996,14,"TenthTeeEarlyScoringAverage",2012
128,128,"Hunter Haas",69,71.17,854,12,"TenthTeeEarlyScoringAverage",2012
129,129,"Kris Blanks",65,71.18,783,11,"TenthTeeEarlyScoringAverage",2012
129,129,"Will Claxton",99,71.18,1210,17,"TenthTeeEarlyScoringAverage",2012
129,129,"Hunter Mahan",88,71.18,1210,17,"TenthTeeEarlyScoringAverage",2012
132,132,"Kyle Reifers",86,71.2,1780,25,"TenthTeeEarlyScoringAverage",2012
133,133,"Chris DiMarco",83,71.21,1353,19,"TenthTeeEarlyScoringAverage",2012
134,134,"Nick Watney",97,71.22,1282,18,"TenthTeeEarlyScoringAverage",2012
135,135,"KJ Choi",71,71.29,998,14,"TenthTeeEarlyScoringAverage",2012
136,136,"Billy Hurley III",70,71.3,713,10,"TenthTeeEarlyScoringAverage",2012
137,137,"Kevin Kisner",69,71.31,1141,16,"TenthTeeEarlyScoringAverage",2012
138,138,"Mark Anderson",75,71.33,856,12,"TenthTeeEarlyScoringAverage",2012
139,139,"Gary Woodland",70,71.35,1213,17,"TenthTeeEarlyScoringAverage",2012
140,140,"Matt Jones",53,71.36,785,11,"TenthTeeEarlyScoringAverage",2012
141,141,"Stewart Cink",71,71.38,928,13,"TenthTeeEarlyScoringAverage",2012
142,142,"Davis Love III",64,71.45,1429,20,"TenthTeeEarlyScoringAverage",2012
143,143,"Troy Kelly",68,71.46,929,13,"TenthTeeEarlyScoringAverage",2012
144,144,"Tommy Biershenk",74,71.47,1072,15,"TenthTeeEarlyScoringAverage",2012
144,144,"Kevin Stadler",85,71.47,1358,19,"TenthTeeEarlyScoringAverage",2012
146,146,"Jonathan Byrd",69,71.5,429,6,"TenthTeeEarlyScoringAverage",2012
146,146,"Tim Herron",88,71.5,1287,18,"TenthTeeEarlyScoringAverage",2012
146,146,"Ryo Ishikawa",54,71.5,858,12,"TenthTeeEarlyScoringAverage",2012
146,146,"Adam Scott",59,71.5,572,8,"TenthTeeEarlyScoringAverage",2012
146,146,"Charlie Wi",86,71.5,1001,14,"TenthTeeEarlyScoringAverage",2012
151,151,"Rory Sabbatini",84,71.54,930,13,"TenthTeeEarlyScoringAverage",2012
152,152,"Chris Kirk",93,71.55,787,11,"TenthTeeEarlyScoringAverage",2012
153,153,"Stephen Gangluff",57,71.58,859,12,"TenthTeeEarlyScoringAverage",2012
154,154,"Robert Allenby",76,71.64,788,11,"TenthTeeEarlyScoringAverage",2012
154,154,"Edward Loar",59,71.64,1003,14,"TenthTeeEarlyScoringAverage",2012
156,156,"Ryuji Imada",78,71.65,1218,17,"TenthTeeEarlyScoringAverage",2012
157,157,"Danny Lee",74,71.71,1219,17,"TenthTeeEarlyScoringAverage",2012
158,158,"Rickie Fowler",84,71.72,1291,18,"TenthTeeEarlyScoringAverage",2012
159,159,"Stephen Ames",54,71.73,789,11,"TenthTeeEarlyScoringAverage",2012
159,159,"Scott Stallings",78,71.73,1076,15,"TenthTeeEarlyScoringAverage",2012
159,159,"Daniel Summerhays",81,71.73,789,11,"TenthTeeEarlyScoringAverage",2012
162,162,"Alexandre Rocha",62,71.78,646,9,"TenthTeeEarlyScoringAverage",2012
163,163,"Patrick Sheehan",58,71.82,790,11,"TenthTeeEarlyScoringAverage",2012
164,164,"DJ Trahan",73,71.83,1652,23,"TenthTeeEarlyScoringAverage",2012
164,164,"Bo Van Pelt",84,71.83,431,6,"TenthTeeEarlyScoringAverage",2012
166,166,"JB Holmes",90,71.89,1366,19,"TenthTeeEarlyScoringAverage",2012
167,167,"Robert Karlsson",54,72,864,12,"TenthTeeEarlyScoringAverage",2012
167,167,"Graeme McDowell",55,72,432,6,"TenthTeeEarlyScoringAverage",2012
167,167,"Michael Thompson",80,72,1080,15,"TenthTeeEarlyScoringAverage",2012
170,170,"Colt Knost",79,72.1,1442,20,"TenthTeeEarlyScoringAverage",2012
170,170,"Steve Wheatcroft",56,72.1,721,10,"TenthTeeEarlyScoringAverage",2012
172,172,"Roland Thatcher",55,72.11,649,9,"TenthTeeEarlyScoringAverage",2012
173,173,"Matt Bettencourt",80,72.13,1659,23,"TenthTeeEarlyScoringAverage",2012
174,174,"Tom Gillis",75,72.18,794,11,"TenthTeeEarlyScoringAverage",2012
174,174,"Justin Leonard",79,72.18,1227,17,"TenthTeeEarlyScoringAverage",2012
176,176,"Bobby Gates",87,72.28,1301,18,"TenthTeeEarlyScoringAverage",2012
177,177,"Miguel Angel Carballo",73,72.36,1013,14,"TenthTeeEarlyScoringAverage",2012
177,177,"Kyle Thompson",51,72.36,796,11,"TenthTeeEarlyScoringAverage",2012
179,179,"Erik Compton",81,72.4,1448,20,"TenthTeeEarlyScoringAverage",2012
179,179,"Jhonattan Vegas",77,72.4,1086,15,"TenthTeeEarlyScoringAverage",2012
181,181,"Spencer Levin",81,72.54,943,13,"TenthTeeEarlyScoringAverage",2012
182,182,"Scott Brown",65,72.67,872,12,"TenthTeeEarlyScoringAverage",2012
183,183,"Cameron Beckman",81,72.71,1745,24,"TenthTeeEarlyScoringAverage",2012
184,184,"Sangmoon Bae",81,72.75,1164,16,"TenthTeeEarlyScoringAverage",2012
184,184,"Chez Reavie",83,72.75,873,12,"TenthTeeEarlyScoringAverage",2012
184,184,"Cameron Tringale",88,72.75,1164,16,"TenthTeeEarlyScoringAverage",2012
187,187,"Charley Hoffman",88,72.92,875,12,"TenthTeeEarlyScoringAverage",2012
188,188,"Sung Kang",75,73,1022,14,"TenthTeeEarlyScoringAverage",2012
189,189,"Troy Matteson",100,73.15,1463,20,"TenthTeeEarlyScoringAverage",2012
190,190,"Trevor Immelman",76,73.23,952,13,"TenthTeeEarlyScoringAverage",2012
191,191,"Harrison Frazar",56,74,518,7,"TenthTeeEarlyScoringAverage",2012
