"LongestHoleOutsinyards_RANKTHISWEEK_2008","LongestHoleOutsinyards_RANKLASTWEEK_2008","LongestHoleOutsinyards_PLAYERNAME_2008","LongestHoleOutsinyards_ROUNDS_2008","LongestHoleOutsinyards_DISTANCE_2008","LongestHoleOutsinyards_TOURNAMENT_2008","LongestHoleOutsinyards_ROUNDCOURSE_2008","LongestHoleOutsinyards_HOLE_2008","stat_name","year"
30,30,"Tim Clark",90,175,NA,2,9,"LongestHoleOutsinyards",2008
32,32,"Robert Allenby",108,174,NA,2,4,"LongestHoleOutsinyards",2008
32,33,"Ben Curtis",80,174,NA,2,4,"LongestHoleOutsinyards",2008
32,34,"Stephen Poole",4,174,NA,1,15,"LongestHoleOutsinyards",2008
35,35,"Brandt Snedeker",85,173,NA,3,10,"LongestHoleOutsinyards",2008
36,37,"Dustin Johnson",92,171,NA,2,13,"LongestHoleOutsinyards",2008
40,40,"Anders Hansen",17,168,NA,2,11,"LongestHoleOutsinyards",2008
41,41,"Olin Browne",77,167,NA,1,13,"LongestHoleOutsinyards",2008
42,42,"John Senden",93,166,NA,2,9,"LongestHoleOutsinyards",2008
43,44,"Robert Garrigus",90,164,NA,2,13,"LongestHoleOutsinyards",2008
45,45,"Jeff Quinney",87,163,NA,3,6,"LongestHoleOutsinyards",2008
45,46,"Rory Sabbatini",77,163,NA,2,5,"LongestHoleOutsinyards",2008
47,47,"Nicholas Thompson",113,162,NA,1,1,"LongestHoleOutsinyards",2008
48,48,"Mathew Goggin",91,161,NA,2,5,"LongestHoleOutsinyards",2008
49,49,"Jim Furyk",95,160,NA,2,17,"LongestHoleOutsinyards",2008
49,50,"Steve Allan",58,160,NA,3,1,"LongestHoleOutsinyards",2008
51,51,"Steve Flesch",95,159,NA,2,10,"LongestHoleOutsinyards",2008
51,52,"Kent Jones",68,159,NA,2,16,"LongestHoleOutsinyards",2008
54,54,"Fred Couples",60,158,NA,2,11,"LongestHoleOutsinyards",2008
55,55,"Brett Quigley",80,157,NA,3,14,"LongestHoleOutsinyards",2008
55,56,"Fred Funk",42,157,NA,2,3,"LongestHoleOutsinyards",2008
57,57,"Ryan Armour",87,156,NA,2,13,"LongestHoleOutsinyards",2008
57,58,"Chad Campbell",94,156,NA,1,3,"LongestHoleOutsinyards",2008
59,59,"Garrett Willis",34,154,NA,1,1,"LongestHoleOutsinyards",2008
60,61,"Webb Simpson",18,153,NA,1,2,"LongestHoleOutsinyards",2008
63,63,"Bob Estes",90,151,NA,2,6,"LongestHoleOutsinyards",2008
64,64,"Todd Demsey",80,150,NA,1,9,"LongestHoleOutsinyards",2008
66,66,"Bob Sowards",61,148,NA,4,8,"LongestHoleOutsinyards",2008
67,67,"Carlos Franco",73,147,NA,1,11,"LongestHoleOutsinyards",2008
68,68,"Jerry Kelly",89,146,NA,2,5,"LongestHoleOutsinyards",2008
69,69,"Kenny Perry",97,145,NA,4,16,"LongestHoleOutsinyards",2008
70,70,"Scott McCarron",63,141,NA,1,9,"LongestHoleOutsinyards",2008
70,71,"Mark Brooks",48,141,NA,2,11,"LongestHoleOutsinyards",2008
72,72,"Andrew McLardy",6,140,NA,4,11,"LongestHoleOutsinyards",2008
72,73,"Tom Byrum",36,140,NA,1,1,"LongestHoleOutsinyards",2008
74,74,"Frank Lickliter II",107,137,NA,1,11,"LongestHoleOutsinyards",2008
75,75,"Matt Jones",95,136,NA,1,17,"LongestHoleOutsinyards",2008
77,79,"Peter Lonard",92,134,NA,4,15,"LongestHoleOutsinyards",2008
80,80,"Cody Freeman",66,133,NA,1,3,"LongestHoleOutsinyards",2008
81,82,"Parker McLachlin",88,132,NA,2,1,"LongestHoleOutsinyards",2008
81,83,"Rich Beem",90,132,NA,1,7,"LongestHoleOutsinyards",2008
84,84,"Bob Tway",70,130,NA,3,10,"LongestHoleOutsinyards",2008
84,85,"John Merrick",98,130,NA,2,18,"LongestHoleOutsinyards",2008
86,86,"Nick Dougherty",24,129,NA,4,1,"LongestHoleOutsinyards",2008
87,87,"Billy Mayfair",103,128,NA,3,7,"LongestHoleOutsinyards",2008
87,89,"Bubba Watson",97,128,NA,3,7,"LongestHoleOutsinyards",2008
87,91,"Brenden Pappas",66,128,NA,4,9,"LongestHoleOutsinyards",2008
87,90,"Mitsuhiro Tateyama",4,128,NA,2,8,"LongestHoleOutsinyards",2008
92,92,"Tommy Gainey",60,126,NA,1,5,"LongestHoleOutsinyards",2008
93,93,"Rod Pampling",83,124,NA,4,15,"LongestHoleOutsinyards",2008
93,94,"Paul Azinger",21,124,NA,1,13,"LongestHoleOutsinyards",2008
95,96,"Charles Warren",79,123,NA,3,18,"LongestHoleOutsinyards",2008
97,97,"Jeev Milkha Singh",18,122,NA,1,6,"LongestHoleOutsinyards",2008
97,98,"John Daly",43,122,NA,2,3,"LongestHoleOutsinyards",2008
97,99,"YE Yang",89,122,NA,2,1,"LongestHoleOutsinyards",2008
101,101,"Charles Howell III",101,119,NA,2,10,"LongestHoleOutsinyards",2008
102,102,"Bob Heintz",48,118,NA,1,6,"LongestHoleOutsinyards",2008
106,106,"David Toms",70,117,NA,2,1,"LongestHoleOutsinyards",2008
107,107,"Martin Laird",98,116,NA,1,13,"LongestHoleOutsinyards",2008
108,108,"Tag Ridings",88,115,NA,1,9,"LongestHoleOutsinyards",2008
108,109,"Jimmy Walker",73,115,NA,2,2,"LongestHoleOutsinyards",2008
111,111,"Shigeki Maruyama",50,114,NA,4,8,"LongestHoleOutsinyards",2008
111,112,"Brian Davis",108,114,NA,1,6,"LongestHoleOutsinyards",2008
114,114,"Jeff Maggert",86,113,NA,2,11,"LongestHoleOutsinyards",2008
115,117,"Todd Hamilton",92,112,NA,2,1,"LongestHoleOutsinyards",2008
115,118,"Padraig Harrington",52,112,NA,4,11,"LongestHoleOutsinyards",2008
120,121,"Tommy Armour III",77,110,NA,2,1,"LongestHoleOutsinyards",2008
123,123,"Billy Andrade",71,108,NA,2,1,"LongestHoleOutsinyards",2008
123,124,"Justin Rose",46,108,NA,1,3,"LongestHoleOutsinyards",2008
125,125,"Patrick Sheehan",124,107,NA,1,5,"LongestHoleOutsinyards",2008
126,126,"Phil Mickelson",80,106,NA,4,3,"LongestHoleOutsinyards",2008
127,127,"Trevor Immelman",70,103,NA,2,2,"LongestHoleOutsinyards",2008
127,128,"Cliff Kresge",84,103,NA,3,10,"LongestHoleOutsinyards",2008
129,130,"Soren Hansen",27,102,NA,2,16,"LongestHoleOutsinyards",2008
129,131,"Jeff Overton",103,102,NA,2,3,"LongestHoleOutsinyards",2008
133,133,"Chris Stroud",81,100,NA,2,5,"LongestHoleOutsinyards",2008
133,134,"Brandt Jobe",52,100,NA,2,2,"LongestHoleOutsinyards",2008
135,136,"Jason Gore",94,99,NA,3,8,"LongestHoleOutsinyards",2008
135,137,"Hunter Mahan",87,99,NA,1,1,"LongestHoleOutsinyards",2008
138,140,"Nathan Green",95,98,NA,1,14,"LongestHoleOutsinyards",2008
138,141,"Kevin Stadler",90,98,NA,4,4,"LongestHoleOutsinyards",2008
138,142,"Mark Calcavecchia",67,98,NA,4,17,"LongestHoleOutsinyards",2008
143,143,"Matt Kuchar",88,97,NA,3,15,"LongestHoleOutsinyards",2008
144,144,"Ryan Palmer",69,96,NA,2,8,"LongestHoleOutsinyards",2008
156,156,"Zach Johnson",85,88,NA,4,12,"LongestHoleOutsinyards",2008
157,157,"Tony Finau",2,87,NA,2,16,"LongestHoleOutsinyards",2008
163,163,"Davis Love III",78,82,NA,1,8,"LongestHoleOutsinyards",2008
163,164,"Freddie Jacobson",78,82,NA,2,18,"LongestHoleOutsinyards",2008
169,170,"Chris DiMarco",87,78,NA,3,16,"LongestHoleOutsinyards",2008
175,175,"Ken Duke",116,71,NA,2,9,"LongestHoleOutsinyards",2008
177,178,"Jason Allred",63,69,NA,1,8,"LongestHoleOutsinyards",2008
177,179,"Luke Donald",35,69,NA,4,17,"LongestHoleOutsinyards",2008
181,182,"Steve Stricker",75,67,NA,2,3,"LongestHoleOutsinyards",2008
183,183,"Brett Rumford",72,64,NA,2,4,"LongestHoleOutsinyards",2008
183,184,"Charlie Wi",97,64,NA,3,1,"LongestHoleOutsinyards",2008
186,186,"Nick Flanagan",89,54,NA,4,13,"LongestHoleOutsinyards",2008
188,188,"Anthony Kim",81,52,NA,2,4,"LongestHoleOutsinyards",2008
188,189,"Skip Kendall",15,52,NA,2,9,"LongestHoleOutsinyards",2008
188,192,"Tom Pernice Jr",104,52,NA,1,17,"LongestHoleOutsinyards",2008
193,193,"JL Lewis",40,50,NA,1,12,"LongestHoleOutsinyards",2008
200,200,"Rocco Mediate",87,44,NA,1,2,"LongestHoleOutsinyards",2008
