"MissedFairwayPercentOther_RANKTHISWEEK_2009","MissedFairwayPercentOther_RANKLASTWEEK_2009","MissedFairwayPercentOther_PLAYERNAME_2009","MissedFairwayPercentOther_ROUNDS_2009","MissedFairwayPercentOther_Pct_2009","MissedFairwayPercentOther_TOTALMISSED_2009","MissedFairwayPercentOther_TOTALFWYS_2009","MissedFairwayPercentOther_RELATIVETOPAR_2009","stat_name","year"
68,68,"Charles Howell III",99,2.11,24,1136,0.63,"MissedFairwayPercentOther",2009
68,68,"Tim Petrovic",97,2.11,25,1185,0.28,"MissedFairwayPercentOther",2009
70,70,"Rick Price",54,2.12,12,567,1,"MissedFairwayPercentOther",2009
71,71,"Bob Heintz",59,2.14,15,700,0.33,"MissedFairwayPercentOther",2009
72,72,"Davis Love III",89,2.16,23,1066,0.61,"MissedFairwayPercentOther",2009
73,73,"Ted Purdy",101,2.2,27,1227,0.56,"MissedFairwayPercentOther",2009
73,73,"John Senden",100,2.2,28,1272,0.64,"MissedFairwayPercentOther",2009
75,75,"Ian Poulter",59,2.21,13,587,0.46,"MissedFairwayPercentOther",2009
76,76,"Jason Gore",74,2.23,19,853,0.84,"MissedFairwayPercentOther",2009
77,77,"Michael Allen",73,2.24,18,804,0.5,"MissedFairwayPercentOther",2009
78,78,"Kent Jones",73,2.25,19,845,0.47,"MissedFairwayPercentOther",2009
78,78,"Jeff Quinney",78,2.25,22,979,0.68,"MissedFairwayPercentOther",2009
80,80,"Greg Chalmers",85,2.26,22,973,0.82,"MissedFairwayPercentOther",2009
81,81,"Greg Kraft",51,2.29,13,568,1.08,"MissedFairwayPercentOther",2009
81,81,"John Rollins",92,2.29,25,1091,0.92,"MissedFairwayPercentOther",2009
83,83,"Ryuji Imada",85,2.32,22,950,0.55,"MissedFairwayPercentOther",2009
83,83,"Jarrod Lyle",65,2.32,16,689,0.75,"MissedFairwayPercentOther",2009
85,85,"Retief Goosen",74,2.33,18,773,0.28,"MissedFairwayPercentOther",2009
86,86,"Steve Elkington",70,2.35,20,852,0.9,"MissedFairwayPercentOther",2009
86,86,"Kevin Na",91,2.35,25,1066,0.24,"MissedFairwayPercentOther",2009
86,86,"Sean OHair",80,2.35,19,810,0.63,"MissedFairwayPercentOther",2009
89,89,"Vijay Singh",71,2.39,17,710,0.65,"MissedFairwayPercentOther",2009
90,90,"Steve Marino",98,2.41,28,1163,0.43,"MissedFairwayPercentOther",2009
91,91,"Troy Matteson",95,2.42,29,1198,0.24,"MissedFairwayPercentOther",2009
92,92,"Stewart Cink",79,2.44,20,821,0.5,"MissedFairwayPercentOther",2009
93,93,"Casey Wittenberg",71,2.45,18,735,0.61,"MissedFairwayPercentOther",2009
94,94,"Greg Owen",97,2.47,28,1135,0.36,"MissedFairwayPercentOther",2009
95,95,"Bo Van Pelt",100,2.48,28,1129,0.5,"MissedFairwayPercentOther",2009
96,96,"Luke Donald",79,2.49,21,843,0.76,"MissedFairwayPercentOther",2009
96,96,"YE Yang",83,2.49,24,965,0.88,"MissedFairwayPercentOther",2009
98,98,"Todd Hamilton",83,2.51,22,878,0.82,"MissedFairwayPercentOther",2009
98,98,"Matt Weibring",65,2.51,19,758,0.74,"MissedFairwayPercentOther",2009
100,100,"Brian Vranesh",51,2.53,15,594,0.73,"MissedFairwayPercentOther",2009
101,101,"Mathew Goggin",76,2.54,21,826,0.76,"MissedFairwayPercentOther",2009
101,101,"Nathan Green",104,2.54,32,1259,0.63,"MissedFairwayPercentOther",2009
101,101,"Steve Lowery",83,2.54,27,1063,0.63,"MissedFairwayPercentOther",2009
101,101,"Peter Tomasulo",61,2.54,16,630,0.44,"MissedFairwayPercentOther",2009
105,105,"Aron Price",89,2.55,27,1058,0.74,"MissedFairwayPercentOther",2009
106,106,"Freddie Jacobson",83,2.58,26,1009,0.65,"MissedFairwayPercentOther",2009
106,106,"John Merrick",91,2.58,24,929,0.63,"MissedFairwayPercentOther",2009
108,108,"Ricky Barnes",67,2.59,18,696,0.39,"MissedFairwayPercentOther",2009
108,108,"Brendon de Jonge",90,2.59,28,1082,0.5,"MissedFairwayPercentOther",2009
110,110,"Dean Wilson",81,2.6,25,960,1,"MissedFairwayPercentOther",2009
111,111,"Chris DiMarco",97,2.66,32,1201,0.59,"MissedFairwayPercentOther",2009
111,111,"Matt Jones",56,2.66,16,601,0.81,"MissedFairwayPercentOther",2009
111,111,"Bryce Molder",69,2.66,20,753,0.55,"MissedFairwayPercentOther",2009
114,114,"Rod Pampling",72,2.71,24,885,0.54,"MissedFairwayPercentOther",2009
115,115,"Alex Cejka",82,2.74,27,986,0.7,"MissedFairwayPercentOther",2009
116,116,"Chad Campbell",90,2.76,27,979,0.63,"MissedFairwayPercentOther",2009
116,116,"Kevin Streelman",97,2.76,33,1197,0.39,"MissedFairwayPercentOther",2009
118,118,"Michael Letzig",96,2.79,33,1181,0.3,"MissedFairwayPercentOther",2009
119,119,"Nick Watney",86,2.8,26,929,0.12,"MissedFairwayPercentOther",2009
120,120,"Woody Austin",84,2.81,29,1032,0.55,"MissedFairwayPercentOther",2009
120,120,"Pat Perez",74,2.81,24,854,0.75,"MissedFairwayPercentOther",2009
122,122,"Billy Mayfair",83,2.83,27,953,0.89,"MissedFairwayPercentOther",2009
122,122,"Camilo Villegas",76,2.83,22,777,0.5,"MissedFairwayPercentOther",2009
124,124,"Will Ma Kenzie",69,2.84,24,845,0.42,"MissedFairwayPercentOther",2009
125,125,"Nicholas Thompson",96,2.85,34,1194,0.5,"MissedFairwayPercentOther",2009
126,126,"JJ Henry",97,2.86,33,1154,0.55,"MissedFairwayPercentOther",2009
127,127,"Charles Warren",63,2.88,21,730,0.14,"MissedFairwayPercentOther",2009
128,128,"Cameron Beckman",87,2.89,30,1039,0.4,"MissedFairwayPercentOther",2009
128,128,"Steve Flesch",77,2.89,25,864,0.48,"MissedFairwayPercentOther",2009
128,128,"Padraig Harrington",66,2.89,19,658,0.79,"MissedFairwayPercentOther",2009
131,131,"Carl Pettersson",86,2.94,30,1020,0.6,"MissedFairwayPercentOther",2009
132,132,"Brad Faxon",59,2.95,21,713,0.86,"MissedFairwayPercentOther",2009
132,132,"James Nitties",86,2.95,31,1051,0.55,"MissedFairwayPercentOther",2009
132,132,"Adam Scott",53,2.95,17,577,0.76,"MissedFairwayPercentOther",2009
135,135,"Brendon Todd",53,2.97,19,640,0.63,"MissedFairwayPercentOther",2009
136,136,"Geoff Ogilvy",78,2.99,24,802,0.75,"MissedFairwayPercentOther",2009
137,137,"Brad Adamonis",70,3,25,833,0.6,"MissedFairwayPercentOther",2009
138,138,"Tag Ridings",50,3.03,17,561,0.41,"MissedFairwayPercentOther",2009
139,139,"Webb Simpson",94,3.04,36,1184,0.92,"MissedFairwayPercentOther",2009
139,139,"Charlie Wi",92,3.04,33,1085,0.76,"MissedFairwayPercentOther",2009
141,141,"Spencer Levin",75,3.05,28,919,0.46,"MissedFairwayPercentOther",2009
142,142,"Kris Blanks",60,3.09,20,647,0.45,"MissedFairwayPercentOther",2009
143,143,"Bill Lunde",83,3.1,32,1032,0.47,"MissedFairwayPercentOther",2009
144,144,"Kevin Stadler",65,3.12,23,738,0.61,"MissedFairwayPercentOther",2009
145,145,"Ryan Moore",89,3.21,33,1027,0.76,"MissedFairwayPercentOther",2009
145,145,"Vaughn Taylor",88,3.21,35,1091,0.74,"MissedFairwayPercentOther",2009
147,147,"Jonathan Byrd",89,3.22,35,1086,0.2,"MissedFairwayPercentOther",2009
148,148,"Johnson Wagner",81,3.23,33,1022,0.58,"MissedFairwayPercentOther",2009
149,149,"Rich Beem",77,3.26,26,797,0.35,"MissedFairwayPercentOther",2009
150,150,"Sergio Garcia",59,3.29,20,608,0.75,"MissedFairwayPercentOther",2009
151,151,"Harrison Frazar",93,3.31,38,1149,0.74,"MissedFairwayPercentOther",2009
152,152,"Tim Herron",87,3.35,37,1104,0.54,"MissedFairwayPercentOther",2009
152,152,"Joe Ogilvie",85,3.35,35,1044,0.74,"MissedFairwayPercentOther",2009
154,154,"George McNeill",82,3.36,35,1043,0.66,"MissedFairwayPercentOther",2009
155,155,"Rory Sabbatini",81,3.37,31,921,0.52,"MissedFairwayPercentOther",2009
156,156,"Fred Couples",54,3.49,20,573,0.6,"MissedFairwayPercentOther",2009
157,157,"Marc Leishman",91,3.5,40,1142,0.75,"MissedFairwayPercentOther",2009
158,158,"Phil Mickelson",66,3.53,23,651,0.39,"MissedFairwayPercentOther",2009
159,159,"Stuart Appleby",79,3.72,33,888,0.7,"MissedFairwayPercentOther",2009
160,160,"Mark Calcavecchia",72,3.75,32,854,0.69,"MissedFairwayPercentOther",2009
161,161,"Robert Garrigus",83,3.81,37,970,0.68,"MissedFairwayPercentOther",2009
162,162,"Chris Stroud",88,3.84,40,1043,0.88,"MissedFairwayPercentOther",2009
163,163,"Jimmy Walker",74,3.86,33,855,0.7,"MissedFairwayPercentOther",2009
164,164,"Aaron Baddeley",66,3.91,31,792,0.42,"MissedFairwayPercentOther",2009
165,165,"Jeff Overton",92,3.92,41,1047,0.78,"MissedFairwayPercentOther",2009
166,166,"Parker McLachlin",71,3.93,36,916,0.64,"MissedFairwayPercentOther",2009
167,167,"Matt Bettencourt",98,3.96,47,1188,0.6,"MissedFairwayPercentOther",2009
168,168,"Martin Laird",72,3.97,34,857,0.53,"MissedFairwayPercentOther",2009
169,169,"Scott Piercy",85,3.98,41,1030,0.61,"MissedFairwayPercentOther",2009
170,170,"Daniel Chopra",89,4.03,46,1142,0.61,"MissedFairwayPercentOther",2009
171,171,"Brett Quigley",92,4.04,41,1016,0.39,"MissedFairwayPercentOther",2009
172,172,"Ryan Palmer",78,4.08,39,956,0.33,"MissedFairwayPercentOther",2009
173,173,"Charley Hoffman",97,4.12,49,1189,0.37,"MissedFairwayPercentOther",2009
174,174,"Andres Romero",58,4.26,25,587,0.4,"MissedFairwayPercentOther",2009
175,175,"Leif Olson",51,4.45,26,584,0.85,"MissedFairwayPercentOther",2009
176,176,"Dustin Johnson",85,4.49,39,868,0.46,"MissedFairwayPercentOther",2009
177,177,"JB Holmes",74,4.52,37,818,0.38,"MissedFairwayPercentOther",2009
178,178,"Angel Cabrera",55,4.63,24,518,0.29,"MissedFairwayPercentOther",2009
179,179,"Bubba Watson",73,4.66,36,773,0.19,"MissedFairwayPercentOther",2009
180,180,"Brian Bateman",55,4.7,31,660,0.77,"MissedFairwayPercentOther",2009
181,181,"Anthony Kim",76,5.1,42,823,0.43,"MissedFairwayPercentOther",2009
182,182,"Gary Woodland",53,5.3,26,491,0.73,"MissedFairwayPercentOther",2009
183,183,"Eric Axley",71,6.46,51,789,0.92,"MissedFairwayPercentOther",2009
184,184,"David Duval",56,7.13,42,589,0.67,"MissedFairwayPercentOther",2009
