"FairwayBunkerTendency_RANKTHISWEEK_2009","FairwayBunkerTendency_RANKLASTWEEK_2009","FairwayBunkerTendency_PLAYERNAME_2009","FairwayBunkerTendency_ROUNDS_2009","FairwayBunkerTendency_Pct_2009","FairwayBunkerTendency_TOTALFAIRWAYBUNKERS_2009","FairwayBunkerTendency_POSSIBLEFWYS_2009","FairwayBunkerTendency_RELATIVETOPAR_2009","stat_name","year"
34,34,"John Mallinger",90,4.8,47,979,0.17,"FairwayBunkerTendency",2009
34,34,"Rocco Mediate",79,4.8,44,913,0.432,"FairwayBunkerTendency",2009
34,34,"Charlie Wi",92,4.8,52,1085,0.135,"FairwayBunkerTendency",2009
39,39,"Alex Cejka",82,4.9,48,986,0.271,"FairwayBunkerTendency",2009
39,39,"Paul Goydos",79,4.9,44,905,0.182,"FairwayBunkerTendency",2009
39,39,"Billy Mayfair",83,4.9,47,953,0.426,"FairwayBunkerTendency",2009
39,39,"Tim Petrovic",97,4.9,58,1185,0.19,"FairwayBunkerTendency",2009
39,39,"Peter Tomasulo",61,4.9,31,630,0.548,"FairwayBunkerTendency",2009
39,39,"Gary Woodland",53,4.9,24,491,0.083,"FairwayBunkerTendency",2009
45,45,"Jason Gore",74,5,43,853,0.023,"FairwayBunkerTendency",2009
45,45,"Peter Lonard",86,5,53,1056,0.189,"FairwayBunkerTendency",2009
45,45,"Kevin Na",91,5,53,1066,0.17,"FairwayBunkerTendency",2009
45,45,"Tag Ridings",50,5,28,561,0.464,"FairwayBunkerTendency",2009
45,45,"Heath Slocum",95,5,59,1176,0.254,"FairwayBunkerTendency",2009
45,45,"Dean Wilson",81,5,48,960,0.167,"FairwayBunkerTendency",2009
45,45,"Casey Wittenberg",71,5,37,735,0.216,"FairwayBunkerTendency",2009
52,52,"Greg Chalmers",85,5.1,50,973,0.14,"FairwayBunkerTendency",2009
52,52,"Tim Clark",81,5.1,42,820,0.143,"FairwayBunkerTendency",2009
52,52,"Ernie Els",70,5.1,38,752,0.263,"FairwayBunkerTendency",2009
52,52,"Lucas Glover",93,5.1,56,1090,0.25,"FairwayBunkerTendency",2009
52,52,"Todd Hamilton",83,5.1,45,878,0.467,"FairwayBunkerTendency",2009
52,52,"Colt Knost",71,5.1,39,770,0.487,"FairwayBunkerTendency",2009
52,52,"Martin Laird",72,5.1,44,857,0.386,"FairwayBunkerTendency",2009
52,52,"Bill Lunde",83,5.1,53,1032,0.283,"FairwayBunkerTendency",2009
52,52,"Chris Riley",77,5.1,47,928,0.043,"FairwayBunkerTendency",2009
52,52,"Steve Stricker",81,5.1,44,859,0.159,"FairwayBunkerTendency",2009
62,62,"Tommy Armour III",58,5.2,37,716,0.351,"FairwayBunkerTendency",2009
62,62,"Chad Campbell",90,5.2,51,979,0.255,"FairwayBunkerTendency",2009
62,62,"Brad Faxon",59,5.2,37,713,0.405,"FairwayBunkerTendency",2009
62,62,"Mathew Goggin",76,5.2,43,826,0.535,"FairwayBunkerTendency",2009
62,62,"Kent Jones",73,5.2,44,845,0.318,"FairwayBunkerTendency",2009
62,62,"Will Ma Kenzie",69,5.2,44,845,0.341,"FairwayBunkerTendency",2009
62,62,"Nick OHern",90,5.2,61,1168,0.377,"FairwayBunkerTendency",2009
69,69,"Jonathan Byrd",89,5.3,58,1086,0.293,"FairwayBunkerTendency",2009
69,69,"Daniel Chopra",89,5.3,61,1142,0.164,"FairwayBunkerTendency",2009
69,69,"David Duval",56,5.3,31,589,0.129,"FairwayBunkerTendency",2009
69,69,"Bob Estes",78,5.3,51,958,0.275,"FairwayBunkerTendency",2009
69,69,"Ryuji Imada",85,5.3,50,950,0.34,"FairwayBunkerTendency",2009
69,69,"Zach Johnson",94,5.3,58,1104,0.19,"FairwayBunkerTendency",2009
69,69,"Cliff Kresge",78,5.3,49,926,0.204,"FairwayBunkerTendency",2009
69,69,"George McNeill",82,5.3,55,1043,0.2,"FairwayBunkerTendency",2009
69,69,"Scott Verplank",88,5.3,58,1099,0.293,"FairwayBunkerTendency",2009
69,69,"Tiger Woods",64,5.3,35,659,0.343,"FairwayBunkerTendency",2009
79,79,"Cameron Beckman",87,5.4,56,1039,0.286,"FairwayBunkerTendency",2009
79,79,"Ben Crane",93,5.4,60,1106,0.167,"FairwayBunkerTendency",2009
79,79,"Brian Davis",103,5.4,68,1256,0.294,"FairwayBunkerTendency",2009
79,79,"David Mathis",82,5.4,51,943,0.255,"FairwayBunkerTendency",2009
79,79,"Aron Price",89,5.4,57,1058,0.263,"FairwayBunkerTendency",2009
79,79,"Brett Quigley",92,5.4,55,1016,0.364,"FairwayBunkerTendency",2009
79,79,"Chez Reavie",81,5.4,53,975,0.434,"FairwayBunkerTendency",2009
79,79,"John Senden",100,5.4,69,1272,0.304,"FairwayBunkerTendency",2009
79,79,"Mark Wilson",99,5.4,66,1213,0.182,"FairwayBunkerTendency",2009
88,88,"Rich Beem",77,5.5,44,797,0.432,"FairwayBunkerTendency",2009
88,88,"Michael Letzig",96,5.5,65,1181,0.215,"FairwayBunkerTendency",2009
88,88,"Spencer Levin",75,5.5,51,919,0.216,"FairwayBunkerTendency",2009
88,88,"DA Points",99,5.5,65,1191,0.262,"FairwayBunkerTendency",2009
88,88,"John Rollins",92,5.5,60,1091,0.283,"FairwayBunkerTendency",2009
88,88,"Chris Stroud",88,5.5,57,1043,0.263,"FairwayBunkerTendency",2009
88,88,"Matt Weibring",65,5.5,42,758,0.357,"FairwayBunkerTendency",2009
95,95,"JB Holmes",74,5.6,46,818,0.413,"FairwayBunkerTendency",2009
95,95,"James Nitties",86,5.6,59,1051,0.475,"FairwayBunkerTendency",2009
95,95,"Greg Owen",97,5.6,64,1135,0.234,"FairwayBunkerTendency",2009
95,95,"Kevin Stadler",65,5.6,41,738,0.268,"FairwayBunkerTendency",2009
95,95,"Nick Watney",86,5.6,52,929,0.154,"FairwayBunkerTendency",2009
100,100,"Mark Calcavecchia",72,5.7,49,854,0.286,"FairwayBunkerTendency",2009
100,100,"KJ Choi",65,5.7,40,700,0.15,"FairwayBunkerTendency",2009
100,100,"Jason Dufner",90,5.7,61,1079,0.213,"FairwayBunkerTendency",2009
100,100,"Bob Heintz",59,5.7,40,700,0.425,"FairwayBunkerTendency",2009
100,100,"Charles Howell III",99,5.7,65,1136,0,"FairwayBunkerTendency",2009
100,100,"Jeff Klauk",97,5.7,69,1219,0.217,"FairwayBunkerTendency",2009
100,100,"Ted Purdy",101,5.7,70,1227,0.143,"FairwayBunkerTendency",2009
100,100,"DJ Trahan",96,5.7,63,1112,0.286,"FairwayBunkerTendency",2009
100,100,"Jay Williamson",69,5.7,45,786,0.489,"FairwayBunkerTendency",2009
109,109,"Woody Austin",84,5.8,60,1032,0.05,"FairwayBunkerTendency",2009
109,109,"Steve Flesch",77,5.8,50,864,0.36,"FairwayBunkerTendency",2009
109,109,"Matt Kuchar",82,5.8,57,976,0.14,"FairwayBunkerTendency",2009
109,109,"Ryan Palmer",78,5.8,55,956,0.2,"FairwayBunkerTendency",2009
109,109,"Rick Price",54,5.8,33,567,0.545,"FairwayBunkerTendency",2009
109,109,"Bo Van Pelt",100,5.8,65,1129,0.246,"FairwayBunkerTendency",2009
109,109,"Bubba Watson",73,5.8,45,773,0.378,"FairwayBunkerTendency",2009
116,116,"Robert Allenby",71,5.9,46,777,0.239,"FairwayBunkerTendency",2009
116,116,"Stephen Ames",77,5.9,46,785,0.196,"FairwayBunkerTendency",2009
116,116,"Ryan Moore",89,5.9,61,1027,0.131,"FairwayBunkerTendency",2009
116,116,"Scott Piercy",85,5.9,61,1030,0.213,"FairwayBunkerTendency",2009
116,116,"Adam Scott",53,5.9,34,577,0.294,"FairwayBunkerTendency",2009
121,121,"Stuart Appleby",79,6,53,888,0.208,"FairwayBunkerTendency",2009
121,121,"Lee Janzen",74,6,50,837,0.36,"FairwayBunkerTendency",2009
121,121,"Parker McLachlin",71,6,55,916,0.091,"FairwayBunkerTendency",2009
124,124,"Brad Adamonis",70,6.1,51,833,0.216,"FairwayBunkerTendency",2009
124,124,"Chris DiMarco",97,6.1,73,1201,0.178,"FairwayBunkerTendency",2009
124,124,"Tom Pernice Jr",82,6.1,63,1030,0.19,"FairwayBunkerTendency",2009
124,124,"Kenny Perry",92,6.1,62,1017,0.21,"FairwayBunkerTendency",2009
124,124,"Kevin Streelman",97,6.1,73,1197,0.342,"FairwayBunkerTendency",2009
124,124,"Brendon Todd",53,6.1,39,640,0.282,"FairwayBunkerTendency",2009
124,124,"Mike Weir",85,6.1,57,928,0.175,"FairwayBunkerTendency",2009
131,131,"Matt Jones",56,6.2,37,601,0.054,"FairwayBunkerTendency",2009
131,131,"Davis Love III",89,6.2,66,1066,0.121,"FairwayBunkerTendency",2009
131,131,"Steve Marino",98,6.2,72,1163,0.167,"FairwayBunkerTendency",2009
131,131,"Leif Olson",51,6.2,36,584,0.361,"FairwayBunkerTendency",2009
131,131,"Camilo Villegas",76,6.2,48,777,0.271,"FairwayBunkerTendency",2009
136,136,"Tim Herron",87,6.3,69,1104,0.188,"FairwayBunkerTendency",2009
136,136,"Andres Romero",58,6.3,37,587,0.135,"FairwayBunkerTendency",2009
138,138,"Angel Cabrera",55,6.4,33,518,0.485,"FairwayBunkerTendency",2009
138,138,"Robert Garrigus",83,6.4,62,970,0.371,"FairwayBunkerTendency",2009
138,138,"Sean OHair",80,6.4,52,810,0.327,"FairwayBunkerTendency",2009
138,138,"Nicholas Thompson",96,6.4,77,1194,0.286,"FairwayBunkerTendency",2009
142,142,"Stewart Cink",79,6.5,53,821,0.245,"FairwayBunkerTendency",2009
142,142,"Ben Curtis",63,6.5,43,657,0.442,"FairwayBunkerTendency",2009
142,142,"Harrison Frazar",93,6.5,75,1149,0.173,"FairwayBunkerTendency",2009
142,142,"Nathan Green",104,6.5,82,1259,0.195,"FairwayBunkerTendency",2009
142,142,"Bill Haas",91,6.5,74,1131,0.176,"FairwayBunkerTendency",2009
142,142,"JJ Henry",97,6.5,75,1154,0.347,"FairwayBunkerTendency",2009
142,142,"Troy Matteson",95,6.5,78,1198,0.333,"FairwayBunkerTendency",2009
142,142,"Phil Mickelson",66,6.5,42,651,0.214,"FairwayBunkerTendency",2009
150,150,"Derek Fathauer",63,6.6,46,693,0.13,"FairwayBunkerTendency",2009
150,150,"Joe Ogilvie",85,6.6,69,1044,0.319,"FairwayBunkerTendency",2009
150,150,"Pat Perez",74,6.6,56,854,0.393,"FairwayBunkerTendency",2009
153,153,"Eric Axley",71,6.7,53,789,0.377,"FairwayBunkerTendency",2009
153,153,"Aaron Baddeley",66,6.7,53,792,0.189,"FairwayBunkerTendency",2009
155,155,"Ricky Barnes",67,6.8,47,696,0.191,"FairwayBunkerTendency",2009
155,155,"Kris Blanks",60,6.8,44,647,0.455,"FairwayBunkerTendency",2009
155,155,"Ken Duke",87,6.8,66,975,0.318,"FairwayBunkerTendency",2009
155,155,"Padraig Harrington",66,6.8,45,658,0.2,"FairwayBunkerTendency",2009
155,155,"Charley Hoffman",97,6.8,81,1189,0.235,"FairwayBunkerTendency",2009
155,155,"Anthony Kim",76,6.8,56,823,0.304,"FairwayBunkerTendency",2009
161,161,"Sergio Garcia",59,6.9,42,608,0.19,"FairwayBunkerTendency",2009
161,161,"Dustin Johnson",85,6.9,60,868,0.283,"FairwayBunkerTendency",2009
161,161,"Hunter Mahan",94,6.9,72,1048,0.389,"FairwayBunkerTendency",2009
164,164,"Brendon de Jonge",90,7.1,77,1082,0.234,"FairwayBunkerTendency",2009
164,164,"Retief Goosen",74,7.1,55,773,0.291,"FairwayBunkerTendency",2009
164,164,"Geoff Ogilvy",78,7.1,57,802,0.175,"FairwayBunkerTendency",2009
164,164,"Webb Simpson",94,7.1,84,1184,0.214,"FairwayBunkerTendency",2009
168,168,"Jeff Overton",92,7.3,76,1047,0.303,"FairwayBunkerTendency",2009
168,168,"Carl Pettersson",86,7.3,74,1020,0.203,"FairwayBunkerTendency",2009
168,168,"Ian Poulter",59,7.3,43,587,0.14,"FairwayBunkerTendency",2009
168,168,"Justin Rose",71,7.3,58,791,0.138,"FairwayBunkerTendency",2009
172,172,"Freddie Jacobson",83,7.4,75,1009,0.293,"FairwayBunkerTendency",2009
173,173,"Luke Donald",79,7.6,64,843,0.188,"FairwayBunkerTendency",2009
173,173,"Rod Pampling",72,7.6,67,885,0.224,"FairwayBunkerTendency",2009
175,175,"Brian Bateman",55,7.7,51,660,0.255,"FairwayBunkerTendency",2009
175,175,"Jason Day",61,7.7,52,679,0.192,"FairwayBunkerTendency",2009
175,175,"Rory Sabbatini",81,7.7,71,921,0.211,"FairwayBunkerTendency",2009
175,175,"Kevin Sutherland",96,7.7,77,1006,0.312,"FairwayBunkerTendency",2009
179,179,"Matt Bettencourt",98,7.8,93,1188,0.333,"FairwayBunkerTendency",2009
179,179,"Jarrod Lyle",65,7.8,54,689,0.259,"FairwayBunkerTendency",2009
181,181,"Fred Couples",54,7.9,45,573,0.178,"FairwayBunkerTendency",2009
181,181,"YE Yang",83,7.9,76,965,0.276,"FairwayBunkerTendency",2009
183,183,"Vijay Singh",71,8.2,58,710,0.086,"FairwayBunkerTendency",2009
184,184,"John Merrick",91,8.4,78,929,0.205,"FairwayBunkerTendency",2009
