"TotalDistanceEfficiency_RANKTHISWEEK_2014","TotalDistanceEfficiency_RANKLASTWEEK_2014","TotalDistanceEfficiency_PLAYERNAME_2014","TotalDistanceEfficiency_ROUNDS_2014","TotalDistanceEfficiency_AVG_2014","TotalDistanceEfficiency_AVERAGEDISTANCEYARDS_2014","TotalDistanceEfficiency_AVERAGECLUBHEADSPEED_2014","TotalDistanceEfficiency_TOTALATTEMPTS_2014","TotalDistanceEfficiency_HIGHESTDISTEFFICIENCY_2014","stat_name","year"
22,22,"Brian Gay",81,2.597,269.53,103.792,65,3.086,"TotalDistanceEfficiency",2014
22,22,"Josh Teater",90,2.597,295.976,113.957,80,3.017,"TotalDistanceEfficiency",2014
24,24,"Billy Horschel",92,2.596,295.07,113.655,69,2.996,"TotalDistanceEfficiency",2014
24,24,"Ryan Palmer",85,2.596,304.322,117.238,68,2.946,"TotalDistanceEfficiency",2014
24,24,"Wes Roach",67,2.596,291.216,112.192,54,3.19,"TotalDistanceEfficiency",2014
27,27,"Morgan Hoffmann",103,2.593,295.559,114.002,91,2.977,"TotalDistanceEfficiency",2014
27,27,"Chris Stroud",88,2.593,284.449,109.711,73,2.887,"TotalDistanceEfficiency",2014
29,29,"Ben Crane",81,2.591,276.332,106.641,85,2.898,"TotalDistanceEfficiency",2014
29,29,"Brice Garnett",92,2.591,289.248,111.648,82,3.087,"TotalDistanceEfficiency",2014
29,29,"Bill Haas",107,2.591,294.327,113.6,81,2.898,"TotalDistanceEfficiency",2014
29,29,"Will Ma Kenzie",82,2.591,290.128,111.97,80,2.942,"TotalDistanceEfficiency",2014
33,33,"Ben Curtis",77,2.589,277.05,106.99,70,2.945,"TotalDistanceEfficiency",2014
33,33,"Carl Pettersson",91,2.589,292.833,113.123,91,3.05,"TotalDistanceEfficiency",2014
35,35,"Robert Allenby",83,2.585,287.602,111.256,64,2.966,"TotalDistanceEfficiency",2014
35,35,"David Hearn",97,2.585,279.024,107.956,92,3.003,"TotalDistanceEfficiency",2014
35,35,"Chris Kirk",105,2.585,292.045,112.989,84,3.169,"TotalDistanceEfficiency",2014
35,35,"Martin Laird",66,2.585,297.99,115.257,46,2.933,"TotalDistanceEfficiency",2014
35,35,"Scott Langley",95,2.585,282.489,109.298,83,3.139,"TotalDistanceEfficiency",2014
35,35,"Louis Oosthuizen",50,2.585,298.436,115.438,27,2.979,"TotalDistanceEfficiency",2014
41,41,"Ian Poulter",57,2.584,289.325,111.948,42,2.931,"TotalDistanceEfficiency",2014
42,42,"Justin Hicks",103,2.583,282.945,109.556,104,3.07,"TotalDistanceEfficiency",2014
42,42,"Dustin Johnson",58,2.583,313.444,121.343,41,2.967,"TotalDistanceEfficiency",2014
42,42,"Jerry Kelly",80,2.583,276.249,106.931,71,2.935,"TotalDistanceEfficiency",2014
45,45,"JB Holmes",86,2.582,308.426,119.449,66,3.061,"TotalDistanceEfficiency",2014
45,45,"Vijay Singh",83,2.582,287.672,111.425,75,2.997,"TotalDistanceEfficiency",2014
47,47,"Scott Brown",100,2.581,288.674,111.832,83,3.006,"TotalDistanceEfficiency",2014
48,48,"Scott Stallings",77,2.579,300.933,116.68,64,3.008,"TotalDistanceEfficiency",2014
49,49,"Lucas Glover",68,2.577,300.469,116.6,50,2.93,"TotalDistanceEfficiency",2014
49,49,"Kevin Stadler",90,2.577,292.942,113.665,67,2.962,"TotalDistanceEfficiency",2014
51,51,"Roberto Castro",76,2.575,282.814,109.823,60,2.92,"TotalDistanceEfficiency",2014
52,52,"Cameron Tringale",111,2.574,284.245,110.449,106,2.999,"TotalDistanceEfficiency",2014
53,53,"Tommy Gainey",73,2.573,292.628,113.749,61,3.061,"TotalDistanceEfficiency",2014
54,54,"Jason Day",54,2.572,302.186,117.487,28,2.867,"TotalDistanceEfficiency",2014
55,55,"Brandt Snedeker",89,2.571,283.402,110.218,67,3.069,"TotalDistanceEfficiency",2014
55,55,"Bubba Watson",76,2.571,318,123.697,52,3.412,"TotalDistanceEfficiency",2014
57,57,"Matt Kuchar",91,2.57,279.895,108.92,80,3.044,"TotalDistanceEfficiency",2014
58,58,"Brian Stuard",91,2.569,280.394,109.13,84,3.03,"TotalDistanceEfficiency",2014
59,59,"Brendon Todd",108,2.568,278.034,108.285,92,2.948,"TotalDistanceEfficiency",2014
59,59,"Bo Van Pelt",83,2.568,290.326,113.053,73,3.049,"TotalDistanceEfficiency",2014
61,61,"Rory McIlroy",66,2.566,311.924,121.558,48,3.08,"TotalDistanceEfficiency",2014
61,61,"Justin Rose",70,2.566,294.422,114.741,54,2.878,"TotalDistanceEfficiency",2014
63,63,"Richard Lee",80,2.565,284.522,110.929,69,2.931,"TotalDistanceEfficiency",2014
64,64,"Steven Bowditch",93,2.563,298.013,116.296,81,2.983,"TotalDistanceEfficiency",2014
64,64,"Jim Herman",62,2.563,294.141,114.758,48,2.932,"TotalDistanceEfficiency",2014
64,64,"Jamie Lovemark",64,2.563,306.109,119.44,44,3.091,"TotalDistanceEfficiency",2014
67,67,"Chesson Hadley",84,2.562,289.201,112.87,80,2.965,"TotalDistanceEfficiency",2014
67,67,"Sean OHair",77,2.562,302.283,118.001,61,3.035,"TotalDistanceEfficiency",2014
67,67,"Andres Romero",81,2.562,295.158,115.195,61,2.921,"TotalDistanceEfficiency",2014
70,70,"Kevin Kisner",85,2.561,287.278,112.168,75,2.94,"TotalDistanceEfficiency",2014
70,70,"Daniel Summerhays",98,2.561,280.788,109.619,100,3.056,"TotalDistanceEfficiency",2014
72,72,"Troy Matteson",62,2.56,292.791,114.359,50,3.032,"TotalDistanceEfficiency",2014
73,73,"JJ Henry",91,2.559,291.018,113.721,75,3.022,"TotalDistanceEfficiency",2014
73,73,"David Lingmerth",80,2.559,287.109,112.212,72,3.189,"TotalDistanceEfficiency",2014
73,73,"Camilo Villegas",95,2.559,291.731,114.002,94,3.073,"TotalDistanceEfficiency",2014
76,76,"Jeff Overton",80,2.558,283.856,110.948,69,2.904,"TotalDistanceEfficiency",2014
77,77,"Jim Furyk",84,2.557,281.94,110.263,76,2.871,"TotalDistanceEfficiency",2014
78,78,"James Hahn",82,2.556,290.111,113.515,73,2.884,"TotalDistanceEfficiency",2014
78,78,"Charles Howell III",106,2.556,303.086,118.579,101,3.092,"TotalDistanceEfficiency",2014
78,78,"Justin Leonard",75,2.556,266.773,104.379,68,2.966,"TotalDistanceEfficiency",2014
78,78,"Brendan Steele",89,2.556,299.639,117.233,74,3.05,"TotalDistanceEfficiency",2014
78,78,"Tyrone Van Aswegen",79,2.556,293.761,114.936,46,2.987,"TotalDistanceEfficiency",2014
83,83,"Keegan Bradley",89,2.555,298.821,116.937,65,2.829,"TotalDistanceEfficiency",2014
83,83,"Jason Kokrak",65,2.555,308.122,120.573,60,3.153,"TotalDistanceEfficiency",2014
85,85,"Rory Sabbatini",82,2.553,287.503,112.613,68,2.981,"TotalDistanceEfficiency",2014
86,86,"Chad Campbell",57,2.552,285.179,111.76,46,2.957,"TotalDistanceEfficiency",2014
86,86,"Charley Hoffman",93,2.552,297.123,116.439,83,2.963,"TotalDistanceEfficiency",2014
86,86,"Danny Lee",84,2.552,283.411,111.051,68,2.898,"TotalDistanceEfficiency",2014
86,86,"Charlie Wi",72,2.552,278.673,109.192,68,2.902,"TotalDistanceEfficiency",2014
90,90,"DH Lee",54,2.551,273.723,107.283,49,2.875,"TotalDistanceEfficiency",2014
90,90,"William McGirt",96,2.551,282.434,110.696,95,3.016,"TotalDistanceEfficiency",2014
90,90,"Bryce Molder",77,2.551,278.006,108.984,69,2.902,"TotalDistanceEfficiency",2014
93,93,"Troy Merritt",62,2.55,285.745,112.06,61,3.044,"TotalDistanceEfficiency",2014
94,94,"John Merrick",87,2.549,283.124,111.053,75,2.991,"TotalDistanceEfficiency",2014
95,95,"Billy Hurley III",86,2.548,276.041,108.344,78,2.976,"TotalDistanceEfficiency",2014
96,96,"Chad Collins",78,2.547,275.932,108.356,56,2.976,"TotalDistanceEfficiency",2014
97,97,"Russell Knox",92,2.546,282.008,110.775,97,3.163,"TotalDistanceEfficiency",2014
97,97,"Marc Leishman",81,2.546,296.771,116.548,70,2.942,"TotalDistanceEfficiency",2014
99,99,"Kevin Streelman",79,2.545,288.58,113.378,67,2.894,"TotalDistanceEfficiency",2014
100,100,"John Huh",87,2.544,280.982,110.445,71,3.041,"TotalDistanceEfficiency",2014
100,100,"David Toms",64,2.544,269.204,105.822,56,2.897,"TotalDistanceEfficiency",2014
102,102,"Jason Bohn",81,2.542,276.836,108.923,84,3.001,"TotalDistanceEfficiency",2014
103,103,"Russell Henley",92,2.541,293.967,115.692,78,3.086,"TotalDistanceEfficiency",2014
104,104,"Matt Jones",83,2.54,300.413,118.268,70,3.155,"TotalDistanceEfficiency",2014
104,104,"Spencer Levin",59,2.54,275.606,108.494,52,2.933,"TotalDistanceEfficiency",2014
104,104,"Kyle Stanley",87,2.54,293.454,115.522,75,2.923,"TotalDistanceEfficiency",2014
107,107,"Andrew Loupe",65,2.539,311.866,122.809,48,2.943,"TotalDistanceEfficiency",2014
108,108,"Rickie Fowler",91,2.538,299.279,117.912,63,2.913,"TotalDistanceEfficiency",2014
109,109,"Graham DeLaet",80,2.537,303.945,119.795,56,2.969,"TotalDistanceEfficiency",2014
109,109,"YE Yang",79,2.537,283.267,111.671,62,2.934,"TotalDistanceEfficiency",2014
111,111,"Martin Kaymer",65,2.535,296.769,117.051,52,2.947,"TotalDistanceEfficiency",2014
111,111,"Johnson Wagner",69,2.535,284.245,112.137,58,2.868,"TotalDistanceEfficiency",2014
113,113,"Henrik Stenson",56,2.533,304.887,120.36,27,2.862,"TotalDistanceEfficiency",2014
114,114,"Greg Chalmers",85,2.532,277.215,109.463,81,2.917,"TotalDistanceEfficiency",2014
114,114,"Ken Duke",80,2.532,277.056,109.405,63,2.949,"TotalDistanceEfficiency",2014
114,114,"Robert Garrigus",80,2.532,302.387,119.408,70,2.971,"TotalDistanceEfficiency",2014
117,117,"Woody Austin",63,2.531,277.862,109.772,59,2.859,"TotalDistanceEfficiency",2014
117,117,"DA Points",75,2.531,281.298,111.134,54,2.958,"TotalDistanceEfficiency",2014
119,119,"Brad Fritsch",50,2.528,288.432,114.08,37,2.79,"TotalDistanceEfficiency",2014
120,120,"Harris English",95,2.527,300.737,119.021,64,2.859,"TotalDistanceEfficiency",2014
120,120,"Lee Westwood",57,2.527,291.839,115.483,42,3.233,"TotalDistanceEfficiency",2014
122,122,"Luke Guthrie",85,2.526,285.696,113.084,82,2.954,"TotalDistanceEfficiency",2014
123,123,"Andrew Svoboda",77,2.525,285.993,113.26,75,2.892,"TotalDistanceEfficiency",2014
124,124,"Angel Cabrera",69,2.524,298.881,118.423,67,2.847,"TotalDistanceEfficiency",2014
125,125,"Retief Goosen",94,2.523,285.487,113.133,87,2.976,"TotalDistanceEfficiency",2014
125,125,"Graeme McDowell",66,2.523,276.996,109.769,50,3.068,"TotalDistanceEfficiency",2014
125,125,"Robert Streb",75,2.523,299.021,118.534,70,3.019,"TotalDistanceEfficiency",2014
125,125,"Mike Weir",69,2.523,269.345,106.737,56,3.134,"TotalDistanceEfficiency",2014
129,129,"Shawn Stefani",60,2.522,292.665,116.065,56,2.949,"TotalDistanceEfficiency",2014
130,130,"Adam Scott",68,2.521,301.489,119.585,54,2.873,"TotalDistanceEfficiency",2014
131,131,"Sangmoon Bae",76,2.52,285.938,113.479,68,2.823,"TotalDistanceEfficiency",2014
131,131,"Jim Renner",61,2.52,282.782,112.237,53,2.989,"TotalDistanceEfficiency",2014
133,133,"Ben Martin",80,2.518,289.416,114.951,62,2.912,"TotalDistanceEfficiency",2014
133,133,"Michael Thompson",74,2.518,286.259,113.665,59,2.998,"TotalDistanceEfficiency",2014
133,133,"Will Wilcox",51,2.518,297.297,118.058,43,2.853,"TotalDistanceEfficiency",2014
136,136,"Patrick Reed",92,2.515,295.794,117.628,67,2.808,"TotalDistanceEfficiency",2014
137,137,"Jonathan Byrd",76,2.514,284.416,113.131,67,2.948,"TotalDistanceEfficiency",2014
138,138,"Boo Weekley",73,2.513,285.252,113.528,55,2.856,"TotalDistanceEfficiency",2014
139,139,"Kevin Chappell",100,2.511,292.89,116.636,90,3.039,"TotalDistanceEfficiency",2014
139,139,"Bronson La Cassie",51,2.511,281.86,112.241,40,2.965,"TotalDistanceEfficiency",2014
139,139,"Ted Potter Jr",68,2.511,276.035,109.933,63,2.828,"TotalDistanceEfficiency",2014
142,142,"Erik Compton",88,2.508,282.565,112.675,83,2.8,"TotalDistanceEfficiency",2014
143,143,"Kevin Na",94,2.507,281.288,112.215,87,2.896,"TotalDistanceEfficiency",2014
143,143,"John Peterson",62,2.507,283.636,113.121,59,2.761,"TotalDistanceEfficiency",2014
143,143,"Michael Putnam",106,2.507,291.421,116.247,93,3.022,"TotalDistanceEfficiency",2014
143,143,"John Senden",99,2.507,289.023,115.267,91,2.975,"TotalDistanceEfficiency",2014
147,147,"Ricky Barnes",92,2.503,290.309,115.98,79,2.941,"TotalDistanceEfficiency",2014
147,147,"Trevor Immelman",84,2.503,295.371,118.024,67,2.856,"TotalDistanceEfficiency",2014
149,149,"George McNeill",79,2.502,289.945,115.871,69,2.882,"TotalDistanceEfficiency",2014
149,149,"Nick Watney",80,2.502,294.121,117.535,56,2.899,"TotalDistanceEfficiency",2014
151,151,"Martin Flores",85,2.499,292.767,117.137,74,2.943,"TotalDistanceEfficiency",2014
152,152,"Aaron Baddeley",74,2.498,293.636,117.541,58,2.919,"TotalDistanceEfficiency",2014
153,153,"Phil Mickelson",71,2.497,294.598,117.983,49,2.893,"TotalDistanceEfficiency",2014
154,154,"Hudson Swafford",75,2.496,297.892,119.324,53,3.099,"TotalDistanceEfficiency",2014
155,155,"Stuart Appleby",92,2.494,273.803,109.781,91,2.911,"TotalDistanceEfficiency",2014
155,155,"Jason Dufner",57,2.494,280.873,112.601,42,2.841,"TotalDistanceEfficiency",2014
157,157,"Kevin Tway",64,2.49,296.175,118.927,48,2.94,"TotalDistanceEfficiency",2014
158,158,"Derek Ernst",80,2.487,296.507,119.208,61,2.929,"TotalDistanceEfficiency",2014
159,159,"Jhonattan Vegas",77,2.484,302.349,121.737,67,2.858,"TotalDistanceEfficiency",2014
160,160,"Brooks Koepka",56,2.482,303.567,122.326,40,2.855,"TotalDistanceEfficiency",2014
161,161,"Luke Donald",57,2.48,272.699,109.953,42,2.9,"TotalDistanceEfficiency",2014
161,161,"John Rollins",84,2.48,289.297,116.638,64,3.09,"TotalDistanceEfficiency",2014
163,163,"Briny Baird",50,2.479,277.666,111.993,39,2.82,"TotalDistanceEfficiency",2014
163,163,"Matt Every",85,2.479,284.772,114.859,67,3.029,"TotalDistanceEfficiency",2014
165,165,"Seung Yul Noh",92,2.477,297.238,119.978,74,2.991,"TotalDistanceEfficiency",2014
166,166,"Gary Woodland",93,2.474,307.729,124.384,65,2.81,"TotalDistanceEfficiency",2014
167,167,"Charl Schwartzel",64,2.473,292.275,118.207,52,3.003,"TotalDistanceEfficiency",2014
168,168,"Gonzalo Fdez Castano",83,2.469,284.105,115.048,75,2.908,"TotalDistanceEfficiency",2014
169,169,"Ryo Ishikawa",75,2.467,290.384,117.727,57,2.906,"TotalDistanceEfficiency",2014
169,169,"Pat Perez",84,2.467,285.563,115.73,76,2.852,"TotalDistanceEfficiency",2014
171,171,"Paul Casey",56,2.463,290.119,117.797,44,2.816,"TotalDistanceEfficiency",2014
172,172,"Brendon de Jonge",109,2.456,282.25,114.907,96,2.834,"TotalDistanceEfficiency",2014
173,173,"Stewart Cink",91,2.455,293.401,119.535,67,2.914,"TotalDistanceEfficiency",2014
174,174,"Freddie Jacobson",91,2.447,280.195,114.508,78,2.849,"TotalDistanceEfficiency",2014
175,175,"Charlie Beljan",76,2.445,305.311,124.897,71,2.787,"TotalDistanceEfficiency",2014
175,175,"Sergio Garcia",61,2.445,293.025,119.825,37,2.734,"TotalDistanceEfficiency",2014
177,177,"James Driscoll",71,2.42,282.658,116.787,52,2.995,"TotalDistanceEfficiency",2014
