"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2014","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2014","ApproachesLeftRoughRTPScore_PLAYERNAME_2014","ApproachesLeftRoughRTPScore_ROUNDS_2014","ApproachesLeftRoughRTPScore_AVGRTP_2014","stat_name","year"
70,70,"Kevin Tway",64,0.113,"ApproachesLeftRoughRTPScore",2014
72,72,"Bill Haas",107,0.114,"ApproachesLeftRoughRTPScore",2014
72,72,"Matt Jones",83,0.114,"ApproachesLeftRoughRTPScore",2014
74,74,"William McGirt",96,0.117,"ApproachesLeftRoughRTPScore",2014
75,75,"Mark Wilson",69,0.118,"ApproachesLeftRoughRTPScore",2014
76,76,"John Senden",99,0.119,"ApproachesLeftRoughRTPScore",2014
76,76,"Cameron Tringale",111,0.119,"ApproachesLeftRoughRTPScore",2014
78,78,"Graeme McDowell",66,0.121,"ApproachesLeftRoughRTPScore",2014
79,79,"Scott Langley",95,0.124,"ApproachesLeftRoughRTPScore",2014
80,80,"Trevor Immelman",84,0.125,"ApproachesLeftRoughRTPScore",2014
80,80,"Webb Simpson",87,0.125,"ApproachesLeftRoughRTPScore",2014
82,82,"Danny Lee",84,0.126,"ApproachesLeftRoughRTPScore",2014
83,83,"Jamie Lovemark",64,0.128,"ApproachesLeftRoughRTPScore",2014
84,84,"Harris English",95,0.13,"ApproachesLeftRoughRTPScore",2014
85,85,"Bryce Molder",77,0.134,"ApproachesLeftRoughRTPScore",2014
86,86,"Jason Dufner",57,0.136,"ApproachesLeftRoughRTPScore",2014
87,87,"Pat Perez",84,0.138,"ApproachesLeftRoughRTPScore",2014
88,88,"Ben Crane",81,0.14,"ApproachesLeftRoughRTPScore",2014
88,88,"Jim Herman",62,0.14,"ApproachesLeftRoughRTPScore",2014
88,88,"Andrew Loupe",65,0.14,"ApproachesLeftRoughRTPScore",2014
88,88,"George McNeill",79,0.14,"ApproachesLeftRoughRTPScore",2014
92,92,"Rickie Fowler",91,0.141,"ApproachesLeftRoughRTPScore",2014
92,92,"Brad Fritsch",50,0.141,"ApproachesLeftRoughRTPScore",2014
94,94,"Stewart Cink",91,0.142,"ApproachesLeftRoughRTPScore",2014
95,95,"Bo Van Pelt",83,0.145,"ApproachesLeftRoughRTPScore",2014
96,96,"Stuart Appleby",92,0.147,"ApproachesLeftRoughRTPScore",2014
97,97,"Retief Goosen",94,0.149,"ApproachesLeftRoughRTPScore",2014
98,98,"Chesson Hadley",84,0.15,"ApproachesLeftRoughRTPScore",2014
99,99,"JB Holmes",86,0.152,"ApproachesLeftRoughRTPScore",2014
99,99,"Brendan Steele",89,0.152,"ApproachesLeftRoughRTPScore",2014
99,99,"Gary Woodland",93,0.152,"ApproachesLeftRoughRTPScore",2014
102,102,"Woody Austin",63,0.153,"ApproachesLeftRoughRTPScore",2014
103,103,"Luke Donald",57,0.154,"ApproachesLeftRoughRTPScore",2014
104,104,"Davis Love III",74,0.155,"ApproachesLeftRoughRTPScore",2014
104,104,"John Peterson",62,0.155,"ApproachesLeftRoughRTPScore",2014
104,104,"Michael Putnam",106,0.155,"ApproachesLeftRoughRTPScore",2014
107,107,"KJ Choi",80,0.156,"ApproachesLeftRoughRTPScore",2014
107,107,"James Hahn",82,0.156,"ApproachesLeftRoughRTPScore",2014
109,109,"Ernie Els",85,0.158,"ApproachesLeftRoughRTPScore",2014
110,110,"David Toms",64,0.159,"ApproachesLeftRoughRTPScore",2014
111,111,"Steven Bowditch",93,0.16,"ApproachesLeftRoughRTPScore",2014
112,112,"Graham DeLaet",80,0.161,"ApproachesLeftRoughRTPScore",2014
112,112,"Ryo Ishikawa",75,0.161,"ApproachesLeftRoughRTPScore",2014
112,112,"Camilo Villegas",95,0.161,"ApproachesLeftRoughRTPScore",2014
115,115,"Daniel Summerhays",98,0.163,"ApproachesLeftRoughRTPScore",2014
116,116,"Russell Knox",92,0.164,"ApproachesLeftRoughRTPScore",2014
116,116,"YE Yang",79,0.164,"ApproachesLeftRoughRTPScore",2014
118,118,"Jonas Blixt",64,0.167,"ApproachesLeftRoughRTPScore",2014
118,118,"Gonzalo Fdez Castano",83,0.167,"ApproachesLeftRoughRTPScore",2014
120,120,"Seung Yul Noh",92,0.168,"ApproachesLeftRoughRTPScore",2014
121,121,"Richard Lee",80,0.171,"ApproachesLeftRoughRTPScore",2014
122,122,"Billy Horschel",92,0.173,"ApproachesLeftRoughRTPScore",2014
122,122,"Vijay Singh",83,0.173,"ApproachesLeftRoughRTPScore",2014
122,122,"Mike Weir",69,0.173,"ApproachesLeftRoughRTPScore",2014
125,125,"Andrew Svoboda",77,0.175,"ApproachesLeftRoughRTPScore",2014
126,126,"Jason Bohn",81,0.177,"ApproachesLeftRoughRTPScore",2014
126,126,"Hunter Mahan",88,0.177,"ApproachesLeftRoughRTPScore",2014
128,128,"Brian Harman",111,0.178,"ApproachesLeftRoughRTPScore",2014
128,128,"Brian Stuard",91,0.178,"ApproachesLeftRoughRTPScore",2014
130,130,"Brian Davis",93,0.181,"ApproachesLeftRoughRTPScore",2014
130,130,"Justin Rose",70,0.181,"ApproachesLeftRoughRTPScore",2014
132,132,"Greg Chalmers",85,0.182,"ApproachesLeftRoughRTPScore",2014
132,132,"Tommy Gainey",73,0.182,"ApproachesLeftRoughRTPScore",2014
134,134,"Keegan Bradley",89,0.183,"ApproachesLeftRoughRTPScore",2014
135,135,"Billy Hurley III",86,0.184,"ApproachesLeftRoughRTPScore",2014
135,135,"Rory Sabbatini",82,0.184,"ApproachesLeftRoughRTPScore",2014
137,137,"Ken Duke",80,0.188,"ApproachesLeftRoughRTPScore",2014
138,138,"Scott Brown",100,0.189,"ApproachesLeftRoughRTPScore",2014
138,138,"Kyle Stanley",87,0.189,"ApproachesLeftRoughRTPScore",2014
140,140,"Michael Thompson",74,0.192,"ApproachesLeftRoughRTPScore",2014
141,141,"Derek Ernst",80,0.196,"ApproachesLeftRoughRTPScore",2014
142,142,"Tyrone Van Aswegen",79,0.197,"ApproachesLeftRoughRTPScore",2014
143,143,"Wes Roach",67,0.198,"ApproachesLeftRoughRTPScore",2014
144,144,"Sean OHair",77,0.2,"ApproachesLeftRoughRTPScore",2014
144,144,"Nick Watney",80,0.2,"ApproachesLeftRoughRTPScore",2014
146,146,"Ben Curtis",77,0.202,"ApproachesLeftRoughRTPScore",2014
147,147,"Ryan Moore",86,0.205,"ApproachesLeftRoughRTPScore",2014
148,148,"Robert Garrigus",80,0.208,"ApproachesLeftRoughRTPScore",2014
149,149,"Chad Collins",78,0.209,"ApproachesLeftRoughRTPScore",2014
150,150,"Paul Casey",56,0.21,"ApproachesLeftRoughRTPScore",2014
151,151,"Spencer Levin",59,0.216,"ApproachesLeftRoughRTPScore",2014
152,152,"Jim Renner",61,0.217,"ApproachesLeftRoughRTPScore",2014
153,153,"Erik Compton",88,0.222,"ApproachesLeftRoughRTPScore",2014
154,154,"Bud Cauley",56,0.226,"ApproachesLeftRoughRTPScore",2014
154,154,"Morgan Hoffmann",103,0.226,"ApproachesLeftRoughRTPScore",2014
154,154,"Nicholas Thompson",85,0.226,"ApproachesLeftRoughRTPScore",2014
157,157,"Jeff Maggert",54,0.227,"ApproachesLeftRoughRTPScore",2014
158,158,"Justin Hicks",103,0.228,"ApproachesLeftRoughRTPScore",2014
159,159,"Justin Leonard",75,0.229,"ApproachesLeftRoughRTPScore",2014
160,160,"Johnson Wagner",69,0.235,"ApproachesLeftRoughRTPScore",2014
161,161,"Lucas Glover",68,0.236,"ApproachesLeftRoughRTPScore",2014
162,162,"Russell Henley",92,0.239,"ApproachesLeftRoughRTPScore",2014
163,163,"David Hearn",97,0.242,"ApproachesLeftRoughRTPScore",2014
163,163,"Will Ma Kenzie",82,0.242,"ApproachesLeftRoughRTPScore",2014
165,165,"John Huh",87,0.246,"ApproachesLeftRoughRTPScore",2014
166,166,"Troy Matteson",62,0.247,"ApproachesLeftRoughRTPScore",2014
167,167,"Kevin Stadler",90,0.252,"ApproachesLeftRoughRTPScore",2014
168,168,"Kevin Streelman",79,0.253,"ApproachesLeftRoughRTPScore",2014
169,169,"DA Points",75,0.267,"ApproachesLeftRoughRTPScore",2014
169,169,"Ted Potter Jr",68,0.267,"ApproachesLeftRoughRTPScore",2014
171,171,"David Lingmerth",80,0.268,"ApproachesLeftRoughRTPScore",2014
172,172,"DH Lee",54,0.271,"ApproachesLeftRoughRTPScore",2014
173,173,"Louis Oosthuizen",50,0.288,"ApproachesLeftRoughRTPScore",2014
174,174,"Martin Kaymer",65,0.291,"ApproachesLeftRoughRTPScore",2014
175,175,"Scott Stallings",77,0.294,"ApproachesLeftRoughRTPScore",2014
176,176,"Briny Baird",50,0.296,"ApproachesLeftRoughRTPScore",2014
177,177,"James Driscoll",71,0.324,"ApproachesLeftRoughRTPScore",2014
