"TotalEagles_RANKTHISWEEK_2015","TotalEagles_RANKLASTWEEK_2015","TotalEagles_PLAYERNAME_2015","TotalEagles_ROUNDS_2015","TotalEagles_TOTAL_2015","stat_name","year"
34,34,"Martin Flores",95,9,"TotalEagles",2015
34,34,"James Hahn",94,9,"TotalEagles",2015
34,34,"Matt Jones",89,9,"TotalEagles",2015
34,34,"Martin Laird",77,9,"TotalEagles",2015
34,34,"Ryan Palmer",80,9,"TotalEagles",2015
34,34,"John Peterson",84,9,"TotalEagles",2015
34,34,"Carl Pettersson",106,9,"TotalEagles",2015
34,34,"Patrick Reed",103,9,"TotalEagles",2015
34,34,"Webb Simpson",81,9,"TotalEagles",2015
34,34,"Brandt Snedeker",98,9,"TotalEagles",2015
34,34,"Robert Streb",110,9,"TotalEagles",2015
34,34,"Daniel Summerhays",101,9,"TotalEagles",2015
34,34,"Andrew Svoboda",80,9,"TotalEagles",2015
49,49,"Eric Axley",57,8,"TotalEagles",2015
49,49,"Sangmoon Bae",98,8,"TotalEagles",2015
49,49,"Charlie Beljan",76,8,"TotalEagles",2015
49,49,"Daniel Berger",97,8,"TotalEagles",2015
49,49,"Jonas Blixt",78,8,"TotalEagles",2015
49,49,"Alex Cejka",94,8,"TotalEagles",2015
49,49,"Robert Garrigus",70,8,"TotalEagles",2015
49,49,"Jason Gore",76,8,"TotalEagles",2015
49,49,"Adam Hadwin",95,8,"TotalEagles",2015
49,49,"Brian Harman",90,8,"TotalEagles",2015
49,49,"Charley Hoffman",97,8,"TotalEagles",2015
49,49,"Chris Kirk",76,8,"TotalEagles",2015
49,49,"George McNeill",93,8,"TotalEagles",2015
49,49,"Seung Yul Noh",65,8,"TotalEagles",2015
49,49,"Louis Oosthuizen",68,8,"TotalEagles",2015
49,49,"Jeff Overton",94,8,"TotalEagles",2015
49,49,"Cameron Percy",72,8,"TotalEagles",2015
49,49,"Pat Perez",96,8,"TotalEagles",2015
49,49,"Andres Romero",69,8,"TotalEagles",2015
49,49,"Vijay Singh",78,8,"TotalEagles",2015
49,49,"Brendan Steele",88,8,"TotalEagles",2015
49,49,"Nicholas Thompson",90,8,"TotalEagles",2015
49,49,"Michael Thompson",83,8,"TotalEagles",2015
49,49,"Nick Watney",91,8,"TotalEagles",2015
49,49,"Will Wilcox",58,8,"TotalEagles",2015
49,49,"Gary Woodland",81,8,"TotalEagles",2015
75,75,"Blayne Barber",76,7,"TotalEagles",2015
75,75,"Keegan Bradley",87,7,"TotalEagles",2015
75,75,"Graham DeLaet",65,7,"TotalEagles",2015
75,75,"Ken Duke",93,7,"TotalEagles",2015
75,75,"Lucas Glover",79,7,"TotalEagles",2015
75,75,"Andres Gonzales",90,7,"TotalEagles",2015
75,75,"Billy Horschel",99,7,"TotalEagles",2015
75,75,"Ben Martin",93,7,"TotalEagles",2015
75,75,"Ryan Moore",81,7,"TotalEagles",2015
75,75,"Rory Sabbatini",81,7,"TotalEagles",2015
75,75,"Adam Scott",51,7,"TotalEagles",2015
75,75,"Henrik Stenson",63,7,"TotalEagles",2015
75,75,"Boo Weekley",79,7,"TotalEagles",2015
75,75,"Lee Westwood",56,7,"TotalEagles",2015
89,89,"Steven Alker",62,6,"TotalEagles",2015
89,89,"Jason Bohn",95,6,"TotalEagles",2015
89,89,"Angel Cabrera",53,6,"TotalEagles",2015
89,89,"Brian Davis",86,6,"TotalEagles",2015
89,89,"Brendon de Jonge",106,6,"TotalEagles",2015
89,89,"Derek Ernst",75,6,"TotalEagles",2015
89,89,"Matt Every",73,6,"TotalEagles",2015
89,89,"Luke Guthrie",84,6,"TotalEagles",2015
89,89,"Bill Haas",89,6,"TotalEagles",2015
89,89,"Kevin Kisner",104,6,"TotalEagles",2015
89,89,"Jason Kokrak",88,6,"TotalEagles",2015
89,89,"Hunter Mahan",88,6,"TotalEagles",2015
89,89,"William McGirt",103,6,"TotalEagles",2015
89,89,"Phil Mickelson",70,6,"TotalEagles",2015
89,89,"Kevin Na",98,6,"TotalEagles",2015
89,89,"Alex Prugh",84,6,"TotalEagles",2015
89,89,"Sam Saunders",83,6,"TotalEagles",2015
89,89,"Scott Stallings",60,6,"TotalEagles",2015
89,89,"Kevin Streelman",95,6,"TotalEagles",2015
89,89,"Cameron Tringale",96,6,"TotalEagles",2015
89,89,"Camilo Villegas",83,6,"TotalEagles",2015
89,89,"Jimmy Walker",89,6,"TotalEagles",2015
89,89,"Tim Wilkinson",73,6,"TotalEagles",2015
112,112,"Ricky Barnes",82,5,"TotalEagles",2015
112,112,"Roberto Castro",54,5,"TotalEagles",2015
112,112,"Greg Chalmers",58,5,"TotalEagles",2015
112,112,"Chad Collins",79,5,"TotalEagles",2015
112,112,"Jamie Donaldson",50,5,"TotalEagles",2015
112,112,"Russell Henley",87,5,"TotalEagles",2015
112,112,"Jim Herman",88,5,"TotalEagles",2015
112,112,"Billy Hurley III",83,5,"TotalEagles",2015
112,112,"Zach Johnson",90,5,"TotalEagles",2015
112,112,"Colt Knost",90,5,"TotalEagles",2015
112,112,"Scott Langley",94,5,"TotalEagles",2015
112,112,"Spencer Levin",99,5,"TotalEagles",2015
112,112,"David Lingmerth",90,5,"TotalEagles",2015
112,112,"John Merrick",78,5,"TotalEagles",2015
112,112,"Bryce Molder",91,5,"TotalEagles",2015
112,112,"SJ Park",79,5,"TotalEagles",2015
112,112,"DA Points",72,5,"TotalEagles",2015
112,112,"Michael Putnam",87,5,"TotalEagles",2015
112,112,"Jonathan Randolph",72,5,"TotalEagles",2015
112,112,"Kyle Reifers",96,5,"TotalEagles",2015
112,112,"John Senden",80,5,"TotalEagles",2015
112,112,"Brendon Todd",96,5,"TotalEagles",2015
112,112,"Johnson Wagner",68,5,"TotalEagles",2015
135,135,"Zac Blair",108,4,"TotalEagles",2015
135,135,"Chad Campbell",97,4,"TotalEagles",2015
135,135,"Ernie Els",57,4,"TotalEagles",2015
135,135,"Sergio Garcia",59,4,"TotalEagles",2015
135,135,"Retief Goosen",81,4,"TotalEagles",2015
135,135,"Tom Hoge",83,4,"TotalEagles",2015
135,135,"Marc Leishman",74,4,"TotalEagles",2015
135,135,"Justin Leonard",61,4,"TotalEagles",2015
135,135,"Bill Lunde",50,4,"TotalEagles",2015
135,135,"Ian Poulter",68,4,"TotalEagles",2015
135,135,"Chez Reavie",56,4,"TotalEagles",2015
135,135,"Jim Renner",68,4,"TotalEagles",2015
135,135,"Patrick Rodgers",57,4,"TotalEagles",2015
135,135,"Charl Schwartzel",67,4,"TotalEagles",2015
135,135,"Nick Taylor",91,4,"TotalEagles",2015
135,135,"Tyrone Van Aswegen",58,4,"TotalEagles",2015
135,135,"Mark Wilson",89,4,"TotalEagles",2015
152,152,"KJ Choi",66,3,"TotalEagles",2015
152,152,"David Hearn",97,3,"TotalEagles",2015
152,152,"Mark Hubbard",79,3,"TotalEagles",2015
152,152,"Russell Knox",96,3,"TotalEagles",2015
152,152,"Davis Love III",51,3,"TotalEagles",2015
152,152,"Troy Merritt",91,3,"TotalEagles",2015
152,152,"Francesco Molinari",56,3,"TotalEagles",2015
152,152,"Geoff Ogilvy",50,3,"TotalEagles",2015
152,152,"Greg Owen",58,3,"TotalEagles",2015
161,161,"Stewart Cink",77,2,"TotalEagles",2015
161,161,"Jon Curran",83,2,"TotalEagles",2015
161,161,"Luke Donald",71,2,"TotalEagles",2015
161,161,"Gonzalo Fdez Castano",81,2,"TotalEagles",2015
161,161,"Oscar Fraustro",58,2,"TotalEagles",2015
161,161,"Brice Garnett",81,2,"TotalEagles",2015
161,161,"Padraig Harrington",60,2,"TotalEagles",2015
161,161,"Max Homa",78,2,"TotalEagles",2015
161,161,"Jerry Kelly",79,2,"TotalEagles",2015
161,161,"Andrew Putnam",68,2,"TotalEagles",2015
161,161,"Justin Rose",69,2,"TotalEagles",2015
161,161,"Heath Slocum",57,2,"TotalEagles",2015
161,161,"Byron Smith",59,2,"TotalEagles",2015
161,161,"David Toms",62,2,"TotalEagles",2015
161,161,"Bo Van Pelt",81,2,"TotalEagles",2015
176,176,"Robert Allenby",63,1,"TotalEagles",2015
176,176,"Jonathan Byrd",69,1,"TotalEagles",2015
176,176,"Ben Crane",62,1,"TotalEagles",2015
176,176,"Fabian Gomez",83,1,"TotalEagles",2015
176,176,"Whee Kim",71,1,"TotalEagles",2015
176,176,"Roger Sloan",56,1,"TotalEagles",2015
176,176,"Chris Stroud",84,1,"TotalEagles",2015
176,176,"Brian Stuard",97,1,"TotalEagles",2015
184,184,"Jim Furyk",71,NA,"TotalEagles",2015
