"ScoringAverage_RANKTHISWEEK_2008","ScoringAverage_RANKLASTWEEK_2008","ScoringAverage_PLAYERNAME_2008","ScoringAverage_ROUNDS_2008","ScoringAverage_AVG_2008","ScoringAverage_TOTALSTROKES_2008","ScoringAverage_TOTALADJUSTMENT_2008","ScoringAverage_TOTALROUNDS_2008","stat_name","year"
27,27,"Aaron Baddeley",76,70.196,5173,NA,73,"ScoringAverage",2008
28,28,"Bart Bryant",81,70.205,5769,NA,81,"ScoringAverage",2008
29,29,"Charlie Wi",97,70.229,6830,NA,97,"ScoringAverage",2008
30,30,"Carl Pettersson",110,70.245,7792,NA,110,"ScoringAverage",2008
31,31,"Geoff Ogilvy",65,70.253,4568,NA,64,"ScoringAverage",2008
32,32,"KJ Choi",74,70.259,4971,NA,70,"ScoringAverage",2008
33,33,"Bob Tway",70,70.262,4896,22.329,70,"ScoringAverage",2008
34,34,"Ian Poulter",51,70.269,3520,NA,49,"ScoringAverage",2008
35,35,"Retief Goosen",59,70.272,4159,NA,58,"ScoringAverage",2008
36,36,"Nick OHern",82,70.283,5671,NA,80,"ScoringAverage",2008
37,37,"Davis Love III",78,70.297,5554,NA,78,"ScoringAverage",2008
38,38,"Tom Pernice Jr",104,70.298,7336,NA,104,"ScoringAverage",2008
39,39,"Freddie Jacobson",78,70.3,5558,NA,78,"ScoringAverage",2008
40,40,"Paul Casey",55,70.308,3731,NA,52,"ScoringAverage",2008
41,41,"Tim Clark",90,70.311,6307,NA,89,"ScoringAverage",2008
42,42,"David Toms",70,70.317,4837,NA,68,"ScoringAverage",2008
43,43,"Sean OHair",81,70.323,5771,NA,81,"ScoringAverage",2008
44,44,"Corey Pavin",69,70.325,4876,NA,69,"ScoringAverage",2008
45,45,"DJ Trahan",94,70.329,6664,NA,94,"ScoringAverage",2008
46,46,"Mark Wilson",107,70.366,7537,NA,107,"ScoringAverage",2008
47,47,"Ken Duke",116,70.38,8191,NA,116,"ScoringAverage",2008
48,48,"Mathew Goggin",91,70.391,6436,NA,91,"ScoringAverage",2008
49,49,"Scott Verplank",82,70.396,5738,NA,81,"ScoringAverage",2008
50,50,"Boo Weekley",86,70.414,5903,NA,83,"ScoringAverage",2008
51,51,"John Senden",93,70.424,6523,NA,92,"ScoringAverage",2008
52,52,"Steve Elkington",84,70.447,5936,NA,84,"ScoringAverage",2008
53,53,"John Mallinger",95,70.479,6747,NA,95,"ScoringAverage",2008
54,54,"Matt Kuchar",88,70.5,6251,NA,88,"ScoringAverage",2008
55,55,"Brandt Snedeker",85,70.506,5987,NA,84,"ScoringAverage",2008
56,56,"Billy Mayfair",103,70.512,7288,NA,103,"ScoringAverage",2008
57,57,"Trevor Immelman",70,70.519,4886,NA,68,"ScoringAverage",2008
58,58,"Lucas Glover",91,70.544,6456,NA,91,"ScoringAverage",2008
59,59,"John Merrick",98,70.546,6955,NA,98,"ScoringAverage",2008
60,60,"Ryuji Imada",80,70.557,5690,NA,80,"ScoringAverage",2008
61,61,"Tim Herron",97,70.579,6854,NA,97,"ScoringAverage",2008
62,62,"Dudley Hart",74,70.587,5242,NA,74,"ScoringAverage",2008
63,63,"JB Holmes",86,70.596,6068,NA,85,"ScoringAverage",2008
64,64,"Zach Johnson",85,70.597,5969,NA,84,"ScoringAverage",2008
65,65,"Kevin Streelman",114,70.615,8052,NA,114,"ScoringAverage",2008
66,66,"Ryan Palmer",69,70.616,4863,9.507,69,"ScoringAverage",2008
67,67,"Glen Day",64,70.623,4519,0.877,64,"ScoringAverage",2008
68,68,"Rory Sabbatini",77,70.626,5400,NA,76,"ScoringAverage",2008
69,69,"Bill Haas",99,70.638,6995,NA,99,"ScoringAverage",2008
69,69,"Heath Slocum",104,70.638,7402,NA,104,"ScoringAverage",2008
71,71,"Vaughn Taylor",103,70.668,7297,NA,103,"ScoringAverage",2008
72,72,"Dean Wilson",109,70.712,7737,NA,109,"ScoringAverage",2008
73,73,"Brian Davis",108,70.718,7639,NA,108,"ScoringAverage",2008
74,74,"Bob Estes",90,70.742,6362,4.757,90,"ScoringAverage",2008
75,75,"Gavin Coles",54,70.744,3815,5.155,54,"ScoringAverage",2008
76,76,"Shane Bertsch",96,70.749,6774,17.92,96,"ScoringAverage",2008
77,77,"Parker McLachlin",88,70.752,6254,NA,88,"ScoringAverage",2008
78,78,"Fred Couples",60,70.758,4273,NA,60,"ScoringAverage",2008
79,79,"Peter Lonard",92,70.776,6526,NA,92,"ScoringAverage",2008
80,80,"Rocco Mediate",87,70.778,6230,NA,87,"ScoringAverage",2008
81,81,"George McNeill",97,70.785,6881,NA,97,"ScoringAverage",2008
82,82,"Jeff Quinney",87,70.788,6211,NA,87,"ScoringAverage",2008
83,83,"Nick Watney",96,70.789,6818,NA,96,"ScoringAverage",2008
83,83,"Bubba Watson",97,70.789,6894,NA,97,"ScoringAverage",2008
85,85,"Tom Lehman",51,70.791,3671,NA,51,"ScoringAverage",2008
86,86,"Michael Letzig",88,70.792,6249,NA,88,"ScoringAverage",2008
87,87,"John Huston",56,70.807,3947,18.184,56,"ScoringAverage",2008
88,88,"Rod Pampling",83,70.812,5711,NA,80,"ScoringAverage",2008
89,89,"Andres Romero",69,70.816,4814,NA,67,"ScoringAverage",2008
90,90,"Kevin Na",97,70.817,6869,0.283,97,"ScoringAverage",2008
91,91,"Charles Howell III",101,70.82,7044,NA,99,"ScoringAverage",2008
92,92,"Tommy Armour III",77,70.856,5466,NA,77,"ScoringAverage",2008
93,93,"Michael Allen",91,70.864,6467,NA,91,"ScoringAverage",2008
94,94,"Joe Ogilvie",100,70.865,7092,NA,100,"ScoringAverage",2008
95,95,"Woody Austin",109,70.874,7466,NA,105,"ScoringAverage",2008
96,96,"Patrick Sheehan",124,70.891,8795,NA,124,"ScoringAverage",2008
97,97,"Brett Quigley",80,70.897,5702,NA,80,"ScoringAverage",2008
98,98,"Robert Garrigus",90,70.898,6392,NA,90,"ScoringAverage",2008
99,99,"Jesper Parnevik",88,70.923,6270,NA,88,"ScoringAverage",2008
100,100,"Jerry Kelly",89,70.941,6291,NA,88,"ScoringAverage",2008
101,101,"Cliff Kresge",84,70.954,6009,NA,84,"ScoringAverage",2008
101,101,"Jeff Overton",103,70.954,7343,NA,103,"ScoringAverage",2008
103,103,"Bo Van Pelt",101,70.956,7167,NA,101,"ScoringAverage",2008
104,104,"Chez Reavie",102,70.957,7245,NA,102,"ScoringAverage",2008
105,105,"Richard Johnson",60,70.968,4268,NA,60,"ScoringAverage",2008
106,106,"Steve Flesch",95,70.975,6761,NA,95,"ScoringAverage",2008
107,107,"Brenden Pappas",66,70.977,4673,11.482,66,"ScoringAverage",2008
108,108,"JJ Henry",108,70.978,7676,NA,108,"ScoringAverage",2008
109,109,"Tim Petrovic",97,70.987,6909,NA,97,"ScoringAverage",2008
110,110,"Tim Wilkinson",95,70.997,6747,NA,95,"ScoringAverage",2008
111,111,"Jonathan Byrd",88,71.028,6066,NA,85,"ScoringAverage",2008
112,112,"Nicholas Thompson",113,71.039,8066,NA,113,"ScoringAverage",2008
113,113,"John Rollins",94,71.057,6725,NA,94,"ScoringAverage",2008
114,114,"Craig Kanada",65,71.058,4618,0.792,65,"ScoringAverage",2008
115,115,"Scott Sterling",89,71.07,6312,13.252,89,"ScoringAverage",2008
116,116,"Todd Hamilton",92,71.077,6608,NA,92,"ScoringAverage",2008
117,117,"Brandt Jobe",52,71.078,3717,NA,52,"ScoringAverage",2008
118,118,"Brad Adamonis",87,71.079,6180,3.902,87,"ScoringAverage",2008
119,119,"Angel Cabrera",55,71.083,3669,NA,51,"ScoringAverage",2008
120,120,"Alex Cejka",75,71.096,5377,NA,75,"ScoringAverage",2008
121,121,"Carlos Franco",73,71.099,5195,NA,73,"ScoringAverage",2008
122,122,"Doug LaBelle II",65,71.105,4639,NA,65,"ScoringAverage",2008
123,123,"Martin Laird",98,71.115,6939,30.227,98,"ScoringAverage",2008
124,124,"Nathan Green",95,71.133,6776,NA,95,"ScoringAverage",2008
125,125,"Alejandro Canizares",52,71.151,3706,NA,52,"ScoringAverage",2008
126,126,"Johnson Wagner",83,71.153,5947,NA,83,"ScoringAverage",2008
127,127,"John Riegger",73,71.16,5177,17.681,73,"ScoringAverage",2008
128,128,"Marc Turnesa",87,71.165,6191,0.313,87,"ScoringAverage",2008
129,129,"Jason Gore",94,71.174,6677,13.362,94,"ScoringAverage",2008
130,130,"Jason Day",81,71.176,5756,9.274,81,"ScoringAverage",2008
131,131,"Paul Goydos",78,71.201,5585,NA,78,"ScoringAverage",2008
132,132,"Daniel Chopra",84,71.204,5935,NA,83,"ScoringAverage",2008
133,133,"Jeff Maggert",86,71.218,6131,NA,86,"ScoringAverage",2008
134,134,"Dustin Johnson",92,71.223,6578,NA,92,"ScoringAverage",2008
135,135,"Rich Beem",90,71.23,6425,NA,90,"ScoringAverage",2008
136,136,"Chris Riley",51,71.237,3617,16.094,51,"ScoringAverage",2008
137,137,"Cameron Beckman",87,71.238,6185,12.71,87,"ScoringAverage",2008
138,138,"Ryan Moore",72,71.249,5148,NA,72,"ScoringAverage",2008
139,139,"Kevin Stadler",90,71.255,6440,NA,90,"ScoringAverage",2008
140,140,"Frank Lickliter II",107,71.263,7621,4.116,107,"ScoringAverage",2008
141,141,"Matt Jones",95,71.265,6783,NA,95,"ScoringAverage",2008
141,141,"Greg Kraft",63,71.265,4508,NA,63,"ScoringAverage",2008
143,143,"Omar Uresti",74,71.266,5258,15.677,74,"ScoringAverage",2008
144,144,"Joe Durant",92,71.267,6554,2.545,92,"ScoringAverage",2008
145,145,"Mark Calcavecchia",67,71.285,4743,NA,66,"ScoringAverage",2008
146,146,"Charley Hoffman",94,71.287,6689,11.934,94,"ScoringAverage",2008
147,147,"Marco Dawson",64,71.29,4571,NA,64,"ScoringAverage",2008
147,147,"Troy Matteson",94,71.29,6712,NA,94,"ScoringAverage",2008
149,149,"Scott McCarron",63,71.309,4487,5.466,63,"ScoringAverage",2008
150,150,"Eric Axley",113,71.316,8058,0.686,113,"ScoringAverage",2008
150,150,"Tag Ridings",88,71.316,6278,NA,88,"ScoringAverage",2008
152,152,"Kent Jones",68,71.32,4825,24.773,68,"ScoringAverage",2008
153,153,"Jay Williamson",96,71.363,6866,NA,96,"ScoringAverage",2008
154,154,"Chris DiMarco",87,71.378,6238,NA,87,"ScoringAverage",2008
155,155,"Jimmy Walker",73,71.421,5216,NA,73,"ScoringAverage",2008
156,156,"Lee Janzen",89,71.429,6360,NA,89,"ScoringAverage",2008
157,157,"Shigeki Maruyama",50,71.455,3589,NA,50,"ScoringAverage",2008
158,158,"Jeff Gove",50,71.457,3577,NA,50,"ScoringAverage",2008
159,159,"Steve Allan",58,71.46,4141,3.689,58,"ScoringAverage",2008
160,160,"YE Yang",89,71.476,6366,NA,89,"ScoringAverage",2008
161,161,"Chad Collins",72,71.538,5143,7.739,72,"ScoringAverage",2008
162,162,"Brad Elder",67,71.547,4774,19.663,67,"ScoringAverage",2008
163,163,"Jon Mills",95,71.552,6804,NA,95,"ScoringAverage",2008
164,164,"Steve Lowery",74,71.558,5325,NA,74,"ScoringAverage",2008
165,165,"Olin Browne",77,71.584,5529,NA,77,"ScoringAverage",2008
166,166,"James Driscoll",85,71.6,6086,0.015,85,"ScoringAverage",2008
167,167,"Harrison Frazar",73,71.606,5218,9.258,73,"ScoringAverage",2008
168,168,"Robert Gamez",79,71.609,5664,NA,79,"ScoringAverage",2008
169,169,"Ted Purdy",68,71.614,4876,NA,68,"ScoringAverage",2008
170,170,"Todd Demsey",80,71.615,5699,30.177,80,"ScoringAverage",2008
171,171,"Mathias Gronberg",87,71.644,6236,NA,87,"ScoringAverage",2008
172,172,"Jim McGovern",75,71.66,5358,16.521,75,"ScoringAverage",2008
173,173,"Kenneth Ferrie",72,71.708,5170,NA,72,"ScoringAverage",2008
174,174,"Chris Stroud",81,71.73,5795,15.148,81,"ScoringAverage",2008
175,175,"Nick Flanagan",89,71.789,6375,14.204,89,"ScoringAverage",2008
176,176,"Ryan Armour",87,71.807,6245,2.215,87,"ScoringAverage",2008
177,177,"Will Ma Kenzie",62,71.859,4441,14.272,62,"ScoringAverage",2008
178,178,"JP Hayes",67,71.875,4830,NA,67,"ScoringAverage",2008
179,179,"Stephen Leaney",53,71.889,3828,NA,53,"ScoringAverage",2008
181,181,"Ron Whittaker",54,71.918,3872,11.555,54,"ScoringAverage",2008
182,182,"Jin Park",85,71.926,6126,NA,85,"ScoringAverage",2008
183,183,"Billy Andrade",71,71.967,5123,NA,71,"ScoringAverage",2008
183,183,"Bob Sowards",61,71.967,4379,11.016,61,"ScoringAverage",2008
185,185,"Tom Scherrer",56,71.985,4012,19.153,56,"ScoringAverage",2008
186,186,"Brett Rumford",72,72.023,5176,9.648,72,"ScoringAverage",2008
187,187,"Mark Hensby",71,72.032,5101,13.302,71,"ScoringAverage",2008
188,188,"Tommy Gainey",60,72.033,4317,5,60,"ScoringAverage",2008
189,189,"Paul Claxton",63,72.1,4522,20.285,63,"ScoringAverage",2008
190,190,"Charles Warren",79,72.106,5694,2.405,79,"ScoringAverage",2008
191,191,"Justin Bolli",87,72.11,6264,9.586,87,"ScoringAverage",2008
192,192,"Jason Allred",63,72.357,4541,17.496,63,"ScoringAverage",2008
193,193,"David Lutterus",59,72.383,4271,NA,59,"ScoringAverage",2008
194,194,"Kyle Thompson",70,72.57,5068,11.875,70,"ScoringAverage",2008
195,195,"Cody Freeman",66,72.606,4786,5.975,66,"ScoringAverage",2008
196,196,"Travis Perkins",53,72.869,3876,NA,53,"ScoringAverage",2008
197,197,"David Duval",51,73.203,3760,NA,51,"ScoringAverage",2008
