"FedExCupSeasonPoints_RANKTHISWEEK_2016","FedExCupSeasonPoints_RANKLASTWEEK_2016","FedExCupSeasonPoints_PLAYERNAME_2016","FedExCupSeasonPoints_EVENTS_2016","FedExCupSeasonPoints_POINTS_2016","FedExCupSeasonPoints_OFWINS_2016","FedExCupSeasonPoints_OFTOP10S_2016","FedExCupSeasonPoints_POINTSBEHINDLEAD_2016","FedExCupSeasonPoints_RESETPOINTS_2016","stat_name","year"
23,22,"Emiliano Grillo",13,810,1,1,972,NA,"FedExCupSeasonPoints",2016
24,21,"Charl Schwartzel",8,802,1,2,980,NA,"FedExCupSeasonPoints",2016
25,24,"Jim Herman",17,784,1,2,998,NA,"FedExCupSeasonPoints",2016
26,120,"James Hahn",15,770,1,2,1012,NA,"FedExCupSeasonPoints",2016
27,25,"Charles Howell III",17,766,NA,4,1016,NA,"FedExCupSeasonPoints",2016
28,27,"Bill Haas",12,730,NA,4,1052,NA,"FedExCupSeasonPoints",2016
29,28,"Henrik Stenson",8,693,NA,2,1089,NA,"FedExCupSeasonPoints",2016
30,36,"Rory McIlroy",9,688,NA,4,1094,NA,"FedExCupSeasonPoints",2016
31,30,"Patton Kizzire",16,679,NA,5,1103,NA,"FedExCupSeasonPoints",2016
32,58,"Justin Rose",10,665,NA,5,1117,NA,"FedExCupSeasonPoints",2016
33,97,"Roberto Castro",16,648,NA,3,1134,NA,"FedExCupSeasonPoints",2016
34,29,"Danny Willett",5,644,1,3,1138,NA,"FedExCupSeasonPoints",2016
35,33,"William McGirt",15,637,NA,4,1145,NA,"FedExCupSeasonPoints",2016
36,37,"Tony Finau",15,619,1,2,1163,NA,"FedExCupSeasonPoints",2016
37,43,"David Lingmerth",15,613,NA,1,1169,NA,"FedExCupSeasonPoints",2016
38,31,"Jason Bohn",11,607,NA,3,1175,NA,"FedExCupSeasonPoints",2016
39,35,"JB Holmes",10,596,NA,3,1186,NA,"FedExCupSeasonPoints",2016
40,32,"Ryan Moore",11,587,NA,5,1195,NA,"FedExCupSeasonPoints",2016
41,34,"Jason Kokrak",17,586,NA,2,1196,NA,"FedExCupSeasonPoints",2016
42,38,"Brian Stuard",8,573,1,1,1209,NA,"FedExCupSeasonPoints",2016
43,47,"Vaughn Taylor",11,566,1,1,1216,NA,"FedExCupSeasonPoints",2016
44,39,"Sergio Garcia",8,565,NA,1,1217,NA,"FedExCupSeasonPoints",2016
45,40,"Freddie Jacobson",16,564,NA,3,1218,NA,"FedExCupSeasonPoints",2016
46,41,"Jimmy Walker",12,563,NA,3,1219,NA,"FedExCupSeasonPoints",2016
47,42,"KJ Choi",14,562,NA,2,1220,NA,"FedExCupSeasonPoints",2016
48,44,"Si Woo Kim",19,561,NA,2,1221,NA,"FedExCupSeasonPoints",2016
49,53,"Harris English",15,547,NA,2,1235,NA,"FedExCupSeasonPoints",2016
50,45,"Louis Oosthuizen",6,543,NA,2,1239,NA,"FedExCupSeasonPoints",2016
51,54,"Daniel Berger",15,540,NA,2,1242,NA,"FedExCupSeasonPoints",2016
52,46,"Brooks Koepka",11,535,NA,3,1247,NA,"FedExCupSeasonPoints",2016
53,59,"Brendan Steele",14,530,NA,1,1252,NA,"FedExCupSeasonPoints",2016
54,48,"Peter Malnati",19,528,1,3,1254,NA,"FedExCupSeasonPoints",2016
55,49,"Billy Horschel",12,523,NA,3,1259,NA,"FedExCupSeasonPoints",2016
56,50,"Luke Donald",13,519,NA,1,1263,NA,"FedExCupSeasonPoints",2016
57,51,"Chris Kirk",15,513,NA,2,1269,NA,"FedExCupSeasonPoints",2016
58,52,"Matt Kuchar",12,505,NA,3,1277,NA,"FedExCupSeasonPoints",2016
59,56,"Alex Cejka",15,495,NA,2,1287,NA,"FedExCupSeasonPoints",2016
60,55,"Kevin Streelman",15,488,NA,1,1294,NA,"FedExCupSeasonPoints",2016
61,63,"Paul Casey",11,483,NA,3,1299,NA,"FedExCupSeasonPoints",2016
62,83,"Andrew Loupe",16,482,NA,4,1300,NA,"FedExCupSeasonPoints",2016
63,57,"Scott Piercy",12,476,NA,1,1306,NA,"FedExCupSeasonPoints",2016
64,60,"Scott Brown",17,473,NA,4,1309,NA,"FedExCupSeasonPoints",2016
65,61,"Chez Reavie",16,471,NA,2,1311,NA,"FedExCupSeasonPoints",2016
66,71,"Harold Varner III",18,470,NA,3,1312,NA,"FedExCupSeasonPoints",2016
67,79,"Danny Lee",16,470,NA,2,1312,NA,"FedExCupSeasonPoints",2016
68,81,"Lucas Glover",16,469,NA,2,1313,NA,"FedExCupSeasonPoints",2016
69,67,"Kyle Reifers",19,461,NA,2,1321,NA,"FedExCupSeasonPoints",2016
70,62,"Bryce Molder",16,461,NA,4,1321,NA,"FedExCupSeasonPoints",2016
71,64,"Zac Blair",18,457,NA,2,1325,NA,"FedExCupSeasonPoints",2016
72,78,"Daniel Summerhays",15,454,NA,NA,1328,NA,"FedExCupSeasonPoints",2016
73,65,"Zach Johnson",12,454,NA,3,1328,NA,"FedExCupSeasonPoints",2016
74,68,"Jhonattan Vegas",14,449,NA,3,1333,NA,"FedExCupSeasonPoints",2016
75,66,"Marc Leishman",12,445,NA,1,1337,NA,"FedExCupSeasonPoints",2016
76,69,"Jonas Blixt",16,431,NA,2,1351,NA,"FedExCupSeasonPoints",2016
77,70,"Ryan Palmer",12,430,NA,1,1352,NA,"FedExCupSeasonPoints",2016
78,72,"Ricky Barnes",18,423,NA,2,1359,NA,"FedExCupSeasonPoints",2016
79,73,"Patrick Rodgers",16,422,NA,2,1360,NA,"FedExCupSeasonPoints",2016
80,74,"John Huh",16,421,NA,3,1361,NA,"FedExCupSeasonPoints",2016
81,75,"Aaron Baddeley",15,421,NA,4,1361,NA,"FedExCupSeasonPoints",2016
82,76,"Graham DeLaet",14,419,NA,2,1363,NA,"FedExCupSeasonPoints",2016
83,86,"Mark Hubbard",20,403,NA,NA,1379,NA,"FedExCupSeasonPoints",2016
84,77,"Spencer Levin",19,402,NA,1,1380,NA,"FedExCupSeasonPoints",2016
85,84,"Colt Knost",15,397,NA,NA,1385,NA,"FedExCupSeasonPoints",2016
86,94,"Gary Woodland",12,396,NA,NA,1386,NA,"FedExCupSeasonPoints",2016
87,80,"Russell Henley",14,392,NA,3,1390,NA,"FedExCupSeasonPoints",2016
88,95,"Sean OHair",14,383,NA,1,1399,NA,"FedExCupSeasonPoints",2016
89,98,"Brian Harman",18,381,NA,1,1401,NA,"FedExCupSeasonPoints",2016
90,82,"Jon Curran",18,377,NA,2,1405,NA,"FedExCupSeasonPoints",2016
91,93,"Cameron Tringale",14,376,NA,1,1406,NA,"FedExCupSeasonPoints",2016
92,85,"Will Wilcox",16,371,NA,2,1411,NA,"FedExCupSeasonPoints",2016
93,87,"Luke List",17,369,NA,2,1413,NA,"FedExCupSeasonPoints",2016
94,88,"Chad Campbell",18,368,NA,2,1414,NA,"FedExCupSeasonPoints",2016
95,89,"Adam Hadwin",16,367,NA,1,1415,NA,"FedExCupSeasonPoints",2016
96,90,"David Hearn",18,357,NA,1,1425,NA,"FedExCupSeasonPoints",2016
97,91,"Tyrone Van Aswegen",20,356,NA,1,1426,NA,"FedExCupSeasonPoints",2016
98,92,"Troy Merritt",14,352,NA,1,1430,NA,"FedExCupSeasonPoints",2016
99,96,"Brett Stegmaier",19,350,NA,1,1432,NA,"FedExCupSeasonPoints",2016
100,99,"Derek Fathauer",18,343,NA,1,1439,NA,"FedExCupSeasonPoints",2016
101,110,"John Senden",15,342,NA,1,1440,NA,"FedExCupSeasonPoints",2016
102,100,"Nick Taylor",17,337,NA,1,1445,NA,"FedExCupSeasonPoints",2016
103,101,"Kyle Stanley",17,336,NA,NA,1446,NA,"FedExCupSeasonPoints",2016
104,102,"David Toms",11,336,NA,1,1446,NA,"FedExCupSeasonPoints",2016
105,106,"Boo Weekley",17,333,NA,2,1449,NA,"FedExCupSeasonPoints",2016
106,105,"Anirban Lahiri",13,333,NA,NA,1449,NA,"FedExCupSeasonPoints",2016
107,111,"Robert Streb",16,330,NA,NA,1452,NA,"FedExCupSeasonPoints",2016
108,107,"Scott Stallings",17,313,NA,1,1469,NA,"FedExCupSeasonPoints",2016
109,103,"Hudson Swafford",17,310,NA,1,1472,NA,"FedExCupSeasonPoints",2016
110,104,"Sung Kang",16,308,NA,2,1474,NA,"FedExCupSeasonPoints",2016
111,126,"Johnson Wagner",14,292,NA,1,1490,NA,"FedExCupSeasonPoints",2016
112,108,"Padraig Harrington",11,292,NA,1,1490,NA,"FedExCupSeasonPoints",2016
113,109,"Seung Yul Noh",17,291,NA,NA,1491,NA,"FedExCupSeasonPoints",2016
114,112,"Michael Kim",18,283,NA,NA,1499,NA,"FedExCupSeasonPoints",2016
115,113,"Ben Crane",17,279,NA,NA,1503,NA,"FedExCupSeasonPoints",2016
116,114,"Blayne Barber",16,279,NA,1,1503,NA,"FedExCupSeasonPoints",2016
117,117,"Martin Laird",13,279,NA,1,1503,NA,"FedExCupSeasonPoints",2016
118,115,"Bronson Burgoon",17,278,NA,NA,1504,NA,"FedExCupSeasonPoints",2016
119,116,"Tyler Aldridge",18,278,NA,NA,1504,NA,"FedExCupSeasonPoints",2016
120,127,"Jason Gore",15,275,NA,NA,1507,NA,"FedExCupSeasonPoints",2016
121,118,"Chad Collins",16,274,NA,1,1508,NA,"FedExCupSeasonPoints",2016
122,119,"Ben Martin",14,272,NA,NA,1510,NA,"FedExCupSeasonPoints",2016
123,121,"Shane Lowry",10,266,NA,1,1516,NA,"FedExCupSeasonPoints",2016
124,135,"Camilo Villegas",16,260,NA,NA,1522,NA,"FedExCupSeasonPoints",2016
125,122,"Greg Owen",18,258,NA,1,1524,NA,"FedExCupSeasonPoints",2016
126,133,"Chris Stroud",17,258,NA,1,1524,NA,"FedExCupSeasonPoints",2016
127,125,"Jeff Overton",17,256,NA,1,1526,NA,"FedExCupSeasonPoints",2016
128,123,"Jerry Kelly",12,255,NA,1,1527,NA,"FedExCupSeasonPoints",2016
129,124,"Jamie Donaldson",8,253,NA,NA,1529,NA,"FedExCupSeasonPoints",2016
130,128,"Steve Marino",14,248,NA,1,1534,NA,"FedExCupSeasonPoints",2016
131,129,"Hiroshi Iwata",18,248,NA,1,1534,NA,"FedExCupSeasonPoints",2016
132,130,"Stewart Cink",14,244,NA,NA,1538,NA,"FedExCupSeasonPoints",2016
133,144,"Francesco Molinari",10,239,NA,1,1543,NA,"FedExCupSeasonPoints",2016
134,148,"Tim Wilkinson",11,238,NA,NA,1544,NA,"FedExCupSeasonPoints",2016
135,147,"Retief Goosen",10,234,NA,NA,1548,NA,"FedExCupSeasonPoints",2016
136,131,"Stuart Appleby",13,231,NA,NA,1551,NA,"FedExCupSeasonPoints",2016
137,132,"Keegan Bradley",14,230,NA,1,1552,NA,"FedExCupSeasonPoints",2016
138,140,"Tom Hoge",15,228,NA,2,1554,NA,"FedExCupSeasonPoints",2016
139,138,"Ian Poulter",10,225,NA,1,1557,NA,"FedExCupSeasonPoints",2016
140,134,"Matt Jones",15,224,NA,NA,1558,NA,"FedExCupSeasonPoints",2016
141,158,"Chesson Hadley",16,220,NA,NA,1562,NA,"FedExCupSeasonPoints",2016
142,136,"Brendon de Jonge",19,219,NA,NA,1563,NA,"FedExCupSeasonPoints",2016
143,137,"Webb Simpson",10,217,NA,NA,1565,NA,"FedExCupSeasonPoints",2016
144,139,"Cameron Smith",14,204,NA,NA,1578,NA,"FedExCupSeasonPoints",2016
145,141,"Morgan Hoffmann",15,196,NA,NA,1586,NA,"FedExCupSeasonPoints",2016
146,142,"Will Ma Kenzie",17,195,NA,1,1587,NA,"FedExCupSeasonPoints",2016
147,145,"Erik Compton",16,191,NA,NA,1591,NA,"FedExCupSeasonPoints",2016
148,143,"Vijay Singh",13,190,NA,1,1592,NA,"FedExCupSeasonPoints",2016
149,151,"Martin Piller",12,190,NA,1,1592,NA,"FedExCupSeasonPoints",2016
150,146,"Whee Kim",18,184,NA,1,1598,NA,"FedExCupSeasonPoints",2016
151,164,"Dawie van der Walt",16,184,NA,NA,1598,NA,"FedExCupSeasonPoints",2016
152,165,"Scott Langley",13,183,NA,NA,1599,NA,"FedExCupSeasonPoints",2016
153,157,"Hunter Mahan",14,173,NA,NA,1609,NA,"FedExCupSeasonPoints",2016
154,154,"Scott Pinckney",18,171,NA,NA,1611,NA,"FedExCupSeasonPoints",2016
155,149,"Michael Thompson",14,170,NA,NA,1612,NA,"FedExCupSeasonPoints",2016
156,150,"Justin Leonard",8,170,NA,NA,1612,NA,"FedExCupSeasonPoints",2016
157,152,"Thomas Aiken",13,163,NA,NA,1619,NA,"FedExCupSeasonPoints",2016
158,153,"Brice Garnett",9,163,NA,2,1619,NA,"FedExCupSeasonPoints",2016
159,155,"Steve Stricker",8,161,NA,1,1621,NA,"FedExCupSeasonPoints",2016
160,156,"Shawn Stefani",16,160,NA,NA,1622,NA,"FedExCupSeasonPoints",2016
161,159,"Sam Saunders",15,155,NA,NA,1627,NA,"FedExCupSeasonPoints",2016
162,160,"Davis Love III",11,154,NA,NA,1628,NA,"FedExCupSeasonPoints",2016
163,161,"Rob Oppenheim",11,153,NA,NA,1629,NA,"FedExCupSeasonPoints",2016
164,170,"Steve Wheatcroft",16,148,NA,NA,1634,NA,"FedExCupSeasonPoints",2016
165,162,"Luke Guthrie",11,146,NA,1,1636,NA,"FedExCupSeasonPoints",2016
166,163,"Mark Wilson",13,144,NA,NA,1638,NA,"FedExCupSeasonPoints",2016
167,168,"Carlos Ortiz",17,132,NA,NA,1650,NA,"FedExCupSeasonPoints",2016
168,166,"Ernie Els",10,131,NA,NA,1651,NA,"FedExCupSeasonPoints",2016
169,167,"Steven Bowditch",14,129,NA,1,1653,NA,"FedExCupSeasonPoints",2016
170,173,"Angel Cabrera",13,129,NA,NA,1653,NA,"FedExCupSeasonPoints",2016
171,169,"Henrik Norlander",13,126,NA,NA,1656,NA,"FedExCupSeasonPoints",2016
172,171,"Rory Sabbatini",14,121,NA,NA,1661,NA,"FedExCupSeasonPoints",2016
173,172,"JJ Henry",14,120,NA,NA,1662,NA,"FedExCupSeasonPoints",2016
174,185,"Robert Garrigus",11,113,NA,NA,1669,NA,"FedExCupSeasonPoints",2016
175,174,"Matt Every",14,112,NA,NA,1670,NA,"FedExCupSeasonPoints",2016
176,175,"George McNeill",13,104,NA,NA,1678,NA,"FedExCupSeasonPoints",2016
177,176,"Cameron Percy",7,104,NA,NA,1678,NA,"FedExCupSeasonPoints",2016
178,177,"DJ Trahan",7,100,NA,1,1682,NA,"FedExCupSeasonPoints",2016
179,178,"Bud Cauley",6,100,NA,NA,1682,NA,"FedExCupSeasonPoints",2016
180,179,"Nick Watney",5,99,NA,NA,1683,NA,"FedExCupSeasonPoints",2016
181,180,"Andres Romero",8,95,NA,1,1687,NA,"FedExCupSeasonPoints",2016
182,188,"Derek Ernst",12,94,NA,NA,1688,NA,"FedExCupSeasonPoints",2016
183,181,"Shane Bertsch",9,91,NA,NA,1691,NA,"FedExCupSeasonPoints",2016
184,182,"Kelly Kraft",12,88,NA,NA,1694,NA,"FedExCupSeasonPoints",2016
185,183,"Tim Clark",7,86,NA,NA,1696,NA,"FedExCupSeasonPoints",2016
186,184,"Jonathan Byrd",6,73,NA,NA,1709,NA,"FedExCupSeasonPoints",2016
187,186,"Andres Gonzales",17,73,NA,NA,1709,NA,"FedExCupSeasonPoints",2016
188,187,"Wes Roach",12,72,NA,NA,1710,NA,"FedExCupSeasonPoints",2016
189,189,"DH Lee",13,66,NA,NA,1716,NA,"FedExCupSeasonPoints",2016
190,190,"Marc Turnesa",5,61,NA,NA,1721,NA,"FedExCupSeasonPoints",2016
191,191,"Geoff Ogilvy",14,59,NA,NA,1723,NA,"FedExCupSeasonPoints",2016
192,192,"Brendon Todd",18,59,NA,NA,1723,NA,"FedExCupSeasonPoints",2016
193,193,"Ryo Ishikawa",6,55,NA,NA,1727,NA,"FedExCupSeasonPoints",2016
194,194,"Ken Duke",9,54,NA,NA,1728,NA,"FedExCupSeasonPoints",2016
195,195,"Brian Gay",8,49,NA,NA,1733,NA,"FedExCupSeasonPoints",2016
196,196,"Carl Pettersson",14,47,NA,NA,1735,NA,"FedExCupSeasonPoints",2016
197,197,"Tim Herron",7,47,NA,NA,1735,NA,"FedExCupSeasonPoints",2016
198,198,"Joe Affrunti",2,46,NA,NA,1736,NA,"FedExCupSeasonPoints",2016
198,198,"Lucas Lee",9,46,NA,NA,1736,NA,"FedExCupSeasonPoints",2016
200,200,"Michael Bradley",5,46,NA,NA,1736,NA,"FedExCupSeasonPoints",2016
201,201,"Bernhard Langer",1,45,NA,NA,1737,NA,"FedExCupSeasonPoints",2016
202,202,"Cameron Beckman",7,45,NA,NA,1737,NA,"FedExCupSeasonPoints",2016
203,203,"Rod Pampling",8,42,NA,NA,1740,NA,"FedExCupSeasonPoints",2016
204,204,"Miguel Angel Carballo",11,36,NA,NA,1746,NA,"FedExCupSeasonPoints",2016
205,205,"Billy Hurley III",8,35,NA,NA,1747,NA,"FedExCupSeasonPoints",2016
206,206,"Pat Perez",11,34,NA,NA,1748,NA,"FedExCupSeasonPoints",2016
207,207,"Rhein Gibson",13,33,NA,NA,1749,NA,"FedExCupSeasonPoints",2016
208,208,"John Merrick",7,32,NA,NA,1750,NA,"FedExCupSeasonPoints",2016
209,209,"DA Points",11,31,NA,NA,1751,NA,"FedExCupSeasonPoints",2016
210,210,"Michael Putnam",7,30,NA,NA,1752,NA,"FedExCupSeasonPoints",2016
211,211,"Andrew Landry",9,28,NA,NA,1754,NA,"FedExCupSeasonPoints",2016
212,212,"Frank Lickliter II",4,28,NA,NA,1754,NA,"FedExCupSeasonPoints",2016
213,213,"Dicky Pride",13,28,NA,NA,1754,NA,"FedExCupSeasonPoints",2016
214,214,"Fred Funk",4,26,NA,NA,1756,NA,"FedExCupSeasonPoints",2016
215,215,"Abraham Ancer",11,25,NA,NA,1757,NA,"FedExCupSeasonPoints",2016
216,216,"Billy Mayfair",3,25,NA,NA,1757,NA,"FedExCupSeasonPoints",2016
217,217,"Brian Davis",8,23,NA,NA,1759,NA,"FedExCupSeasonPoints",2016
218,218,"Justin Hicks",10,20,NA,NA,1762,NA,"FedExCupSeasonPoints",2016
219,219,"Darron Stiles",10,19,NA,NA,1763,NA,"FedExCupSeasonPoints",2016
220,220,"Larry Mize",1,19,NA,NA,1763,NA,"FedExCupSeasonPoints",2016
221,221,"Bo Van Pelt",5,18,NA,NA,1764,NA,"FedExCupSeasonPoints",2016
222,222,"John Rollins",5,12,NA,NA,1770,NA,"FedExCupSeasonPoints",2016
223,223,"Greg Chalmers",5,11,NA,NA,1771,NA,"FedExCupSeasonPoints",2016
224,224,"Ted Purdy",4,10,NA,NA,1772,NA,"FedExCupSeasonPoints",2016
225,225,"Trevor Immelman",7,7,NA,NA,1775,NA,"FedExCupSeasonPoints",2016
226,226,"Steve Flesch",3,6,NA,NA,1776,NA,"FedExCupSeasonPoints",2016
227,227,"Jarrod Lyle",7,5,NA,NA,1777,NA,"FedExCupSeasonPoints",2016
228,228,"Tom Gillis",7,5,NA,NA,1777,NA,"FedExCupSeasonPoints",2016
229,229,"Robert Allenby",16,2,NA,NA,1780,NA,"FedExCupSeasonPoints",2016
230,230,"Alex Prugh",7,2,NA,NA,1780,NA,"FedExCupSeasonPoints",2016
231,231,"Tim Petrovic",3,1,NA,NA,1781,NA,"FedExCupSeasonPoints",2016
232,232,"Tommy Gainey",4,1,NA,NA,1781,NA,"FedExCupSeasonPoints",2016
232,232,"Mark Hensby",2,1,NA,NA,1781,NA,"FedExCupSeasonPoints",2016
234,234,"Charlie Beljan",13,1,NA,NA,1781,NA,"FedExCupSeasonPoints",2016
234,234,"John Peterson",3,1,NA,NA,1781,NA,"FedExCupSeasonPoints",2016
236,236,"Eric Axley",3,1,NA,NA,1781,NA,"FedExCupSeasonPoints",2016
