"PuttingfromInside5_RANKTHISWEEK_2016","PuttingfromInside5_RANKLASTWEEK_2016","PuttingfromInside5_PLAYERNAME_2016","PuttingfromInside5_ROUNDS_2016","PuttingfromInside5_Pct_2016","PuttingfromInside5_ATTEMPTS_2016","PuttingfromInside5_PUTTSMADE_2016","stat_name","year"
83,87,"Stuart Appleby",39,96.82,503,487,"PuttingfromInside5",2016
84,104,"Danny Lee",53,96.81,502,486,"PuttingfromInside5",2016
84,60,"Henrik Norlander",41,96.81,376,364,"PuttingfromInside5",2016
84,137,"Vaughn Taylor",30,96.81,376,364,"PuttingfromInside5",2016
87,92,"Kevin Na",52,96.79,467,452,"PuttingfromInside5",2016
88,94,"Justin Thomas",53,96.78,528,511,"PuttingfromInside5",2016
89,94,"Brice Garnett",29,96.77,217,210,"PuttingfromInside5",2016
89,94,"Scott Piercy",45,96.77,402,389,"PuttingfromInside5",2016
89,93,"Kyle Reifers",63,96.77,682,660,"PuttingfromInside5",2016
92,66,"Ernie Els",34,96.74,399,386,"PuttingfromInside5",2016
93,68,"Derek Ernst",36,96.71,334,323,"PuttingfromInside5",2016
94,71,"Sam Saunders",40,96.69,362,350,"PuttingfromInside5",2016
95,101,"Tom Hoge",47,96.68,482,466,"PuttingfromInside5",2016
95,102,"Seung Yul Noh",54,96.68,633,612,"PuttingfromInside5",2016
97,126,"Brett Stegmaier",57,96.67,691,668,"PuttingfromInside5",2016
97,118,"Gary Woodland",45,96.67,510,493,"PuttingfromInside5",2016
99,102,"Jim Herman",55,96.65,568,549,"PuttingfromInside5",2016
99,105,"Ollie Schniederjans",23,96.65,269,260,"PuttingfromInside5",2016
101,107,"Brooks Koepka",39,96.63,386,373,"PuttingfromInside5",2016
101,82,"Spencer Levin",62,96.63,712,688,"PuttingfromInside5",2016
103,106,"Jason Kokrak",52,96.62,592,572,"PuttingfromInside5",2016
104,109,"Chris Kirk",51,96.61,560,541,"PuttingfromInside5",2016
105,123,"Patrick Reed",53,96.6,470,454,"PuttingfromInside5",2016
106,112,"Bernd Wiesberger",23,96.59,176,170,"PuttingfromInside5",2016
107,112,"Bronson Burgoon",53,96.58,556,537,"PuttingfromInside5",2016
107,114,"Louis Oosthuizen",25,96.58,146,141,"PuttingfromInside5",2016
109,125,"Kevin Kisner",49,96.57,466,450,"PuttingfromInside5",2016
110,115,"Russell Knox",48,96.56,436,421,"PuttingfromInside5",2016
110,100,"Will Wilcox",47,96.56,553,534,"PuttingfromInside5",2016
112,117,"Ricky Barnes",57,96.55,637,615,"PuttingfromInside5",2016
112,115,"Roberto Castro",55,96.55,667,644,"PuttingfromInside5",2016
114,80,"Jamie Donaldson",28,96.53,288,278,"PuttingfromInside5",2016
115,139,"Cameron Smith",45,96.51,372,359,"PuttingfromInside5",2016
116,45,"Anirban Lahiri",44,96.49,370,357,"PuttingfromInside5",2016
117,80,"Andrew Loupe",50,96.46,565,545,"PuttingfromInside5",2016
117,24,"Ian Poulter",37,96.46,339,327,"PuttingfromInside5",2016
117,110,"Nick Taylor",57,96.46,650,627,"PuttingfromInside5",2016
120,107,"Cameron Tringale",47,96.45,564,544,"PuttingfromInside5",2016
121,123,"Wes Roach",33,96.39,305,294,"PuttingfromInside5",2016
122,140,"Camilo Villegas",50,96.38,607,585,"PuttingfromInside5",2016
123,99,"Davis Love III",40,96.36,494,476,"PuttingfromInside5",2016
124,126,"Zach Johnson",42,96.35,466,449,"PuttingfromInside5",2016
125,94,"Rob Oppenheim",37,96.31,406,391,"PuttingfromInside5",2016
126,135,"Sung Kang",51,96.3,595,573,"PuttingfromInside5",2016
126,134,"Chez Reavie",56,96.3,675,650,"PuttingfromInside5",2016
128,121,"Whee Kim",54,96.26,588,566,"PuttingfromInside5",2016
129,137,"Matthew Fitzpatrick",23,96.25,160,154,"PuttingfromInside5",2016
130,140,"Smylie Kaufman",57,96.23,583,561,"PuttingfromInside5",2016
130,126,"Jamie Lovemark",57,96.23,689,663,"PuttingfromInside5",2016
130,126,"Carlos Ortiz",47,96.23,504,485,"PuttingfromInside5",2016
130,154,"Scott Pinckney",53,96.23,557,536,"PuttingfromInside5",2016
134,144,"Shane Lowry",35,96.19,289,278,"PuttingfromInside5",2016
134,130,"William McGirt",54,96.19,682,656,"PuttingfromInside5",2016
136,130,"Angel Cabrera",42,96.18,471,453,"PuttingfromInside5",2016
137,146,"Ben Crane",48,96.15,519,499,"PuttingfromInside5",2016
137,158,"Brendan Steele",48,96.15,545,524,"PuttingfromInside5",2016
139,136,"Chad Campbell",54,96.13,646,621,"PuttingfromInside5",2016
139,156,"David Hearn",55,96.13,595,572,"PuttingfromInside5",2016
141,148,"George McNeill",33,96.11,411,395,"PuttingfromInside5",2016
142,148,"Rhein Gibson",36,96.1,385,370,"PuttingfromInside5",2016
142,148,"Dustin Johnson",37,96.1,282,271,"PuttingfromInside5",2016
144,152,"Abraham Ancer",26,96.05,228,219,"PuttingfromInside5",2016
145,145,"Padraig Harrington",38,95.99,474,455,"PuttingfromInside5",2016
146,181,"Erik Compton",45,95.97,472,453,"PuttingfromInside5",2016
146,155,"Pat Perez",28,95.97,248,238,"PuttingfromInside5",2016
148,157,"Jimmy Walker",43,95.95,444,426,"PuttingfromInside5",2016
149,162,"Fabian Gomez",49,95.94,591,567,"PuttingfromInside5",2016
150,158,"Andy Sullivan",25,95.93,221,212,"PuttingfromInside5",2016
151,160,"Keegan Bradley",40,95.92,417,400,"PuttingfromInside5",2016
151,121,"Si Woo Kim",63,95.92,760,729,"PuttingfromInside5",2016
151,98,"Justin Rose",35,95.92,368,353,"PuttingfromInside5",2016
154,153,"Robert Streb",51,95.91,489,469,"PuttingfromInside5",2016
155,142,"Ben Martin",48,95.9,561,538,"PuttingfromInside5",2016
156,130,"Scott Brown",59,95.88,582,558,"PuttingfromInside5",2016
156,189,"Robert Garrigus",34,95.88,340,326,"PuttingfromInside5",2016
156,118,"Adam Scott",39,95.88,340,326,"PuttingfromInside5",2016
159,164,"Billy Horschel",45,95.85,482,462,"PuttingfromInside5",2016
160,168,"Scott Stallings",46,95.83,552,529,"PuttingfromInside5",2016
161,165,"Steve Stricker",25,95.8,286,274,"PuttingfromInside5",2016
162,167,"Charley Hoffman",49,95.77,496,475,"PuttingfromInside5",2016
162,170,"Vijay Singh",42,95.77,544,521,"PuttingfromInside5",2016
164,165,"Kevin Chappell",49,95.72,584,559,"PuttingfromInside5",2016
164,160,"Matt Every",34,95.72,421,403,"PuttingfromInside5",2016
166,175,"DA Points",32,95.68,301,288,"PuttingfromInside5",2016
167,173,"Tyler Aldridge",53,95.67,578,553,"PuttingfromInside5",2016
168,172,"Chad Collins",45,95.66,507,485,"PuttingfromInside5",2016
168,169,"Lucas Glover",53,95.66,714,683,"PuttingfromInside5",2016
168,187,"Chris Stroud",52,95.66,599,573,"PuttingfromInside5",2016
171,120,"Steven Bowditch",40,95.65,391,374,"PuttingfromInside5",2016
171,178,"Jeff Overton",51,95.65,644,616,"PuttingfromInside5",2016
173,147,"JB Holmes",39,95.64,390,373,"PuttingfromInside5",2016
174,133,"Brian Stuard",24,95.62,251,240,"PuttingfromInside5",2016
175,174,"Aaron Baddeley",51,95.59,499,477,"PuttingfromInside5",2016
175,185,"Paul Casey",39,95.59,340,325,"PuttingfromInside5",2016
177,163,"Tony Finau",49,95.56,540,516,"PuttingfromInside5",2016
177,183,"Rory McIlroy",37,95.56,315,301,"PuttingfromInside5",2016
179,151,"Hiroshi Iwata",51,95.5,489,467,"PuttingfromInside5",2016
180,184,"Ryan Moore",40,95.38,390,372,"PuttingfromInside5",2016
181,180,"Mark Wilson",42,95.37,518,494,"PuttingfromInside5",2016
182,175,"Zac Blair",56,95.36,604,576,"PuttingfromInside5",2016
183,195,"Matt Jones",45,95.34,429,409,"PuttingfromInside5",2016
184,193,"Steve Wheatcroft",53,95.32,598,570,"PuttingfromInside5",2016
185,194,"Patrick Rodgers",49,95.29,573,546,"PuttingfromInside5",2016
186,182,"Greg Owen",56,95.25,653,622,"PuttingfromInside5",2016
187,192,"JJ Henry",44,95.24,588,560,"PuttingfromInside5",2016
188,186,"Stewart Cink",45,95.22,502,478,"PuttingfromInside5",2016
189,179,"Will Ma Kenzie",54,95.21,606,577,"PuttingfromInside5",2016
190,143,"Justin Hicks",26,95.17,352,335,"PuttingfromInside5",2016
190,189,"Charl Schwartzel",29,95.17,290,276,"PuttingfromInside5",2016
192,188,"Shawn Stefani",45,95.09,529,503,"PuttingfromInside5",2016
193,197,"Robert Allenby",35,95.01,381,362,"PuttingfromInside5",2016
194,191,"Alex Cejka",47,94.91,452,429,"PuttingfromInside5",2016
195,196,"Geoff Ogilvy",37,94.77,459,435,"PuttingfromInside5",2016
196,198,"Luke List",51,94.64,597,565,"PuttingfromInside5",2016
197,200,"Harold Varner III",58,94.6,704,666,"PuttingfromInside5",2016
198,199,"DJ Trahan",23,94.55,165,156,"PuttingfromInside5",2016
199,175,"Steve Marino",40,94.36,390,368,"PuttingfromInside5",2016
200,201,"Dicky Pride",33,94.35,336,317,"PuttingfromInside5",2016
201,202,"Sergio Garcia",28,94.18,189,178,"PuttingfromInside5",2016
202,203,"Jason Dufner",53,94.09,508,478,"PuttingfromInside5",2016
203,204,"Morgan Hoffmann",43,93.89,491,461,"PuttingfromInside5",2016
204,205,"Ken Duke",26,93.85,309,290,"PuttingfromInside5",2016
205,207,"Webb Simpson",34,93.69,412,386,"PuttingfromInside5",2016
206,206,"Rory Sabbatini",40,93.6,375,351,"PuttingfromInside5",2016
207,208,"Charlie Beljan",26,92.16,268,247,"PuttingfromInside5",2016
