"GreensinRegulationPercentage_RANKTHISWEEK_2006","GreensinRegulationPercentage_RANKLASTWEEK_2006","GreensinRegulationPercentage_PLAYERNAME_2006","GreensinRegulationPercentage_ROUNDS_2006","GreensinRegulationPercentage_Pct_2006","GreensinRegulationPercentage_GREENSHIT_2006","GreensinRegulationPercentage_HOLES_2006","GreensinRegulationPercentage_RELATIVEPAR_2006","stat_name","year"
29,29,"Robert Allenby",79,67.89,941,1386,-0.3,"GreensinRegulationPercentage",2006
29,29,"Justin Rose",98,67.89,1161,1710,-0.29,"GreensinRegulationPercentage",2006
31,31,"Brett Quigley",109,67.83,1282,1890,-0.26,"GreensinRegulationPercentage",2006
31,31,"Vijay Singh",103,67.83,1221,1800,-0.29,"GreensinRegulationPercentage",2006
33,33,"Brett Wetterich",82,67.82,1001,1476,-0.3,"GreensinRegulationPercentage",2006
34,34,"Heath Slocum",96,67.8,1135,1674,-0.25,"GreensinRegulationPercentage",2006
35,35,"Alex Cejka",93,67.7,1109,1638,-0.26,"GreensinRegulationPercentage",2006
36,36,"Shaun Micheel",96,67.62,1132,1674,-0.26,"GreensinRegulationPercentage",2006
37,37,"Sergio Garcia",59,67.47,668,990,-0.26,"GreensinRegulationPercentage",2006
38,38,"Chad Campbell",91,67.43,1056,1566,-0.25,"GreensinRegulationPercentage",2006
39,39,"Hunter Mahan",98,67.4,1189,1764,-0.28,"GreensinRegulationPercentage",2006
40,40,"Lucas Glover",105,67.33,1224,1818,-0.3,"GreensinRegulationPercentage",2006
41,41,"Jeff Brehaut",100,67.3,1163,1728,-0.26,"GreensinRegulationPercentage",2006
42,42,"Brandt Jobe",91,67.23,1065,1584,-0.25,"GreensinRegulationPercentage",2006
43,43,"Skip Kendall",72,67.21,871,1296,-0.24,"GreensinRegulationPercentage",2006
44,44,"Mathew Goggin",72,67.14,846,1260,-0.23,"GreensinRegulationPercentage",2006
45,45,"Stephen Leaney",84,67.13,1015,1512,-0.25,"GreensinRegulationPercentage",2006
46,46,"Jerry Kelly",100,67.11,1208,1800,-0.25,"GreensinRegulationPercentage",2006
47,47,"Ted Purdy",103,67.05,1219,1818,-0.25,"GreensinRegulationPercentage",2006
48,48,"Matt Hansen",68,66.92,795,1188,-0.2,"GreensinRegulationPercentage",2006
49,49,"Zach Johnson",98,66.86,1059,1584,-0.25,"GreensinRegulationPercentage",2006
50,50,"Bubba Watson",83,66.74,949,1422,-0.29,"GreensinRegulationPercentage",2006
51,51,"Bob Estes",85,66.73,1021,1530,-0.26,"GreensinRegulationPercentage",2006
52,52,"Scott Gutschewski",53,66.67,612,918,-0.28,"GreensinRegulationPercentage",2006
53,53,"Charley Hoffman",100,66.61,1175,1764,-0.3,"GreensinRegulationPercentage",2006
54,54,"Davis Love III",85,66.59,911,1368,-0.3,"GreensinRegulationPercentage",2006
55,55,"Billy Mayfair",94,66.55,1126,1692,-0.24,"GreensinRegulationPercentage",2006
55,55,"Jerry Smith",94,66.55,1102,1656,-0.24,"GreensinRegulationPercentage",2006
57,57,"Mathias Gronberg",92,66.54,1066,1602,-0.26,"GreensinRegulationPercentage",2006
58,58,"Stephen Ames",63,66.49,742,1116,-0.29,"GreensinRegulationPercentage",2006
59,59,"Mike Weir",88,66.47,1017,1530,-0.28,"GreensinRegulationPercentage",2006
60,60,"Chris DiMarco",83,66.45,933,1404,-0.26,"GreensinRegulationPercentage",2006
60,60,"Bo Van Pelt",102,66.45,1220,1836,-0.28,"GreensinRegulationPercentage",2006
62,62,"Billy Andrade",78,66.44,885,1332,-0.24,"GreensinRegulationPercentage",2006
63,63,"Kris Cox",83,66.39,968,1458,-0.26,"GreensinRegulationPercentage",2006
64,64,"Omar Uresti",61,66.38,705,1062,-0.22,"GreensinRegulationPercentage",2006
65,65,"Fred Funk",106,66.35,1254,1890,-0.24,"GreensinRegulationPercentage",2006
66,66,"Troy Matteson",101,66.34,1206,1818,-0.25,"GreensinRegulationPercentage",2006
67,67,"John Cook",67,66.33,800,1206,-0.23,"GreensinRegulationPercentage",2006
68,68,"Daisuke Maruyama",83,66.24,942,1422,-0.26,"GreensinRegulationPercentage",2006
68,68,"Duffy Waldorf",96,66.24,1097,1656,-0.25,"GreensinRegulationPercentage",2006
70,70,"Rich Beem",85,66.2,989,1494,-0.26,"GreensinRegulationPercentage",2006
71,71,"David Toms",76,66.18,822,1242,-0.28,"GreensinRegulationPercentage",2006
72,72,"Chris Couch",75,66.15,893,1350,-0.27,"GreensinRegulationPercentage",2006
73,73,"John Rollins",93,66.12,1083,1638,-0.29,"GreensinRegulationPercentage",2006
74,74,"Luke Donald",66,66.05,749,1134,-0.29,"GreensinRegulationPercentage",2006
75,75,"Ian Poulter",53,66.03,618,936,-0.27,"GreensinRegulationPercentage",2006
75,75,"Ron Whittaker",81,66.03,939,1422,-0.23,"GreensinRegulationPercentage",2006
77,77,"Richard Johnson",94,66.02,1117,1692,-0.26,"GreensinRegulationPercentage",2006
77,77,"Scott Verplank",88,66.02,1022,1548,-0.27,"GreensinRegulationPercentage",2006
79,79,"Steve Flesch",119,65.99,1366,2070,-0.26,"GreensinRegulationPercentage",2006
80,80,"Tim Clark",80,65.96,938,1422,-0.27,"GreensinRegulationPercentage",2006
81,81,"Tom Lehman",70,65.93,712,1080,-0.21,"GreensinRegulationPercentage",2006
82,82,"Thomas Levet",53,65.9,605,918,-0.18,"GreensinRegulationPercentage",2006
83,83,"Charles Howell III",96,65.89,1103,1674,-0.23,"GreensinRegulationPercentage",2006
84,84,"Jason Bohn",104,65.87,1233,1872,-0.24,"GreensinRegulationPercentage",2006
84,84,"Paul Stankowski",70,65.87,830,1260,-0.24,"GreensinRegulationPercentage",2006
86,86,"David McKenzie",82,65.83,948,1440,-0.26,"GreensinRegulationPercentage",2006
87,87,"Craig Barlow",77,65.75,864,1314,-0.28,"GreensinRegulationPercentage",2006
88,88,"Eric Axley",91,65.73,1053,1602,-0.3,"GreensinRegulationPercentage",2006
89,89,"Bernhard Langer",77,65.66,851,1296,-0.26,"GreensinRegulationPercentage",2006
90,90,"Bubba Dickerson",98,65.63,1134,1728,-0.27,"GreensinRegulationPercentage",2006
91,91,"Jose Maria Olazabal",62,65.52,684,1044,-0.27,"GreensinRegulationPercentage",2006
92,92,"Retief Goosen",68,65.46,707,1080,-0.28,"GreensinRegulationPercentage",2006
92,92,"Kent Jones",103,65.46,1190,1818,-0.27,"GreensinRegulationPercentage",2006
92,92,"Steve Lowery",99,65.46,1143,1746,-0.26,"GreensinRegulationPercentage",2006
95,95,"Roger Tambellini",64,65.39,718,1098,-0.21,"GreensinRegulationPercentage",2006
96,96,"Nick Watney",97,65.38,1118,1710,-0.28,"GreensinRegulationPercentage",2006
97,97,"Brian Davis",92,65.37,1059,1620,-0.25,"GreensinRegulationPercentage",2006
98,98,"Jeff Maggert",81,65.36,953,1458,-0.24,"GreensinRegulationPercentage",2006
99,99,"Nicholas Thompson",96,65.35,1094,1674,-0.22,"GreensinRegulationPercentage",2006
100,100,"Fred Couples",52,65.33,588,900,-0.23,"GreensinRegulationPercentage",2006
101,101,"JB Holmes",81,65.3,905,1386,-0.28,"GreensinRegulationPercentage",2006
102,102,"Jeff Overton",95,65.29,1093,1674,-0.25,"GreensinRegulationPercentage",2006
102,102,"Camilo Villegas",95,65.29,1093,1674,-0.27,"GreensinRegulationPercentage",2006
104,104,"Paul Goydos",72,65.28,846,1296,-0.23,"GreensinRegulationPercentage",2006
104,104,"Kirk Triplett",58,65.28,658,1008,-0.26,"GreensinRegulationPercentage",2006
106,106,"Dean Wilson",115,65.27,1304,1998,-0.27,"GreensinRegulationPercentage",2006
107,107,"Ben Curtis",86,65.25,1010,1548,-0.23,"GreensinRegulationPercentage",2006
108,108,"Jeff Sluman",101,65.24,1186,1818,-0.26,"GreensinRegulationPercentage",2006
109,109,"Padraig Harrington",54,65.22,587,900,-0.29,"GreensinRegulationPercentage",2006
110,110,"Carlos Franco",86,65.18,1009,1548,-0.23,"GreensinRegulationPercentage",2006
111,111,"Joe Ogilvie",95,65.08,1066,1638,-0.28,"GreensinRegulationPercentage",2006
112,112,"Brent Geiberger",99,64.95,1134,1746,-0.25,"GreensinRegulationPercentage",2006
113,113,"Marco Dawson",87,64.94,1017,1566,-0.29,"GreensinRegulationPercentage",2006
114,114,"Stewart Cink",93,64.9,1028,1584,-0.28,"GreensinRegulationPercentage",2006
115,115,"Robert Gamez",94,64.83,1097,1692,-0.24,"GreensinRegulationPercentage",2006
116,116,"Ryuji Imada",105,64.81,1190,1836,-0.26,"GreensinRegulationPercentage",2006
117,117,"Sean OHair",100,64.74,1142,1764,-0.26,"GreensinRegulationPercentage",2006
118,118,"Pat Perez",50,64.67,582,900,-0.27,"GreensinRegulationPercentage",2006
119,119,"Robert Garrigus",85,64.66,966,1494,-0.28,"GreensinRegulationPercentage",2006
120,120,"Brian Bateman",69,64.53,755,1170,-0.22,"GreensinRegulationPercentage",2006
120,120,"Tom Pernice Jr",108,64.53,1208,1872,-0.29,"GreensinRegulationPercentage",2006
122,122,"Rory Sabbatini",84,64.52,964,1494,-0.27,"GreensinRegulationPercentage",2006
122,122,"Tjaart van der Walt",60,64.52,662,1026,-0.22,"GreensinRegulationPercentage",2006
124,124,"Jesper Parnevik",84,64.42,974,1512,-0.31,"GreensinRegulationPercentage",2006
125,125,"Henrik Bjornstad",97,64.39,1101,1710,-0.24,"GreensinRegulationPercentage",2006
126,126,"Olin Browne",108,64.32,1204,1872,-0.26,"GreensinRegulationPercentage",2006
127,127,"Bill Haas",99,64.24,1110,1728,-0.27,"GreensinRegulationPercentage",2006
127,127,"JP Hayes",55,64.24,636,990,-0.27,"GreensinRegulationPercentage",2006
129,129,"Ryan Palmer",101,64.2,1144,1782,-0.28,"GreensinRegulationPercentage",2006
130,130,"Wes Short Jr",96,64.18,1086,1692,-0.25,"GreensinRegulationPercentage",2006
131,131,"Bob Tway",81,64.17,901,1404,-0.26,"GreensinRegulationPercentage",2006
132,132,"Larry Mize",53,64.16,589,918,-0.21,"GreensinRegulationPercentage",2006
133,133,"Michael Connell",51,64.12,554,864,-0.21,"GreensinRegulationPercentage",2006
134,134,"Vaughn Taylor",88,64.08,1015,1584,-0.31,"GreensinRegulationPercentage",2006
135,135,"Arjun Atwal",97,64.04,1095,1710,-0.27,"GreensinRegulationPercentage",2006
135,135,"Harrison Frazar",95,64.04,1049,1638,-0.31,"GreensinRegulationPercentage",2006
137,137,"DJ Trahan",92,64.01,1037,1620,-0.27,"GreensinRegulationPercentage",2006
138,138,"Freddie Jacobson",56,63.99,645,1008,-0.27,"GreensinRegulationPercentage",2006
139,139,"Shane Bertsch",104,63.89,1173,1836,-0.27,"GreensinRegulationPercentage",2006
139,139,"Patrick Sheehan",104,63.89,1150,1800,-0.24,"GreensinRegulationPercentage",2006
141,141,"Dudley Hart",83,63.79,953,1494,-0.25,"GreensinRegulationPercentage",2006
142,142,"Tommy Armour III",65,63.76,746,1170,-0.28,"GreensinRegulationPercentage",2006
143,143,"Ernie Els",69,63.72,734,1152,-0.29,"GreensinRegulationPercentage",2006
144,144,"Shigeki Maruyama",94,63.59,1053,1656,-0.28,"GreensinRegulationPercentage",2006
145,145,"Corey Pavin",74,63.57,801,1260,-0.2,"GreensinRegulationPercentage",2006
146,146,"Robert Damron",91,63.55,1041,1638,-0.24,"GreensinRegulationPercentage",2006
147,147,"Stuart Appleby",83,63.53,892,1404,-0.3,"GreensinRegulationPercentage",2006
148,148,"Daniel Chopra",110,63.5,1223,1926,-0.34,"GreensinRegulationPercentage",2006
149,149,"Justin Leonard",83,63.36,901,1422,-0.25,"GreensinRegulationPercentage",2006
150,150,"Ryan Moore",68,63.25,740,1170,-0.28,"GreensinRegulationPercentage",2006
151,151,"Ian Leggatt",80,63.23,865,1368,-0.25,"GreensinRegulationPercentage",2006
152,152,"David Howell",52,63.21,512,810,-0.29,"GreensinRegulationPercentage",2006
153,153,"Brian Gay",107,63.19,1217,1926,-0.3,"GreensinRegulationPercentage",2006
153,153,"Jason Schultz",77,63.19,853,1350,-0.24,"GreensinRegulationPercentage",2006
155,155,"Peter Lonard",77,63.16,864,1368,-0.2,"GreensinRegulationPercentage",2006
155,155,"Mike Sposa",68,63.16,739,1170,-0.21,"GreensinRegulationPercentage",2006
157,157,"Lee Janzen",79,63.08,897,1422,-0.26,"GreensinRegulationPercentage",2006
158,158,"Jason Gore",86,63.03,953,1512,-0.26,"GreensinRegulationPercentage",2006
158,158,"Nathan Green",108,63.03,1180,1872,-0.28,"GreensinRegulationPercentage",2006
160,160,"Geoff Ogilvy",76,62.94,793,1260,-0.29,"GreensinRegulationPercentage",2006
161,161,"Mark Brooks",90,62.92,1008,1602,-0.21,"GreensinRegulationPercentage",2006
161,161,"DA Points",82,62.92,906,1440,-0.27,"GreensinRegulationPercentage",2006
163,163,"Steve Jones",83,62.8,927,1476,-0.22,"GreensinRegulationPercentage",2006
164,164,"Greg Kraft",79,62.74,847,1350,-0.24,"GreensinRegulationPercentage",2006
165,165,"Jon Mills",68,62.71,745,1188,-0.22,"GreensinRegulationPercentage",2006
166,166,"Michael Allen",84,62.7,948,1512,-0.3,"GreensinRegulationPercentage",2006
167,167,"Woody Austin",107,62.67,1207,1926,-0.26,"GreensinRegulationPercentage",2006
167,167,"JL Lewis",57,62.67,643,1026,-0.22,"GreensinRegulationPercentage",2006
169,169,"Tim Herron",82,62.62,913,1458,-0.24,"GreensinRegulationPercentage",2006
170,170,"Danny Ellis",68,62.59,721,1152,-0.26,"GreensinRegulationPercentage",2006
171,171,"John Huston",74,62.58,811,1296,-0.26,"GreensinRegulationPercentage",2006
172,172,"Rod Pampling",89,62.5,945,1512,-0.29,"GreensinRegulationPercentage",2006
173,173,"Chris Riley",86,62.47,922,1476,-0.27,"GreensinRegulationPercentage",2006
174,174,"Paul Azinger",87,62.39,977,1566,-0.26,"GreensinRegulationPercentage",2006
175,175,"Carl Pettersson",95,62.31,1043,1674,-0.26,"GreensinRegulationPercentage",2006
176,176,"Todd Fischer",101,62.23,1109,1782,-0.27,"GreensinRegulationPercentage",2006
177,177,"Mark Calcavecchia",94,62.07,1039,1674,-0.25,"GreensinRegulationPercentage",2006
178,178,"Ben Crane",85,62.01,893,1440,-0.31,"GreensinRegulationPercentage",2006
179,179,"Jimmy Walker",60,61.97,647,1044,-0.27,"GreensinRegulationPercentage",2006
180,180,"Vance Veazey",59,61.58,654,1062,-0.29,"GreensinRegulationPercentage",2006
181,181,"James Driscoll",80,61.32,883,1440,-0.23,"GreensinRegulationPercentage",2006
182,182,"Tim Petrovic",95,61.29,1004,1638,-0.24,"GreensinRegulationPercentage",2006
183,183,"Tag Ridings",103,61.22,1102,1800,-0.29,"GreensinRegulationPercentage",2006
184,184,"John Daly",51,60.88,537,882,-0.27,"GreensinRegulationPercentage",2006
185,185,"Doug Barron",74,60.43,794,1314,-0.24,"GreensinRegulationPercentage",2006
186,186,"Ryan Hietala",61,60.08,638,1062,-0.23,"GreensinRegulationPercentage",2006
187,187,"David Duval",71,60.06,746,1242,-0.29,"GreensinRegulationPercentage",2006
188,188,"John Engler Jr",69,59.78,721,1206,-0.21,"GreensinRegulationPercentage",2006
189,189,"Mark OMeara",52,59.44,535,900,-0.23,"GreensinRegulationPercentage",2006
190,190,"Alex Aragon",63,59.11,649,1098,-0.26,"GreensinRegulationPercentage",2006
191,191,"Greg Chalmers",71,59.04,712,1206,-0.26,"GreensinRegulationPercentage",2006
192,192,"Len Mattiace",59,58.85,625,1062,-0.25,"GreensinRegulationPercentage",2006
193,193,"Aaron Baddeley",78,58.26,797,1368,-0.3,"GreensinRegulationPercentage",2006
194,194,"Brad Faxon",78,58.05,815,1404,-0.25,"GreensinRegulationPercentage",2006
195,195,"Hidemichi Tanaka",74,57.91,761,1314,-0.2,"GreensinRegulationPercentage",2006
196,196,"Todd Hamilton",72,56.87,737,1296,-0.24,"GreensinRegulationPercentage",2006
