"Total1PuttsInside5_RANKTHISWEEK_2007","Total1PuttsInside5_RANKLASTWEEK_2007","Total1PuttsInside5_PLAYERNAME_2007","Total1PuttsInside5_ROUNDS_2007","Total1PuttsInside5_TOTAL_2007","Total1PuttsInside5_TOTALFORALLDISTANCES_2007","Total1PuttsInside5_PCTOFALL1PUTTS_2007","stat_name","year"
80,80,"Matt Kuchar",85,257,498,51.6,"Total1PuttsInside5",2007
80,80,"Jarrod Lyle",77,257,486,52.9,"Total1PuttsInside5",2007
82,82,"KJ Choi",87,256,493,51.9,"Total1PuttsInside5",2007
82,82,"Peter Lonard",85,256,510,50.2,"Total1PuttsInside5",2007
82,82,"Jeff Maggert",79,256,522,49,"Total1PuttsInside5",2007
82,82,"Daisuke Maruyama",86,256,509,50.3,"Total1PuttsInside5",2007
82,82,"John Senden",97,256,524,48.9,"Total1PuttsInside5",2007
87,87,"Glen Day",85,255,507,50.3,"Total1PuttsInside5",2007
87,87,"Mark Hensby",81,255,525,48.6,"Total1PuttsInside5",2007
87,87,"Camilo Villegas",82,255,486,52.5,"Total1PuttsInside5",2007
90,90,"Tripp Isenhour",86,254,517,49.1,"Total1PuttsInside5",2007
91,91,"Geoff Ogilvy",84,253,471,53.7,"Total1PuttsInside5",2007
91,91,"Vaughn Taylor",91,253,527,48,"Total1PuttsInside5",2007
93,93,"Bart Bryant",87,249,507,49.1,"Total1PuttsInside5",2007
93,93,"Robert Garrigus",95,249,548,45.4,"Total1PuttsInside5",2007
93,93,"Michael Putnam",96,249,505,49.3,"Total1PuttsInside5",2007
96,96,"Freddie Jacobson",70,247,501,49.3,"Total1PuttsInside5",2007
97,97,"Rod Pampling",92,246,498,49.4,"Total1PuttsInside5",2007
98,98,"Rich Beem",89,243,493,49.3,"Total1PuttsInside5",2007
99,99,"Robert Allenby",90,242,483,50.1,"Total1PuttsInside5",2007
99,99,"Marco Dawson",73,242,472,51.3,"Total1PuttsInside5",2007
99,99,"Bubba Watson",80,242,471,51.4,"Total1PuttsInside5",2007
102,102,"Billy Mayfair",98,241,542,44.5,"Total1PuttsInside5",2007
102,102,"Kirk Triplett",77,241,446,54,"Total1PuttsInside5",2007
104,104,"Chad Campbell",96,240,464,51.7,"Total1PuttsInside5",2007
104,104,"Jim Furyk",84,240,447,53.7,"Total1PuttsInside5",2007
106,106,"Andrew Buckle",77,239,484,49.4,"Total1PuttsInside5",2007
106,106,"Ben Curtis",80,239,444,53.8,"Total1PuttsInside5",2007
106,106,"Nick Watney",87,239,473,50.5,"Total1PuttsInside5",2007
109,109,"Hunter Mahan",91,238,480,49.6,"Total1PuttsInside5",2007
109,109,"Kevin Stadler",95,238,466,51.1,"Total1PuttsInside5",2007
109,109,"Kevin Sutherland",85,238,457,52.1,"Total1PuttsInside5",2007
109,109,"Mark Wilson",87,238,486,49,"Total1PuttsInside5",2007
113,113,"Jonathan Byrd",73,236,475,49.7,"Total1PuttsInside5",2007
113,113,"Robert Gamez",88,236,481,49.1,"Total1PuttsInside5",2007
113,113,"Shaun Micheel",91,236,462,51.1,"Total1PuttsInside5",2007
116,116,"Stewart Cink",91,235,507,46.4,"Total1PuttsInside5",2007
116,116,"Greg Owen",81,235,441,53.3,"Total1PuttsInside5",2007
118,118,"Stephen Leaney",82,234,483,48.4,"Total1PuttsInside5",2007
118,118,"Brett Quigley",79,234,425,55.1,"Total1PuttsInside5",2007
120,120,"Joe Durant",88,232,432,53.7,"Total1PuttsInside5",2007
121,121,"Craig Bowden",78,231,486,47.5,"Total1PuttsInside5",2007
121,121,"JB Holmes",71,231,427,54.1,"Total1PuttsInside5",2007
123,123,"Brett Wetterich",88,230,452,50.9,"Total1PuttsInside5",2007
124,124,"Chris DiMarco",79,229,436,52.5,"Total1PuttsInside5",2007
125,125,"Mike Weir",82,227,421,53.9,"Total1PuttsInside5",2007
126,126,"Stuart Appleby",74,225,419,53.7,"Total1PuttsInside5",2007
127,127,"Rocco Mediate",72,224,468,47.9,"Total1PuttsInside5",2007
128,128,"Michael Allen",74,222,429,51.7,"Total1PuttsInside5",2007
128,128,"Steve Lowery",74,222,462,48.1,"Total1PuttsInside5",2007
128,128,"Pat Perez",84,222,455,48.8,"Total1PuttsInside5",2007
128,128,"Scott Verplank",82,222,421,52.7,"Total1PuttsInside5",2007
132,132,"Sergio Garcia",68,220,397,55.4,"Total1PuttsInside5",2007
132,132,"David Toms",80,220,458,48,"Total1PuttsInside5",2007
134,134,"Charles Howell III",89,219,446,49.1,"Total1PuttsInside5",2007
135,135,"JJ Henry",86,217,427,50.8,"Total1PuttsInside5",2007
136,136,"Nick OHern",72,215,384,56,"Total1PuttsInside5",2007
137,137,"Paul Gow",70,214,385,55.6,"Total1PuttsInside5",2007
137,137,"Zach Johnson",76,214,436,49.1,"Total1PuttsInside5",2007
139,139,"Kyle Reifers",71,213,410,52,"Total1PuttsInside5",2007
140,140,"Dicky Pride",71,212,434,48.8,"Total1PuttsInside5",2007
140,140,"Steve Wheatcroft",73,212,420,50.5,"Total1PuttsInside5",2007
142,142,"Tommy Armour III",81,211,440,48,"Total1PuttsInside5",2007
142,142,"Tom Johnson",74,211,418,50.5,"Total1PuttsInside5",2007
144,144,"Brendon de Jonge",76,209,447,46.8,"Total1PuttsInside5",2007
144,144,"Chris Riley",59,209,408,51.2,"Total1PuttsInside5",2007
146,146,"Stephen Ames",81,207,423,48.9,"Total1PuttsInside5",2007
147,147,"Tim Clark",66,206,426,48.4,"Total1PuttsInside5",2007
147,147,"Phil Mickelson",73,206,375,54.9,"Total1PuttsInside5",2007
147,147,"Arron Oberholser",69,206,396,52,"Total1PuttsInside5",2007
150,150,"Todd Hamilton",76,201,407,49.4,"Total1PuttsInside5",2007
151,151,"Michael Boyd",61,199,364,54.7,"Total1PuttsInside5",2007
151,151,"Chris Stroud",66,199,383,52,"Total1PuttsInside5",2007
153,153,"Padraig Harrington",64,195,368,53,"Total1PuttsInside5",2007
154,154,"Jason Bohn",57,193,361,53.5,"Total1PuttsInside5",2007
154,154,"Joey Sindelar",75,193,417,46.3,"Total1PuttsInside5",2007
156,156,"Scott Gutschewski",67,189,385,49.1,"Total1PuttsInside5",2007
157,157,"Luke Donald",69,188,377,49.9,"Total1PuttsInside5",2007
157,157,"Duffy Waldorf",69,188,372,50.5,"Total1PuttsInside5",2007
159,159,"Trevor Immelman",74,184,346,53.2,"Total1PuttsInside5",2007
159,159,"Adam Scott",69,184,385,47.8,"Total1PuttsInside5",2007
159,159,"Michael Sim",52,184,356,51.7,"Total1PuttsInside5",2007
162,162,"Jason Schultz",63,183,362,50.6,"Total1PuttsInside5",2007
163,163,"Fred Funk",65,181,372,48.7,"Total1PuttsInside5",2007
164,164,"Darron Stiles",65,180,336,53.6,"Total1PuttsInside5",2007
165,165,"Brian Bateman",55,176,322,54.7,"Total1PuttsInside5",2007
165,165,"Paul Goydos",60,176,362,48.6,"Total1PuttsInside5",2007
165,165,"Jeff Overton",60,176,361,48.8,"Total1PuttsInside5",2007
168,168,"Jose Coceres",50,174,309,56.3,"Total1PuttsInside5",2007
168,168,"Davis Love III",66,174,331,52.6,"Total1PuttsInside5",2007
170,170,"Jay Williamson",50,173,337,51.3,"Total1PuttsInside5",2007
171,171,"Steve Allan",63,171,376,45.5,"Total1PuttsInside5",2007
172,172,"Matt Hendrix",63,170,352,48.3,"Total1PuttsInside5",2007
173,173,"Bryce Molder",56,169,341,49.6,"Total1PuttsInside5",2007
174,174,"DJ Brigman",67,166,351,47.3,"Total1PuttsInside5",2007
174,174,"Tom Lehman",62,166,314,52.9,"Total1PuttsInside5",2007
176,176,"Ernie Els",59,165,309,53.4,"Total1PuttsInside5",2007
176,176,"Lee Janzen",66,165,339,48.7,"Total1PuttsInside5",2007
176,176,"Jaco Van Zyl",51,165,307,53.7,"Total1PuttsInside5",2007
179,179,"Bubba Dickerson",51,164,296,55.4,"Total1PuttsInside5",2007
180,180,"Chris Tidland",59,159,350,45.4,"Total1PuttsInside5",2007
181,181,"Tag Ridings",52,158,330,47.9,"Total1PuttsInside5",2007
181,181,"Jim Rutledge",59,158,277,57,"Total1PuttsInside5",2007
183,183,"Jeff Brehaut",59,157,323,48.6,"Total1PuttsInside5",2007
184,184,"John Daly",59,154,336,45.8,"Total1PuttsInside5",2007
185,185,"Ian Poulter",63,153,287,53.3,"Total1PuttsInside5",2007
186,186,"Paul Stankowski",52,146,283,51.6,"Total1PuttsInside5",2007
187,187,"Craig Barlow",52,144,288,50,"Total1PuttsInside5",2007
187,187,"Jose Maria Olazabal",52,144,281,51.2,"Total1PuttsInside5",2007
189,189,"Tiger Woods",63,143,313,45.7,"Total1PuttsInside5",2007
190,190,"Retief Goosen",50,141,241,58.5,"Total1PuttsInside5",2007
191,191,"Justin Rose",63,136,284,47.9,"Total1PuttsInside5",2007
192,192,"Henrik Stenson",52,134,258,51.9,"Total1PuttsInside5",2007
193,193,"Mark Brooks",53,133,269,49.4,"Total1PuttsInside5",2007
194,194,"Jeff Sluman",60,132,269,49.1,"Total1PuttsInside5",2007
195,195,"Tom Byrum",50,130,260,50,"Total1PuttsInside5",2007
196,196,"Anders Hansen",55,111,221,50.2,"Total1PuttsInside5",2007
