"Puttingfrom510_RANKTHISWEEK_2006","Puttingfrom510_RANKLASTWEEK_2006","Puttingfrom510_PLAYERNAME_2006","Puttingfrom510_ROUNDS_2006","Puttingfrom510_Pct_2006","Puttingfrom510_ATTEMPTS_2006","Puttingfrom510_PUTTSMADE_2006","stat_name","year"
88,88,"Henrik Bjornstad",97,56.38,392,221,"Puttingfrom510",2006
89,89,"Charles Warren",93,56.34,339,191,"Puttingfrom510",2006
89,89,"Tiger Woods",55,56.34,142,80,"Puttingfrom510",2006
91,91,"Bo Van Pelt",102,56.3,373,210,"Puttingfrom510",2006
92,92,"Mark Wilson",79,56.29,302,170,"Puttingfrom510",2006
93,93,"David Branshaw",98,56.18,340,191,"Puttingfrom510",2006
94,94,"Woody Austin",107,56.17,413,232,"Puttingfrom510",2006
94,94,"Doug Barron",74,56.17,308,173,"Puttingfrom510",2006
96,96,"Greg Kraft",79,56.14,285,160,"Puttingfrom510",2006
97,97,"Trevor Immelman",86,56.08,296,166,"Puttingfrom510",2006
97,97,"Ian Leggatt",80,56.08,296,166,"Puttingfrom510",2006
97,97,"David McKenzie",82,56.08,296,166,"Puttingfrom510",2006
97,97,"Mike Weir",88,56.08,296,166,"Puttingfrom510",2006
101,101,"Jeff Brehaut",100,56.03,373,209,"Puttingfrom510",2006
102,102,"Bubba Watson",83,56.01,291,163,"Puttingfrom510",2006
103,103,"Ryan Hietala",61,55.95,227,127,"Puttingfrom510",2006
104,104,"Chris Smith",67,55.91,220,123,"Puttingfrom510",2006
105,105,"Ian Poulter",53,55.88,204,114,"Puttingfrom510",2006
106,106,"Troy Matteson",101,55.84,394,220,"Puttingfrom510",2006
107,107,"Jon Mills",68,55.83,206,115,"Puttingfrom510",2006
108,108,"Greg Owen",79,55.81,267,149,"Puttingfrom510",2006
109,109,"Retief Goosen",68,55.77,208,116,"Puttingfrom510",2006
110,110,"Bubba Dickerson",98,55.67,388,216,"Puttingfrom510",2006
110,110,"Joe Durant",101,55.67,406,226,"Puttingfrom510",2006
112,112,"Nick Watney",97,55.65,354,197,"Puttingfrom510",2006
113,113,"Bart Bryant",87,55.63,302,168,"Puttingfrom510",2006
114,114,"John Engler Jr",69,55.6,250,139,"Puttingfrom510",2006
115,115,"DJ Trahan",92,55.56,342,190,"Puttingfrom510",2006
116,116,"Jeff Maggert",81,55.49,319,177,"Puttingfrom510",2006
117,117,"Fred Couples",52,55.48,146,81,"Puttingfrom510",2006
118,118,"Shigeki Maruyama",94,55.47,375,208,"Puttingfrom510",2006
119,119,"Vaughn Taylor",88,55.43,341,189,"Puttingfrom510",2006
120,120,"Steve Jones",83,55.32,282,156,"Puttingfrom510",2006
121,121,"Joey Sindelar",90,55.31,311,172,"Puttingfrom510",2006
122,122,"Hunter Mahan",98,55.28,398,220,"Puttingfrom510",2006
123,123,"JP Hayes",55,55.24,248,137,"Puttingfrom510",2006
124,124,"Will Ma Kenzie",91,55.09,334,184,"Puttingfrom510",2006
125,125,"Brent Geiberger",99,55.04,387,213,"Puttingfrom510",2006
126,126,"Len Mattiace",59,55,220,121,"Puttingfrom510",2006
127,127,"Justin Leonard",83,54.94,253,139,"Puttingfrom510",2006
128,128,"Bob Tway",81,54.93,284,156,"Puttingfrom510",2006
129,129,"Steve Flesch",119,54.9,439,241,"Puttingfrom510",2006
130,130,"Tim Petrovic",95,54.86,381,209,"Puttingfrom510",2006
131,131,"Tim Herron",82,54.81,270,148,"Puttingfrom510",2006
132,132,"Steve Lowery",99,54.75,358,196,"Puttingfrom510",2006
133,133,"David Toms",76,54.74,285,156,"Puttingfrom510",2006
134,134,"Chris Couch",75,54.7,287,157,"Puttingfrom510",2006
135,135,"Adam Scott",70,54.63,205,112,"Puttingfrom510",2006
136,136,"Phil Mickelson",74,54.59,196,107,"Puttingfrom510",2006
137,137,"Robert Allenby",79,54.58,240,131,"Puttingfrom510",2006
138,138,"Tjaart van der Walt",60,54.55,220,120,"Puttingfrom510",2006
139,139,"Stephen Leaney",84,54.46,325,177,"Puttingfrom510",2006
140,140,"Sergio Garcia",59,54.44,169,92,"Puttingfrom510",2006
140,140,"Davis Love III",85,54.44,270,147,"Puttingfrom510",2006
142,142,"Robert Gamez",94,54.33,381,207,"Puttingfrom510",2006
142,142,"Rory Sabbatini",84,54.33,300,163,"Puttingfrom510",2006
144,144,"Ben Curtis",86,54.3,256,139,"Puttingfrom510",2006
145,145,"Michael Connell",51,54.24,177,96,"Puttingfrom510",2006
146,146,"Chad Campbell",91,54.18,275,149,"Puttingfrom510",2006
147,147,"Roger Tambellini",64,54.17,216,117,"Puttingfrom510",2006
148,148,"Scott Gutschewski",53,54.15,205,111,"Puttingfrom510",2006
149,149,"David Duval",71,54.1,244,132,"Puttingfrom510",2006
150,150,"Paul Goydos",72,54.01,274,148,"Puttingfrom510",2006
151,151,"Robert Damron",91,53.94,343,185,"Puttingfrom510",2006
152,152,"Brett Wetterich",82,53.8,329,177,"Puttingfrom510",2006
153,153,"Patrick Sheehan",104,53.78,331,178,"Puttingfrom510",2006
154,154,"JJ Henry",96,53.74,294,158,"Puttingfrom510",2006
155,155,"Shane Bertsch",104,53.72,376,202,"Puttingfrom510",2006
156,156,"Arron Oberholser",82,53.65,274,147,"Puttingfrom510",2006
157,157,"Peter Lonard",77,53.6,278,149,"Puttingfrom510",2006
158,158,"Bill Haas",99,53.58,377,202,"Puttingfrom510",2006
159,159,"Billy Andrade",78,53.52,256,137,"Puttingfrom510",2006
159,159,"JB Holmes",81,53.52,284,152,"Puttingfrom510",2006
161,161,"Duffy Waldorf",96,53.47,331,177,"Puttingfrom510",2006
162,162,"Tom Lehman",70,53.33,210,112,"Puttingfrom510",2006
163,163,"Mark Brooks",90,53.31,287,153,"Puttingfrom510",2006
163,163,"Matt Hansen",68,53.31,242,129,"Puttingfrom510",2006
165,165,"Justin Rose",98,53.16,380,202,"Puttingfrom510",2006
166,166,"Sean OHair",100,53.06,343,182,"Puttingfrom510",2006
167,167,"Mathias Gronberg",92,52.87,348,184,"Puttingfrom510",2006
168,168,"Chris Riley",86,52.67,300,158,"Puttingfrom510",2006
169,169,"Hidemichi Tanaka",74,52.65,245,129,"Puttingfrom510",2006
170,170,"Lee Janzen",79,52.52,278,146,"Puttingfrom510",2006
171,171,"Ernie Els",69,52.48,202,106,"Puttingfrom510",2006
172,172,"Omar Uresti",61,52.4,229,120,"Puttingfrom510",2006
173,173,"Mathew Goggin",72,52.38,252,132,"Puttingfrom510",2006
174,174,"Robert Garrigus",85,52.37,338,177,"Puttingfrom510",2006
175,175,"Rich Beem",85,51.99,302,157,"Puttingfrom510",2006
176,176,"Briny Baird",81,51.97,304,158,"Puttingfrom510",2006
176,176,"Jason Bohn",104,51.97,381,198,"Puttingfrom510",2006
178,178,"Todd Hamilton",72,51.94,258,134,"Puttingfrom510",2006
179,179,"Corey Pavin",74,51.93,233,121,"Puttingfrom510",2006
180,180,"Jose Maria Olazabal",62,51.72,145,75,"Puttingfrom510",2006
180,180,"Kenny Perry",73,51.72,261,135,"Puttingfrom510",2006
182,182,"Nicholas Thompson",96,51.69,356,184,"Puttingfrom510",2006
183,183,"John Daly",51,51.56,192,99,"Puttingfrom510",2006
184,184,"Camilo Villegas",95,51.5,334,172,"Puttingfrom510",2006
185,185,"Wes Short Jr",96,51.42,422,217,"Puttingfrom510",2006
186,186,"Bob May",65,50.81,248,126,"Puttingfrom510",2006
187,187,"Jason Schultz",77,50.79,254,129,"Puttingfrom510",2006
188,188,"Alex Cejka",93,50.67,373,189,"Puttingfrom510",2006
189,189,"Craig Barlow",77,50.19,259,130,"Puttingfrom510",2006
190,190,"Carlos Franco",86,50.15,327,164,"Puttingfrom510",2006
191,191,"Brian Davis",92,49.88,415,207,"Puttingfrom510",2006
192,192,"Thomas Levet",53,49.75,203,101,"Puttingfrom510",2006
193,193,"Mark Calcavecchia",94,49.73,370,184,"Puttingfrom510",2006
194,194,"Jonathan Kaye",95,49.13,346,170,"Puttingfrom510",2006
195,195,"Steve Elkington",52,48.65,185,90,"Puttingfrom510",2006
196,196,"Heath Slocum",96,47.24,362,171,"Puttingfrom510",2006
