"Front9ScoringAverage_RANKTHISWEEK_2015","Front9ScoringAverage_RANKLASTWEEK_2015","Front9ScoringAverage_PLAYERNAME_2015","Front9ScoringAverage_ROUNDS_2015","Front9ScoringAverage_AVG_2015","Front9ScoringAverage_TOTALSTROKES_2015","Front9ScoringAverage_TOTALHOLES_2015","stat_name","year"
57,57,"Mark Hubbard",79,35.08,2701,77,"Front9ScoringAverage",2015
57,57,"Kevin Na",98,35.08,3333,95,"Front9ScoringAverage",2015
59,59,"Daniel Berger",97,35.09,3404,97,"Front9ScoringAverage",2015
59,59,"Tom Hoge",83,35.09,2772,79,"Front9ScoringAverage",2015
59,59,"Webb Simpson",81,35.09,2737,78,"Front9ScoringAverage",2015
62,62,"Rickie Fowler",76,35.1,2527,72,"Front9ScoringAverage",2015
63,63,"Zac Blair",108,35.11,3651,104,"Front9ScoringAverage",2015
63,63,"James Hahn",94,35.11,3300,94,"Front9ScoringAverage",2015
63,63,"William McGirt",103,35.11,3616,103,"Front9ScoringAverage",2015
63,63,"George McNeill",93,35.11,3265,93,"Front9ScoringAverage",2015
63,63,"Louis Oosthuizen",68,35.11,2212,63,"Front9ScoringAverage",2015
68,68,"Keegan Bradley",87,35.12,2950,84,"Front9ScoringAverage",2015
68,68,"Sean OHair",86,35.12,3020,86,"Front9ScoringAverage",2015
70,70,"Boo Weekley",79,35.13,2775,79,"Front9ScoringAverage",2015
70,70,"Steve Wheatcroft",87,35.13,2916,83,"Front9ScoringAverage",2015
72,72,"Jon Curran",83,35.14,2776,79,"Front9ScoringAverage",2015
72,72,"Adam Hadwin",95,35.14,3268,93,"Front9ScoringAverage",2015
72,72,"Ryan Moore",81,35.14,2741,78,"Front9ScoringAverage",2015
75,75,"Chad Collins",79,35.15,2777,79,"Front9ScoringAverage",2015
75,75,"Vijay Singh",78,35.15,2742,78,"Front9ScoringAverage",2015
77,77,"Danny Lee",120,35.16,4219,120,"Front9ScoringAverage",2015
78,78,"Fabian Gomez",83,35.17,2919,83,"Front9ScoringAverage",2015
79,79,"Jim Furyk",71,35.19,2252,64,"Front9ScoringAverage",2015
79,79,"Andres Gonzales",90,35.19,3026,86,"Front9ScoringAverage",2015
79,79,"Jason Gore",76,35.19,2534,72,"Front9ScoringAverage",2015
79,79,"Alex Prugh",84,35.19,2815,80,"Front9ScoringAverage",2015
79,79,"Heath Slocum",57,35.19,1865,53,"Front9ScoringAverage",2015
79,79,"Johnson Wagner",68,35.19,2393,68,"Front9ScoringAverage",2015
85,85,"Bill Haas",89,35.2,3027,86,"Front9ScoringAverage",2015
85,85,"Bill Lunde",50,35.2,1619,46,"Front9ScoringAverage",2015
87,87,"Scott Brown",97,35.21,3415,97,"Front9ScoringAverage",2015
87,87,"Erik Compton",86,35.21,3028,86,"Front9ScoringAverage",2015
89,89,"Greg Chalmers",58,35.22,1902,54,"Front9ScoringAverage",2015
89,89,"Charles Howell III",105,35.22,3698,105,"Front9ScoringAverage",2015
89,89,"Spencer Levin",99,35.22,3416,97,"Front9ScoringAverage",2015
89,89,"Nick Taylor",91,35.22,3205,91,"Front9ScoringAverage",2015
93,93,"Steven Alker",62,35.23,2114,60,"Front9ScoringAverage",2015
93,93,"Matt Jones",89,35.23,3030,86,"Front9ScoringAverage",2015
95,95,"Luke Donald",71,35.24,2502,71,"Front9ScoringAverage",2015
96,96,"Steven Bowditch",103,35.25,3631,103,"Front9ScoringAverage",2015
96,96,"Jonathan Byrd",69,35.25,2291,65,"Front9ScoringAverage",2015
96,96,"Martin Flores",95,35.25,3208,91,"Front9ScoringAverage",2015
96,96,"Mark Wilson",89,35.25,2996,85,"Front9ScoringAverage",2015
100,100,"Brian Harman",90,35.26,3173,90,"Front9ScoringAverage",2015
100,100,"Brian Stuard",97,35.26,3279,93,"Front9ScoringAverage",2015
102,102,"Jeff Overton",94,35.27,3245,92,"Front9ScoringAverage",2015
102,102,"Kevin Streelman",95,35.27,3210,91,"Front9ScoringAverage",2015
104,104,"Chesson Hadley",101,35.28,3563,101,"Front9ScoringAverage",2015
104,104,"David Hearn",97,35.28,3422,97,"Front9ScoringAverage",2015
106,106,"JJ Henry",94,35.29,3176,90,"Front9ScoringAverage",2015
106,106,"John Huh",102,35.29,3564,101,"Front9ScoringAverage",2015
106,106,"Phil Mickelson",70,35.29,2470,70,"Front9ScoringAverage",2015
109,109,"Aaron Baddeley",76,35.3,2612,74,"Front9ScoringAverage",2015
109,109,"Jason Kokrak",88,35.3,3106,88,"Front9ScoringAverage",2015
109,109,"John Peterson",84,35.3,2965,84,"Front9ScoringAverage",2015
112,112,"Adam Scott",51,35.31,1695,48,"Front9ScoringAverage",2015
113,113,"Billy Horschel",99,35.32,3391,96,"Front9ScoringAverage",2015
113,113,"Ben Martin",93,35.32,3179,90,"Front9ScoringAverage",2015
115,115,"Jason Dufner",76,35.33,2579,73,"Front9ScoringAverage",2015
115,115,"Roger Sloan",56,35.33,1837,52,"Front9ScoringAverage",2015
117,117,"KJ Choi",66,35.34,2191,62,"Front9ScoringAverage",2015
117,117,"Luke Guthrie",84,35.34,2898,82,"Front9ScoringAverage",2015
117,117,"John Merrick",78,35.34,2615,74,"Front9ScoringAverage",2015
117,117,"Carl Pettersson",106,35.34,3746,106,"Front9ScoringAverage",2015
117,117,"Jonathan Randolph",72,35.34,2474,70,"Front9ScoringAverage",2015
117,117,"David Toms",62,35.34,2050,58,"Front9ScoringAverage",2015
123,123,"Blayne Barber",76,35.35,2616,74,"Front9ScoringAverage",2015
123,123,"Russell Henley",87,35.35,2969,84,"Front9ScoringAverage",2015
123,123,"JB Holmes",89,35.35,3005,85,"Front9ScoringAverage",2015
123,123,"Seung Yul Noh",65,35.35,2298,65,"Front9ScoringAverage",2015
127,127,"Michael Putnam",87,35.36,3006,85,"Front9ScoringAverage",2015
128,128,"Ricky Barnes",82,35.38,2760,78,"Front9ScoringAverage",2015
128,128,"Ken Duke",93,35.38,3149,89,"Front9ScoringAverage",2015
128,128,"Byron Smith",59,35.38,1946,55,"Front9ScoringAverage",2015
128,128,"Cameron Tringale",96,35.38,3396,96,"Front9ScoringAverage",2015
132,132,"Derek Ernst",75,35.39,2513,71,"Front9ScoringAverage",2015
132,132,"Davis Love III",51,35.39,1805,51,"Front9ScoringAverage",2015
134,134,"Ryo Ishikawa",90,35.4,3115,88,"Front9ScoringAverage",2015
134,134,"Greg Owen",58,35.4,2053,58,"Front9ScoringAverage",2015
136,136,"Bo Van Pelt",81,35.41,2797,79,"Front9ScoringAverage",2015
137,137,"Charlie Beljan",76,35.42,2550,72,"Front9ScoringAverage",2015
138,138,"Charl Schwartzel",67,35.43,2232,63,"Front9ScoringAverage",2015
139,139,"Roberto Castro",54,35.44,1772,50,"Front9ScoringAverage",2015
140,140,"Hunter Mahan",88,35.45,2978,84,"Front9ScoringAverage",2015
140,140,"Ian Poulter",68,35.45,2304,65,"Front9ScoringAverage",2015
142,142,"Justin Leonard",61,35.46,2163,61,"Front9ScoringAverage",2015
142,142,"Tyrone Van Aswegen",58,35.46,1915,54,"Front9ScoringAverage",2015
144,144,"Michael Thompson",83,35.47,2873,81,"Front9ScoringAverage",2015
144,144,"Gary Woodland",81,35.47,2625,74,"Front9ScoringAverage",2015
146,146,"Derek Fathauer",81,35.48,2732,77,"Front9ScoringAverage",2015
146,146,"Carlos Ortiz",100,35.48,3406,96,"Front9ScoringAverage",2015
148,148,"Charley Hoffman",97,35.49,3336,94,"Front9ScoringAverage",2015
149,149,"DA Points",72,35.51,2486,70,"Front9ScoringAverage",2015
149,149,"Jhonattan Vegas",90,35.51,3054,86,"Front9ScoringAverage",2015
151,151,"Robert Garrigus",70,35.52,2344,66,"Front9ScoringAverage",2015
152,152,"Jonas Blixt",78,35.53,2629,74,"Front9ScoringAverage",2015
153,153,"Billy Hurley III",83,35.54,2808,79,"Front9ScoringAverage",2015
154,154,"Jamie Donaldson",50,35.55,1671,47,"Front9ScoringAverage",2015
154,154,"Gonzalo Fdez Castano",81,35.55,2737,77,"Front9ScoringAverage",2015
156,156,"Lucas Glover",79,35.56,2809,79,"Front9ScoringAverage",2015
156,156,"Retief Goosen",81,35.56,2738,77,"Front9ScoringAverage",2015
156,156,"Tim Wilkinson",73,35.56,2525,71,"Front9ScoringAverage",2015
159,159,"Brice Garnett",81,35.57,2810,79,"Front9ScoringAverage",2015
160,160,"Eric Axley",57,35.58,1957,55,"Front9ScoringAverage",2015
160,160,"Chris Kirk",76,35.58,2597,73,"Front9ScoringAverage",2015
160,160,"Sam Saunders",83,35.58,2882,81,"Front9ScoringAverage",2015
163,163,"Brian Davis",86,35.59,2918,82,"Front9ScoringAverage",2015
163,163,"Marc Leishman",74,35.59,2491,70,"Front9ScoringAverage",2015
165,165,"Camilo Villegas",83,35.6,2955,83,"Front9ScoringAverage",2015
166,166,"Lee Westwood",56,35.62,1852,52,"Front9ScoringAverage",2015
167,167,"Ben Crane",62,35.64,2067,58,"Front9ScoringAverage",2015
168,168,"Oscar Fraustro",58,35.65,1925,54,"Front9ScoringAverage",2015
168,168,"SJ Park",79,35.65,2745,77,"Front9ScoringAverage",2015
170,170,"Padraig Harrington",60,35.67,2140,60,"Front9ScoringAverage",2015
171,171,"Scott Stallings",60,35.68,2141,60,"Front9ScoringAverage",2015
172,172,"Troy Merritt",91,35.69,3248,91,"Front9ScoringAverage",2015
172,172,"Geoff Ogilvy",50,35.69,1713,48,"Front9ScoringAverage",2015
174,174,"Andrew Svoboda",80,35.72,2786,78,"Front9ScoringAverage",2015
175,175,"John Senden",80,35.73,2680,75,"Front9ScoringAverage",2015
176,176,"Nicholas Thompson",90,35.76,3075,86,"Front9ScoringAverage",2015
177,177,"Jim Renner",68,35.79,2362,66,"Front9ScoringAverage",2015
178,178,"Angel Cabrera",53,35.81,1898,53,"Front9ScoringAverage",2015
179,179,"Robert Allenby",63,35.85,2115,59,"Front9ScoringAverage",2015
180,180,"Max Homa",78,35.92,2658,74,"Front9ScoringAverage",2015
181,181,"Andrew Putnam",68,35.95,2301,64,"Front9ScoringAverage",2015
182,182,"Andres Romero",69,35.97,2374,66,"Front9ScoringAverage",2015
183,183,"Ernie Els",57,36.04,2054,57,"Front9ScoringAverage",2015
184,184,"Matt Every",73,36.17,2532,70,"Front9ScoringAverage",2015
