"StrokesGainedTeetoGreen_RANKTHISWEEK_2006","StrokesGainedTeetoGreen_RANKLASTWEEK_2006","StrokesGainedTeetoGreen_PLAYERNAME_2006","StrokesGainedTeetoGreen_ROUNDS_2006","StrokesGainedTeetoGreen_AVERAGE_2006","StrokesGainedTeetoGreen_TOTALSGT2G_2006","StrokesGainedTeetoGreen_SGTOTAL_2006","StrokesGainedTeetoGreen_TOTALSGP_2006","StrokesGainedTeetoGreen_MEASUREDROUNDS_2006","stat_name","year"
59,59,"Alex Cejka",93,0.418,33.42,-24.862,-58.282,80,"StrokesGainedTeetoGreen",2006
60,60,"Chad Campbell",91,0.387,25.897,20.812,-5.085,67,"StrokesGainedTeetoGreen",2006
61,61,"Steve Elkington",52,0.378,17.399,4.915,-12.484,46,"StrokesGainedTeetoGreen",2006
62,62,"Joey Sindelar",90,0.359,27.273,-1.398,-28.671,76,"StrokesGainedTeetoGreen",2006
63,63,"Peter Lonard",77,0.358,23.602,-5.905,-29.507,66,"StrokesGainedTeetoGreen",2006
64,64,"Steve Lowery",99,0.356,29.51,19.065,-10.445,83,"StrokesGainedTeetoGreen",2006
65,65,"Jeff Sluman",101,0.344,28.578,40.193,11.615,83,"StrokesGainedTeetoGreen",2006
66,66,"Billy Andrade",78,0.342,20.513,9.731,-10.782,60,"StrokesGainedTeetoGreen",2006
67,67,"Justin Leonard",83,0.339,22.038,18.575,-3.463,65,"StrokesGainedTeetoGreen",2006
67,67,"Carl Pettersson",95,0.339,25.407,52.601,27.194,75,"StrokesGainedTeetoGreen",2006
69,69,"Geoff Ogilvy",76,0.335,17.404,41.899,24.495,52,"StrokesGainedTeetoGreen",2006
70,70,"Fred Couples",52,0.329,10.535,4.499,-6.036,32,"StrokesGainedTeetoGreen",2006
71,71,"Tom Pernice Jr",108,0.318,27.645,73.943,46.298,87,"StrokesGainedTeetoGreen",2006
72,72,"Nick Watney",97,0.311,26.77,19.189,-7.581,86,"StrokesGainedTeetoGreen",2006
73,73,"Steve Flesch",119,0.31,31.965,46.437,14.472,103,"StrokesGainedTeetoGreen",2006
74,74,"Pat Perez",50,0.308,12.921,-11.203,-24.124,42,"StrokesGainedTeetoGreen",2006
75,75,"Ted Purdy",103,0.294,23.519,33.612,10.093,80,"StrokesGainedTeetoGreen",2006
76,76,"Hunter Mahan",98,0.293,26.082,34.896,8.814,89,"StrokesGainedTeetoGreen",2006
77,77,"Bob May",65,0.283,15.26,0.291,-14.969,54,"StrokesGainedTeetoGreen",2006
78,78,"Kevin Sutherland",100,0.28,24.372,31.194,6.822,87,"StrokesGainedTeetoGreen",2006
79,79,"Billy Mayfair",94,0.26,20.026,27.719,7.693,77,"StrokesGainedTeetoGreen",2006
80,80,"Jesper Parnevik",84,0.253,18.435,69.529,51.094,73,"StrokesGainedTeetoGreen",2006
81,81,"Will Ma Kenzie",91,0.248,18.628,-18.94,-37.568,75,"StrokesGainedTeetoGreen",2006
82,82,"JB Holmes",81,0.235,14.795,-6.46,-21.255,63,"StrokesGainedTeetoGreen",2006
83,83,"Bob Estes",85,0.212,15.869,16.789,0.92,75,"StrokesGainedTeetoGreen",2006
84,84,"Mathew Goggin",72,0.21,12.177,-3.331,-15.508,58,"StrokesGainedTeetoGreen",2006
85,85,"Mathias Gronberg",92,0.186,14.658,0.792,-13.866,79,"StrokesGainedTeetoGreen",2006
85,85,"Bill Haas",99,0.186,16.407,-7.628,-24.035,88,"StrokesGainedTeetoGreen",2006
87,87,"Paul Goydos",72,0.181,11.602,-1.89,-13.492,64,"StrokesGainedTeetoGreen",2006
88,88,"Corey Pavin",74,0.18,10.261,18.534,8.273,57,"StrokesGainedTeetoGreen",2006
89,89,"Jerry Smith",94,0.178,14.992,1.258,-13.734,84,"StrokesGainedTeetoGreen",2006
90,90,"Kris Cox",83,0.176,12.681,5.017,-7.664,72,"StrokesGainedTeetoGreen",2006
91,91,"John Rollins",93,0.16,12.133,19.027,6.894,76,"StrokesGainedTeetoGreen",2006
92,92,"Craig Barlow",77,0.153,8.861,-3.83,-12.691,58,"StrokesGainedTeetoGreen",2006
92,92,"Robert Garrigus",85,0.153,11.297,-14.634,-25.931,74,"StrokesGainedTeetoGreen",2006
94,94,"Ryuji Imada",105,0.144,12.503,13.132,0.629,87,"StrokesGainedTeetoGreen",2006
95,95,"Woody Austin",107,0.12,11.13,4.04,-7.09,93,"StrokesGainedTeetoGreen",2006
96,96,"David Branshaw",98,0.113,9.873,-1.683,-11.556,87,"StrokesGainedTeetoGreen",2006
97,97,"Kirk Triplett",58,0.111,5.428,3.845,-1.583,49,"StrokesGainedTeetoGreen",2006
98,98,"Brandt Jobe",91,0.103,7.2,16.174,8.974,70,"StrokesGainedTeetoGreen",2006
99,99,"Stephen Leaney",84,0.1,7.697,29.009,21.312,77,"StrokesGainedTeetoGreen",2006
99,99,"Rod Pampling",89,0.1,6.513,54.788,48.275,65,"StrokesGainedTeetoGreen",2006
101,101,"Mark Calcavecchia",94,0.099,7.857,-13.269,-21.126,79,"StrokesGainedTeetoGreen",2006
102,102,"Daisuke Maruyama",83,0.091,6.373,-7.792,-14.165,70,"StrokesGainedTeetoGreen",2006
103,103,"Rich Beem",85,0.086,5.586,-3.142,-8.728,65,"StrokesGainedTeetoGreen",2006
104,104,"Joe Ogilvie",95,0.083,6.45,9.037,2.587,78,"StrokesGainedTeetoGreen",2006
105,105,"Sean OHair",100,0.067,5.064,-7.772,-12.836,76,"StrokesGainedTeetoGreen",2006
106,106,"Freddie Jacobson",56,0.048,2.582,23.11,20.528,54,"StrokesGainedTeetoGreen",2006
107,107,"David Howell",52,0.039,1.179,20.237,19.058,30,"StrokesGainedTeetoGreen",2006
108,108,"Jeff Overton",95,0.031,2.712,-4.026,-6.738,87,"StrokesGainedTeetoGreen",2006
109,109,"Duffy Waldorf",96,0.03,2.498,10.706,8.208,82,"StrokesGainedTeetoGreen",2006
110,110,"Chris DiMarco",83,0.022,1.318,3.489,2.171,61,"StrokesGainedTeetoGreen",2006
111,111,"Bernhard Langer",77,0.009,0.517,18.158,17.641,59,"StrokesGainedTeetoGreen",2006
112,112,"Robert Gamez",94,0.008,0.633,-14.367,-15,82,"StrokesGainedTeetoGreen",2006
113,113,"Shigeki Maruyama",94,0.007,0.556,17.836,17.28,80,"StrokesGainedTeetoGreen",2006
114,114,"Kent Jones",103,-0.02,-1.776,21.017,22.793,88,"StrokesGainedTeetoGreen",2006
115,115,"JP Hayes",55,-0.024,-1.212,1.901,3.113,50,"StrokesGainedTeetoGreen",2006
115,115,"Jeff Maggert",81,-0.024,-1.66,-12.415,-10.755,68,"StrokesGainedTeetoGreen",2006
117,117,"Brian Gay",107,-0.034,-3.427,57.733,61.16,100,"StrokesGainedTeetoGreen",2006
118,118,"Thomas Levet",53,-0.038,-1.809,-38.042,-36.233,48,"StrokesGainedTeetoGreen",2006
119,119,"Mark Wilson",79,-0.062,-4.478,15.005,19.483,72,"StrokesGainedTeetoGreen",2006
120,120,"DJ Trahan",92,-0.07,-5.309,-20.91,-15.601,76,"StrokesGainedTeetoGreen",2006
121,121,"Olin Browne",108,-0.071,-6.098,17.867,23.965,86,"StrokesGainedTeetoGreen",2006
122,122,"Dudley Hart",83,-0.074,-5.246,-3.641,1.605,71,"StrokesGainedTeetoGreen",2006
123,123,"Daniel Chopra",110,-0.099,-8.896,45.195,54.091,90,"StrokesGainedTeetoGreen",2006
124,124,"Robert Damron",91,-0.1,-8.169,-27.277,-19.108,82,"StrokesGainedTeetoGreen",2006
125,125,"Marco Dawson",87,-0.11,-8.488,5.038,13.526,77,"StrokesGainedTeetoGreen",2006
126,126,"Paul Azinger",87,-0.12,-9.612,12.742,22.354,80,"StrokesGainedTeetoGreen",2006
127,127,"Ben Curtis",86,-0.122,-8.182,7.6,15.782,67,"StrokesGainedTeetoGreen",2006
128,128,"Harrison Frazar",95,-0.128,-9.59,6.87,16.46,75,"StrokesGainedTeetoGreen",2006
129,129,"Ryan Palmer",101,-0.142,-11.661,-8.921,2.74,82,"StrokesGainedTeetoGreen",2006
130,130,"John Huston",74,-0.144,-9.37,-18.485,-9.115,65,"StrokesGainedTeetoGreen",2006
131,131,"Skip Kendall",72,-0.148,-8.723,-5.406,3.317,59,"StrokesGainedTeetoGreen",2006
132,132,"Carlos Franco",86,-0.162,-12.467,-32.654,-20.187,77,"StrokesGainedTeetoGreen",2006
133,133,"Jeff Brehaut",100,-0.18,-15.263,-31.337,-16.074,85,"StrokesGainedTeetoGreen",2006
133,133,"John Daly",51,-0.18,-7.381,-30.263,-22.882,41,"StrokesGainedTeetoGreen",2006
135,135,"Paul Stankowski",70,-0.184,-11.579,-18.739,-7.16,63,"StrokesGainedTeetoGreen",2006
136,136,"Nicholas Thompson",96,-0.186,-14.495,-84.987,-70.492,78,"StrokesGainedTeetoGreen",2006
137,137,"Richard Johnson",94,-0.19,-16.19,44.413,60.603,85,"StrokesGainedTeetoGreen",2006
138,138,"Ryan Moore",68,-0.21,-12.171,4.27,16.441,58,"StrokesGainedTeetoGreen",2006
139,139,"Matt Hansen",68,-0.234,-13.573,-55.348,-41.775,58,"StrokesGainedTeetoGreen",2006
140,140,"Dean Wilson",115,-0.248,-23.061,37.907,60.968,93,"StrokesGainedTeetoGreen",2006
141,141,"Chris Couch",75,-0.254,-17.003,-43.844,-26.841,67,"StrokesGainedTeetoGreen",2006
142,142,"Bubba Dickerson",98,-0.259,-22.279,-44.035,-21.756,86,"StrokesGainedTeetoGreen",2006
142,142,"Nathan Green",108,-0.259,-24.352,30.937,55.289,94,"StrokesGainedTeetoGreen",2006
144,144,"Tjaart van der Walt",60,-0.278,-14.471,-16.336,-1.865,52,"StrokesGainedTeetoGreen",2006
145,145,"Troy Matteson",101,-0.292,-25.689,-30.739,-5.05,88,"StrokesGainedTeetoGreen",2006
146,146,"Tim Petrovic",95,-0.324,-26.859,-16.717,10.142,83,"StrokesGainedTeetoGreen",2006
147,147,"Eric Axley",91,-0.346,-27.303,-10.592,16.711,79,"StrokesGainedTeetoGreen",2006
148,148,"Michael Allen",84,-0.349,-25.095,7.363,32.458,72,"StrokesGainedTeetoGreen",2006
149,149,"Patrick Sheehan",104,-0.359,-31.274,-51.358,-20.084,87,"StrokesGainedTeetoGreen",2006
150,150,"Scott Gutschewski",53,-0.375,-16.894,-26.894,-10,45,"StrokesGainedTeetoGreen",2006
151,151,"Ben Crane",85,-0.384,-23.423,37.379,60.802,61,"StrokesGainedTeetoGreen",2006
152,152,"DA Points",82,-0.392,-27.863,-20.477,7.386,71,"StrokesGainedTeetoGreen",2006
153,153,"Tommy Armour III",65,-0.4,-21.18,-11.501,9.679,53,"StrokesGainedTeetoGreen",2006
154,154,"Mark Brooks",90,-0.417,-30.828,-67.648,-36.82,74,"StrokesGainedTeetoGreen",2006
155,155,"John Cook",67,-0.432,-23.742,-13.415,10.327,55,"StrokesGainedTeetoGreen",2006
156,156,"Henrik Bjornstad",97,-0.437,-38.862,-35.086,3.776,89,"StrokesGainedTeetoGreen",2006
157,157,"Steve Jones",83,-0.452,-31.173,-34.23,-3.057,69,"StrokesGainedTeetoGreen",2006
158,158,"Brent Geiberger",99,-0.46,-41.424,-5.513,35.911,90,"StrokesGainedTeetoGreen",2006
158,158,"Chris Smith",67,-0.46,-27.149,-20.782,6.367,59,"StrokesGainedTeetoGreen",2006
160,160,"Bob Tway",81,-0.472,-31.644,-34.195,-2.551,67,"StrokesGainedTeetoGreen",2006
161,161,"Danny Ellis",68,-0.479,-28.712,-14.878,13.834,60,"StrokesGainedTeetoGreen",2006
162,162,"Shane Bertsch",104,-0.501,-45.062,-37.82,7.242,90,"StrokesGainedTeetoGreen",2006
163,163,"Jason Gore",86,-0.555,-39.926,-34.586,5.34,72,"StrokesGainedTeetoGreen",2006
164,164,"Chris Riley",86,-0.558,-38.509,-26.484,12.025,69,"StrokesGainedTeetoGreen",2006
165,165,"Aaron Baddeley",78,-0.595,-40.44,0.07,40.51,68,"StrokesGainedTeetoGreen",2006
166,166,"Wes Short Jr",96,-0.598,-50.806,-88.248,-37.442,85,"StrokesGainedTeetoGreen",2006
167,167,"Arjun Atwal",97,-0.6,-49.178,-29.428,19.75,82,"StrokesGainedTeetoGreen",2006
168,168,"Greg Kraft",79,-0.615,-41.183,-31.504,9.679,67,"StrokesGainedTeetoGreen",2006
169,169,"Lee Janzen",79,-0.621,-42.22,-56.16,-13.94,68,"StrokesGainedTeetoGreen",2006
170,170,"Brian Bateman",69,-0.625,-36.858,-36.02,0.838,59,"StrokesGainedTeetoGreen",2006
171,171,"Todd Fischer",101,-0.651,-58.572,-34.19,24.382,90,"StrokesGainedTeetoGreen",2006
172,172,"Ron Whittaker",81,-0.663,-47.068,-42.447,4.621,71,"StrokesGainedTeetoGreen",2006
173,173,"Ian Leggatt",80,-0.679,-47.555,-57.244,-9.689,70,"StrokesGainedTeetoGreen",2006
174,174,"Mike Sposa",68,-0.687,-39.847,-40.792,-0.945,58,"StrokesGainedTeetoGreen",2006
175,175,"Jon Mills",68,-0.702,-37.895,-53.654,-15.759,54,"StrokesGainedTeetoGreen",2006
176,176,"Doug Barron",74,-0.713,-47.764,-42.081,5.683,67,"StrokesGainedTeetoGreen",2006
177,177,"Jimmy Walker",60,-0.785,-43.977,-31.192,12.785,56,"StrokesGainedTeetoGreen",2006
178,178,"David McKenzie",82,-0.8,-55.22,-34.791,20.429,69,"StrokesGainedTeetoGreen",2006
179,179,"JL Lewis",57,-0.833,-41.629,-38.732,2.897,50,"StrokesGainedTeetoGreen",2006
180,180,"David Duval",71,-0.834,-44.206,-36.013,8.193,53,"StrokesGainedTeetoGreen",2006
181,181,"Larry Mize",53,-0.914,-37.468,-21.96,15.508,41,"StrokesGainedTeetoGreen",2006
181,181,"Roger Tambellini",64,-0.914,-48.454,-64.194,-15.74,53,"StrokesGainedTeetoGreen",2006
183,183,"Tag Ridings",103,-0.941,-84.715,-54.001,30.714,90,"StrokesGainedTeetoGreen",2006
184,184,"Jason Schultz",77,-0.962,-62.526,-56.625,5.901,65,"StrokesGainedTeetoGreen",2006
185,185,"Michael Connell",51,-1.067,-44.81,-63.807,-18.997,42,"StrokesGainedTeetoGreen",2006
186,186,"Vance Veazey",59,-1.108,-59.822,-41.682,18.14,54,"StrokesGainedTeetoGreen",2006
187,187,"Brad Faxon",78,-1.186,-86.557,-36.313,50.244,73,"StrokesGainedTeetoGreen",2006
188,188,"James Driscoll",80,-1.207,-91.717,-88.865,2.852,76,"StrokesGainedTeetoGreen",2006
189,189,"Ryan Hietala",61,-1.297,-66.156,-67.97,-1.814,51,"StrokesGainedTeetoGreen",2006
190,190,"Mark OMeara",52,-1.31,-47.155,-32.134,15.021,36,"StrokesGainedTeetoGreen",2006
191,191,"Len Mattiace",59,-1.464,-76.144,-48.397,27.747,52,"StrokesGainedTeetoGreen",2006
192,192,"Todd Hamilton",72,-1.57,-87.944,-96.67,-8.726,56,"StrokesGainedTeetoGreen",2006
193,193,"Alex Aragon",63,-1.608,-86.811,-90.466,-3.655,54,"StrokesGainedTeetoGreen",2006
194,194,"John Engler Jr",69,-1.644,-103.57,-101.153,2.417,63,"StrokesGainedTeetoGreen",2006
195,195,"Greg Chalmers",71,-1.649,-93.981,-76.424,17.557,57,"StrokesGainedTeetoGreen",2006
196,196,"Hidemichi Tanaka",74,-1.913,-124.377,-133.6,-9.223,65,"StrokesGainedTeetoGreen",2006
