"PuttsmadeDistance_RANKTHISWEEK_2005","PuttsmadeDistance_RANKLASTWEEK_2005","PuttsmadeDistance_PLAYERNAME_2005","PuttsmadeDistance_EVENTS_2005","PuttsmadeDistance_DISTANCEININCHES_2005","stat_name","year"
39,39,"Nick Watney",31,54,"PuttsmadeDistance",2005
39,39,"Dean Wilson",27,54,"PuttsmadeDistance",2005
39,39,"Tiger Woods",21,54,"PuttsmadeDistance",2005
66,66,"Stuart Appleby",25,53,"PuttsmadeDistance",2005
66,66,"Woody Austin",30,53,"PuttsmadeDistance",2005
66,66,"Danny Briggs",29,53,"PuttsmadeDistance",2005
66,66,"Olin Browne",29,53,"PuttsmadeDistance",2005
66,66,"Jonathan Byrd",31,53,"PuttsmadeDistance",2005
66,66,"Tom Byrum",27,53,"PuttsmadeDistance",2005
66,66,"John Cook",26,53,"PuttsmadeDistance",2005
66,66,"James Driscoll",26,53,"PuttsmadeDistance",2005
66,66,"Fred Funk",30,53,"PuttsmadeDistance",2005
66,66,"Tom Gillis",28,53,"PuttsmadeDistance",2005
66,66,"Scott Gutschewski",27,53,"PuttsmadeDistance",2005
66,66,"Hunter Haas",28,53,"PuttsmadeDistance",2005
66,66,"JP Hayes",22,53,"PuttsmadeDistance",2005
66,66,"Scott Hend",28,53,"PuttsmadeDistance",2005
66,66,"Lee Janzen",26,53,"PuttsmadeDistance",2005
66,66,"Brandt Jobe",27,53,"PuttsmadeDistance",2005
66,66,"Matt Kuchar",21,53,"PuttsmadeDistance",2005
66,66,"Stephen Leaney",29,53,"PuttsmadeDistance",2005
66,66,"Thomas Levet",20,53,"PuttsmadeDistance",2005
66,66,"Davis Love III",24,53,"PuttsmadeDistance",2005
66,66,"Jeff Maggert",25,53,"PuttsmadeDistance",2005
66,66,"Billy Mayfair",31,53,"PuttsmadeDistance",2005
66,66,"Shaun Micheel",29,53,"PuttsmadeDistance",2005
66,66,"Geoff Ogilvy",26,53,"PuttsmadeDistance",2005
66,66,"Jose Maria Olazabal",16,53,"PuttsmadeDistance",2005
66,66,"Pat Perez",28,53,"PuttsmadeDistance",2005
66,66,"Tom Pernice Jr",32,53,"PuttsmadeDistance",2005
66,66,"Kenny Perry",23,53,"PuttsmadeDistance",2005
66,66,"Brett Quigley",31,53,"PuttsmadeDistance",2005
66,66,"Rob Rashell",25,53,"PuttsmadeDistance",2005
66,66,"Tag Ridings",31,53,"PuttsmadeDistance",2005
66,66,"Darron Stiles",26,53,"PuttsmadeDistance",2005
66,66,"Mario Tiziani",23,53,"PuttsmadeDistance",2005
66,66,"DJ Trahan",28,53,"PuttsmadeDistance",2005
66,66,"Kirk Triplett",18,53,"PuttsmadeDistance",2005
101,101,"Robert Allenby",31,52,"PuttsmadeDistance",2005
101,101,"Jason Allred",29,52,"PuttsmadeDistance",2005
101,101,"Brian Bateman",32,52,"PuttsmadeDistance",2005
101,101,"Mark Calcavecchia",27,52,"PuttsmadeDistance",2005
101,101,"Brian Davis",23,52,"PuttsmadeDistance",2005
101,101,"Marco Dawson",23,52,"PuttsmadeDistance",2005
101,101,"John Elliott",25,52,"PuttsmadeDistance",2005
101,101,"Bob Estes",25,52,"PuttsmadeDistance",2005
101,101,"Steve Flesch",30,52,"PuttsmadeDistance",2005
101,101,"Brent Geiberger",21,52,"PuttsmadeDistance",2005
101,101,"Lucas Glover",28,52,"PuttsmadeDistance",2005
101,101,"Jay Haas",16,52,"PuttsmadeDistance",2005
101,101,"Todd Hamilton",31,52,"PuttsmadeDistance",2005
101,101,"John Huston",31,52,"PuttsmadeDistance",2005
101,101,"Zach Johnson",30,52,"PuttsmadeDistance",2005
101,101,"Frank Lickliter II",33,52,"PuttsmadeDistance",2005
101,101,"Rod Pampling",26,52,"PuttsmadeDistance",2005
101,101,"Corey Pavin",23,52,"PuttsmadeDistance",2005
101,101,"Tim Petrovic",32,52,"PuttsmadeDistance",2005
101,101,"Carl Pettersson",34,52,"PuttsmadeDistance",2005
101,101,"Justin Rose",28,52,"PuttsmadeDistance",2005
101,101,"Vijay Singh",30,52,"PuttsmadeDistance",2005
101,101,"Heath Slocum",29,52,"PuttsmadeDistance",2005
101,101,"Joey Snyder III",31,52,"PuttsmadeDistance",2005
101,101,"Kevin Stadler",33,52,"PuttsmadeDistance",2005
101,101,"Tjaart van der Walt",19,52,"PuttsmadeDistance",2005
101,101,"Jay Williamson",16,52,"PuttsmadeDistance",2005
101,101,"Mark Wilson",25,52,"PuttsmadeDistance",2005
129,129,"Michael Allen",30,51,"PuttsmadeDistance",2005
129,129,"Tommy Armour III",29,51,"PuttsmadeDistance",2005
129,129,"Craig Barlow",26,51,"PuttsmadeDistance",2005
129,129,"Cameron Beckman",31,51,"PuttsmadeDistance",2005
129,129,"Rich Beem",26,51,"PuttsmadeDistance",2005
129,129,"Paul Claxton",29,51,"PuttsmadeDistance",2005
129,129,"Jose Coceres",22,51,"PuttsmadeDistance",2005
129,129,"Glen Day",27,51,"PuttsmadeDistance",2005
129,129,"Chris DiMarco",24,51,"PuttsmadeDistance",2005
129,129,"Glen Hnatiuk",21,51,"PuttsmadeDistance",2005
129,129,"Jerry Kelly",31,51,"PuttsmadeDistance",2005
129,129,"Skip Kendall",32,51,"PuttsmadeDistance",2005
129,129,"Justin Leonard",24,51,"PuttsmadeDistance",2005
129,129,"Peter Lonard",27,51,"PuttsmadeDistance",2005
129,129,"Michael Long",26,51,"PuttsmadeDistance",2005
129,129,"Shigeki Maruyama",29,51,"PuttsmadeDistance",2005
129,129,"Greg Owen",24,51,"PuttsmadeDistance",2005
129,129,"DA Points",33,51,"PuttsmadeDistance",2005
129,129,"Ted Purdy",34,51,"PuttsmadeDistance",2005
129,129,"Adam Scott",19,51,"PuttsmadeDistance",2005
129,129,"John Senden",29,51,"PuttsmadeDistance",2005
129,129,"Jeff Sluman",28,51,"PuttsmadeDistance",2005
129,129,"Chris Smith",32,51,"PuttsmadeDistance",2005
129,129,"Hidemichi Tanaka",34,51,"PuttsmadeDistance",2005
129,129,"Vaughn Taylor",32,51,"PuttsmadeDistance",2005
129,129,"Scott Verplank",25,51,"PuttsmadeDistance",2005
129,129,"Mike Weir",23,51,"PuttsmadeDistance",2005
129,129,"Lee Westwood",15,51,"PuttsmadeDistance",2005
157,157,"Paul Azinger",22,50,"PuttsmadeDistance",2005
157,157,"DJ Brigman",26,50,"PuttsmadeDistance",2005
157,157,"Fred Couples",22,50,"PuttsmadeDistance",2005
157,157,"Robert Damron",28,50,"PuttsmadeDistance",2005
157,157,"Matt Davidson",20,50,"PuttsmadeDistance",2005
157,157,"Luke Donald",18,50,"PuttsmadeDistance",2005
157,157,"Todd Fischer",35,50,"PuttsmadeDistance",2005
157,157,"Carlos Franco",25,50,"PuttsmadeDistance",2005
157,157,"Paul Gow",27,50,"PuttsmadeDistance",2005
157,157,"Mathias Gronberg",19,50,"PuttsmadeDistance",2005
157,157,"David Hearn",24,50,"PuttsmadeDistance",2005
157,157,"Ryuji Imada",25,50,"PuttsmadeDistance",2005
157,157,"Neal Lancaster",31,50,"PuttsmadeDistance",2005
157,157,"Franklin Langham",31,50,"PuttsmadeDistance",2005
157,157,"Will Ma Kenzie",25,50,"PuttsmadeDistance",2005
157,157,"John Rollins",30,50,"PuttsmadeDistance",2005
157,157,"Kevin Sutherland",26,50,"PuttsmadeDistance",2005
157,157,"Roland Thatcher",26,50,"PuttsmadeDistance",2005
157,157,"Duffy Waldorf",28,50,"PuttsmadeDistance",2005
157,157,"Brett Wetterich",28,50,"PuttsmadeDistance",2005
177,177,"Jason Bohn",28,49,"PuttsmadeDistance",2005
177,177,"Justin Bolli",24,49,"PuttsmadeDistance",2005
177,177,"Alex Cejka",31,49,"PuttsmadeDistance",2005
177,177,"Ben Curtis",24,49,"PuttsmadeDistance",2005
177,177,"Sergio Garcia",20,49,"PuttsmadeDistance",2005
177,177,"Bill Glasson",21,49,"PuttsmadeDistance",2005
177,177,"JJ Henry",32,49,"PuttsmadeDistance",2005
177,177,"Jonathan Kaye",24,49,"PuttsmadeDistance",2005
177,177,"Andrew Magee",29,49,"PuttsmadeDistance",2005
177,177,"Dennis Paulson",24,49,"PuttsmadeDistance",2005
177,177,"Craig Perks",27,49,"PuttsmadeDistance",2005
177,177,"Omar Uresti",27,49,"PuttsmadeDistance",2005
189,189,"Doug Barron",24,48,"PuttsmadeDistance",2005
189,189,"John Daly",25,48,"PuttsmadeDistance",2005
189,189,"Joe Durant",25,48,"PuttsmadeDistance",2005
189,189,"Jeff Hart",23,48,"PuttsmadeDistance",2005
189,189,"Steve Jones",20,48,"PuttsmadeDistance",2005
189,189,"Rocco Mediate",24,48,"PuttsmadeDistance",2005
189,189,"Joey Sindelar",29,48,"PuttsmadeDistance",2005
196,196,"Mark Brooks",28,47,"PuttsmadeDistance",2005
196,196,"Bradley Hughes",20,47,"PuttsmadeDistance",2005
196,196,"Tom Lehman",20,47,"PuttsmadeDistance",2005
196,196,"Chris Riley",25,47,"PuttsmadeDistance",2005
200,200,"Retief Goosen",18,46,"PuttsmadeDistance",2005
200,200,"Hideto Tanihara",20,46,"PuttsmadeDistance",2005
202,202,"Jim Carter",25,45,"PuttsmadeDistance",2005
