"BirdieorBetterPercentageRightRough_RANKTHISWEEK_2015","BirdieorBetterPercentageRightRough_RANKLASTWEEK_2015","BirdieorBetterPercentageRightRough_PLAYERNAME_2015","BirdieorBetterPercentageRightRough_ROUNDS_2015","BirdieorBetterPercentageRightRough_Pct_2015","BirdieorBetterPercentageRightRough_TOTALBIRDIES_2015","BirdieorBetterPercentageRightRough_TOTALHOLES_2015","stat_name","year"
21,21,"Francesco Molinari",56,18.18,10,55,"BirdieorBetterPercentageRightRough",2015
21,21,"Adam Scott",51,18.18,12,66,"BirdieorBetterPercentageRightRough",2015
23,23,"Brandt Snedeker",98,18.11,23,127,"BirdieorBetterPercentageRightRough",2015
24,24,"Matt Kuchar",97,18.1,19,105,"BirdieorBetterPercentageRightRough",2015
25,25,"Jonathan Byrd",69,18.09,17,94,"BirdieorBetterPercentageRightRough",2015
26,26,"Scott Brown",97,18.01,29,161,"BirdieorBetterPercentageRightRough",2015
27,27,"Max Homa",78,18,27,150,"BirdieorBetterPercentageRightRough",2015
28,28,"Russell Henley",87,17.98,16,89,"BirdieorBetterPercentageRightRough",2015
29,29,"Gary Woodland",81,17.95,21,117,"BirdieorBetterPercentageRightRough",2015
30,30,"JB Holmes",89,17.91,24,134,"BirdieorBetterPercentageRightRough",2015
31,31,"Patrick Reed",103,17.79,29,163,"BirdieorBetterPercentageRightRough",2015
32,32,"Ryo Ishikawa",90,17.69,26,147,"BirdieorBetterPercentageRightRough",2015
33,33,"Morgan Hoffmann",85,17.57,26,148,"BirdieorBetterPercentageRightRough",2015
34,34,"Scott Stallings",60,17.44,15,86,"BirdieorBetterPercentageRightRough",2015
35,35,"Bill Haas",89,17.36,21,121,"BirdieorBetterPercentageRightRough",2015
36,36,"Phil Mickelson",70,17.31,18,104,"BirdieorBetterPercentageRightRough",2015
37,37,"Ben Crane",62,17.14,12,70,"BirdieorBetterPercentageRightRough",2015
38,38,"Chris Kirk",76,17.02,16,94,"BirdieorBetterPercentageRightRough",2015
39,39,"Patrick Rodgers",57,16.98,18,106,"BirdieorBetterPercentageRightRough",2015
40,40,"Jason Day",75,16.94,21,124,"BirdieorBetterPercentageRightRough",2015
41,41,"Hudson Swafford",97,16.9,24,142,"BirdieorBetterPercentageRightRough",2015
42,42,"Louis Oosthuizen",68,16.87,14,83,"BirdieorBetterPercentageRightRough",2015
43,43,"Robert Garrigus",70,16.82,18,107,"BirdieorBetterPercentageRightRough",2015
43,43,"Ryan Palmer",80,16.82,18,107,"BirdieorBetterPercentageRightRough",2015
45,45,"Jonas Blixt",78,16.67,17,102,"BirdieorBetterPercentageRightRough",2015
45,45,"Oscar Fraustro",58,16.67,15,90,"BirdieorBetterPercentageRightRough",2015
45,45,"Jim Herman",88,16.67,22,132,"BirdieorBetterPercentageRightRough",2015
48,48,"Sean OHair",86,16.55,23,139,"BirdieorBetterPercentageRightRough",2015
49,49,"Andres Romero",69,16.5,17,103,"BirdieorBetterPercentageRightRough",2015
50,50,"Scott Pinckney",88,16.47,28,170,"BirdieorBetterPercentageRightRough",2015
51,51,"Kevin Kisner",104,16.45,25,152,"BirdieorBetterPercentageRightRough",2015
52,52,"Alex Prugh",84,16.26,20,123,"BirdieorBetterPercentageRightRough",2015
53,53,"Seung Yul Noh",65,16.22,18,111,"BirdieorBetterPercentageRightRough",2015
54,54,"Carlos Ortiz",100,16.13,25,155,"BirdieorBetterPercentageRightRough",2015
55,55,"Jason Gore",76,16.09,14,87,"BirdieorBetterPercentageRightRough",2015
56,56,"Padraig Harrington",60,16.07,18,112,"BirdieorBetterPercentageRightRough",2015
57,57,"Charl Schwartzel",67,16,12,75,"BirdieorBetterPercentageRightRough",2015
58,58,"Charley Hoffman",97,15.98,27,169,"BirdieorBetterPercentageRightRough",2015
59,59,"Robert Allenby",63,15.79,9,57,"BirdieorBetterPercentageRightRough",2015
59,59,"Erik Compton",86,15.79,18,114,"BirdieorBetterPercentageRightRough",2015
59,59,"John Senden",80,15.79,12,76,"BirdieorBetterPercentageRightRough",2015
62,62,"Camilo Villegas",83,15.76,26,165,"BirdieorBetterPercentageRightRough",2015
63,63,"Derek Fathauer",81,15.72,25,159,"BirdieorBetterPercentageRightRough",2015
64,64,"Colt Knost",90,15.57,19,122,"BirdieorBetterPercentageRightRough",2015
65,65,"Robert Streb",110,15.49,33,213,"BirdieorBetterPercentageRightRough",2015
66,66,"Nicholas Thompson",90,15.45,17,110,"BirdieorBetterPercentageRightRough",2015
67,67,"Henrik Stenson",63,15.38,8,52,"BirdieorBetterPercentageRightRough",2015
67,67,"Mark Wilson",89,15.38,28,182,"BirdieorBetterPercentageRightRough",2015
69,69,"Jason Dufner",76,15.28,11,72,"BirdieorBetterPercentageRightRough",2015
70,70,"Steven Bowditch",103,15.24,25,164,"BirdieorBetterPercentageRightRough",2015
71,71,"Ken Duke",93,15.23,23,151,"BirdieorBetterPercentageRightRough",2015
72,72,"Hideki Matsuyama",95,15.2,19,125,"BirdieorBetterPercentageRightRough",2015
73,73,"Justin Rose",69,15.19,12,79,"BirdieorBetterPercentageRightRough",2015
74,74,"Roberto Castro",54,15.09,8,53,"BirdieorBetterPercentageRightRough",2015
75,75,"Charlie Beljan",76,15.08,19,126,"BirdieorBetterPercentageRightRough",2015
76,76,"Martin Laird",77,15.07,22,146,"BirdieorBetterPercentageRightRough",2015
77,77,"Michael Thompson",83,14.96,19,127,"BirdieorBetterPercentageRightRough",2015
78,78,"Daniel Summerhays",101,14.92,27,181,"BirdieorBetterPercentageRightRough",2015
79,79,"Cameron Percy",72,14.91,17,114,"BirdieorBetterPercentageRightRough",2015
80,80,"Brian Davis",86,14.84,19,128,"BirdieorBetterPercentageRightRough",2015
81,81,"Whee Kim",71,14.78,17,115,"BirdieorBetterPercentageRightRough",2015
82,82,"Luke Donald",71,14.74,14,95,"BirdieorBetterPercentageRightRough",2015
83,83,"Nick Watney",91,14.67,22,150,"BirdieorBetterPercentageRightRough",2015
84,84,"Charles Howell III",105,14.61,39,267,"BirdieorBetterPercentageRightRough",2015
85,85,"Danny Lee",120,14.58,21,144,"BirdieorBetterPercentageRightRough",2015
86,86,"Greg Chalmers",58,14.47,11,76,"BirdieorBetterPercentageRightRough",2015
86,86,"Bill Lunde",50,14.47,11,76,"BirdieorBetterPercentageRightRough",2015
88,88,"Aaron Baddeley",76,14.46,24,166,"BirdieorBetterPercentageRightRough",2015
89,89,"Chad Collins",79,14.4,18,125,"BirdieorBetterPercentageRightRough",2015
90,90,"Brice Garnett",81,14.39,20,139,"BirdieorBetterPercentageRightRough",2015
91,91,"Mark Hubbard",79,14.29,16,112,"BirdieorBetterPercentageRightRough",2015
91,91,"Bo Van Pelt",81,14.29,16,112,"BirdieorBetterPercentageRightRough",2015
93,93,"Sangmoon Bae",98,14.15,29,205,"BirdieorBetterPercentageRightRough",2015
94,94,"Blayne Barber",76,14.14,14,99,"BirdieorBetterPercentageRightRough",2015
95,95,"Andres Gonzales",90,14.08,20,142,"BirdieorBetterPercentageRightRough",2015
96,96,"Adam Hadwin",95,14.06,18,128,"BirdieorBetterPercentageRightRough",2015
97,97,"Bryce Molder",91,13.99,20,143,"BirdieorBetterPercentageRightRough",2015
97,97,"Michael Putnam",87,13.99,20,143,"BirdieorBetterPercentageRightRough",2015
99,99,"Jim Furyk",71,13.95,12,86,"BirdieorBetterPercentageRightRough",2015
100,100,"Luke Guthrie",84,13.82,17,123,"BirdieorBetterPercentageRightRough",2015
101,101,"Tom Hoge",83,13.79,20,145,"BirdieorBetterPercentageRightRough",2015
102,102,"Scott Piercy",90,13.71,27,197,"BirdieorBetterPercentageRightRough",2015
103,103,"Jimmy Walker",89,13.7,20,146,"BirdieorBetterPercentageRightRough",2015
104,104,"George McNeill",93,13.64,21,154,"BirdieorBetterPercentageRightRough",2015
105,105,"Daniel Berger",97,13.61,23,169,"BirdieorBetterPercentageRightRough",2015
105,105,"Marc Leishman",74,13.61,20,147,"BirdieorBetterPercentageRightRough",2015
107,107,"Angel Cabrera",53,13.58,11,81,"BirdieorBetterPercentageRightRough",2015
108,108,"Jeff Overton",94,13.51,20,148,"BirdieorBetterPercentageRightRough",2015
109,109,"Greg Owen",58,13.4,13,97,"BirdieorBetterPercentageRightRough",2015
110,110,"Martin Flores",95,12.94,22,170,"BirdieorBetterPercentageRightRough",2015
111,111,"Johnson Wagner",68,12.9,12,93,"BirdieorBetterPercentageRightRough",2015
112,112,"SJ Park",79,12.87,13,101,"BirdieorBetterPercentageRightRough",2015
113,113,"John Peterson",84,12.8,16,125,"BirdieorBetterPercentageRightRough",2015
114,114,"Ricky Barnes",82,12.75,19,149,"BirdieorBetterPercentageRightRough",2015
115,115,"Russell Knox",96,12.71,15,118,"BirdieorBetterPercentageRightRough",2015
116,116,"Vijay Singh",78,12.7,16,126,"BirdieorBetterPercentageRightRough",2015
117,117,"Gonzalo Fdez Castano",81,12.5,16,128,"BirdieorBetterPercentageRightRough",2015
117,117,"Jerry Kelly",79,12.5,12,96,"BirdieorBetterPercentageRightRough",2015
119,119,"Nick Taylor",91,12.28,21,171,"BirdieorBetterPercentageRightRough",2015
120,120,"Jason Bohn",95,12.26,13,106,"BirdieorBetterPercentageRightRough",2015
121,121,"Tyrone Van Aswegen",58,12.2,10,82,"BirdieorBetterPercentageRightRough",2015
122,122,"Chez Reavie",56,12.16,9,74,"BirdieorBetterPercentageRightRough",2015
123,123,"Scott Langley",94,12.05,20,166,"BirdieorBetterPercentageRightRough",2015
124,124,"Carl Pettersson",106,11.98,20,167,"BirdieorBetterPercentageRightRough",2015
125,125,"Davis Love III",51,11.94,8,67,"BirdieorBetterPercentageRightRough",2015
126,126,"Brendon Todd",96,11.86,14,118,"BirdieorBetterPercentageRightRough",2015
127,127,"Jhonattan Vegas",90,11.84,18,152,"BirdieorBetterPercentageRightRough",2015
128,128,"Alex Cejka",94,11.76,16,136,"BirdieorBetterPercentageRightRough",2015
128,128,"Jon Curran",83,11.76,10,85,"BirdieorBetterPercentageRightRough",2015
128,128,"Jamie Donaldson",50,11.76,8,68,"BirdieorBetterPercentageRightRough",2015
128,128,"Retief Goosen",81,11.76,14,119,"BirdieorBetterPercentageRightRough",2015
132,132,"Brendon de Jonge",106,11.69,18,154,"BirdieorBetterPercentageRightRough",2015
133,133,"Matt Jones",89,11.59,16,138,"BirdieorBetterPercentageRightRough",2015
133,133,"Heath Slocum",57,11.59,8,69,"BirdieorBetterPercentageRightRough",2015
135,135,"David Toms",62,11.58,11,95,"BirdieorBetterPercentageRightRough",2015
136,136,"Derek Ernst",75,11.57,14,121,"BirdieorBetterPercentageRightRough",2015
137,137,"Chesson Hadley",101,11.56,17,147,"BirdieorBetterPercentageRightRough",2015
138,138,"William McGirt",103,11.51,16,139,"BirdieorBetterPercentageRightRough",2015
138,138,"Steve Wheatcroft",87,11.51,16,139,"BirdieorBetterPercentageRightRough",2015
140,140,"Justin Leonard",61,11.48,7,61,"BirdieorBetterPercentageRightRough",2015
141,141,"James Hahn",94,11.41,17,149,"BirdieorBetterPercentageRightRough",2015
142,142,"Kevin Chappell",86,11.38,14,123,"BirdieorBetterPercentageRightRough",2015
143,143,"Zach Johnson",90,11.24,10,89,"BirdieorBetterPercentageRightRough",2015
143,143,"Troy Merritt",91,11.24,20,178,"BirdieorBetterPercentageRightRough",2015
145,145,"Kevin Streelman",95,11.22,11,98,"BirdieorBetterPercentageRightRough",2015
146,146,"KJ Choi",66,11.21,13,116,"BirdieorBetterPercentageRightRough",2015
147,147,"Hunter Mahan",88,11.19,15,134,"BirdieorBetterPercentageRightRough",2015
148,148,"Roger Sloan",56,11,11,100,"BirdieorBetterPercentageRightRough",2015
149,149,"David Lingmerth",90,10.92,13,119,"BirdieorBetterPercentageRightRough",2015
150,150,"Billy Hurley III",83,10.89,11,101,"BirdieorBetterPercentageRightRough",2015
151,151,"Harris English",105,10.86,19,175,"BirdieorBetterPercentageRightRough",2015
152,152,"Kyle Reifers",96,10.83,17,157,"BirdieorBetterPercentageRightRough",2015
152,152,"Sam Saunders",83,10.83,13,120,"BirdieorBetterPercentageRightRough",2015
154,154,"Zac Blair",108,10.69,17,159,"BirdieorBetterPercentageRightRough",2015
155,155,"Andrew Putnam",68,10.68,11,103,"BirdieorBetterPercentageRightRough",2015
156,156,"Andrew Svoboda",80,10.62,12,113,"BirdieorBetterPercentageRightRough",2015
157,157,"Steven Alker",62,10.53,8,76,"BirdieorBetterPercentageRightRough",2015
158,158,"Jonathan Randolph",72,10.34,12,116,"BirdieorBetterPercentageRightRough",2015
159,159,"Will Wilcox",58,10.26,8,78,"BirdieorBetterPercentageRightRough",2015
160,160,"Matt Every",73,10.17,12,118,"BirdieorBetterPercentageRightRough",2015
161,161,"John Huh",102,10,14,140,"BirdieorBetterPercentageRightRough",2015
161,161,"Ben Martin",93,10,13,130,"BirdieorBetterPercentageRightRough",2015
161,161,"Geoff Ogilvy",50,10,6,60,"BirdieorBetterPercentageRightRough",2015
161,161,"Jim Renner",68,10,11,110,"BirdieorBetterPercentageRightRough",2015
165,165,"Fabian Gomez",83,9.77,13,133,"BirdieorBetterPercentageRightRough",2015
166,166,"Chad Campbell",97,9.7,13,134,"BirdieorBetterPercentageRightRough",2015
167,167,"Eric Axley",57,9.52,8,84,"BirdieorBetterPercentageRightRough",2015
168,168,"Cameron Tringale",96,9.45,12,127,"BirdieorBetterPercentageRightRough",2015
169,169,"David Hearn",97,9.44,17,180,"BirdieorBetterPercentageRightRough",2015
170,170,"Tim Wilkinson",73,9.38,9,96,"BirdieorBetterPercentageRightRough",2015
171,171,"Graham DeLaet",65,9.09,8,88,"BirdieorBetterPercentageRightRough",2015
171,171,"JJ Henry",94,9.09,11,121,"BirdieorBetterPercentageRightRough",2015
171,171,"Billy Horschel",99,9.09,9,99,"BirdieorBetterPercentageRightRough",2015
174,174,"Chris Stroud",84,8.93,10,112,"BirdieorBetterPercentageRightRough",2015
175,175,"Rickie Fowler",76,8.49,9,106,"BirdieorBetterPercentageRightRough",2015
176,176,"Lee Westwood",56,8.47,5,59,"BirdieorBetterPercentageRightRough",2015
177,177,"Brian Stuard",97,8.18,9,110,"BirdieorBetterPercentageRightRough",2015
178,178,"Kevin Na",98,8.11,9,111,"BirdieorBetterPercentageRightRough",2015
179,179,"Ian Poulter",68,7.41,6,81,"BirdieorBetterPercentageRightRough",2015
179,179,"Byron Smith",59,7.41,8,108,"BirdieorBetterPercentageRightRough",2015
181,181,"Ryan Moore",81,6.98,6,86,"BirdieorBetterPercentageRightRough",2015
182,182,"Ernie Els",57,5.71,4,70,"BirdieorBetterPercentageRightRough",2015
183,183,"Spencer Levin",99,5.5,6,109,"BirdieorBetterPercentageRightRough",2015
184,184,"Lucas Glover",79,4.39,5,114,"BirdieorBetterPercentageRightRough",2015
