"CurrentParorBetterStreak_RANKTHISWEEK_2015","CurrentParorBetterStreak_RANKLASTWEEK_2015","CurrentParorBetterStreak_PLAYERNAME_2015","CurrentParorBetterStreak_EVENTS_2015","CurrentParorBetterStreak_NUMBEROFROUNDS_2015","stat_name","year"
41,41,"Tyrrell Hatton",5,3,"CurrentParorBetterStreak",2015
41,41,"David Hearn",171,3,"CurrentParorBetterStreak",2015
41,41,"Billy Hurley III",90,3,"CurrentParorBetterStreak",2015
41,41,"Hiroshi Iwata",7,3,"CurrentParorBetterStreak",2015
41,41,"Russell Knox",87,3,"CurrentParorBetterStreak",2015
41,41,"Matt Kuchar",343,3,"CurrentParorBetterStreak",2015
41,41,"Pat Perez",359,3,"CurrentParorBetterStreak",2015
41,41,"Michael Putnam",118,3,"CurrentParorBetterStreak",2015
41,41,"John Senden",377,3,"CurrentParorBetterStreak",2015
41,41,"Shawn Stefani",66,3,"CurrentParorBetterStreak",2015
41,41,"Cameron Tringale",164,3,"CurrentParorBetterStreak",2015
41,41,"Kevin Tway",30,3,"CurrentParorBetterStreak",2015
41,41,"Duffy Waldorf",571,3,"CurrentParorBetterStreak",2015
59,59,"Felipe Aguilar",2,2,"CurrentParorBetterStreak",2015
59,59,"Steven Alker",60,2,"CurrentParorBetterStreak",2015
59,59,"Daniel Berger",32,2,"CurrentParorBetterStreak",2015
59,59,"Danny Chia",4,2,"CurrentParorBetterStreak",2015
59,59,"Ben Crane",319,2,"CurrentParorBetterStreak",2015
59,59,"Jason Day",165,2,"CurrentParorBetterStreak",2015
59,59,"Derek Fathauer",54,2,"CurrentParorBetterStreak",2015
59,59,"Paul Goydos",496,2,"CurrentParorBetterStreak",2015
59,59,"Jimmy Gunn",1,2,"CurrentParorBetterStreak",2015
59,59,"Charley Hoffman",277,2,"CurrentParorBetterStreak",2015
59,59,"JB Holmes",219,2,"CurrentParorBetterStreak",2015
59,59,"Mark Hubbard",25,2,"CurrentParorBetterStreak",2015
59,59,"Mikko Ilonen",23,2,"CurrentParorBetterStreak",2015
59,59,"Jerry Kelly",575,2,"CurrentParorBetterStreak",2015
59,59,"Chris Kirk",134,2,"CurrentParorBetterStreak",2015
59,59,"Danny Lee",105,2,"CurrentParorBetterStreak",2015
59,59,"Hideki Matsuyama",58,2,"CurrentParorBetterStreak",2015
59,59,"William McGirt",147,2,"CurrentParorBetterStreak",2015
59,59,"Parker McLachlin",111,2,"CurrentParorBetterStreak",2015
59,59,"John Merrick",236,2,"CurrentParorBetterStreak",2015
59,59,"Kevin Na",294,2,"CurrentParorBetterStreak",2015
59,59,"Jordan Niebrugge",3,2,"CurrentParorBetterStreak",2015
59,59,"David Pastore",1,2,"CurrentParorBetterStreak",2015
59,59,"Kyle Reifers",92,2,"CurrentParorBetterStreak",2015
59,59,"Jim Renner",73,2,"CurrentParorBetterStreak",2015
59,59,"Carlos Sainz Jr",19,2,"CurrentParorBetterStreak",2015
59,59,"Webb Simpson",184,2,"CurrentParorBetterStreak",2015
59,59,"Kevin Stadler",258,2,"CurrentParorBetterStreak",2015
59,59,"Robert Streb",74,2,"CurrentParorBetterStreak",2015
59,59,"Daniel Summerhays",138,2,"CurrentParorBetterStreak",2015
59,59,"Adam Svensson",3,2,"CurrentParorBetterStreak",2015
59,59,"David Toms",565,2,"CurrentParorBetterStreak",2015
59,59,"Camilo Villegas",250,2,"CurrentParorBetterStreak",2015
59,59,"Bubba Watson",226,2,"CurrentParorBetterStreak",2015
