"AverageGoingforitShotDistanceinYards_RANKTHISWEEK_2014","AverageGoingforitShotDistanceinYards_RANKLASTWEEK_2014","AverageGoingforitShotDistanceinYards_PLAYERNAME_2014","AverageGoingforitShotDistanceinYards_EVENTS_2014","AverageGoingforitShotDistanceinYards_AVG_2014","AverageGoingforitShotDistanceinYards_DISTANCEININCHES_2014","AverageGoingforitShotDistanceinYards_ATTEMPTS_2014","stat_name","year"
29,29,"Graeme McDowell",17,250.8,478513,53,"AverageGoingforitShotDistanceinYards",2014
30,30,"Robert Garrigus",25,250.9,1598989,177,"AverageGoingforitShotDistanceinYards",2014
30,30,"JJ Henry",28,250.9,1002527,111,"AverageGoingforitShotDistanceinYards",2014
30,30,"Brendan Steele",26,250.9,1246431,138,"AverageGoingforitShotDistanceinYards",2014
33,33,"Brooks Koepka",16,251.2,795650,88,"AverageGoingforitShotDistanceinYards",2014
34,34,"Robert Streb",21,251.3,1031147,114,"AverageGoingforitShotDistanceinYards",2014
35,35,"Sean OHair",25,251.4,1221904,135,"AverageGoingforitShotDistanceinYards",2014
36,36,"Derek Ernst",28,251.5,1213221,134,"AverageGoingforitShotDistanceinYards",2014
36,36,"Will Ma Kenzie",27,251.5,1186166,131,"AverageGoingforitShotDistanceinYards",2014
36,36,"Josh Teater",28,251.5,1213406,134,"AverageGoingforitShotDistanceinYards",2014
39,39,"Jason Day",15,251.7,607108,67,"AverageGoingforitShotDistanceinYards",2014
40,40,"Patrick Reed",28,252.3,1171843,129,"AverageGoingforitShotDistanceinYards",2014
41,41,"Justin Hicks",30,252.5,1145328,126,"AverageGoingforitShotDistanceinYards",2014
42,42,"Jonas Blixt",21,252.9,609937,67,"AverageGoingforitShotDistanceinYards",2014
42,42,"Nicholas Thompson",30,252.9,1010499,111,"AverageGoingforitShotDistanceinYards",2014
44,44,"Billy Horschel",27,253.1,1275843,140,"AverageGoingforitShotDistanceinYards",2014
44,44,"Kevin Kisner",26,253.1,1002380,110,"AverageGoingforitShotDistanceinYards",2014
46,46,"James Hahn",27,253.2,1102995,121,"AverageGoingforitShotDistanceinYards",2014
47,47,"DA Points",27,253.3,802459,88,"AverageGoingforitShotDistanceinYards",2014
47,47,"Scott Stallings",28,253.3,1085264,119,"AverageGoingforitShotDistanceinYards",2014
49,49,"Retief Goosen",26,253.8,1004992,110,"AverageGoingforitShotDistanceinYards",2014
49,49,"John Rollins",28,253.8,886285,97,"AverageGoingforitShotDistanceinYards",2014
49,49,"Johnson Wagner",24,253.8,794936,87,"AverageGoingforitShotDistanceinYards",2014
49,49,"Boo Weekley",24,253.8,895307,98,"AverageGoingforitShotDistanceinYards",2014
53,53,"Keegan Bradley",26,254,1316895,144,"AverageGoingforitShotDistanceinYards",2014
53,53,"David Lingmerth",26,254,969230,106,"AverageGoingforitShotDistanceinYards",2014
53,53,"Carl Pettersson",28,254,1454020,159,"AverageGoingforitShotDistanceinYards",2014
56,56,"John Merrick",25,254.2,1235385,135,"AverageGoingforitShotDistanceinYards",2014
57,57,"Luke Guthrie",26,254.4,1154018,126,"AverageGoingforitShotDistanceinYards",2014
58,58,"Gonzalo Fdez Castano",25,254.5,1071989,117,"AverageGoingforitShotDistanceinYards",2014
58,58,"Will Wilcox",16,254.5,769624,84,"AverageGoingforitShotDistanceinYards",2014
60,60,"Brian Gay",26,254.6,595835,65,"AverageGoingforitShotDistanceinYards",2014
60,60,"Marc Leishman",24,254.6,1301683,142,"AverageGoingforitShotDistanceinYards",2014
62,62,"Roberto Castro",27,254.7,788649,86,"AverageGoingforitShotDistanceinYards",2014
62,62,"George McNeill",24,254.7,1063786,116,"AverageGoingforitShotDistanceinYards",2014
64,64,"YE Yang",28,254.8,853131,93,"AverageGoingforitShotDistanceinYards",2014
65,65,"Harris English",28,254.9,1550577,169,"AverageGoingforitShotDistanceinYards",2014
65,65,"Billy Hurley III",26,254.9,734127,80,"AverageGoingforitShotDistanceinYards",2014
65,65,"Hideki Matsuyama",24,254.9,1165381,127,"AverageGoingforitShotDistanceinYards",2014
68,68,"Charles Howell III",29,255,1771564,193,"AverageGoingforitShotDistanceinYards",2014
69,69,"Camilo Villegas",29,255.1,1267298,138,"AverageGoingforitShotDistanceinYards",2014
70,70,"Brian Harman",32,255.2,1405642,153,"AverageGoingforitShotDistanceinYards",2014
70,70,"Ted Potter Jr",24,255.2,790185,86,"AverageGoingforitShotDistanceinYards",2014
72,72,"Michael Putnam",30,255.3,1736795,189,"AverageGoingforitShotDistanceinYards",2014
72,72,"Rory Sabbatini",26,255.3,1148639,125,"AverageGoingforitShotDistanceinYards",2014
74,74,"Ben Curtis",24,255.4,671246,73,"AverageGoingforitShotDistanceinYards",2014
74,74,"James Driscoll",25,255.4,864195,94,"AverageGoingforitShotDistanceinYards",2014
74,74,"Brandt Snedeker",25,255.4,1011509,110,"AverageGoingforitShotDistanceinYards",2014
74,74,"Charlie Wi",25,255.4,873578,95,"AverageGoingforitShotDistanceinYards",2014
78,78,"Matt Jones",25,255.5,1278328,139,"AverageGoingforitShotDistanceinYards",2014
78,78,"Kyle Stanley",28,255.5,1462724,159,"AverageGoingforitShotDistanceinYards",2014
80,80,"Ken Duke",25,255.6,993953,108,"AverageGoingforitShotDistanceinYards",2014
80,80,"Jim Furyk",21,255.6,680805,74,"AverageGoingforitShotDistanceinYards",2014
82,82,"Brice Garnett",28,255.7,1150567,125,"AverageGoingforitShotDistanceinYards",2014
82,82,"Heath Slocum",23,255.7,653600,71,"AverageGoingforitShotDistanceinYards",2014
84,84,"Stuart Appleby",29,255.9,847650,92,"AverageGoingforitShotDistanceinYards",2014
84,84,"Bryce Molder",25,255.9,654010,71,"AverageGoingforitShotDistanceinYards",2014
84,84,"Seung Yul Noh",27,255.9,1280455,139,"AverageGoingforitShotDistanceinYards",2014
87,87,"Spencer Levin",20,256,617369,67,"AverageGoingforitShotDistanceinYards",2014
88,88,"Russell Henley",29,256.1,1272159,138,"AverageGoingforitShotDistanceinYards",2014
89,89,"Sangmoon Bae",24,256.2,1244969,135,"AverageGoingforitShotDistanceinYards",2014
89,89,"Ricky Barnes",27,256.2,1171398,127,"AverageGoingforitShotDistanceinYards",2014
89,89,"KJ Choi",23,256.2,728600,79,"AverageGoingforitShotDistanceinYards",2014
92,92,"Chesson Hadley",29,256.3,1107073,120,"AverageGoingforitShotDistanceinYards",2014
92,92,"Pat Perez",25,256.3,1116487,121,"AverageGoingforitShotDistanceinYards",2014
92,92,"Bubba Watson",21,256.3,1273156,138,"AverageGoingforitShotDistanceinYards",2014
95,95,"Scott Brown",30,256.4,1448939,157,"AverageGoingforitShotDistanceinYards",2014
95,95,"Troy Matteson",23,256.4,784567,85,"AverageGoingforitShotDistanceinYards",2014
97,97,"Zach Johnson",26,256.5,1200338,130,"AverageGoingforitShotDistanceinYards",2014
98,98,"Freddie Jacobson",27,256.6,1053132,114,"AverageGoingforitShotDistanceinYards",2014
98,98,"Louis Oosthuizen",16,256.6,498783,54,"AverageGoingforitShotDistanceinYards",2014
98,98,"Adam Scott",17,256.6,1228522,133,"AverageGoingforitShotDistanceinYards",2014
98,98,"Brian Stuard",29,256.6,1016073,110,"AverageGoingforitShotDistanceinYards",2014
102,102,"Wes Roach",22,256.9,813884,88,"AverageGoingforitShotDistanceinYards",2014
103,103,"Chris Kirk",28,257.2,1435126,155,"AverageGoingforitShotDistanceinYards",2014
103,103,"Jim Renner",25,257.2,694423,75,"AverageGoingforitShotDistanceinYards",2014
105,105,"Morgan Hoffmann",32,257.3,1611435,174,"AverageGoingforitShotDistanceinYards",2014
105,105,"Russell Knox",26,257.3,1046791,113,"AverageGoingforitShotDistanceinYards",2014
105,105,"Jeff Overton",24,257.3,1129860,122,"AverageGoingforitShotDistanceinYards",2014
105,105,"Vijay Singh",25,257.3,1195033,129,"AverageGoingforitShotDistanceinYards",2014
109,109,"Ryan Moore",24,257.4,1084288,117,"AverageGoingforitShotDistanceinYards",2014
110,110,"Jonathan Byrd",24,257.5,1001353,108,"AverageGoingforitShotDistanceinYards",2014
110,110,"Bud Cauley",19,257.5,760062,82,"AverageGoingforitShotDistanceinYards",2014
112,112,"Matt Every",26,257.7,1001991,108,"AverageGoingforitShotDistanceinYards",2014
112,112,"Andrew Svoboda",24,257.7,992470,107,"AverageGoingforitShotDistanceinYards",2014
114,114,"Jamie Lovemark",20,257.8,1048828,113,"AverageGoingforitShotDistanceinYards",2014
114,114,"Brendon Todd",29,257.8,918938,99,"AverageGoingforitShotDistanceinYards",2014
116,116,"JB Holmes",24,257.9,1652425,178,"AverageGoingforitShotDistanceinYards",2014
117,117,"Kevin Tway",23,258,798700,86,"AverageGoingforitShotDistanceinYards",2014
118,118,"Troy Merritt",20,258.1,557547,60,"AverageGoingforitShotDistanceinYards",2014
119,119,"Tim Clark",26,258.2,464795,50,"AverageGoingforitShotDistanceinYards",2014
119,119,"Luke Donald",17,258.2,539166,58,"AverageGoingforitShotDistanceinYards",2014
119,119,"Rory McIlroy",17,258.2,1282773,138,"AverageGoingforitShotDistanceinYards",2014
119,119,"John Senden",27,258.2,1357209,146,"AverageGoingforitShotDistanceinYards",2014
119,119,"Tim Wilkinson",25,258.2,780778,84,"AverageGoingforitShotDistanceinYards",2014
124,124,"Justin Leonard",22,258.3,362696,39,"AverageGoingforitShotDistanceinYards",2014
124,124,"Mark Wilson",25,258.3,753128,81,"AverageGoingforitShotDistanceinYards",2014
126,126,"Webb Simpson",25,258.5,1228325,132,"AverageGoingforitShotDistanceinYards",2014
126,126,"Gary Woodland",25,258.5,1721633,185,"AverageGoingforitShotDistanceinYards",2014
128,128,"David Toms",20,258.7,512297,55,"AverageGoingforitShotDistanceinYards",2014
129,129,"Scott Langley",29,258.8,959694,103,"AverageGoingforitShotDistanceinYards",2014
130,130,"Jerry Kelly",23,259.2,727922,78,"AverageGoingforitShotDistanceinYards",2014
131,131,"Richard Lee",27,259.4,924472,99,"AverageGoingforitShotDistanceinYards",2014
131,131,"Geoff Ogilvy",26,259.4,1204442,129,"AverageGoingforitShotDistanceinYards",2014
131,131,"Justin Rose",19,259.4,1008482,108,"AverageGoingforitShotDistanceinYards",2014
134,134,"Kevin Streelman",24,259.5,1130576,121,"AverageGoingforitShotDistanceinYards",2014
135,135,"Bill Haas",28,259.6,1429954,153,"AverageGoingforitShotDistanceinYards",2014
136,136,"Graham DeLaet",24,259.7,1243664,133,"AverageGoingforitShotDistanceinYards",2014
137,137,"Erik Compton",28,259.8,1290578,138,"AverageGoingforitShotDistanceinYards",2014
138,138,"Brendon de Jonge",31,259.9,1543757,165,"AverageGoingforitShotDistanceinYards",2014
138,138,"Rickie Fowler",26,259.9,1347455,144,"AverageGoingforitShotDistanceinYards",2014
140,140,"Shawn Stefani",17,260,1011007,108,"AverageGoingforitShotDistanceinYards",2014
141,141,"John Huh",28,260.1,1020602,109,"AverageGoingforitShotDistanceinYards",2014
142,142,"Charl Schwartzel",18,260.3,1143221,122,"AverageGoingforitShotDistanceinYards",2014
143,143,"William McGirt",29,260.4,1321678,141,"AverageGoingforitShotDistanceinYards",2014
144,144,"Jason Bohn",25,260.5,834539,89,"AverageGoingforitShotDistanceinYards",2014
144,144,"Jordan Spieth",27,260.5,1369196,146,"AverageGoingforitShotDistanceinYards",2014
146,146,"Ryan Palmer",23,260.7,1445394,154,"AverageGoingforitShotDistanceinYards",2014
147,147,"Matt Kuchar",24,260.9,1117505,119,"AverageGoingforitShotDistanceinYards",2014
148,148,"Kevin Stadler",26,261,1362264,145,"AverageGoingforitShotDistanceinYards",2014
149,149,"Kevin Na",27,261.1,1363090,145,"AverageGoingforitShotDistanceinYards",2014
150,150,"Charley Hoffman",25,261.3,1570774,167,"AverageGoingforitShotDistanceinYards",2014
150,150,"Bronson La Cassie",18,261.3,555012,59,"AverageGoingforitShotDistanceinYards",2014
152,152,"Brian Davis",28,261.4,1119888,119,"AverageGoingforitShotDistanceinYards",2014
153,153,"Cameron Tringale",31,261.6,1497135,159,"AverageGoingforitShotDistanceinYards",2014
154,154,"Jimmy Walker",27,261.8,1611587,171,"AverageGoingforitShotDistanceinYards",2014
155,155,"Kevin Chappell",28,261.9,1508533,160,"AverageGoingforitShotDistanceinYards",2014
155,155,"David Hearn",28,261.9,924067,98,"AverageGoingforitShotDistanceinYards",2014
157,157,"Chad Collins",28,262,641274,68,"AverageGoingforitShotDistanceinYards",2014
158,158,"Greg Chalmers",27,262.2,924943,98,"AverageGoingforitShotDistanceinYards",2014
159,159,"Danny Lee",28,262.4,1199528,127,"AverageGoingforitShotDistanceinYards",2014
159,159,"Andres Romero",26,262.4,1360291,144,"AverageGoingforitShotDistanceinYards",2014
161,161,"Jeff Maggert",19,262.5,538583,57,"AverageGoingforitShotDistanceinYards",2014
162,162,"Daniel Summerhays",27,262.8,1551487,164,"AverageGoingforitShotDistanceinYards",2014
163,163,"Ben Crane",25,262.9,917877,97,"AverageGoingforitShotDistanceinYards",2014
163,163,"DH Lee",20,262.9,511060,54,"AverageGoingforitShotDistanceinYards",2014
165,165,"Steven Bowditch",30,263,1571460,166,"AverageGoingforitShotDistanceinYards",2014
166,166,"Martin Kaymer",19,263.2,1042442,110,"AverageGoingforitShotDistanceinYards",2014
167,167,"Lee Westwood",18,263.3,919308,97,"AverageGoingforitShotDistanceinYards",2014
168,168,"Phil Mickelson",21,263.5,1071834,113,"AverageGoingforitShotDistanceinYards",2014
168,168,"John Peterson",25,263.5,1119187,118,"AverageGoingforitShotDistanceinYards",2014
170,170,"Mike Weir",25,263.7,560095,59,"AverageGoingforitShotDistanceinYards",2014
171,171,"Angel Cabrera",23,264.6,1247835,131,"AverageGoingforitShotDistanceinYards",2014
171,171,"Ernie Els",24,264.6,1295694,136,"AverageGoingforitShotDistanceinYards",2014
173,173,"Andrew Loupe",22,264.7,981492,103,"AverageGoingforitShotDistanceinYards",2014
174,174,"Hunter Mahan",25,265.1,1383839,145,"AverageGoingforitShotDistanceinYards",2014
174,174,"Chris Stroud",25,265.1,1212132,127,"AverageGoingforitShotDistanceinYards",2014
176,176,"Henrik Stenson",15,268.3,917477,95,"AverageGoingforitShotDistanceinYards",2014
177,177,"Sergio Garcia",16,269.9,757920,78,"AverageGoingforitShotDistanceinYards",2014
