"BirdietoBogeyRatio_RANKTHISWEEK_2006","BirdietoBogeyRatio_RANKLASTWEEK_2006","BirdietoBogeyRatio_PLAYERNAME_2006","BirdietoBogeyRatio_ROUNDS_2006","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2006","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2006","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2006","stat_name","year"
45,45,"Stuart Appleby",83,1.28,300,234,"BirdietoBogeyRatio",2006
45,45,"Eric Axley",91,1.28,341,267,"BirdietoBogeyRatio",2006
45,45,"KJ Choi",93,1.28,325,254,"BirdietoBogeyRatio",2006
45,45,"Ernie Els",69,1.28,241,189,"BirdietoBogeyRatio",2006
45,45,"Steve Flesch",119,1.28,411,322,"BirdietoBogeyRatio",2006
45,45,"Bob May",65,1.28,230,179,"BirdietoBogeyRatio",2006
45,45,"Bo Van Pelt",102,1.28,401,313,"BirdietoBogeyRatio",2006
52,52,"Tim Clark",80,1.27,301,237,"BirdietoBogeyRatio",2006
52,52,"Bob Estes",85,1.27,302,237,"BirdietoBogeyRatio",2006
52,52,"Charles Warren",93,1.27,328,258,"BirdietoBogeyRatio",2006
55,55,"Jason Bohn",104,1.26,373,297,"BirdietoBogeyRatio",2006
55,55,"Richard Johnson",94,1.26,328,260,"BirdietoBogeyRatio",2006
55,55,"Shigeki Maruyama",94,1.26,339,269,"BirdietoBogeyRatio",2006
58,58,"Ryan Palmer",101,1.25,380,304,"BirdietoBogeyRatio",2006
58,58,"Dean Wilson",115,1.25,402,321,"BirdietoBogeyRatio",2006
60,60,"Michael Allen",84,1.24,320,258,"BirdietoBogeyRatio",2006
60,60,"Marco Dawson",87,1.24,330,266,"BirdietoBogeyRatio",2006
60,60,"Retief Goosen",68,1.24,224,180,"BirdietoBogeyRatio",2006
60,60,"Shaun Micheel",96,1.24,333,268,"BirdietoBogeyRatio",2006
60,60,"Vaughn Taylor",88,1.24,364,293,"BirdietoBogeyRatio",2006
65,65,"Heath Slocum",96,1.23,336,274,"BirdietoBogeyRatio",2006
66,66,"Chris DiMarco",83,1.22,281,231,"BirdietoBogeyRatio",2006
66,66,"Ryuji Imada",105,1.22,357,292,"BirdietoBogeyRatio",2006
66,66,"Skip Kendall",72,1.22,247,203,"BirdietoBogeyRatio",2006
66,66,"Rory Sabbatini",84,1.22,308,253,"BirdietoBogeyRatio",2006
70,70,"Alex Cejka",93,1.21,343,284,"BirdietoBogeyRatio",2006
70,70,"Nathan Green",108,1.21,386,319,"BirdietoBogeyRatio",2006
70,70,"Bill Haas",99,1.21,345,284,"BirdietoBogeyRatio",2006
70,70,"Ryan Moore",68,1.21,239,197,"BirdietoBogeyRatio",2006
70,70,"Tom Pernice Jr",108,1.21,394,325,"BirdietoBogeyRatio",2006
70,70,"Jeff Sluman",101,1.21,364,302,"BirdietoBogeyRatio",2006
70,70,"Omar Uresti",61,1.21,198,163,"BirdietoBogeyRatio",2006
77,77,"Paul Azinger",87,1.2,294,244,"BirdietoBogeyRatio",2006
77,77,"Craig Barlow",77,1.2,284,236,"BirdietoBogeyRatio",2006
77,77,"Chad Campbell",91,1.2,312,259,"BirdietoBogeyRatio",2006
77,77,"JP Hayes",55,1.2,220,183,"BirdietoBogeyRatio",2006
77,77,"JJ Henry",96,1.2,338,281,"BirdietoBogeyRatio",2006
77,77,"Daisuke Maruyama",83,1.2,290,241,"BirdietoBogeyRatio",2006
77,77,"Billy Mayfair",94,1.2,321,268,"BirdietoBogeyRatio",2006
77,77,"Jerry Smith",94,1.2,330,276,"BirdietoBogeyRatio",2006
77,77,"Duffy Waldorf",96,1.2,324,270,"BirdietoBogeyRatio",2006
86,86,"Brent Geiberger",99,1.19,333,279,"BirdietoBogeyRatio",2006
86,86,"Mathias Gronberg",92,1.19,331,277,"BirdietoBogeyRatio",2006
86,86,"Bernhard Langer",77,1.19,254,214,"BirdietoBogeyRatio",2006
86,86,"Steve Lowery",99,1.19,345,291,"BirdietoBogeyRatio",2006
86,86,"Geoff Ogilvy",76,1.19,260,219,"BirdietoBogeyRatio",2006
86,86,"Rod Pampling",89,1.19,312,263,"BirdietoBogeyRatio",2006
86,86,"John Rollins",93,1.19,352,296,"BirdietoBogeyRatio",2006
93,93,"Ben Crane",85,1.18,308,261,"BirdietoBogeyRatio",2006
93,93,"Brian Davis",92,1.18,324,274,"BirdietoBogeyRatio",2006
93,93,"Jose Maria Olazabal",62,1.18,206,174,"BirdietoBogeyRatio",2006
96,96,"Jeff Brehaut",100,1.17,352,302,"BirdietoBogeyRatio",2006
96,96,"Sergio Garcia",59,1.17,216,185,"BirdietoBogeyRatio",2006
96,96,"Freddie Jacobson",56,1.17,203,174,"BirdietoBogeyRatio",2006
96,96,"Zach Johnson",98,1.17,298,254,"BirdietoBogeyRatio",2006
96,96,"David McKenzie",82,1.17,284,243,"BirdietoBogeyRatio",2006
96,96,"Jeff Overton",95,1.17,330,282,"BirdietoBogeyRatio",2006
102,102,"Kris Cox",83,1.16,294,253,"BirdietoBogeyRatio",2006
102,102,"Fred Funk",106,1.16,355,305,"BirdietoBogeyRatio",2006
102,102,"Camilo Villegas",95,1.16,351,302,"BirdietoBogeyRatio",2006
105,105,"Billy Andrade",78,1.15,255,221,"BirdietoBogeyRatio",2006
105,105,"Shane Bertsch",104,1.15,378,328,"BirdietoBogeyRatio",2006
105,105,"Will Ma Kenzie",91,1.15,327,285,"BirdietoBogeyRatio",2006
105,105,"Troy Matteson",101,1.15,358,312,"BirdietoBogeyRatio",2006
105,105,"Chris Riley",86,1.15,295,256,"BirdietoBogeyRatio",2006
110,110,"Robert Garrigus",85,1.14,327,287,"BirdietoBogeyRatio",2006
110,110,"Paul Goydos",72,1.14,243,213,"BirdietoBogeyRatio",2006
110,110,"Brandt Jobe",91,1.14,310,273,"BirdietoBogeyRatio",2006
113,113,"Woody Austin",107,1.13,392,346,"BirdietoBogeyRatio",2006
113,113,"Bubba Dickerson",98,1.13,364,322,"BirdietoBogeyRatio",2006
113,113,"Dudley Hart",83,1.13,298,264,"BirdietoBogeyRatio",2006
113,113,"Kent Jones",103,1.13,364,322,"BirdietoBogeyRatio",2006
113,113,"Ted Purdy",103,1.13,373,329,"BirdietoBogeyRatio",2006
113,113,"Kirk Triplett",58,1.13,205,182,"BirdietoBogeyRatio",2006
119,119,"Arjun Atwal",97,1.12,342,305,"BirdietoBogeyRatio",2006
119,119,"John Cook",67,1.12,223,200,"BirdietoBogeyRatio",2006
119,119,"Scott Gutschewski",53,1.12,186,166,"BirdietoBogeyRatio",2006
119,119,"Jonathan Kaye",95,1.12,310,277,"BirdietoBogeyRatio",2006
123,123,"Rich Beem",85,1.11,304,273,"BirdietoBogeyRatio",2006
124,124,"Todd Fischer",101,1.1,350,318,"BirdietoBogeyRatio",2006
124,124,"Pat Perez",50,1.1,190,172,"BirdietoBogeyRatio",2006
126,126,"Bart Bryant",87,1.09,277,253,"BirdietoBogeyRatio",2006
126,126,"Danny Ellis",68,1.09,220,202,"BirdietoBogeyRatio",2006
126,126,"David Howell",52,1.09,173,158,"BirdietoBogeyRatio",2006
126,126,"John Huston",74,1.09,263,242,"BirdietoBogeyRatio",2006
126,126,"Sean OHair",100,1.09,355,327,"BirdietoBogeyRatio",2006
126,126,"Corey Pavin",74,1.09,206,189,"BirdietoBogeyRatio",2006
126,126,"Chris Smith",67,1.09,236,216,"BirdietoBogeyRatio",2006
126,126,"DJ Trahan",92,1.09,323,296,"BirdietoBogeyRatio",2006
134,134,"Tommy Armour III",65,1.08,235,217,"BirdietoBogeyRatio",2006
134,134,"Aaron Baddeley",78,1.08,269,249,"BirdietoBogeyRatio",2006
134,134,"Kenny Perry",73,1.08,247,228,"BirdietoBogeyRatio",2006
134,134,"Carl Pettersson",95,1.08,332,306,"BirdietoBogeyRatio",2006
134,134,"Patrick Sheehan",104,1.08,332,307,"BirdietoBogeyRatio",2006
134,134,"Paul Stankowski",70,1.08,233,216,"BirdietoBogeyRatio",2006
134,134,"Tjaart van der Walt",60,1.08,175,162,"BirdietoBogeyRatio",2006
141,141,"Olin Browne",108,1.07,374,350,"BirdietoBogeyRatio",2006
141,141,"Mathew Goggin",72,1.07,243,227,"BirdietoBogeyRatio",2006
141,141,"DA Points",82,1.07,288,270,"BirdietoBogeyRatio",2006
141,141,"Joey Sindelar",90,1.07,309,288,"BirdietoBogeyRatio",2006
145,145,"Chris Couch",75,1.06,286,269,"BirdietoBogeyRatio",2006
145,145,"JB Holmes",81,1.06,300,283,"BirdietoBogeyRatio",2006
147,147,"Justin Leonard",83,1.05,255,244,"BirdietoBogeyRatio",2006
148,148,"Ben Curtis",86,1.03,276,268,"BirdietoBogeyRatio",2006
148,148,"Robert Damron",91,1.03,310,300,"BirdietoBogeyRatio",2006
148,148,"Robert Gamez",94,1.03,319,311,"BirdietoBogeyRatio",2006
148,148,"Charles Howell III",96,1.03,308,298,"BirdietoBogeyRatio",2006
152,152,"Henrik Bjornstad",97,1.02,312,306,"BirdietoBogeyRatio",2006
152,152,"Greg Kraft",79,1.02,245,240,"BirdietoBogeyRatio",2006
152,152,"Jeff Maggert",81,1.02,278,273,"BirdietoBogeyRatio",2006
152,152,"Tag Ridings",103,1.02,367,361,"BirdietoBogeyRatio",2006
152,152,"Bob Tway",81,1.02,263,257,"BirdietoBogeyRatio",2006
157,157,"Mark Calcavecchia",94,1,338,337,"BirdietoBogeyRatio",2006
157,157,"Matt Hansen",68,1,227,227,"BirdietoBogeyRatio",2006
157,157,"Tim Petrovic",95,1,291,292,"BirdietoBogeyRatio",2006
157,157,"Ron Whittaker",81,1,254,254,"BirdietoBogeyRatio",2006
161,161,"Brian Bateman",69,0.99,206,208,"BirdietoBogeyRatio",2006
161,161,"Jason Schultz",77,0.99,249,252,"BirdietoBogeyRatio",2006
163,163,"Doug Barron",74,0.98,239,244,"BirdietoBogeyRatio",2006
163,163,"Lee Janzen",79,0.98,283,290,"BirdietoBogeyRatio",2006
163,163,"Jimmy Walker",60,0.98,195,200,"BirdietoBogeyRatio",2006
166,166,"Carlos Franco",86,0.97,298,307,"BirdietoBogeyRatio",2006
166,166,"Ian Leggatt",80,0.97,255,263,"BirdietoBogeyRatio",2006
166,166,"Vance Veazey",59,0.97,207,213,"BirdietoBogeyRatio",2006
169,169,"Fred Couples",52,0.96,168,175,"BirdietoBogeyRatio",2006
169,169,"Larry Mize",53,0.96,143,149,"BirdietoBogeyRatio",2006
169,169,"Mike Sposa",68,0.96,210,218,"BirdietoBogeyRatio",2006
172,172,"Jason Gore",86,0.95,294,310,"BirdietoBogeyRatio",2006
172,172,"Steve Jones",83,0.95,260,274,"BirdietoBogeyRatio",2006
174,174,"JL Lewis",57,0.94,178,189,"BirdietoBogeyRatio",2006
174,174,"Nicholas Thompson",96,0.94,314,333,"BirdietoBogeyRatio",2006
176,176,"David Duval",71,0.93,243,261,"BirdietoBogeyRatio",2006
176,176,"Tim Herron",82,0.93,262,283,"BirdietoBogeyRatio",2006
176,176,"Tom Lehman",70,0.93,182,196,"BirdietoBogeyRatio",2006
179,179,"Wes Short Jr",96,0.92,346,375,"BirdietoBogeyRatio",2006
180,180,"Mark Brooks",90,0.91,259,284,"BirdietoBogeyRatio",2006
180,180,"Greg Chalmers",71,0.91,221,242,"BirdietoBogeyRatio",2006
180,180,"John Daly",51,0.91,175,192,"BirdietoBogeyRatio",2006
180,180,"Peter Lonard",77,0.91,232,256,"BirdietoBogeyRatio",2006
184,184,"Thomas Levet",53,0.9,151,168,"BirdietoBogeyRatio",2006
185,185,"Mark OMeara",52,0.89,154,173,"BirdietoBogeyRatio",2006
186,186,"Brad Faxon",78,0.88,244,277,"BirdietoBogeyRatio",2006
187,187,"James Driscoll",80,0.87,268,308,"BirdietoBogeyRatio",2006
188,188,"Jon Mills",68,0.86,194,226,"BirdietoBogeyRatio",2006
189,189,"Len Mattiace",59,0.84,190,225,"BirdietoBogeyRatio",2006
189,189,"Roger Tambellini",64,0.84,198,236,"BirdietoBogeyRatio",2006
191,191,"Michael Connell",51,0.82,151,185,"BirdietoBogeyRatio",2006
192,192,"Ryan Hietala",61,0.8,181,226,"BirdietoBogeyRatio",2006
193,193,"Alex Aragon",63,0.78,199,255,"BirdietoBogeyRatio",2006
194,194,"John Engler Jr",69,0.75,192,257,"BirdietoBogeyRatio",2006
195,195,"Todd Hamilton",72,0.71,215,303,"BirdietoBogeyRatio",2006
196,196,"Hidemichi Tanaka",74,0.68,195,286,"BirdietoBogeyRatio",2006
