"AverageDistanceofPuttsmade_RANKTHISWEEK_2013","AverageDistanceofPuttsmade_RANKLASTWEEK_2013","AverageDistanceofPuttsmade_PLAYERNAME_2013","AverageDistanceofPuttsmade_ROUNDS_2013","AverageDistanceofPuttsmade_AVG_2013","AverageDistanceofPuttsmade_TOTALDISTINCHES_2013","AverageDistanceofPuttsmade_TOTALROUNDS_2013","AverageDistanceofPuttsmade_AVGDIST_2013","AverageDistanceofPuttsmade_BESTROUND_2013","stat_name","year"
32,32,"Martin Kaymer",61,NA,37797,42,NA,NA,"AverageDistanceofPuttsmade",2013
34,34,"Luke Guthrie",82,NA,58348,65,NA,NA,"AverageDistanceofPuttsmade",2013
34,34,"Colt Knost",69,NA,52063,58,NA,NA,"AverageDistanceofPuttsmade",2013
36,36,"Bryce Molder",82,NA,63610,71,NA,NA,"AverageDistanceofPuttsmade",2013
36,36,"Carl Pettersson",82,NA,56417,63,NA,NA,"AverageDistanceofPuttsmade",2013
38,38,"Ken Duke",87,NA,67036,75,NA,NA,"AverageDistanceofPuttsmade",2013
38,38,"Zach Johnson",84,NA,59901,67,NA,NA,"AverageDistanceofPuttsmade",2013
40,40,"Charles Howell III",87,NA,71470,80,NA,NA,"AverageDistanceofPuttsmade",2013
40,40,"Jimmy Walker",84,NA,67002,75,NA,NA,"AverageDistanceofPuttsmade",2013
42,42,"Derek Ernst",58,NA,43664,49,NA,NA,"AverageDistanceofPuttsmade",2013
43,43,"Martin Laird",68,NA,47192,53,NA,NA,"AverageDistanceofPuttsmade",2013
43,43,"Rory Sabbatini",86,NA,64108,72,NA,NA,"AverageDistanceofPuttsmade",2013
45,45,"Gary Woodland",94,NA,73818,83,NA,NA,"AverageDistanceofPuttsmade",2013
46,46,"DH Lee",65,NA,51530,58,NA,NA,"AverageDistanceofPuttsmade",2013
47,47,"Brian Davis",91,NA,73592,83,NA,NA,"AverageDistanceofPuttsmade",2013
47,47,"DA Points",87,NA,60335,68,NA,NA,"AverageDistanceofPuttsmade",2013
47,47,"Scott Stallings",79,NA,58568,66,NA,NA,"AverageDistanceofPuttsmade",2013
50,50,"David Lynn",70,NA,49558,56,NA,NA,"AverageDistanceofPuttsmade",2013
50,50,"Nick Watney",88,NA,64623,73,NA,NA,"AverageDistanceofPuttsmade",2013
52,52,"Andres Romero",63,NA,45984,52,NA,NA,"AverageDistanceofPuttsmade",2013
52,52,"Johnson Wagner",64,NA,45982,52,NA,NA,"AverageDistanceofPuttsmade",2013
54,54,"Matt Every",89,NA,70322,80,NA,NA,"AverageDistanceofPuttsmade",2013
54,54,"Scott Langley",79,NA,56232,64,NA,NA,"AverageDistanceofPuttsmade",2013
56,56,"Henrik Stenson",65,NA,38625,44,NA,NA,"AverageDistanceofPuttsmade",2013
56,56,"Nicholas Thompson",99,NA,75511,86,NA,NA,"AverageDistanceofPuttsmade",2013
58,58,"Padraig Harrington",52,NA,30702,35,NA,NA,"AverageDistanceofPuttsmade",2013
58,58,"Matt Kuchar",93,NA,60539,69,NA,NA,"AverageDistanceofPuttsmade",2013
58,58,"William McGirt",75,NA,62249,71,NA,NA,"AverageDistanceofPuttsmade",2013
61,61,"Graham DeLaet",94,NA,70963,81,NA,NA,"AverageDistanceofPuttsmade",2013
61,61,"Tom Gillis",69,NA,52557,60,NA,NA,"AverageDistanceofPuttsmade",2013
61,61,"Bill Haas",85,NA,60468,69,NA,NA,"AverageDistanceofPuttsmade",2013
61,61,"Charley Hoffman",84,NA,63925,73,NA,NA,"AverageDistanceofPuttsmade",2013
61,61,"Michael Thompson",66,NA,46407,53,NA,NA,"AverageDistanceofPuttsmade",2013
66,66,"Freddie Jacobson",63,NA,40260,46,NA,NA,"AverageDistanceofPuttsmade",2013
66,66,"Geoff Ogilvy",57,NA,36747,42,NA,NA,"AverageDistanceofPuttsmade",2013
68,68,"Jonas Blixt",76,NA,58574,67,NA,NA,"AverageDistanceofPuttsmade",2013
68,68,"Cameron Tringale",80,NA,65565,75,NA,NA,"AverageDistanceofPuttsmade",2013
70,70,"Jason Bohn",70,NA,57600,66,NA,NA,"AverageDistanceofPuttsmade",2013
70,70,"Casey Wittenberg",72,NA,53255,61,NA,NA,"AverageDistanceofPuttsmade",2013
72,72,"Webb Simpson",92,NA,61016,70,NA,NA,"AverageDistanceofPuttsmade",2013
73,73,"Luke Donald",60,NA,40043,46,NA,NA,"AverageDistanceofPuttsmade",2013
73,73,"Jim Herman",59,NA,38335,44,NA,NA,"AverageDistanceofPuttsmade",2013
73,73,"Jason Kokrak",78,NA,62711,72,NA,NA,"AverageDistanceofPuttsmade",2013
76,76,"Stuart Appleby",88,NA,68749,79,NA,NA,"AverageDistanceofPuttsmade",2013
76,76,"Rory McIlroy",56,NA,35650,41,NA,NA,"AverageDistanceofPuttsmade",2013
76,76,"Chris Stroud",88,NA,67876,78,NA,NA,"AverageDistanceofPuttsmade",2013
79,79,"Ben Crane",62,NA,47779,55,NA,NA,"AverageDistanceofPuttsmade",2013
79,79,"Jason Day",86,NA,53008,61,NA,NA,"AverageDistanceofPuttsmade",2013
79,79,"George McNeill",68,NA,55585,64,NA,NA,"AverageDistanceofPuttsmade",2013
82,82,"Kevin Streelman",86,NA,59031,68,NA,NA,"AverageDistanceofPuttsmade",2013
83,83,"Angel Cabrera",73,NA,49404,57,NA,NA,"AverageDistanceofPuttsmade",2013
83,83,"Justin Hicks",79,NA,57219,66,NA,NA,"AverageDistanceofPuttsmade",2013
85,85,"David Lingmerth",68,NA,49368,57,NA,NA,"AverageDistanceofPuttsmade",2013
86,86,"Brian Stuard",78,NA,54510,63,NA,NA,"AverageDistanceofPuttsmade",2013
87,87,"DJ Trahan",48,NA,32848,38,NA,NA,"AverageDistanceofPuttsmade",2013
87,87,"Tiger Woods",61,NA,37157,43,NA,NA,"AverageDistanceofPuttsmade",2013
89,89,"Bob Estes",66,NA,53496,62,NA,NA,"AverageDistanceofPuttsmade",2013
89,89,"Marc Leishman",77,NA,55253,64,NA,NA,"AverageDistanceofPuttsmade",2013
91,91,"Scott Gardiner",61,NA,44805,52,NA,NA,"AverageDistanceofPuttsmade",2013
91,91,"Sean OHair",56,NA,43950,51,NA,NA,"AverageDistanceofPuttsmade",2013
91,91,"Alistair Presnell",59,NA,39639,46,NA,NA,"AverageDistanceofPuttsmade",2013
91,91,"Mike Weir",60,NA,40509,47,NA,NA,"AverageDistanceofPuttsmade",2013
95,95,"John Huh",88,NA,64529,75,NA,NA,"AverageDistanceofPuttsmade",2013
95,95,"Jeff Maggert",63,NA,49009,57,NA,NA,"AverageDistanceofPuttsmade",2013
95,95,"Shawn Stefani",63,NA,43019,50,NA,NA,"AverageDistanceofPuttsmade",2013
95,95,"Camilo Villegas",79,NA,55036,64,NA,NA,"AverageDistanceofPuttsmade",2013
99,99,"Matt Jones",83,NA,59961,70,NA,NA,"AverageDistanceofPuttsmade",2013
99,99,"Chez Reavie",72,NA,57431,67,NA,NA,"AverageDistanceofPuttsmade",2013
101,101,"Scott Piercy",78,NA,52993,62,NA,NA,"AverageDistanceofPuttsmade",2013
101,101,"Dicky Pride",71,NA,50447,59,NA,NA,"AverageDistanceofPuttsmade",2013
101,101,"Tag Ridings",69,NA,49600,58,NA,NA,"AverageDistanceofPuttsmade",2013
104,104,"Brandt Jobe",62,NA,45267,53,NA,NA,"AverageDistanceofPuttsmade",2013
105,105,"Fabian Gomez",65,NA,46905,55,NA,NA,"AverageDistanceofPuttsmade",2013
105,105,"Henrik Norlander",70,NA,50330,59,NA,NA,"AverageDistanceofPuttsmade",2013
107,107,"Brad Fritsch",81,NA,57916,68,NA,NA,"AverageDistanceofPuttsmade",2013
107,107,"Hunter Mahan",91,NA,57929,68,NA,NA,"AverageDistanceofPuttsmade",2013
109,109,"Steven Bowditch",67,NA,49372,58,NA,NA,"AverageDistanceofPuttsmade",2013
110,110,"Keegan Bradley",88,NA,61094,72,NA,NA,"AverageDistanceofPuttsmade",2013
110,110,"Brian Gay",79,NA,60265,71,NA,NA,"AverageDistanceofPuttsmade",2013
110,110,"Dustin Johnson",71,NA,43293,51,NA,NA,"AverageDistanceofPuttsmade",2013
113,113,"Martin Flores",83,NA,64430,76,NA,NA,"AverageDistanceofPuttsmade",2013
113,113,"Adam Scott",61,NA,37302,44,NA,NA,"AverageDistanceofPuttsmade",2013
115,115,"Jin Park",52,NA,36402,43,NA,NA,"AverageDistanceofPuttsmade",2013
116,116,"Jim Furyk",80,NA,54119,64,NA,NA,"AverageDistanceofPuttsmade",2013
117,117,"Seung Yul Noh",71,NA,52397,62,NA,NA,"AverageDistanceofPuttsmade",2013
117,117,"Ian Poulter",59,NA,32970,39,NA,NA,"AverageDistanceofPuttsmade",2013
119,119,"Tim Herron",45,NA,37138,44,NA,NA,"AverageDistanceofPuttsmade",2013
119,119,"Steve LeBrun",66,NA,44754,53,NA,NA,"AverageDistanceofPuttsmade",2013
121,121,"John Rollins",77,NA,57348,68,NA,NA,"AverageDistanceofPuttsmade",2013
122,122,"Robert Allenby",58,NA,43784,52,NA,NA,"AverageDistanceofPuttsmade",2013
122,122,"John Senden",79,NA,51337,61,NA,NA,"AverageDistanceofPuttsmade",2013
124,124,"Cameron Percy",68,NA,47918,57,NA,NA,"AverageDistanceofPuttsmade",2013
124,124,"Bo Van Pelt",72,NA,45396,54,NA,NA,"AverageDistanceofPuttsmade",2013
126,126,"Jason Dufner",78,NA,51175,61,NA,NA,"AverageDistanceofPuttsmade",2013
126,126,"Robert Streb",75,NA,52044,62,NA,NA,"AverageDistanceofPuttsmade",2013
128,128,"Ryo Ishikawa",72,NA,46058,55,NA,NA,"AverageDistanceofPuttsmade",2013
128,128,"Kevin Stadler",83,NA,57778,69,NA,NA,"AverageDistanceofPuttsmade",2013
128,128,"YE Yang",56,NA,34315,41,NA,NA,"AverageDistanceofPuttsmade",2013
131,131,"Kevin Chappell",80,NA,55983,67,NA,NA,"AverageDistanceofPuttsmade",2013
131,131,"Justin Leonard",86,NA,62685,75,NA,NA,"AverageDistanceofPuttsmade",2013
133,133,"John Merrick",79,NA,56776,68,NA,NA,"AverageDistanceofPuttsmade",2013
134,134,"Darron Stiles",51,NA,35046,42,NA,NA,"AverageDistanceofPuttsmade",2013
135,135,"James Hahn",78,NA,55809,67,NA,NA,"AverageDistanceofPuttsmade",2013
135,135,"Brian Harman",89,NA,63310,76,NA,NA,"AverageDistanceofPuttsmade",2013
137,137,"Josh Teater",86,NA,50672,61,NA,NA,"AverageDistanceofPuttsmade",2013
138,138,"Chad Campbell",78,NA,59793,72,NA,NA,"AverageDistanceofPuttsmade",2013
138,138,"Stewart Cink",71,NA,46479,56,NA,NA,"AverageDistanceofPuttsmade",2013
138,138,"Nicolas Colsaerts",50,NA,29046,35,NA,NA,"AverageDistanceofPuttsmade",2013
141,141,"Justin Bolli",59,NA,38128,46,NA,NA,"AverageDistanceofPuttsmade",2013
141,141,"KJ Choi",85,NA,52233,63,NA,NA,"AverageDistanceofPuttsmade",2013
143,143,"Ben Curtis",59,NA,38073,46,NA,NA,"AverageDistanceofPuttsmade",2013
143,143,"Brendon de Jonge",110,NA,80340,97,NA,NA,"AverageDistanceofPuttsmade",2013
143,143,"Troy Matteson",68,NA,48856,59,NA,NA,"AverageDistanceofPuttsmade",2013
146,146,"Daniel Summerhays",83,NA,64520,78,NA,NA,"AverageDistanceofPuttsmade",2013
146,146,"Andrew Svoboda",46,NA,28948,35,NA,NA,"AverageDistanceofPuttsmade",2013
148,148,"Charlie Beljan",62,NA,45409,55,NA,NA,"AverageDistanceofPuttsmade",2013
149,149,"Kyle Stanley",71,NA,49519,60,NA,NA,"AverageDistanceofPuttsmade",2013
150,150,"Pat Perez",69,NA,52742,64,NA,NA,"AverageDistanceofPuttsmade",2013
150,150,"Justin Rose",62,NA,37888,46,NA,NA,"AverageDistanceofPuttsmade",2013
150,150,"Boo Weekley",100,NA,68366,83,NA,NA,"AverageDistanceofPuttsmade",2013
153,153,"Lee Westwood",70,NA,41869,51,NA,NA,"AverageDistanceofPuttsmade",2013
154,154,"JJ Henry",83,NA,60680,74,NA,NA,"AverageDistanceofPuttsmade",2013
155,155,"David Toms",49,NA,26194,32,NA,NA,"AverageDistanceofPuttsmade",2013
156,156,"Jerry Kelly",75,NA,52292,64,NA,NA,"AverageDistanceofPuttsmade",2013
156,156,"David Mathis",71,NA,50661,62,NA,NA,"AverageDistanceofPuttsmade",2013
156,156,"Vaughn Taylor",50,NA,32687,40,NA,NA,"AverageDistanceofPuttsmade",2013
159,159,"Roberto Castro",97,NA,68557,84,NA,NA,"AverageDistanceofPuttsmade",2013
159,159,"Ryan Moore",72,NA,46520,57,NA,NA,"AverageDistanceofPuttsmade",2013
161,161,"Brendan Steele",86,NA,62593,77,NA,NA,"AverageDistanceofPuttsmade",2013
162,162,"Luke List",65,NA,42201,52,NA,NA,"AverageDistanceofPuttsmade",2013
163,163,"Scott Brown",65,NA,44614,55,NA,NA,"AverageDistanceofPuttsmade",2013
164,164,"Robert Karlsson",56,NA,29976,37,NA,NA,"AverageDistanceofPuttsmade",2013
165,165,"Lee Williams",62,NA,41276,51,NA,NA,"AverageDistanceofPuttsmade",2013
166,166,"Michael Bradley",56,NA,34699,43,NA,NA,"AverageDistanceofPuttsmade",2013
167,167,"Ernie Els",63,NA,38528,48,NA,NA,"AverageDistanceofPuttsmade",2013
168,168,"Ricky Barnes",74,NA,52009,65,NA,NA,"AverageDistanceofPuttsmade",2013
169,169,"Lucas Glover",65,NA,40583,51,NA,NA,"AverageDistanceofPuttsmade",2013
170,170,"Bobby Gates",49,NA,30209,38,NA,NA,"AverageDistanceofPuttsmade",2013
171,171,"Bubba Watson",76,NA,46861,59,NA,NA,"AverageDistanceofPuttsmade",2013
172,172,"Bud Cauley",67,NA,44342,56,NA,NA,"AverageDistanceofPuttsmade",2013
173,173,"Mark Wilson",56,NA,39328,50,NA,NA,"AverageDistanceofPuttsmade",2013
174,174,"Trevor Immelman",73,NA,48619,62,NA,NA,"AverageDistanceofPuttsmade",2013
174,174,"Greg Owen",73,NA,51739,66,NA,NA,"AverageDistanceofPuttsmade",2013
176,176,"Robert Garrigus",69,NA,38254,49,NA,NA,"AverageDistanceofPuttsmade",2013
177,177,"Eric Meierdierks",48,NA,28594,37,NA,NA,"AverageDistanceofPuttsmade",2013
178,178,"Vijay Singh",61,NA,35763,48,NA,NA,"AverageDistanceofPuttsmade",2013
179,179,"Will Claxton",67,NA,41501,56,NA,NA,"AverageDistanceofPuttsmade",2013
180,180,"Rod Pampling",46,NA,25053,35,NA,NA,"AverageDistanceofPuttsmade",2013
